,count,mean,std,min,25%,50%,75%,max
unrate,401.0,5.569077306733167,1.769658553650596,3.4,4.3,5.1,6.1,14.8
spy,401.0,171.36554038792178,160.75508773892355,24.11325454711914,70.14791870117188,95.9282455444336,231.94570922851562,754.5361328125
spy_ret,400.0,0.009511951548887147,0.042721525963176084,-0.16518649265303875,-0.015703138481487244,0.013568252646202428,0.03686377441798161,0.12698349156499544
spy_fwd_1m,400.0,0.009511951548887147,0.042721525963176084,-0.16518649265303875,-0.015703138481487244,0.013568252646202428,0.03686377441798161,0.12698349156499544
spy_fwd_3m,398.0,0.028685267774438982,0.07289518059451279,-0.2964400383080239,-0.008763258519219469,0.03613419757159375,0.07229509051214328,0.26054749322684456
spy_fwd_6m,395.0,0.058114405037703536,0.10702377320933044,-0.4179551568842038,0.007709278535292685,0.06326942756411613,0.1252290950901006,0.40370935266679364
spy_fwd_12m,389.0,0.12043836033246529,0.16626744059295934,-0.4342440958772795,0.04536520802533617,0.14310210047991778,0.22002301303276117,0.5623113358609078
unrate_mom,400.0,-0.007750000000000007,0.5723494537807369,-2.1999999999999993,-0.10000000000000009,0.0,0.09999999999999964,10.4
unrate_3m_chg,398.0,-0.02160804020100502,0.9661710906765546,-4.799999999999999,-0.20000000000000018,-0.09999999999999964,0.09999999999999964,11.200000000000001
unrate_6m_chg,395.0,-0.04253164556962025,1.245443949096543,-7.9,-0.39999999999999947,-0.1999999999999993,0.09999999999999987,11.200000000000001
unrate_12m_chg,389.0,-0.07994858611825194,1.574853616967487,-8.700000000000001,-0.6000000000000005,-0.2999999999999998,0.20000000000000018,11.100000000000001
unrate_zscore_60m,366.0,-0.2964928138074173,1.4545113707218338,-2.217612198426768,-1.426208588672383,-0.5919959937578188,0.46057212631998135,7.027008998730732
unrate_sahm,388.0,0.397680412371134,1.0931009620689065,0.0,0.0,0.0,0.2333333333333334,9.433333333333334
unrate_recession_flag,401.0,0.1396508728179551,0.34705745605805005,0.0,0.0,0.0,0.0,1.0
