,count,mean,std,min,25%,50%,75%,max
umcsent,393.0,28.463104325699746,8.348853491605446,13.0,23.0,27.0,33.0,58.0
spy,393.0,160.640562470026,143.41125522257755,24.11326026916504,69.76811981201172,94.46615600585938,214.4743194580078,660.7061157226562
spy_ret,392.0,0.009398650190313263,0.042677831044884554,-0.16518665864609927,-0.01570337760117002,0.0135688284646438,0.03686385743624959,0.12698350796282853
spy_fwd_1m,392.0,0.009398650190313265,0.042677831044884554,-0.16518665864609927,-0.01570337760117002,0.0135688284646438,0.03686385743624959,0.12698350796282853
spy_fwd_3m,390.0,0.02814865613058134,0.07313959393463622,-0.2964403432866388,-0.009693811689688442,0.03560546946306853,0.07227093660524209,0.26054744091814563
spy_fwd_6m,387.0,0.05691555754236763,0.10743569038415154,-0.4179552459878072,0.006945028577086343,0.06244185056968021,0.12392816006405127,0.403709876403477
umcsent_level,393.0,28.463104325699746,8.348853491605446,13.0,23.0,27.0,33.0,58.0
umcsent_diff_1m,392.0,-0.058673469387755105,4.046927573881911,-19.0,-2.0,0.0,2.0,19.0
umcsent_chg_12m,389.0,-0.16195372750642673,6.9435865452412555,-22.0,-5.0,0.0,3.0,31.0
umcsent_zscore_60m,370.0,0.048810106744653664,1.2007487081931694,-2.315069781473967,-0.8290982399785237,-0.11603936419037009,0.7295077009378126,4.317954770346371
