,count,mean,std,min,25%,50%,75%,max
permit_yoy,392.0,2.242240420306665,16.082276348469318,-51.784160139251526,-3.4322806424645607,3.965562723326699,10.309336608191506,59.94423791821561
spy,392.0,159.36488674611462,141.34427346489738,24.113252639770508,69.67361450195312,94.46503448486328,211.23463821411133,637.98095703125
spy_ret,391.0,0.009331587636549139,0.04271182414097771,-0.16518638592014057,-0.01570385591657747,0.013567015323674214,0.03688915028067419,0.12698398452721116
spy_fwd_1m,391.0,0.009331587636549139,0.04271182414097772,-0.16518638592014057,-0.01570385591657747,0.013567015323674214,0.03688915028067419,0.12698398452721116
spy_fwd_3m,389.0,0.028012244608414325,0.07318409163827244,-0.29644027623616487,-0.009953034495016722,0.03553733820188132,0.07223637258241378,0.26054784991027
spy_fwd_6m,386.0,0.05655073428261569,0.10733482144206186,-0.41795517778937774,0.006709901610607583,0.06173243261001582,0.12250375173530875,0.40371017429787415
permit_yoy_level,392.0,2.242240420306665,16.082276348469318,-51.784160139251526,-3.4322806424645607,3.965562723326699,10.309336608191506,59.94423791821561
permit_yoy_diff_1m,391.0,-0.04904514062345279,7.285305071653301,-30.586698075011974,-4.423632033841946,-0.4988570044938143,4.1751183012201825,29.483613846893174
permit_yoy_chg_12m,380.0,-0.44589145309909833,19.059660381463587,-51.92564407742537,-11.396106058927476,-1.3977080516647093,9.397190079922451,80.86745647296456
permit_yoy_zscore_60m,369.0,-0.20905572540221035,1.191261052669775,-3.7312306083920195,-0.8914061016301965,-0.2478880362922361,0.5723356482683155,4.710018796203028
