date,rolling_corr,n_obs,window_start
2010-03-31,-0.126,16,2006-06-30
2010-06-30,-0.2578,16,2006-09-30
2010-09-30,-0.3554,16,2006-12-31
2010-12-31,-0.3874,16,2007-03-31
2011-03-31,-0.3375,16,2007-06-30
2011-06-30,-0.2278,16,2007-09-30
2011-09-30,-0.269,16,2007-12-31
2011-12-31,-0.2661,16,2008-03-31
2012-03-31,-0.2584,16,2008-06-30
2012-06-30,-0.2082,16,2008-09-30
2012-09-30,-0.0199,16,2008-12-31
2012-12-31,0.2134,16,2009-03-31
2013-03-31,0.1366,16,2009-06-30
2013-06-30,0.0531,16,2009-09-30
2013-09-30,0.0932,16,2009-12-31
2013-12-31,0.0721,16,2010-03-31
2014-03-31,0.1376,16,2010-06-30
2014-06-30,0.1643,16,2010-09-30
2014-09-30,0.3256,16,2010-12-31
2014-12-31,0.4063,16,2011-03-31
2015-03-31,0.3549,16,2011-06-30
2015-06-30,-0.5656,16,2011-09-30
2015-09-30,-0.449,16,2011-12-31
2015-12-31,-0.2808,16,2012-03-31
2016-03-31,-0.3217,16,2012-06-30
2016-06-30,-0.2016,16,2012-09-30
2016-09-30,-0.179,16,2012-12-31
2016-12-31,-0.1319,16,2013-03-31
2017-03-31,-0.1357,16,2013-06-30
2017-06-30,-0.1148,16,2013-09-30
2017-09-30,-0.0714,16,2013-12-31
2017-12-31,-0.172,16,2014-03-31
2018-03-31,-0.1259,16,2014-06-30
2018-06-30,-0.12,16,2014-09-30
2018-09-30,-0.1366,16,2014-12-31
2018-12-31,-0.0747,16,2015-03-31
2019-03-31,-0.0919,16,2015-06-30
2019-06-30,-0.1791,16,2015-09-30
2019-09-30,-0.0612,16,2015-12-31
2019-12-31,-0.1757,16,2016-03-31
2020-03-31,-0.0785,16,2016-06-30
2020-06-30,-0.0511,16,2016-09-30
2020-09-30,-0.0496,16,2016-12-31
2020-12-31,-0.0344,16,2017-03-31
2021-03-31,-0.0716,16,2017-06-30
2021-06-30,-0.0469,16,2017-09-30
2021-09-30,-0.0235,16,2017-12-31
2021-12-31,0.105,16,2018-03-31
2022-03-31,0.3723,16,2018-06-30
2022-06-30,0.4221,16,2018-09-30
2022-09-30,0.3832,16,2018-12-31
2022-12-31,0.3718,16,2019-03-31
2023-03-31,0.3769,16,2019-06-30
2023-06-30,0.2529,16,2019-09-30
2023-09-30,0.2924,16,2019-12-31
2023-12-31,0.4736,16,2020-03-31
2024-03-31,0.4764,16,2020-06-30
2024-06-30,0.4701,16,2020-09-30
2024-09-30,0.499,16,2020-12-31
2024-12-31,0.5149,16,2021-03-31
2025-03-31,0.4911,16,2021-06-30
2025-06-30,0.438,16,2021-09-30
2025-09-30,0.4649,16,2021-12-31
2025-12-31,0.4737,16,2022-03-31
