transform,L0,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,best_lead,best_r
petrol_inv_pct_yoy,+0.057,+0.054,+0.052,+0.062,+0.046,+0.018,+0.029,+0.044,+0.053,+0.052,+0.061,+0.059,+0.037,L3,+0.062
petrol_inv_pct_chg,+0.006,-0.022,-0.073,+0.037,+0.147**,+0.068,+0.029,-0.003,-0.011,+0.031,+0.030,+0.035,-0.011,L4,+0.147
petrol_inv_3m_pct,-0.037,-0.025,+0.046,+0.106*,+0.103*,+0.040,+0.006,+0.007,+0.021,+0.041,+0.022,-0.003,-0.027,L3,+0.106
petrol_inv_6m_pct,+0.046,+0.052,+0.057,+0.074,+0.072,+0.039,+0.030,+0.019,+0.011,+0.007,-0.013,-0.017,+0.009,L3,+0.074
petrol_inv_dev_trend_pct,+0.035,+0.042,+0.058,+0.094,+0.090,+0.041,+0.018,+0.011,+0.018,+0.031,+0.027,+0.025,+0.021,L3,+0.094
petrol_inv_zscore_60m,+0.021,+0.020,+0.025,+0.041,+0.032,+0.001,-0.016,-0.025,-0.026,-0.025,-0.033,-0.036,-0.039,L3,+0.041
petrol_inv_yoy_zscore_60m,+0.067,+0.063,+0.063,+0.071,+0.052,+0.015,+0.031,+0.042,+0.051,+0.053,+0.060,+0.067,+0.053,L3,+0.071
petrol_inv_accel_pct,+0.030,+0.054,-0.117*,-0.117*,+0.084,+0.042,+0.034,+0.009,-0.045,+0.001,-0.005,+0.049,+0.019,L2,-0.117
