transform,L0,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,best_lead,best_r
hy_ig_zscore_252d,-0.052,-0.014,-0.079,-0.074,-0.025,+0.008,-0.100,-0.050,-0.033,-0.058,-0.049,-0.019,+0.008,L6,-0.100
hy_ig_zscore_504d,-0.031,-0.022,-0.070,-0.040,-0.037,-0.027,-0.056,-0.029,-0.002,-0.013,-0.024,+0.018,+0.041,L2,-0.070
hy_ig_pctrank_504d,-0.047,-0.038,-0.041,-0.040,-0.040,-0.025,-0.058,-0.001,+0.000,+0.012,+0.009,+0.020,+0.042,L6,-0.058
hy_ig_roc_21d,-0.015,+0.029,-0.129*,-0.049,+0.056,+0.048,-0.057,-0.004,+0.012,+0.007,-0.078,-0.019,+0.050,L2,-0.129
hy_ig_roc_63d,-0.020,-0.086,-0.104,+0.025,+0.035,-0.001,-0.033,+0.018,-0.023,-0.060,-0.029,+0.035,-0.057,L2,-0.104
hy_ig_mom_21d,-0.026,+0.010,-0.225**,-0.088,+0.090,+0.076,-0.050,+0.015,+0.027,+0.012,-0.073,-0.028,+0.081,L2,-0.225
hy_ig_mom_63d,-0.119*,-0.164**,-0.127*,+0.024,+0.063,+0.029,-0.018,+0.018,-0.024,-0.056,-0.007,+0.045,-0.025,L1,-0.164
hy_ig_acceleration,-0.036,+0.101,-0.044,-0.075,+0.017,+0.073,-0.040,-0.016,+0.005,+0.072,-0.043,-0.048,+0.027,L1,+0.101
hmm_2state_prob_stress,-0.016,-0.013,+0.021,-0.010,-0.033,+0.036,-0.136*,-0.012,-0.031,-0.070,-0.052,-0.050,-0.017,L6,-0.136
