date,regime_stress_prob,regime_calm_prob
1993-02-28,0.049321787855384096,0.9506782121446216
1993-03-31,0.034332195482569106,0.9656678045174366
1993-04-30,0.029185825249066804,0.9708141747509388
1993-05-31,0.01776816781723986,0.9822318321827658
1993-06-30,0.012237991166526997,0.9877620088334786
1993-07-31,0.010456673287917724,0.989543326712088
1993-08-31,0.010079451040433137,0.9899205489595724
1993-09-30,0.009950279002002122,0.9900497209980037
1993-10-31,0.010652766212177006,0.9893472337878287
1993-11-30,0.014817735362043675,0.9851822646379621
1993-12-31,0.020515810279689482,0.9794841897203164
1994-01-31,0.03491058586315304,0.9650894141368527
1994-02-28,0.05799737148925291,0.942002628510753
1994-03-31,0.06700196616794037,0.9329980338320657
1994-04-30,0.04647620437058327,0.9535237956294226
1994-05-31,0.03964198907798085,0.9603580109220251
1994-06-30,0.041936325885632425,0.9580636741143735
1994-07-31,0.03841118280280674,0.961588817197199
1994-08-31,0.040886674944561836,0.959113325055444
1994-09-30,0.046845221683637764,0.9531547783163679
1994-10-31,0.04480967414256723,0.9551903258574383
1994-11-30,0.050519749539885,0.9494802504601203
1994-12-31,0.027820314675902638,0.9721796853241027
1995-01-31,0.018075779041814337,0.9819242209581911
1995-02-28,0.012368395668231608,0.9876316043317738
1995-03-31,0.007916328254338776,0.9920836717456665
1995-04-30,0.006186741153992667,0.9938132588460126
1995-05-31,0.00579995444924168,0.9942000455507635
1995-06-30,0.004809007443606572,0.9951909925563985
1995-07-31,0.005069601970905013,0.9949303980291001
1995-08-31,0.0054345820544242085,0.9945654179455811
1995-09-30,0.007175120937171971,0.9928248790628332
1995-10-31,0.00784623323843778,0.9921537667615674
1995-11-30,0.009677192948652463,0.9903228070513529
1995-12-31,0.009992630327195554,0.9900073696728098
1996-01-31,0.013716090533476201,0.9862839094665291
1996-02-29,0.019085540508271596,0.9809144594917338
1996-03-31,0.03256636883034689,0.9674336311696585
1996-04-30,0.06264773140570937,0.9373522685942961
1996-05-31,0.1291033929080925,0.870896607091913
1996-06-30,0.26765711461306557,0.73234288538694
1996-07-31,0.5675858428034779,0.43241415719652765
1996-08-31,0.6162709334039218,0.38372906659608363
1996-09-30,0.7311689212682075,0.2688310787317976
1996-10-31,0.8005255199654113,0.19947448003459392
1996-11-30,0.9278491139857574,0.07215088601424778
1996-12-31,0.9476992657283431,0.05230073427166212
1997-01-31,0.9648364035347201,0.035163596465284885
1997-02-28,0.9696152881246617,0.030384711875343327
1997-03-31,0.9907599177546847,0.009240082245320374
1997-04-30,0.9943398340616766,0.0056601659383284245
1997-05-31,0.9955041006232409,0.004495899376763961
1997-06-30,0.9947970944101557,0.005202905589849219
1997-07-31,0.9981969593169564,0.001803040683048678
1997-08-31,0.9959163709295668,0.004083629070438257
1997-09-30,0.967492727690802,0.03250727230920297
1997-10-31,0.9405251378033312,0.059474862196673625
1997-11-30,0.9070155773006056,0.0929844226993995
1997-12-31,0.8872742515150931,0.112725748484912
1998-01-31,0.8893254677334296,0.1106745322665754
1998-02-28,0.9147291043459748,0.08527089565403016
1998-03-31,0.9094638660183663,0.0905361339816385
1998-04-30,0.9057609341061862,0.09423906589381843
1998-05-31,0.9221640872742475,0.07783591272575721
1998-06-30,0.9396666957459846,0.06033330425401993
1998-07-31,0.9644695398214601,0.03553046017854432
1998-08-31,0.9999999955459941,4.454010334299582e-09
1998-09-30,0.9992881391963994,0.0007118608036049122
1998-10-31,0.9993948647703038,0.0006051352297006044
1998-11-30,0.9960267994656712,0.0039732005343330965
1998-12-31,0.9926096022860423,0.0073903977139618705
1999-01-31,0.9808687926822379,0.019131207317766345
1999-02-28,0.9777120619558101,0.022287938044194232
1999-03-31,0.9675236508441075,0.03247634915589681
1999-04-30,0.9638445397854847,0.03615546021451978
1999-05-31,0.9680674100294608,0.031932589970543705
1999-06-30,0.9719251744492053,0.028074825550799275
1999-07-31,0.973668456639483,0.026331543360521834
1999-08-31,0.9698961194812932,0.030103880518711598
1999-09-30,0.9752450803914778,0.024754919608526944
1999-10-31,0.9807493354589678,0.019250664541036716
1999-11-30,0.9791471833415938,0.0208528166584107
1999-12-31,0.9895772947666737,0.010422705233330803
2000-01-31,0.9974805575017964,0.002519442498207836
2000-02-29,0.9968965217039479,0.003103478296056607
2000-03-31,0.9996887818306864,0.0003112181693181223
2000-04-30,0.9954500981134882,0.004549901886516169
2000-05-31,0.9855453399006637,0.014454660099340464
2000-06-30,0.979789408271627,0.02021059172837751
2000-07-31,0.9851975165558393,0.014802483444165071
2000-08-31,0.9947701652910722,0.005229834708932022
2000-09-30,0.9988158361194492,0.0011841638805549753
2000-10-31,0.9968716353671713,0.0031283646328327075
2000-11-30,0.9998393959515245,0.00016060404847951924
2000-12-31,0.994987117155186,0.005012882844818154
2001-01-31,0.9957978856985489,0.004202114301455355
2001-02-28,0.9999972336338132,2.766366190893926e-06
2001-03-31,0.999877977034547,0.00012202296545731355
2001-04-30,0.9994941616536637,0.0005058383463406155
2001-05-31,0.9929498010926131,0.007050198907391121
2001-06-30,0.9926352600052706,0.00736473999473362
2001-07-31,0.993601507828383,0.006398492171621244
2001-08-31,0.999650215902329,0.0003497840976749752
2001-09-30,0.9999642890642267,3.571093577746956e-05
2001-10-31,0.9915739402420135,0.008426059757990658
2001-11-30,0.9921117027530325,0.00788829724697158
2001-12-31,0.9740593790494697,0.02594062095053428
2002-01-31,0.9702354290305845,0.02976457096941964
2002-02-28,0.9734486134244824,0.026551386575521894
2002-03-31,0.9796748067391478,0.02032519326085666
2002-04-30,0.9973241786789852,0.00267582132101904
2002-05-31,0.9960820582791211,0.003917941720883213
2002-06-30,0.9999517387619031,4.826123810125726e-05
2002-07-31,0.9999788050834912,2.1194916512975208e-05
2002-08-31,0.9971158939002498,0.0028841060997542565
2002-09-30,0.9999994020481523,5.979518519365041e-07
2002-10-31,0.9997847393454206,0.0002152606545835734
2002-11-30,0.9983889917522178,0.0016110082477861932
2002-12-31,0.996937795197588,0.003062204802415946
2003-01-31,0.9653688446577431,0.03463115534226084
2003-02-28,0.9272848980904909,0.072715101909513
2003-03-31,0.9000560680706672,0.09994393192933654
2003-04-30,0.8939342846356984,0.10606571536430548
2003-05-31,0.6808361951345656,0.31916380486543816
2003-06-30,0.35493490669223127,0.6450650933077724
2003-07-31,0.20818619162807436,0.7918138083719293
2003-08-31,0.14156245867474052,0.8584375413252632
2003-09-30,0.11243626411480982,0.8875637358851937
2003-10-31,0.09291826549405237,0.9070817345059511
2003-11-30,0.059440196274889105,0.9405598037251144
2003-12-31,0.045914608729142124,0.9540853912708612
2004-01-31,0.02677825980309389,0.9732217401969095
2004-02-29,0.018567906858902382,0.981432093141101
2004-03-31,0.01664836586741314,0.9833516341325901
2004-04-30,0.015148359682068183,0.984851640317935
2004-05-31,0.011585816669314233,0.9884141833306892
2004-06-30,0.011767588274091093,0.9882324117259121
2004-07-31,0.015912287941422472,0.9840877120585807
2004-08-31,0.01009294944364513,0.9899070505563582
2004-09-30,0.00748396621301373,0.9925160337869895
2004-10-31,0.00735598307942874,0.9926440169205745
2004-11-30,0.009691128297698644,0.9903088717023045
2004-12-31,0.010258829051926141,0.989741170948077
2005-01-31,0.012763177039879363,0.9872368229601238
2005-02-28,0.011218611747575411,0.9887813882524277
2005-03-31,0.013018231633837989,0.986981768366165
2005-04-30,0.012452604964610824,0.9875473950353924
2005-05-31,0.00942263308884199,0.9905773669111614
2005-06-30,0.00797497683552871,0.9920250231644746
2005-07-31,0.008391662469095569,0.9916083375309076
2005-08-31,0.008406726389660788,0.9915932736103426
2005-09-30,0.008452901973294099,0.991547098026709
2005-10-31,0.01118412841548111,0.988815871584522
2005-11-30,0.009454662639145621,0.9905453373608576
2005-12-31,0.006405373026422186,0.993594626973581
2006-01-31,0.004553293999946035,0.9954467060000571
2006-02-28,0.0038800409921530936,0.9961199590078501
2006-03-31,0.004075749778784691,0.9959242502212184
2006-04-30,0.005614242088351102,0.994385757911652
2006-05-31,0.00953077576246905,0.9904692242375341
2006-06-30,0.005878107130474163,0.994121892869529
2006-07-31,0.003972351556467751,0.9960276484435353
2006-08-31,0.0031144180803807063,0.9968855819196225
2006-09-30,0.003028593015372047,0.996971406984631
2006-10-31,0.0033746917833275608,0.9966253082166756
2006-11-30,0.004215373135266756,0.9957846268647363
2006-12-31,0.006581762797251409,0.9934182372027517
2007-01-31,0.012235877644823936,0.9877641223551791
2007-02-28,0.025767525588000204,0.9742324744120027
2007-03-31,0.03544950140505692,0.9645504985949461
2007-04-30,0.06078371076468709,0.939216289235316
2007-05-31,0.09252677270097419,0.9074732272990289
2007-06-30,0.15344875462207433,0.846551245377929
2007-07-31,0.22374224958649802,0.7762577504135053
2007-08-31,0.24999418752567767,0.7500058124743257
2007-09-30,0.3250473327533275,0.6749526672466761
2007-10-31,0.4603923300579914,0.539607669942012
2007-11-30,0.7782500033851288,0.2217499966148746
2007-12-31,0.8590980177718953,0.14090198222810812
2008-01-31,0.9730886235101592,0.026911376489844055
2008-02-29,0.9690145535059808,0.03098544649402235
