signal,threshold,strategy,lead_months,lookback,is_sharpe,oos_sharpe,oos_sortino,oos_calmar,oos_ann_return,oos_ann_vol,max_drawdown,win_rate,n_trades,annual_turnover,oos_n,valid
yoy,T3_zscore_1.5,P2_signal_strength_counter,6,LB120,0.4899,0.7358,0.9894,0.3398,0.0672,0.0913,-0.1976,0.66,97,11.64,100,True
yoy,T3_zscore_1.5,P3_long_short_pro,6,LB120,-0.9441,-0.6839,-1.2445,-0.1672,-0.1149,0.168,-0.6876,0.34,2,0.24,100,False
yoy,T3_zscore_1.5,P3_long_short_counter,6,LB120,0.9441,0.6839,1.0545,0.4803,0.1149,0.168,-0.2393,0.66,2,0.24,100,True
yoy,T3_zscore_neg_1.5,P1_long_cash_pro,6,LB120,0.1812,-0.3072,-0.171,-0.0906,-0.0181,0.0589,-0.1998,0.04,2,0.24,100,False
yoy,T3_zscore_neg_1.5,P1_long_cash_counter,6,LB120,0.7224,1.0841,1.5681,0.855,0.1663,0.1534,-0.1945,0.63,2,0.24,100,True
yoy,T3_zscore_neg_1.5,P2_signal_strength_pro,6,LB120,0.2889,0.8331,1.0646,0.5188,0.081,0.0972,-0.1562,0.66,97,11.64,100,True
yoy,T3_zscore_neg_1.5,P2_signal_strength_counter,6,LB120,0.4899,0.7358,0.9894,0.3398,0.0672,0.0913,-0.1976,0.66,97,11.64,100,True
yoy,T3_zscore_neg_1.5,P3_long_short_pro,6,LB120,-0.5675,-1.1329,-1.9004,-0.2235,-0.1844,0.1628,-0.8251,0.31,2,0.24,100,False
yoy,T3_zscore_neg_1.5,P3_long_short_counter,6,LB120,0.5675,1.1329,1.7828,0.9481,0.1844,0.1628,-0.1945,0.69,2,0.24,100,True
yoy,T1_fixed_p25,P1_long_cash_pro,12,LB_NA,0.6027,1.092,1.3903,0.7658,0.1489,0.1364,-0.1945,0.57,5,0.6,100,True
yoy,T1_fixed_p25,P1_long_cash_counter,12,LB_NA,0.408,-0.008,-0.0073,-0.0037,-0.0008,0.0942,-0.2025,0.1,5,0.6,100,False
yoy,T1_fixed_p25,P3_long_short_pro,12,LB_NA,0.3207,0.9032,1.3545,0.7697,0.1497,0.1657,-0.1945,0.68,5,0.6,100,True
yoy,T1_fixed_p25,P3_long_short_counter,12,LB_NA,-0.3207,-0.9032,-1.6132,-0.1873,-0.1497,0.1657,-0.799,0.32,5,0.6,100,False
yoy,T1_fixed_p50,P1_long_cash_pro,12,LB_NA,0.4571,0.2387,0.1586,0.1054,0.0205,0.0858,-0.1945,0.15,6,0.72,100,False
yoy,T1_fixed_p50,P1_long_cash_counter,12,LB_NA,0.5718,0.8902,1.3226,0.6306,0.1277,0.1434,-0.2025,0.52,6,0.72,100,True
yoy,T1_fixed_p50,P3_long_short_pro,12,LB_NA,-0.0527,-0.6363,-1.0181,-0.1606,-0.1072,0.1685,-0.6673,0.38,6,0.72,100,False
yoy,T1_fixed_p50,P3_long_short_counter,12,LB_NA,0.0527,0.6363,1.2233,0.3479,0.1072,0.1685,-0.3081,0.62,6,0.72,100,True
yoy,T1_fixed_p75,P1_long_cash_pro,12,LB_NA,0.1409,0.5803,0.5921,0.4026,0.0335,0.0578,-0.0833,0.1,4,0.48,100,True
yoy,T1_fixed_p75,P1_long_cash_counter,12,LB_NA,0.7746,0.7279,1.0389,0.4792,0.1146,0.1575,-0.2393,0.57,4,0.48,100,True
yoy,T1_fixed_p75,P3_long_short_pro,12,LB_NA,-0.5751,-0.4781,-0.8559,-0.1385,-0.0811,0.1697,-0.5859,0.39,4,0.48,100,False
yoy,T1_fixed_p75,P3_long_short_counter,12,LB_NA,0.5751,0.4781,0.775,0.245,0.0811,0.1697,-0.3311,0.61,4,0.48,100,True
yoy,T4_zero,P1_long_cash_pro,12,LB_NA,0.6117,1.017,1.2763,0.7011,0.1363,0.1341,-0.1945,0.55,5,0.6,100,True
yoy,T4_zero,P1_long_cash_counter,12,LB_NA,0.3908,0.1195,0.1101,0.0584,0.0118,0.099,-0.2025,0.12,5,0.6,100,False
yoy,T4_zero,P3_long_short_pro,12,LB_NA,0.3239,0.7435,1.1662,0.6402,0.1245,0.1675,-0.1945,0.68,5,0.6,100,True
yoy,T4_zero,P3_long_short_counter,12,LB_NA,-0.3239,-0.7435,-1.3333,-0.1656,-0.1245,0.1675,-0.7521,0.32,5,0.6,100,False
yoy,T2_roll_p25,P1_long_cash_pro,12,LB36,0.5506,1.0908,1.3991,0.7249,0.141,0.1292,-0.1945,0.49,6,0.72,100,True
yoy,T2_roll_p25,P1_long_cash_counter,12,LB36,0.4829,0.0687,0.0688,0.0355,0.0072,0.1047,-0.2025,0.18,6,0.72,100,False
yoy,T2_roll_p25,P2_signal_strength_pro,12,LB36,0.5126,0.858,0.8363,0.3794,0.0723,0.0843,-0.1906,0.59,91,10.92,100,True
yoy,T2_roll_p25,P2_signal_strength_counter,12,LB36,0.5523,0.6591,0.8234,0.355,0.0759,0.1151,-0.2137,0.65,91,10.92,100,True
yoy,T2_roll_p25,P3_long_short_pro,12,LB36,0.1989,0.8018,1.2849,0.6879,0.1338,0.1669,-0.1945,0.61,6,0.72,100,True
yoy,T2_roll_p25,P3_long_short_counter,12,LB36,-0.1989,-0.8018,-1.407,-0.1757,-0.1338,0.1669,-0.7613,0.39,6,0.72,100,False
yoy,T2_roll_p75,P1_long_cash_pro,12,LB36,0.1654,0.0938,0.0499,0.0372,0.0072,0.0772,-0.1945,0.1,6,0.72,100,False
yoy,T2_roll_p75,P1_long_cash_counter,12,LB36,0.7585,0.9563,1.5129,0.589,0.1409,0.1474,-0.2393,0.57,6,0.72,100,True
yoy,T2_roll_p75,P2_signal_strength_pro,12,LB36,0.5126,0.858,0.8363,0.3794,0.0723,0.0843,-0.1906,0.59,91,10.92,100,True
yoy,T2_roll_p75,P2_signal_strength_counter,12,LB36,0.5523,0.6591,0.8234,0.355,0.0759,0.1151,-0.2137,0.65,91,10.92,100,True
yoy,T2_roll_p75,P3_long_short_pro,12,LB36,-0.548,-0.8012,-1.2941,-0.1823,-0.1337,0.1669,-0.7333,0.35,6,0.72,100,False
yoy,T2_roll_p75,P3_long_short_counter,12,LB36,0.548,0.8012,1.482,0.3808,0.1337,0.1669,-0.3511,0.65,6,0.72,100,True
yoy,T3_zscore_1.0,P1_long_cash_pro,12,LB36,0.3816,-0.0784,-0.0267,-0.025,-0.0049,0.062,-0.1945,0.07,4,0.48,100,False
yoy,T3_zscore_1.0,P1_long_cash_counter,12,LB36,0.6173,0.9977,1.6771,0.6396,0.153,0.1534,-0.2393,0.6,4,0.48,100,True
yoy,T3_zscore_1.0,P2_signal_strength_pro,12,LB36,0.5126,0.858,0.8363,0.3794,0.0723,0.0843,-0.1906,0.59,91,10.92,100,True
yoy,T3_zscore_1.0,P2_signal_strength_counter,12,LB36,0.5523,0.6591,0.8234,0.355,0.0759,0.1151,-0.2137,0.65,91,10.92,100,True
yoy,T3_zscore_1.0,P3_long_short_pro,12,LB36,-0.3346,-0.9565,-1.4975,-0.2019,-0.1579,0.1651,-0.7821,0.36,4,0.48,100,False
yoy,T3_zscore_1.0,P3_long_short_counter,12,LB36,0.3346,0.9565,1.8466,0.5956,0.1579,0.1651,-0.2651,0.64,4,0.48,100,True
yoy,T3_zscore_neg_1.0,P1_long_cash_pro,12,LB36,0.2159,0.1373,0.1288,0.0697,0.0141,0.1027,-0.2025,0.18,6,0.72,100,False
yoy,T3_zscore_neg_1.0,P1_long_cash_counter,12,LB36,0.7122,1.0202,1.3448,0.6893,0.1341,0.1314,-0.1945,0.49,6,0.72,100,True
yoy,T3_zscore_neg_1.0,P2_signal_strength_pro,12,LB36,0.5126,0.858,0.8363,0.3794,0.0723,0.0843,-0.1906,0.59,91,10.92,100,True
yoy,T3_zscore_neg_1.0,P2_signal_strength_counter,12,LB36,0.5523,0.6591,0.8234,0.355,0.0759,0.1151,-0.2137,0.65,91,10.92,100,True
yoy,T3_zscore_neg_1.0,P3_long_short_pro,12,LB36,-0.5168,-0.7151,-1.2544,-0.1638,-0.12,0.1677,-0.7322,0.4,6,0.72,100,False
yoy,T3_zscore_neg_1.0,P3_long_short_counter,12,LB36,0.5168,0.7151,1.1604,0.6168,0.12,0.1677,-0.1945,0.6,6,0.72,100,True
yoy,T3_zscore_1.5,P1_long_cash_pro,12,LB36,0.216,0.7723,0.0,0.0,0.0218,0.0282,0.0,0.06,2,0.24,100,True
yoy,T3_zscore_1.5,P1_long_cash_counter,12,LB36,0.7037,0.7668,1.1994,0.5282,0.1264,0.1648,-0.2393,0.61,2,0.24,100,True
yoy,T3_zscore_1.5,P2_signal_strength_pro,12,LB36,0.5126,0.858,0.8363,0.3794,0.0723,0.0843,-0.1906,0.59,91,10.92,100,True
yoy,T3_zscore_1.5,P2_signal_strength_counter,12,LB36,0.5523,0.6591,0.8234,0.355,0.0759,0.1151,-0.2137,0.65,91,10.92,100,True
yoy,T3_zscore_1.5,P3_long_short_pro,12,LB36,-0.5402,-0.6205,-1.0641,-0.1586,-0.1046,0.1686,-0.6598,0.39,2,0.24,100,False
yoy,T3_zscore_1.5,P3_long_short_counter,12,LB36,0.5402,0.6205,1.0448,0.3165,0.1046,0.1686,-0.3305,0.61,2,0.24,100,True
yoy,T3_zscore_neg_1.5,P1_long_cash_pro,12,LB36,0.1236,-0.4631,-0.3929,-0.1165,-0.0362,0.0781,-0.3104,0.09,3,0.36,100,False
yoy,T3_zscore_neg_1.5,P1_long_cash_counter,12,LB36,0.7585,1.2944,1.8934,0.9478,0.1843,0.1424,-0.1945,0.58,3,0.36,100,True
yoy,T3_zscore_neg_1.5,P2_signal_strength_pro,12,LB36,0.5126,0.858,0.8363,0.3794,0.0723,0.0843,-0.1906,0.59,91,10.92,100,True
yoy,T3_zscore_neg_1.5,P2_signal_strength_counter,12,LB36,0.5523,0.6591,0.8234,0.355,0.0759,0.1151,-0.2137,0.65,91,10.92,100,True
yoy,T3_zscore_neg_1.5,P3_long_short_pro,12,LB36,-0.6132,-1.3875,-2.2788,-0.2548,-0.2205,0.1589,-0.8654,0.34,3,0.36,100,False
yoy,T3_zscore_neg_1.5,P3_long_short_counter,12,LB36,0.6132,1.3875,2.2675,1.1338,0.2205,0.1589,-0.1945,0.66,3,0.36,100,True
yoy,T2_roll_p25,P1_long_cash_pro,12,LB60,0.5206,0.8916,0.96,0.5388,0.1048,0.1175,-0.1945,0.39,8,0.96,100,True
yoy,T2_roll_p25,P1_long_cash_counter,12,LB60,0.5134,0.3609,0.4188,0.2143,0.0434,0.1202,-0.2025,0.28,8,0.96,100,True
yoy,T2_roll_p25,P2_signal_strength_pro,12,LB60,0.4939,0.9385,0.9904,0.4449,0.0681,0.0725,-0.153,0.6,92,11.04,100,True
yoy,T2_roll_p25,P2_signal_strength_counter,12,LB60,0.5055,0.6892,0.9035,0.3749,0.0801,0.1162,-0.2137,0.65,92,11.04,100,True
yoy,T2_roll_p25,P3_long_short_pro,12,LB60,0.1106,0.3602,0.5852,0.2454,0.0614,0.1704,-0.2501,0.56,8,0.96,100,True
yoy,T2_roll_p25,P3_long_short_counter,12,LB60,-0.1106,-0.3602,-0.6518,-0.1016,-0.0614,0.1704,-0.6041,0.44,8,0.96,100,False
yoy,T2_roll_p75,P1_long_cash_pro,12,LB60,0.0163,0.5503,0.5893,0.3719,0.0329,0.0599,-0.0886,0.11,6,0.72,100,True
yoy,T2_roll_p75,P1_long_cash_counter,12,LB60,0.8609,0.7353,1.0347,0.5331,0.1152,0.1567,-0.2161,0.56,6,0.72,100,True
yoy,T2_roll_p75,P2_signal_strength_pro,12,LB60,0.4939,0.9385,0.9904,0.4449,0.0681,0.0725,-0.153,0.6,92,11.04,100,True
yoy,T2_roll_p75,P2_signal_strength_counter,12,LB60,0.5055,0.6892,0.9035,0.3749,0.0801,0.1162,-0.2137,0.65,92,11.04,100,True
yoy,T2_roll_p75,P3_long_short_pro,12,LB60,-0.7135,-0.485,-0.8661,-0.1395,-0.0823,0.1696,-0.5899,0.38,6,0.72,100,False
yoy,T2_roll_p75,P3_long_short_counter,12,LB60,0.7135,0.485,0.791,0.295,0.0823,0.1696,-0.2789,0.62,6,0.72,100,True
yoy,T3_zscore_1.0,P1_long_cash_pro,12,LB60,-0.1005,0.3707,0.0,0.2304,0.0107,0.029,-0.0466,0.05,2,0.24,100,True
yoy,T3_zscore_1.0,P1_long_cash_counter,12,LB60,0.8717,0.8378,1.2841,0.5744,0.1374,0.164,-0.2393,0.62,2,0.24,100,True
yoy,T3_zscore_1.0,P2_signal_strength_pro,12,LB60,0.4939,0.9385,0.9904,0.4449,0.0681,0.0725,-0.153,0.6,92,11.04,100,True
yoy,T3_zscore_1.0,P2_signal_strength_counter,12,LB60,0.5055,0.6892,0.9035,0.3749,0.0801,0.1162,-0.2137,0.65,92,11.04,100,True
yoy,T3_zscore_1.0,P3_long_short_pro,12,LB60,-0.8266,-0.7572,-1.3091,-0.1767,-0.1267,0.1673,-0.717,0.37,2,0.24,100,False
yoy,T3_zscore_1.0,P3_long_short_counter,12,LB60,0.8266,0.7572,1.2329,0.5295,0.1267,0.1673,-0.2393,0.63,2,0.24,100,True
yoy,T3_zscore_neg_1.0,P1_long_cash_pro,12,LB60,0.2396,0.0748,0.0653,0.0346,0.007,0.0936,-0.2025,0.17,5,0.6,100,False
yoy,T3_zscore_neg_1.0,P1_long_cash_counter,12,LB60,0.7077,1.0269,1.4438,0.7259,0.1412,0.1375,-0.1945,0.5,5,0.6,100,True
yoy,T3_zscore_neg_1.0,P2_signal_strength_pro,12,LB60,0.4939,0.9385,0.9904,0.4449,0.0681,0.0725,-0.153,0.6,92,11.04,100,True
yoy,T3_zscore_neg_1.0,P2_signal_strength_counter,12,LB60,0.5055,0.6892,0.9035,0.3749,0.0801,0.1162,-0.2137,0.65,92,11.04,100,True
yoy,T3_zscore_neg_1.0,P3_long_short_pro,12,LB60,-0.4707,-0.8042,-1.3481,-0.1843,-0.1342,0.1668,-0.7281,0.41,5,0.6,100,False
yoy,T3_zscore_neg_1.0,P3_long_short_counter,12,LB60,0.4707,0.8042,1.4003,0.6899,0.1342,0.1668,-0.1945,0.59,5,0.6,100,True
yoy,T3_zscore_1.5,P1_long_cash_pro,12,LB60,0.3233,0.6884,0.0,0.0,0.0163,0.0237,0.0,0.05,2,0.24,100,True
yoy,T3_zscore_1.5,P1_long_cash_counter,12,LB60,0.6896,0.7979,1.2511,0.551,0.1318,0.1652,-0.2393,0.62,2,0.24,100,True
yoy,T3_zscore_1.5,P2_signal_strength_pro,12,LB60,0.4939,0.9385,0.9904,0.4449,0.0681,0.0725,-0.153,0.6,92,11.04,100,True
yoy,T3_zscore_1.5,P2_signal_strength_counter,12,LB60,0.5055,0.6892,0.9035,0.3749,0.0801,0.1162,-0.2137,0.65,92,11.04,100,True
yoy,T3_zscore_1.5,P3_long_short_pro,12,LB60,-0.6323,-0.6875,-1.1843,-0.1676,-0.1155,0.168,-0.6893,0.38,2,0.24,100,False
yoy,T3_zscore_1.5,P3_long_short_counter,12,LB60,0.6323,0.6875,1.1388,0.3867,0.1155,0.168,-0.2987,0.62,2,0.24,100,True
yoy,T3_zscore_neg_1.5,P1_long_cash_pro,12,LB60,0.11,-0.1071,-0.1041,-0.0457,-0.0096,0.0894,-0.2097,0.13,5,0.6,100,False
yoy,T3_zscore_neg_1.5,P1_long_cash_counter,12,LB60,0.7601,1.137,1.6203,0.8111,0.1577,0.1387,-0.1945,0.54,5,0.6,100,True
yoy,T3_zscore_neg_1.5,P2_signal_strength_pro,12,LB60,0.4939,0.9385,0.9904,0.4449,0.0681,0.0725,-0.153,0.6,92,11.04,100,True
yoy,T3_zscore_neg_1.5,P2_signal_strength_counter,12,LB60,0.5055,0.6892,0.9035,0.3749,0.0801,0.1162,-0.2137,0.65,92,11.04,100,True
yoy,T3_zscore_neg_1.5,P3_long_short_pro,12,LB60,-0.6305,-1.0184,-1.7285,-0.2117,-0.1673,0.1643,-0.7903,0.38,5,0.6,100,False
yoy,T3_zscore_neg_1.5,P3_long_short_counter,12,LB60,0.6305,1.0184,1.6823,0.8604,0.1673,0.1643,-0.1945,0.62,5,0.6,100,True
yoy,T2_roll_p25,P1_long_cash_pro,12,LB120,0.3341,0.883,0.9927,0.5577,0.1085,0.1228,-0.1945,0.34,8,0.96,100,True
yoy,T2_roll_p25,P1_long_cash_counter,12,LB120,0.6998,0.3464,0.3782,0.162,0.0397,0.1146,-0.2451,0.33,8,0.96,100,True
yoy,T2_roll_p25,P2_signal_strength_pro,12,LB120,0.2509,0.9427,1.1376,0.5132,0.0902,0.0957,-0.1758,0.66,97,11.64,100,True
yoy,T2_roll_p25,P2_signal_strength_counter,12,LB120,0.5108,0.6001,0.7154,0.2752,0.058,0.0966,-0.2106,0.65,97,11.64,100,True
yoy,T2_roll_p25,P3_long_short_pro,12,LB120,-0.2387,0.4041,0.7149,0.2167,0.0688,0.1702,-0.3173,0.52,8,0.96,100,True
yoy,T2_roll_p25,P3_long_short_counter,12,LB120,0.2387,-0.4041,-0.6904,-0.1038,-0.0688,0.1702,-0.6624,0.48,8,0.96,100,False
yoy,T2_roll_p75,P1_long_cash_pro,12,LB120,-0.1161,0.5803,0.5921,0.4026,0.0335,0.0578,-0.0833,0.1,4,0.48,100,True
yoy,T2_roll_p75,P1_long_cash_counter,12,LB120,0.9223,0.7279,1.0389,0.4792,0.1146,0.1575,-0.2393,0.57,4,0.48,100,True
yoy,T2_roll_p75,P2_signal_strength_pro,12,LB120,0.2509,0.9427,1.1376,0.5132,0.0902,0.0957,-0.1758,0.66,97,11.64,100,True
yoy,T2_roll_p75,P2_signal_strength_counter,12,LB120,0.5108,0.6001,0.7154,0.2752,0.058,0.0966,-0.2106,0.65,97,11.64,100,True
yoy,T2_roll_p75,P3_long_short_pro,12,LB120,-0.8564,-0.4781,-0.8559,-0.1385,-0.0811,0.1697,-0.5859,0.39,4,0.48,100,False
yoy,T2_roll_p75,P3_long_short_counter,12,LB120,0.8564,0.4781,0.775,0.245,0.0811,0.1697,-0.3311,0.61,4,0.48,100,True
yoy,T3_zscore_1.0,P1_long_cash_pro,12,LB120,-0.0834,0.4396,0.3131,0.2837,0.0191,0.0434,-0.0673,0.06,4,0.48,100,True
yoy,T3_zscore_1.0,P1_long_cash_counter,12,LB120,0.8805,0.8,1.1951,0.5395,0.1291,0.1613,-0.2393,0.61,4,0.48,100,True
yoy,T3_zscore_1.0,P2_signal_strength_pro,12,LB120,0.2509,0.9427,1.1376,0.5132,0.0902,0.0957,-0.1758,0.66,97,11.64,100,True
yoy,T3_zscore_1.0,P2_signal_strength_counter,12,LB120,0.5108,0.6001,0.7154,0.2752,0.058,0.0966,-0.2106,0.65,97,11.64,100,True
yoy,T3_zscore_1.0,P3_long_short_pro,12,LB120,-0.8155,-0.6534,-1.1648,-0.1631,-0.11,0.1683,-0.6745,0.37,4,0.48,100,False
yoy,T3_zscore_1.0,P3_long_short_counter,12,LB120,0.8155,0.6534,1.0357,0.4597,0.11,0.1683,-0.2393,0.63,4,0.48,100,True
yoy,T3_zscore_neg_1.0,P1_long_cash_pro,12,LB120,0.1989,-0.0918,-0.0733,-0.0381,-0.0077,0.084,-0.2025,0.09,8,0.96,100,False
yoy,T3_zscore_neg_1.0,P1_long_cash_counter,12,LB120,0.714,1.0958,1.494,0.8016,0.1559,0.1423,-0.1945,0.58,8,0.96,100,True
yoy,T3_zscore_neg_1.0,P2_signal_strength_pro,12,LB120,0.2509,0.9427,1.1376,0.5132,0.0902,0.0957,-0.1758,0.66,97,11.64,100,True
yoy,T3_zscore_neg_1.0,P2_signal_strength_counter,12,LB120,0.5108,0.6001,0.7154,0.2752,0.058,0.0966,-0.2106,0.65,97,11.64,100,True
yoy,T3_zscore_neg_1.0,P3_long_short_pro,12,LB120,-0.5503,-0.9939,-1.6872,-0.2066,-0.1636,0.1646,-0.792,0.33,8,0.96,100,False
yoy,T3_zscore_neg_1.0,P3_long_short_counter,12,LB120,0.5503,0.9939,1.5864,0.8413,0.1636,0.1646,-0.1945,0.67,8,0.96,100,True
yoy,T3_zscore_1.5,P1_long_cash_pro,12,LB120,-0.1897,0.6884,0.0,0.0,0.0163,0.0237,0.0,0.05,2,0.24,100,True
yoy,T3_zscore_1.5,P1_long_cash_counter,12,LB120,0.8859,0.7979,1.2511,0.551,0.1318,0.1652,-0.2393,0.62,2,0.24,100,True
yoy,T3_zscore_1.5,P2_signal_strength_pro,12,LB120,0.2509,0.9427,1.1376,0.5132,0.0902,0.0957,-0.1758,0.66,97,11.64,100,True
yoy,T3_zscore_1.5,P2_signal_strength_counter,12,LB120,0.5108,0.6001,0.7154,0.2752,0.058,0.0966,-0.2106,0.65,97,11.64,100,True
yoy,T3_zscore_1.5,P3_long_short_pro,12,LB120,-0.8923,-0.6875,-1.1843,-0.1676,-0.1155,0.168,-0.6893,0.38,2,0.24,100,False
yoy,T3_zscore_1.5,P3_long_short_counter,12,LB120,0.8923,0.6875,1.1388,0.3867,0.1155,0.168,-0.2987,0.62,2,0.24,100,True
yoy,T3_zscore_neg_1.5,P1_long_cash_pro,12,LB120,0.3079,-0.1459,-0.1446,-0.0547,-0.0111,0.0759,-0.2025,0.05,2,0.24,100,False
yoy,T3_zscore_neg_1.5,P1_long_cash_counter,12,LB120,0.6598,1.0875,1.5969,0.8188,0.1592,0.1464,-0.1945,0.62,2,0.24,100,True
yoy,T3_zscore_neg_1.5,P2_signal_strength_pro,12,LB120,0.2509,0.9427,1.1376,0.5132,0.0902,0.0957,-0.1758,0.66,97,11.64,100,True
yoy,T3_zscore_neg_1.5,P2_signal_strength_counter,12,LB120,0.5108,0.6001,0.7154,0.2752,0.058,0.0966,-0.2106,0.65,97,11.64,100,True
yoy,T3_zscore_neg_1.5,P3_long_short_pro,12,LB120,-0.4876,-1.0383,-1.763,-0.212,-0.1703,0.164,-0.8034,0.33,2,0.24,100,False
yoy,T3_zscore_neg_1.5,P3_long_short_counter,12,LB120,0.4876,1.0383,1.6412,0.8758,0.1703,0.164,-0.1945,0.67,2,0.24,100,True
mom,T1_fixed_p25,P1_long_cash_pro,1,LB_NA,0.6869,0.6468,0.9202,0.3698,0.0885,0.1368,-0.2393,0.43,22,2.64,100,True
mom,T1_fixed_p25,P1_long_cash_counter,1,LB_NA,0.2919,0.6068,0.4602,0.2666,0.0597,0.0984,-0.2239,0.24,22,2.64,100,True
mom,T1_fixed_p25,P3_long_short_pro,1,LB_NA,0.3763,0.1682,0.3218,0.0562,0.0288,0.1711,-0.5123,0.53,22,2.64,100,False
mom,T1_fixed_p25,P3_long_short_counter,1,LB_NA,-0.3763,-0.1682,-0.2695,-0.0531,-0.0288,0.1711,-0.5425,0.47,22,2.64,100,False
mom,T1_fixed_p50,P1_long_cash_pro,1,LB_NA,0.555,0.2975,0.3769,0.1412,0.0345,0.116,-0.2445,0.18,17,2.04,100,False
mom,T1_fixed_p50,P1_long_cash_counter,1,LB_NA,0.4738,0.9375,1.1726,0.5844,0.1137,0.1212,-0.1945,0.49,17,2.04,100,True
mom,T1_fixed_p50,P3_long_short_pro,1,LB_NA,0.0218,-0.4661,-0.8666,-0.1099,-0.0791,0.1698,-0.72,0.41,17,2.04,100,False
mom,T1_fixed_p50,P3_long_short_counter,1,LB_NA,-0.0218,0.4661,0.7248,0.2313,0.0791,0.1698,-0.3421,0.59,17,2.04,100,True
mom,T1_fixed_p75,P1_long_cash_pro,1,LB_NA,0.3685,0.2484,0.2383,0.113,0.0243,0.098,-0.2155,0.11,13,1.56,100,False
mom,T1_fixed_p75,P1_long_cash_counter,1,LB_NA,0.6254,0.9127,1.2038,0.6367,0.1238,0.1357,-0.1945,0.56,13,1.56,100,True
mom,T1_fixed_p75,P3_long_short_pro,1,LB_NA,-0.3592,-0.5891,-1.1479,-0.1348,-0.0995,0.1689,-0.7378,0.37,13,1.56,100,False
mom,T1_fixed_p75,P3_long_short_counter,1,LB_NA,0.3592,0.5891,0.8534,0.2908,0.0995,0.1689,-0.3421,0.63,13,1.56,100,True
mom,T4_zero,P1_long_cash_pro,1,LB_NA,0.6611,0.6603,0.9351,0.377,0.0902,0.1366,-0.2393,0.42,24,2.88,100,True
mom,T4_zero,P1_long_cash_counter,1,LB_NA,0.3278,0.5879,0.4586,0.2589,0.058,0.0986,-0.2239,0.25,24,2.88,100,True
mom,T4_zero,P3_long_short_pro,1,LB_NA,0.3292,0.1883,0.3551,0.0649,0.0322,0.1711,-0.4961,0.53,24,2.88,100,False
mom,T4_zero,P3_long_short_counter,1,LB_NA,-0.3292,-0.1883,-0.3045,-0.0594,-0.0322,0.1711,-0.5425,0.47,24,2.88,100,False
mom,T2_roll_p25,P1_long_cash_pro,1,LB36,0.7852,0.9446,1.4104,0.5636,0.1349,0.1428,-0.2393,0.54,22,2.64,100,True
mom,T2_roll_p25,P1_long_cash_counter,1,LB36,0.1423,0.1545,0.1017,0.0611,0.0133,0.0861,-0.2179,0.13,22,2.64,100,False
mom,T2_roll_p25,P2_signal_strength_pro,1,LB36,0.9062,0.9611,1.7131,1.0295,0.0838,0.0872,-0.0814,0.66,97,11.64,100,True
mom,T2_roll_p25,P2_signal_strength_counter,1,LB36,0.4769,0.6086,0.8344,0.3646,0.0644,0.1058,-0.1766,0.64,97,11.64,100,True
mom,T2_roll_p25,P3_long_short_pro,1,LB36,0.5658,0.725,1.2937,0.4189,0.1215,0.1676,-0.2902,0.64,22,2.64,100,True
mom,T2_roll_p25,P3_long_short_counter,1,LB36,-0.5658,-0.725,-1.1963,-0.1761,-0.1215,0.1676,-0.6902,0.36,22,2.64,100,False
mom,T2_roll_p75,P1_long_cash_pro,1,LB36,0.5705,0.544,0.5601,0.2833,0.0566,0.104,-0.1998,0.2,19,2.28,100,True
mom,T2_roll_p75,P1_long_cash_counter,1,LB36,0.5204,0.6913,0.8737,0.4708,0.0916,0.1325,-0.1945,0.47,19,2.28,100,True
mom,T2_roll_p75,P2_signal_strength_pro,1,LB36,0.9062,0.9611,1.7131,1.0295,0.0838,0.0872,-0.0814,0.66,97,11.64,100,True
mom,T2_roll_p75,P2_signal_strength_counter,1,LB36,0.4769,0.6086,0.8344,0.3646,0.0644,0.1058,-0.1766,0.64,97,11.64,100,True
mom,T2_roll_p75,P3_long_short_pro,1,LB36,-0.1976,-0.2045,-0.3833,-0.0551,-0.035,0.171,-0.6345,0.45,19,2.28,100,False
mom,T2_roll_p75,P3_long_short_counter,1,LB36,0.1976,0.2045,0.3247,0.095,0.035,0.171,-0.3682,0.55,19,2.28,100,False
mom,T3_zscore_1.0,P1_long_cash_pro,1,LB36,0.3593,0.5087,0.2852,0.4455,0.0392,0.0771,-0.088,0.08,7,0.84,100,True
mom,T3_zscore_1.0,P1_long_cash_counter,1,LB36,0.6431,0.73,1.0438,0.4553,0.1089,0.1492,-0.2393,0.59,7,0.84,100,True
mom,T3_zscore_1.0,P2_signal_strength_pro,1,LB36,0.9062,0.9611,1.7131,1.0295,0.0838,0.0872,-0.0814,0.66,97,11.64,100,True
mom,T3_zscore_1.0,P2_signal_strength_counter,1,LB36,0.4769,0.6086,0.8344,0.3646,0.0644,0.1058,-0.1766,0.64,97,11.64,100,True
mom,T3_zscore_1.0,P3_long_short_pro,1,LB36,-0.4775,-0.4098,-0.8026,-0.105,-0.0697,0.1701,-0.6639,0.38,7,0.84,100,False
mom,T3_zscore_1.0,P3_long_short_counter,1,LB36,0.4775,0.4098,0.6109,0.2038,0.0697,0.1701,-0.3421,0.62,7,0.84,100,True
mom,T3_zscore_neg_1.0,P1_long_cash_pro,1,LB36,0.1226,0.2358,0.0811,0.1472,0.0094,0.04,-0.0641,0.03,8,0.96,100,False
