transform,L0,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,best_lead,best_r
cass_freight_pct_yoy,-0.065,-0.055,-0.063,-0.097,-0.078,-0.120,-0.155,-0.151,-0.189,-0.207*,-0.172,-0.221*,-0.174,L11,-0.221
cass_freight_pct_mom,-0.160,+0.165,+0.155,-0.105,+0.133,-0.091,-0.143,+0.029,+0.149,-0.169,+0.077,-0.177,-0.162,L11,-0.177
cass_freight_3m_pct,+0.093,+0.139,+0.123,-0.042,-0.062,-0.115,+0.039,+0.005,+0.027,-0.173,-0.174,-0.114,+0.065,L10,-0.174
cass_freight_6m_pct,+0.043,+0.062,-0.002,+0.007,-0.044,-0.069,-0.122,-0.143,-0.074,-0.092,-0.032,-0.059,-0.053,L7,-0.143
cass_freight_dev_trend_pct,+0.021,+0.147,+0.011,-0.116,-0.060,-0.164,-0.112,-0.034,-0.081,-0.205*,-0.102,-0.182,-0.074,L9,-0.205
cass_freight_zscore_60m,-0.062,+0.054,-0.062,-0.185,-0.115,-0.224*,-0.151,-0.090,-0.137,-0.224*,-0.141,-0.164,-0.073,L5,-0.224
cass_freight_yoy_zscore_60m,+0.003,+0.022,-0.033,-0.149,-0.079,-0.131,-0.174,-0.190,-0.204,-0.243*,-0.240,-0.307*,-0.232,L11,-0.307
cass_freight_accel_pct,-0.240**,+0.010,+0.178,-0.163,+0.148,+0.040,-0.116,-0.074,+0.214*,-0.172,+0.174,-0.018,-0.222*,L0,-0.240
cass_freight_contraction,+0.055,+0.075,+0.027,+0.063,+0.032,+0.163,+0.126,+0.062,+0.161,+0.097,+0.114,+0.167,+0.112,L11,+0.167
