parameter,value,se
p[0->0],0.7296184131522063,
p[1->0],0.15874238585559494,
const[0],160.47236991623532,
const[1],-28.67929551862841,
x1[0],160.47236991623532,
x1[1],-28.67929551862841,
x2[0],992.1858406477198,
x2[1],-178.77346789517276,
sigma2[0],58.80231537867786,
sigma2[1],56.019814918339634,
