quartile,mean_return,sharpe,n
Q1,0.004328775411196758,0.2829263703351094,98
Q2,0.007977502904937418,0.7033742447257294,98
Q3,0.01538837216388833,1.4236997170752963,97
Q4,0.010520745835712065,0.8942606402808037,98
