period,strategy_sharpe,buy_hold_sharpe,strategy_return,buy_hold_return
Dot_Com,-0.5474277360692235,-0.7024924769776882,-0.20324341808820834,-0.33365262786561023
GFC,-0.7712294233548855,-1.02649456255924,-0.22999379635135253,-0.3550446891411728
COVID,0.5309399199251527,-0.6631202460936302,0.03776482289549876,-0.09182221696824211
Rate_Hike_2022,0.18246375807513185,-0.7570036981441395,0.01840161330476109,-0.1817537247030967
