date,signal_value,position,strategy_return,benchmark_return,strategy_equity,benchmark_equity
2013-06-30,0.17999999999999994,0.0,-0.0,-0.013345250393435037,0.8118724757367054,5.334845506628941
2013-07-31,0.33999999999999986,0.0,0.0,0.051676853190342875,0.8118724757367054,5.610533534668165
2013-08-31,0.24,0.0,-0.0,-0.029992164668508625,0.8118724757367054,5.4422614890182075
2013-09-30,0.07000000000000006,0.0,0.0,0.031647154045582715,0.8118724757367054,5.614493576717509
2013-10-31,-0.30000000000000004,0.0,0.0,0.04630652869589169,0.8118724757367054,5.8744812846406775
2013-11-30,0.3400000000000001,1.0,0.0,0.029637538641711814,0.8118724757367054,6.048586450714229
2013-12-31,0.6799999999999999,1.0,0.025926353701177796,0.025926353701177796,0.8329213687029061,6.205404242427598
2014-01-31,0.9100000000000001,1.0,-0.03524840880595825,-0.03524840880595825,0.8035622157956478,5.986673616884282
2014-02-28,0.6299999999999999,1.0,0.04551586158172083,0.04551586158172083,0.8401370423821034,6.259162224565327
2014-03-31,0.14000000000000012,0.0,0.00829559971481908,0.00829559971481908,0.8471064829912973,6.311085728930437
2014-04-30,-0.03000000000000025,0.0,0.0,0.006951043995170325,0.8471064829912973,6.354954363489524
2014-05-31,-0.06000000000000005,0.0,0.0,0.023206730257470998,0.8471064829912973,6.502432075201564
2014-06-30,0.3500000000000001,1.0,0.0,0.020645300798855182,0.8471064829912973,6.636676741318224
2014-07-31,0.1200000000000001,0.0,-0.01343764579371809,-0.01343764579371809,0.835723366123298,6.547495430020983
2014-08-31,-0.08000000000000007,0.0,0.0,0.03946325267710171,0.835723366123298,6.80588089657807
2014-09-30,-0.29000000000000004,0.0,-0.0,-0.013796437829374342,0.835723366123298,6.711983983914304
2014-10-31,-0.009999999999999787,0.0,0.0,0.023551465203260902,0.835723366123298,6.870061041156306
2014-11-30,-0.16999999999999993,0.0,0.0,0.02747179312833059,0.835723366123298,7.058793936857955
2014-12-31,-0.18999999999999995,0.0,-0.0,-0.0025369086183085754,0.835723366123298,7.040886421684676
2015-01-31,-0.0900000000000003,0.0,-0.0,-0.029629314069974155,0.835723366123298,6.832269786565564
2015-02-28,-0.1200000000000001,0.0,0.0,0.05620471055600751,0.835723366123298,7.2162755323600365
2015-03-31,0.009999999999999787,0.0,-0.0,-0.015705931217023572,0.835723366123298,7.102937205205699
2015-04-30,-0.20999999999999996,0.0,0.0,0.00983404952339817,0.835723366123298,7.17278784144328
2015-05-31,-0.1599999999999997,0.0,0.0,0.012856396500132705,0.835723366123298,7.265004045944206
2015-06-30,-0.3700000000000001,0.0,-0.0,-0.020312111034906488,0.835723366123298,7.117436477093943
2015-07-31,-0.6799999999999999,0.0,0.0,0.022589111780153326,0.835723366123298,7.278213045263159
2015-08-31,-0.18000000000000016,0.0,-0.0,-0.06095007155488863,0.835723366123298,6.834605439362646
2015-09-30,-0.21999999999999997,0.0,-0.0,-0.025515911891460408,0.835723366123298,6.660214249158972
2015-10-31,0.3800000000000001,1.0,0.0,0.08505958881886011,0.835723366123298,7.226729334637947
2015-11-30,0.1299999999999999,0.0,0.0036554202905860755,0.0036554202905860755,0.838778286273142,7.253146067682357
2015-12-31,0.42999999999999994,1.0,-0.0,-0.01728260231353096,0.838778286273142,7.127792828672652
2016-01-31,0.08000000000000007,0.0,-0.0497866956653672,-0.0497866956653672,0.7970182870037428,6.77292357634574
