date,signal_value,position,strategy_return,benchmark_return,strategy_equity,benchmark_equity,spy
2020-09-30,0.21999999999999997,1.0,-0.0,-0.03744374681658469,0.9399748880714999,12.841048259452979,309.63946533203125
2020-10-31,0.5900000000000001,1.0,-0.02493331044149638,-0.02493331044149638,0.9165382023800024,12.5208784168058,301.91912841796875
2020-11-30,0.65,1.0,0.1087765985942386,0.1087765985942386,1.016236110516577,13.88285698239795,334.7608642578125
2020-12-31,-0.08999999999999997,0.0,0.03704836817618107,0.03704836817618107,1.0538860000929253,14.397194179219095,347.1632080078125
2021-01-31,-0.09000000000000002,0.0,-0.0,-0.010190540587581842,1.0538860000929253,14.250478987588465,343.62542724609375
2021-02-28,0.09999999999999998,1.0,0.0,0.027805531088237023,1.0538860000929253,14.646721124100125,353.18011474609375
2021-03-31,0.08999999999999997,1.0,0.04539944073303004,0.04539944073303004,1.1017318350935141,15.311674071706928,369.21429443359375
2021-04-30,0.33,1.0,0.05291032361762449,0.05291032361762449,1.1600248230281514,16.121819701968533,388.7495422363281
2021-05-31,0.15000000000000002,1.0,0.006566134515362698,0.006566134515362698,1.167641702057314,16.227677738764083,391.3021240234375
2021-06-30,0.25,1.0,0.02242768550890073,0.02242768550890073,1.193829202938133,16.59162699162887,400.078125
2021-07-31,0.26,1.0,0.024412269942394094,0.024412269942394094,1.222973283705372,16.996666268532028,409.8449401855469
2021-08-31,0.6399999999999999,1.0,0.029759790150247323,0.029759790150247323,1.2593687119878028,17.50248348993733,422.0418395996094
2021-09-30,0.87,1.0,-0.04660533916455345,-0.04660533916455345,1.2006754060323843,16.686774310666802,402.3724365234375
2021-10-31,0.5899999999999999,1.0,0.07016345921938205,0.07016345921938205,1.2849189459192525,17.857576119516306,430.6042785644531
2021-11-30,0.17000000000000015,0.0,-0.008034987283169537,-0.008034987283169537,1.2745946385288878,17.71409072248776,427.1443786621094
2021-12-31,-0.31000000000000005,0.0,0.0,0.0462480103298879,1.2745946385288878,18.533332173205945,446.8989562988281
2022-01-31,-0.45999999999999996,0.0,-0.0,-0.052741381529686104,1.2745946385288878,17.555858630042483,423.3288879394531
2022-02-28,-0.31000000000000005,0.0,-0.0,-0.029516983607058456,1.2745946385288878,17.037662638651682,410.83349609375
2022-03-31,0.08000000000000007,0.0,0.0,0.03759031218690101,1.2745946385288878,17.6781136961737,426.27685546875
2022-04-30,0.32000000000000006,1.0,-0.0,-0.08776903890540255,1.2745946385288878,16.1265226474001,388.8629455566406
2022-05-31,0.11999999999999988,0.0,0.0022572132214211393,0.0022572132214211393,1.2774716703989277,16.16292364753536,389.7406921386719
2022-06-30,-0.020000000000000018,0.0,-0.0,-0.08246026962757802,1.2774716703989277,14.830124605589639,357.6025695800781
2022-07-31,0.07000000000000006,0.0,0.0,0.09208732504682349,1.2774716703989277,16.195791110629468,390.5332336425781
2022-08-31,0.10000000000000009,0.0,-0.0,-0.040801929015667926,1.2774716703989277,15.534971591380978,374.5987243652344
2022-09-30,0.3400000000000001,1.0,-0.0,-0.09244576573678975,1.2774716703989277,14.09882924691649,339.9686584472656
2022-10-31,0.47,1.0,0.08127535380539452,0.08127535380539452,1.381298632386969,15.244716582201471,367.5997314453125
2022-11-30,0.20999999999999996,0.0,0.05559167782712038,0.05559167782712038,1.4580873409416673,16.092195955004975,388.03521728515625
2022-12-31,-0.54,0.0,-0.0,-0.05762831673553204,1.4580873409416673,15.1648297895397,365.67340087890625
2023-01-31,-1.78,0.0,0.0,0.06288739154288647,1.4580873409416673,16.11850637819571,388.6696472167969
2023-02-28,-1.5,0.0,-0.0,-0.02514257501632977,1.4580873409416673,15.713245622430735,378.8974914550781
2023-03-31,-0.76,0.0,0.0,0.037077532317314255,1.4580873409416673,16.295853994806308,392.9460754394531
2023-04-30,-0.38,0.0,0.0,0.015975154505762035,1.4580873409416673,16.556182780176677,399.22344970703125
2023-05-31,-0.8799999999999999,0.0,0.0,0.004616200549253602,1.4580873409416673,16.632609440220072,401.06634521484375
2023-06-30,-1.04,0.0,0.0,0.06479963464098937,1.4580873409416673,17.710396455072605,427.0552978515625
2023-07-31,-1.06,0.0,0.0,0.032733403517056336,1.4580873409416673,18.29011800868354,441.0342712402344
2023-08-31,-0.27,0.0,-0.0,-0.01625208079457996,1.4580873409416673,17.992865533064013,433.8665466308594
2023-09-30,-0.8300000000000001,0.0,-0.0,-0.04743440201860616,1.4580873409416673,17.139384715901933,413.2863464355469
2023-10-31,-0.48,0.0,-0.0,-0.021708735131234724,1.4580873409416673,16.767310352792084,404.3144226074219
2023-11-30,-0.9199999999999999,0.0,0.0,0.09134401246926549,1.4580873409416673,18.29890375873357,441.2461242675781
2023-12-31,-0.25,0.0,0.0,0.04565525118244973,1.4580873409416673,19.134344806202023,461.3913269042969
2024-01-31,0.07999999999999985,0.0,0.0,0.015926387625107674,1.4580873409416673,19.439085798538063,468.7396240234375
2024-02-29,0.4099999999999999,1.0,0.0,0.052186897366217844,1.4580873409416673,20.45355137399947,493.2016906738281
2024-03-31,0.6600000000000001,1.0,0.03270183654922865,0.03270183654922865,1.505769474839641,21.12242006788325,509.3302917480469
2024-04-30,0.8700000000000001,1.0,-0.04031945384393465,-0.04031945384393465,1.4450576719992385,20.270775626884035,488.79437255859375
2024-05-31,0.3899999999999999,1.0,0.05057947229704984,0.05057947229704984,1.5181479264877633,21.29606076114373,513.517333984375
2024-06-30,-0.56,0.0,0.035280219761934184,0.035280219761934184,1.5717085189653763,22.04739046486038,531.6343383789062
2024-07-31,-0.72,0.0,0.0,0.012109116371118,1.5717085189653763,22.314364881678852,538.0719604492188
2024-08-31,-0.11999999999999988,0.0,0.0,0.023365625082593544,1.5717085189653763,22.835753965460352,550.6443481445312
2024-09-30,0.26,0.0,0.0,0.021004777672464447,1.5717085189653763,23.315413900487947,562.2105102539062
2024-10-31,0.6599999999999999,1.0,-0.0,-0.008923537797284387,1.5717085189653763,23.107357923287612,557.193603515625
2024-11-30,0.25,0.0,0.059633412421432164,0.059633412421432164,1.665434861283117,24.48532852829667,590.4209594726562
2024-12-31,0.1399999999999999,0.0,-0.0,-0.024060167942029365,1.665434861283117,23.89620741179009,576.21533203125
2025-01-31,-0.55,0.0,0.0,0.02685623711431928,1.665434861283117,24.537969624174078,591.6903076171875
2025-02-28,-0.3500000000000001,0.0,-0.0,-0.012694736490296177,1.665434861283117,24.226466565788296,584.178955078125
2025-03-31,0.20000000000000007,0.0,-0.0,-0.055719310915217646,1.665434861283117,22.876584542832013,551.62890625
2025-04-30,0.9600000000000001,1.0,-0.0,-0.008670167189502642,1.665434861283117,22.67824073012087,546.84619140625
2025-05-31,0.9,1.0,0.06284505165897136,0.06284505165897136,1.7700992011751062,24.103455940339902,581.2127685546875
2025-06-30,1.1300000000000001,1.0,0.051386230006752465,0.051386230006752465,1.861057925861459,25.342041671247834,611.0791015625
2025-07-31,0.63,1.0,0.023031446515753284,0.023031446515753284,1.9039207819436559,25.92570554859917,625.1531372070312
2025-08-31,0.32,0.0,0.02051948404438786,0.02051948404438786,1.9429882540505272,26.457687649943146,637.98095703125
2025-09-30,-0.3,0.0,0.0,0.03562043418529992,1.9429882540505272,27.400121971573167,660.7061157226562
2025-10-31,-0.41000000000000003,0.0,0.0,0.02383739357630099,1.9429882540505272,28.05326946304821,676.4556274414062
2025-11-30,0.13,0.0,0.0,0.0019500049129079766,1.9429882540505272,28.107973476324286,677.7747192382812
