horizon,coef,p_value,r_squared
1,0.0001392027069433737,0.5684235844993449,0.0008637090780537467
3,0.00016507624043203136,0.6934761655904456,0.00041472789268726345
6,5.198875864822639e-05,0.9324691165351289,1.9328597314335534e-05
12,0.00017682755214039496,0.8531103636200414,9.378759170314183e-05
