date,rolling_sharpe_24m
2001-12-11,-0.07388829849597292
2001-12-12,-0.07388828465260001
2001-12-13,-0.07388953728243537
2001-12-14,-0.07389544007093304
2001-12-17,-0.07387632400402999
2001-12-18,-0.07387031303897336
2001-12-19,-0.07389034564889817
2001-12-20,-0.0739979732295628
2001-12-21,-0.07399707098324808
2001-12-24,-0.07371604592974743
2001-12-25,-0.07389776239530069
2001-12-26,-0.07368741666607967
2001-12-27,-0.0736638597876885
2001-12-28,-0.07348356137017967
2001-12-31,-0.07351826178022113
2002-01-01,-0.07351528875758832
2002-01-02,-0.07351237255966127
2002-01-03,-0.07350597448397685
2002-01-04,-0.07349799407402463
2002-01-07,-0.07353205512343076
2002-01-08,-0.07353864455823159
2002-01-09,-0.07356212316042099
2002-01-10,-0.07355401432924596
2002-01-11,-0.07356407065941252
2002-01-14,-0.07357087178759779
2002-01-15,-0.0735278796489002
2002-01-16,-0.07353362075871042
2002-01-17,-0.07352659531146395
2002-01-18,-0.07352869270198249
2002-01-21,-0.07352926799236159
2002-01-22,-0.07353105177160627
2002-01-23,-0.07352780337413017
2002-01-24,-0.0735185360210783
2002-01-25,-0.07351981211118457
2002-01-28,-0.07350594251194807
2002-01-29,-0.07362731380914632
2002-01-30,-0.07362594508441464
2002-01-31,-0.07362432607393049
2002-02-01,-0.07362481197833774
2002-02-04,-0.0736379177665244
2002-02-05,-0.07364577611492913
2002-02-06,-0.07365252412069669
2002-02-07,-0.07406086577830194
2002-02-08,-0.07375460246600044
2002-02-11,-0.07352867313183363
2002-02-12,-0.07353390355787598
2002-02-13,-0.07351510493397831
2002-02-14,-0.07351420119036009
2002-02-15,-0.07350659408657792
2002-02-18,-0.07349600214551821
2002-02-19,-0.07351589200472712
2002-02-20,-0.07357351696361632
2002-02-21,-0.0736041158853172
2002-02-22,-0.07359303192838651
2002-02-25,-0.07360754119669684
2002-02-26,-0.07362546371784288
2002-02-27,-0.07366336611476693
2002-02-28,-0.07367794122523652
2002-03-01,-0.07367193664321443
2002-03-04,-0.07367028280244625
2002-03-05,-0.07367846365554355
2002-03-06,-0.07363209765094585
2002-03-07,-0.0736433600648787
2002-03-08,-0.07364196327232944
2002-03-11,-0.07291005921212537
2002-03-12,-0.07590074977121014
2002-03-13,-0.1415332295241285
2002-03-14,-0.15192053277967643
2002-03-15,-0.07764684869924168
2002-03-18,-0.07602194431612849
2002-03-19,-0.010363537108468832
2002-03-20,-0.18905897004878544
2002-03-21,-0.18492513023897886
2002-03-22,-0.2055072007712412
2002-03-25,-0.31952935449493963
2002-03-26,-0.2641307149852459
2002-03-27,-0.23937632205521037
2002-03-28,-0.2434611839886576
2002-03-29,-0.24346109458029974
2002-04-01,-0.2393666531833741
2002-04-02,-0.29007674348503854
2002-04-03,-0.3541284414212744
2002-04-04,-0.39216736547840053
2002-04-05,-0.39051974190638844
2002-04-08,-0.3705880669616489
2002-04-09,-0.43373050518388395
2002-04-10,-0.3254377206680426
2002-04-11,-0.5263797546266242
2002-04-12,-0.45904342825448624
2002-04-15,-0.5229219679559796
2002-04-16,-0.3049715983558436
2002-04-17,-0.32244016783754076
2002-04-18,-0.3578931859973349
2002-04-19,-0.32752813393746893
2002-04-22,-0.45523579873805875
2002-04-23,-0.487303173635839
2002-04-24,-0.5477977454696489
2002-04-25,-0.5452356281828051
2002-04-26,-0.5957437471937032
2002-04-29,-0.5993376138691249
2002-04-30,-0.5993022496913727
2002-05-01,-0.5993012489233569
2002-05-02,-0.5994029040735374
2002-05-03,-0.5998131177979024
2002-05-06,-0.6005089262400535
2002-05-07,-0.600624191509752
