# Simulated trade record based on backtest signals. No real trades executed. Starting capital: $10,000. Commission: 5 bps. Emission epsilon: 0.0500 (position-weight change threshold). Pair: hy_ig_v2_spy. Strategy: P2 (counter_cyclical). Signal: HMM Stress Probability / Threshold: HMM probability > 0.5.
trade_date,side,instrument,quantity_pct,price,notional_usd,commission_bps,commission_usd,cum_pnl_pct,reason
2001-07-17,BUY,SPY,0.0065,77.7768,0.65,5,0.0003,0.0,P2/counter_cyclical: HMM Stress Probability = 1.000 (threshold 0.50) — initial entry to 0.0% long
2002-03-11,BUY,SPY,50.1069,75.3796,5010.69,5,2.5053,-0.001,P2/counter_cyclical: HMM Stress Probability = 0.499 (threshold 0.50) — scale up 0.0% → 50.1%
2002-03-12,BUY,SPY,68.7265,75.3346,6872.65,5,3.4363,-0.0309,P2/counter_cyclical: HMM Stress Probability = 0.313 (threshold 0.50) — scale up 50.1% → 68.7%
2002-03-13,BUY,SPY,75.8033,74.608,7580.33,5,3.7902,-0.6935,P2/counter_cyclical: HMM Stress Probability = 0.242 (threshold 0.50) — scale up 68.7% → 75.8%
2002-03-15,BUY,SPY,96.1039,75.2151,9610.39,5,4.8052,-0.0611,P2/counter_cyclical: HMM Stress Probability = 0.039 (threshold 0.50) — scale up 75.8% → 96.1%
2002-04-23,SELL,SPY,76.8089,71.2625,7680.89,5,3.8404,-5.2656,P2/counter_cyclical: HMM Stress Probability = 0.232 (threshold 0.50) — scale down 96.1% → 76.8%
2002-04-24,SELL,SPY,57.7066,70.5468,5770.66,5,2.8853,-5.9964,P2/counter_cyclical: HMM Stress Probability = 0.423 (threshold 0.50) — scale down 76.8% → 57.7%
2002-04-25,SELL,SPY,33.9013,70.5855,3390.13,5,1.6951,-5.9667,P2/counter_cyclical: HMM Stress Probability = 0.661 (threshold 0.50) — scale down 57.7% → 33.9%
2002-04-26,SELL,SPY,9.0416,69.2443,904.16,5,0.4521,-6.5724,P2/counter_cyclical: HMM Stress Probability = 0.910 (threshold 0.50) — scale down 33.9% → 9.0%
2002-04-29,SELL,SPY,0.047,68.9026,4.7,5,0.0023,-6.6141,P2/counter_cyclical: HMM Stress Probability = 1.000 (threshold 0.50) — scale down 9.0% → 0.0%
2002-05-10,BUY,SPY,9.1325,68.1675,913.25,5,0.4566,-6.6966,P2/counter_cyclical: HMM Stress Probability = 0.909 (threshold 0.50) — scale up 0.0% → 9.1%
2002-05-13,BUY,SPY,40.824,69.5538,4082.4,5,2.0412,-6.5233,P2/counter_cyclical: HMM Stress Probability = 0.592 (threshold 0.50) — scale up 9.1% → 40.8%
2002-05-14,BUY,SPY,67.3411,71.0691,6734.11,5,3.3671,-5.692,P2/counter_cyclical: HMM Stress Probability = 0.327 (threshold 0.50) — scale up 40.8% → 67.3%
2002-05-15,BUY,SPY,87.6001,70.7918,8760.01,5,4.38,-5.9397,P2/counter_cyclical: HMM Stress Probability = 0.124 (threshold 0.50) — scale up 67.3% → 87.6%
2002-05-16,BUY,SPY,93.9249,71.1593,9392.49,5,4.6962,-5.5119,P2/counter_cyclical: HMM Stress Probability = 0.061 (threshold 0.50) — scale up 87.6% → 93.9%
2002-05-20,BUY,SPY,99.2248,70.7338,9922.48,5,4.9612,-6.0904,P2/counter_cyclical: HMM Stress Probability = 0.008 (threshold 0.50) — scale up 93.9% → 99.2%
2002-05-28,SELL,SPY,80.0807,69.7021,8008.07,5,4.004,-7.4297,P2/counter_cyclical: HMM Stress Probability = 0.199 (threshold 0.50) — scale down 99.2% → 80.1%
2002-05-29,SELL,SPY,52.4501,69.1863,5245.01,5,2.6225,-7.9783,P2/counter_cyclical: HMM Stress Probability = 0.476 (threshold 0.50) — scale down 80.1% → 52.5%
2002-05-30,SELL,SPY,28.3257,68.9928,2832.57,5,1.4163,-8.1133,P2/counter_cyclical: HMM Stress Probability = 0.717 (threshold 0.50) — scale down 52.5% → 28.3%
2002-05-31,SELL,SPY,0.0033,69.1347,0.33,5,0.0002,-8.0597,P2/counter_cyclical: HMM Stress Probability = 1.000 (threshold 0.50) — scale down 28.3% → 0.0%
2003-05-07,BUY,SPY,5.1104,61.2431,511.04,5,0.2555,-8.0571,P2/counter_cyclical: HMM Stress Probability = 0.949 (threshold 0.50) — scale up 0.0% → 5.1%
2003-05-08,BUY,SPY,18.7,60.6266,1870.0,5,0.935,-8.1044,P2/counter_cyclical: HMM Stress Probability = 0.813 (threshold 0.50) — scale up 5.1% → 18.7%
2003-05-09,BUY,SPY,56.4998,61.466,5649.98,5,2.825,-7.8665,P2/counter_cyclical: HMM Stress Probability = 0.435 (threshold 0.50) — scale up 18.7% → 56.5%
2003-05-12,BUY,SPY,73.8604,62.2202,7386.04,5,3.693,-7.2278,P2/counter_cyclical: HMM Stress Probability = 0.261 (threshold 0.50) — scale up 56.5% → 73.9%
2003-05-13,BUY,SPY,79.3367,62.1087,7933.67,5,3.9668,-7.3506,P2/counter_cyclical: HMM Stress Probability = 0.207 (threshold 0.50) — scale up 73.9% → 79.3%
2003-05-16,BUY,SPY,86.122,62.2136,8612.2,5,4.3061,-7.2222,P2/counter_cyclical: HMM Stress Probability = 0.139 (threshold 0.50) — scale up 79.3% → 86.1%
2003-05-28,SELL,SPY,79.3063,62.7382,7930.63,5,3.9653,-6.4678,P2/counter_cyclical: HMM Stress Probability = 0.207 (threshold 0.50) — scale down 86.1% → 79.3%
2003-05-29,SELL,SPY,63.4353,62.5743,6343.53,5,3.1718,-6.6617,P2/counter_cyclical: HMM Stress Probability = 0.366 (threshold 0.50) — scale down 79.3% → 63.4%
2003-05-30,SELL,SPY,39.4156,63.5776,3941.56,5,1.9708,-5.7123,P2/counter_cyclical: HMM Stress Probability = 0.606 (threshold 0.50) — scale down 63.4% → 39.4%
2003-06-02,SELL,SPY,2.9531,63.84,295.31,5,0.1477,-5.5589,P2/counter_cyclical: HMM Stress Probability = 0.970 (threshold 0.50) — scale down 39.4% → 3.0%
2003-06-26,BUY,SPY,16.2063,65.0249,1620.63,5,0.8103,-5.5263,P2/counter_cyclical: HMM Stress Probability = 0.838 (threshold 0.50) — scale up 3.0% → 16.2%
