pair_name,metric,value,p_value
ism_level_to_spy_fwd_1m,pearson,0.01731295704126825,0.7322392211075603
ism_level_to_spy_fwd_3m,pearson,-0.0034430862283422025,0.9458932217739753
ism_level_to_spy_fwd_6m,pearson,-0.0330949798329262,0.5157114250735231
ism_diff_1m_to_spy_fwd_1m,pearson,0.01898085196570601,0.7079316867891655
ism_diff_1m_to_spy_fwd_3m,pearson,0.061443975195793754,0.22602169307145675
ism_diff_1m_to_spy_fwd_6m,pearson,0.0742105269332854,0.14506659560194404
ism_chg_12m_to_spy_fwd_1m,pearson,0.04060631868203798,0.4245027307882451
ism_chg_12m_to_spy_fwd_3m,pearson,0.07800494047657254,0.125544920061949
ism_chg_12m_to_spy_fwd_6m,pearson,0.0726292787475907,0.15546971793029835
ism_zscore_60m_to_spy_fwd_1m,pearson,0.060395420560558695,0.24651473869865842
ism_zscore_60m_to_spy_fwd_3m,pearson,0.07188324948508157,0.16880640694022972
ism_zscore_60m_to_spy_fwd_6m,pearson,0.054732335771945945,0.29701545968650167
