horizon,coef,p_value,r_squared
1,0.0004615629749052512,0.42450273078824574,0.0016488731169072247
3,0.0015179582791447113,0.1255449200619492,0.0060847707387536275
6,0.002075749445890611,0.15546971793029782,0.005275012131395232
