horizon,coef,p_value,r_squared
1,0.0007251457033840978,0.744996817582629,0.0002681091001376558
3,0.004205650494789722,0.2689492345993375,0.0031087806233123833
6,0.003868970782027677,0.4887886214449965,0.001229516573561211
12,0.012376478133562185,0.15358165603826018,0.00529572884840103
