parameter,value,se
p[0->0],0.930595836203023,0.05057876225625487
p[1->0],0.14093122926167476,0.11599153118881796
const[0],0.0055437462099487975,
const[1],-0.002102409072760289,
x1[0],0.0055437462099479735,
x1[1],-0.002102409072759238,
x2[0],-0.0012065710587367546,0.0005151741946107799
x2[1],0.00178113659632027,0.002255992740210775
sigma2[0],0.0006831579742163999,0.00012140652599771
sigma2[1],0.0021739642510724467,0.0004408229982000838
