date,signal_value,threshold,position,xlv_return,strat_ret,strategy_return,cum_return,cumulative_return,xlv
2023-10-31,2.741935483870983,5.773883260753589,0.0,-0.03262394686317971,-0.0,-0.0,1.468588819879854,0.468588819879854,119.4461441040039
2023-11-30,-7.378335949764525,5.726168382638908,0.0,0.05436002515322347,0.0,0.0,1.468588819879854,0.468588819879854,125.93923950195312
2023-12-31,8.813559322033893,5.98497265996905,1.0,0.04326124236904483,0.0,0.0,1.468588819879854,0.468588819879854,131.3875274658203
2024-01-31,11.370716510903423,6.358222056571616,1.0,0.029329851428696152,0.029329851428696152,0.029329851428696152,1.5116623117767742,0.5116623117767742,135.24110412597656
2024-02-29,-2.9370629370629286,6.3444106461289715,0.0,0.03162844497578243,0.03162844497578243,0.03162844497578243,1.55947384002677,0.55947384002677,139.51856994628906
2024-03-31,-2.3054755043227737,6.218238138303765,0.0,0.023777247394293433,0.0,0.0,1.55947384002677,0.55947384002677,142.8359375
2024-04-30,-5.899705014749268,6.181151978837526,0.0,-0.05009125194853137,-0.0,-0.0,1.55947384002677,0.55947384002677,135.6811065673828
2024-05-31,-3.9184952978056464,6.1486210860389825,0.0,0.02401474044581886,0.0,0.0,1.55947384002677,0.55947384002677,138.939453125
2024-06-30,13.7030995106036,6.609950283313684,1.0,0.01824011238877099,0.0,0.0,1.55947384002677,0.55947384002677,141.47372436523438
2024-07-31,13.34289813486369,7.112523215337867,1.0,0.026620908402003485,0.026620908402003485,0.026620908402003485,1.6009884502774434,0.6009884502774434,145.23988342285156
2024-08-31,-2.658227848101258,7.019007455391619,0.0,0.05059137310406192,0.05059137310406192,0.05059137310406192,1.6819846543007235,0.6819846543007235,152.5877685546875
2024-09-30,3.2509752925877766,6.974976138454974,0.0,-0.016574513259610568,-0.0,-0.0,1.6819846543007235,0.6819846543007235,150.05870056152344
2024-10-31,-2.7707808564231717,6.956084112188705,0.0,-0.04642266967669206,-0.0,-0.0,1.6819846543007235,0.6819846543007235,143.0925750732422
2024-11-30,-10.492227979274627,6.846215347466606,0.0,0.003676695229061666,0.0,0.0,1.6819846543007235,0.6819846543007235,143.61868286132812
2024-12-31,-1.3024602026049048,6.853101728845972,0.0,-0.06252718547875236,-0.0,-0.0,1.6819846543007235,0.6819846543007235,134.63861083984375
2025-01-31,-2.639296187683282,6.811388954204524,0.0,0.06760198357237956,0.0,0.0,1.6819846543007235,0.6819846543007235,143.74044799804688
2025-02-28,2.259036144578319,6.91828316008484,0.0,0.014025855573368329,0.0,0.0,1.6819846543007235,0.6819846543007235,145.75653076171875
2025-03-31,3.2400589101619914,6.9043382805647235,0.0,-0.01581325963380542,-0.0,-0.0,1.6819846543007235,0.6819846543007235,143.45164489746094
2025-04-30,0.5706134094151327,6.864793303778549,0.0,-0.03794262612183252,-0.0,-0.0,1.6819846543007235,0.6819846543007235,138.0087127685547
2025-05-31,1.8439716312056653,6.874965208422498,0.0,-0.05574148113021571,-0.0,-0.0,1.6819846543007235,0.6819846543007235,130.31590270996094
2025-06-30,3.064066852367686,6.886498807434452,0.0,0.02106041380111412,0.0,0.0,1.6819846543007235,0.6819846543007235,133.06040954589844
2025-07-31,-3.1081081081081097,6.835211451158645,0.0,-0.032346560825628035,-0.0,-0.0,1.6819846543007235,0.6819846543007235,128.75636291503906
2025-08-31,-9.762900976290101,6.753218857269101,0.0,0.05366858268083252,0.0,0.0,1.6819846543007235,0.6819846543007235,135.66653442382812
2025-09-30,-11.90108191653787,6.754402962572173,0.0,0.017292236388041005,0.0,0.0,1.6819846543007235,0.6819846543007235,138.01251220703125
2025-10-31,-8.42105263157894,6.580304451109031,0.0,0.03650212697080346,0.0,0.0,1.6819846543007235,0.6819846543007235,143.05026245117188
2025-11-30,0.0,6.567580778005319,0.0,0.09289422803895753,0.0,0.0,1.6819846543007235,0.6819846543007235,156.33880615234375
2025-12-31,16.283524904214563,6.953159509059714,1.0,-0.008290893261837518,-0.0,-0.0,1.6819846543007235,0.6819846543007235,155.04261779785156
