signal,threshold,strategy,lookback,signal_column,lead_months,oos_sharpe,valid,lead_source
S1_level,T1_fixed_p25,P1_long_cash,LB_NA,umcsent,0,0.7678,True,pipeline
S1_level,T1_fixed_p25,P2_signal_strength,LB_NA,umcsent,0,0.3945,True,pipeline
S1_level,T1_fixed_p25,P3_long_short,LB_NA,umcsent,0,0.2254,True,pipeline
S1_level,T1_fixed_p50,P1_long_cash,LB_NA,umcsent,0,0.2555,True,pipeline
S1_level,T1_fixed_p50,P2_signal_strength,LB_NA,umcsent,0,0.3945,True,pipeline
S1_level,T1_fixed_p50,P3_long_short,LB_NA,umcsent,0,-0.4642,False,pipeline
S1_level,T1_fixed_p75,P1_long_cash,LB_NA,umcsent,0,-0.3362,False,pipeline
S1_level,T1_fixed_p75,P2_signal_strength,LB_NA,umcsent,0,0.3945,True,pipeline
S1_level,T1_fixed_p75,P3_long_short,LB_NA,umcsent,0,-0.9328,False,pipeline
S1_level,T2_roll_p25,P1_long_cash,LB_NA,umcsent,0,0.1488,True,pipeline
S1_level,T2_roll_p25,P2_signal_strength,LB_NA,umcsent,0,0.3945,True,pipeline
S1_level,T2_roll_p25,P3_long_short,LB_NA,umcsent,0,-0.5493,False,pipeline
S1_level,T2_roll_p50,P1_long_cash,LB_NA,umcsent,0,-0.1167,False,pipeline
S1_level,T2_roll_p50,P2_signal_strength,LB_NA,umcsent,0,0.3945,True,pipeline
S1_level,T2_roll_p50,P3_long_short,LB_NA,umcsent,0,-0.8213,False,pipeline
S1_level,T2_roll_p75,P1_long_cash,LB_NA,umcsent,0,-0.4044,False,pipeline
S1_level,T2_roll_p75,P2_signal_strength,LB_NA,umcsent,0,0.3945,True,pipeline
S1_level,T2_roll_p75,P3_long_short,LB_NA,umcsent,0,-0.9601,False,pipeline
S1_level,T3_zscore_1.0,P1_long_cash,LB_NA,umcsent,0,-0.2405,False,pipeline
S1_level,T3_zscore_1.0,P2_signal_strength,LB_NA,umcsent,0,0.3945,True,pipeline
S1_level,T3_zscore_1.0,P3_long_short,LB_NA,umcsent,0,-0.854,False,pipeline
S1_level,T3_zscore_neg_1.0,P1_long_cash,LB_NA,umcsent,0,0.4073,True,pipeline
