transform,L0,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,best_lead,best_r
umcsent_yoy,+0.051,+0.068,+0.056,+0.032,+0.055,+0.034,-0.010,-0.003,-0.021,-0.020,+0.019,+0.006,-0.006,L1,+0.068
umcsent_mom,-0.015,+0.027,+0.023,-0.045,+0.016,+0.133*,+0.023,-0.015,-0.032,-0.003,+0.014,+0.043,+0.026,L5,+0.133
umcsent_zscore,+0.024,+0.055,+0.052,+0.049,+0.097,+0.096,+0.017,-0.014,+0.012,+0.011,+0.022,+0.039,+0.033,L4,+0.097
umcsent_3m_ma,-0.026,-0.027,-0.028,-0.028,-0.036,-0.059,-0.071,-0.065,-0.058,-0.059,-0.061,-0.079,-0.082,L12,-0.082
umcsent_direction,+0.010,+0.048,+0.017,-0.024,+0.076,+0.132*,-0.015,-0.011,+0.028,+0.005,+0.113*,+0.034,+0.069,L5,+0.132
umcsent_dev_ma,-0.002,+0.022,-0.014,-0.033,+0.075,+0.137*,+0.013,-0.026,-0.022,-0.014,+0.015,+0.054,+0.029,L5,+0.137
