signal,threshold,strategy,lead_months,is_sharpe,oos_sharpe,oos_sortino,oos_calmar,oos_ann_return,oos_ann_vol,max_drawdown,win_rate,annual_turnover,is_n,oos_n,valid
S3_mom,T2_roll_p50,P3_long_short,3,-0.0891,0.4251,0.7538,0.3329,0.064205,0.151018,-0.192884,0.5926,10.86,243,81,True
S3_mom,T2_roll_p75,P1_long_cash,3,0.6087,0.836,1.814,0.6931,0.108254,0.12949,-0.156182,0.4321,4.02,243,81,True
S3_mom,T2_roll_p75,P2_signal_strength,3,0.5413,0.9483,2.4326,0.8624,0.069439,0.073228,-0.080521,0.5185,2.85,204,81,True
S3_mom,T2_roll_p75,P3_long_short,3,0.3126,0.7379,1.8421,0.5692,0.109785,0.148786,-0.192884,0.5679,8.05,243,81,True
S3_mom,T3_zscore_1.0,P1_long_cash,3,0.7772,0.9083,1.8689,0.79,0.123385,0.135837,-0.156182,0.4815,3.29,243,81,True
S3_mom,T3_zscore_1.0,P2_signal_strength,3,0.5413,0.9483,2.4326,0.8624,0.069439,0.073228,-0.080521,0.5185,2.85,204,81,True
S3_mom,T3_zscore_1.0,P3_long_short,3,0.6218,0.9551,2.2046,0.8967,0.140047,0.146626,-0.156182,0.5926,6.57,243,81,True
S3_mom,T3_zscore_neg_1.0,P1_long_cash,3,0.7503,0.4598,0.8589,0.3502,0.058406,0.127015,-0.166783,0.4198,2.77,243,81,True
S3_mom,T3_zscore_neg_1.0,P2_signal_strength,3,0.5413,0.9483,2.4326,0.8624,0.069439,0.073228,-0.080521,0.5185,2.85,204,81,True
S3_mom,T3_zscore_neg_1.0,P3_long_short,3,0.5468,0.0663,0.1235,0.0315,0.010088,0.152137,-0.320445,0.5185,5.54,243,81,True
S3_mom,T3_zscore_1.5,P1_long_cash,3,0.7503,0.7389,1.6663,0.6688,0.104452,0.14137,-0.156182,0.4938,1.59,243,81,True
S3_mom,T3_zscore_1.5,P2_signal_strength,3,0.5413,0.9483,2.4326,0.8624,0.069439,0.073228,-0.080521,0.5185,2.85,204,81,True
S3_mom,T3_zscore_1.5,P3_long_short,3,0.6411,0.6847,1.6586,0.6542,0.102181,0.149242,-0.156182,0.5432,3.18,243,81,True
S3_mom,T3_zscore_neg_1.5,P1_long_cash,3,0.717,0.4602,0.9575,0.3431,0.062122,0.134979,-0.181067,0.4815,1.37,243,81,True
S3_mom,T3_zscore_neg_1.5,P2_signal_strength,3,0.5413,0.9483,2.4326,0.8624,0.069439,0.073228,-0.080521,0.5185,2.85,204,81,True
S3_mom,T3_zscore_neg_1.5,P3_long_short,3,0.5555,0.1152,0.2179,0.0513,0.017521,0.15208,-0.34175,0.5185,2.73,243,81,True
S3_mom,T3_zscore_2.0,P1_long_cash,3,0.6881,0.7151,1.6579,0.6673,0.104226,0.145757,-0.156182,0.5309,0.78,243,81,True
S3_mom,T3_zscore_2.0,P2_signal_strength,3,0.5413,0.9483,2.4326,0.8624,0.069439,0.073228,-0.080521,0.5185,2.85,204,81,True
S3_mom,T3_zscore_2.0,P3_long_short,3,0.5495,0.6815,1.6431,0.6513,0.101728,0.149268,-0.156182,0.5556,1.55,243,81,True
S3_mom,T3_zscore_neg_2.0,P1_long_cash,3,0.7285,0.4693,1.0359,0.3237,0.065344,0.139234,-0.201857,0.4938,0.7,243,81,True
S3_mom,T3_zscore_neg_2.0,P2_signal_strength,3,0.5413,0.9483,2.4326,0.8624,0.069439,0.073228,-0.080521,0.5185,2.85,204,81,True
S3_mom,T3_zscore_neg_2.0,P3_long_short,3,0.5892,0.1577,0.3154,0.0697,0.023965,0.152006,-0.343639,0.5062,1.4,243,81,True
S3_mom,T4_zero,P1_long_cash,3,0.3905,0.8871,1.4599,0.6842,0.083386,0.093998,-0.121881,0.2963,6.24,243,81,True
S3_mom,T4_zero,P2_signal_strength,3,0.5413,0.9483,2.4326,0.8624,0.069439,0.073228,-0.080521,0.5185,2.85,204,81,True
S3_mom,T4_zero,P3_long_short,3,-0.0509,0.3973,0.7048,0.3113,0.060049,0.151162,-0.192884,0.5802,12.48,243,81,True
S3_mom,T1_fixed_p25,P1_long_cash,6,0.2312,0.4473,0.6984,0.4086,0.043141,0.096443,-0.105577,0.1975,4.58,243,81,True
S3_mom,T1_fixed_p25,P2_signal_strength,6,0.6159,0.4157,0.891,0.3771,0.032473,0.078116,-0.086118,0.4938,2.84,201,81,True
S3_mom,T1_fixed_p25,P3_long_short,6,-0.359,-0.1344,-0.2762,-0.043,-0.020441,0.152049,-0.475639,0.4691,9.16,243,81,False
S3_mom,T1_fixed_p50,P1_long_cash,6,0.3686,0.5711,1.0438,0.5807,0.06131,0.107355,-0.105577,0.2593,6.2,243,81,True
S3_mom,T1_fixed_p50,P2_signal_strength,6,0.6159,0.4157,0.891,0.3771,0.032473,0.078116,-0.086118,0.4938,2.84,201,81,True
S3_mom,T1_fixed_p50,P3_long_short,6,-0.0389,0.1045,0.2229,0.0404,0.015896,0.152095,-0.393702,0.4938,12.41,243,81,True
S3_mom,T1_fixed_p75,P1_long_cash,6,0.4785,0.3869,0.7687,0.3603,0.049917,0.129025,-0.138535,0.3827,4.58,243,81,True
