signal,threshold,strategy,lead_months,is_sharpe,oos_sharpe,oos_sortino,oos_calmar,oos_ann_return,oos_ann_vol,max_drawdown,win_rate,annual_turnover,is_n,oos_n,valid
S1_level,T1_fixed_p25,P1_long_cash,0,0.5782,0.7678,1.0807,0.5586,0.070474,0.091791,-0.126155,0.2222,0.85,243,81,True
S1_level,T1_fixed_p25,P2_signal_strength,0,0.8481,0.3945,0.497,0.1905,0.02184,0.055362,-0.114631,0.5062,1.13,208,81,True
S1_level,T1_fixed_p25,P3_long_short,0,0.3457,0.2254,0.4176,0.1247,0.034225,0.15184,-0.27445,0.5309,1.7,243,81,True
S1_level,T1_fixed_p50,P1_long_cash,0,0.1964,0.2555,0.2608,0.1455,0.018358,0.071865,-0.126155,0.0617,0.92,243,81,True
S1_level,T1_fixed_p50,P2_signal_strength,0,0.8481,0.3945,0.497,0.1905,0.02184,0.055362,-0.114631,0.5062,1.13,208,81,True
S1_level,T1_fixed_p50,P3_long_short,0,-0.3338,-0.4642,-0.8911,-0.1416,-0.070008,0.1508,-0.494423,0.4074,1.85,243,81,False
S1_level,T1_fixed_p75,P1_long_cash,0,0.3377,-0.3362,-0.2278,-0.12,-0.015139,0.045026,-0.126155,0.0247,1.22,243,81,False
S1_level,T1_fixed_p75,P2_signal_strength,0,0.8481,0.3945,0.497,0.1905,0.02184,0.055362,-0.114631,0.5062,1.13,208,81,True
S1_level,T1_fixed_p75,P3_long_short,0,-0.2577,-0.9328,-1.5757,-0.2135,-0.137002,0.146869,-0.641611,0.3827,2.44,243,81,False
S1_level,T2_roll_p25,P1_long_cash,0,0.8054,0.1488,0.1875,0.0652,0.012092,0.081281,-0.185426,0.1852,1.26,243,81,True
S1_level,T2_roll_p25,P2_signal_strength,0,0.8481,0.3945,0.497,0.1905,0.02184,0.055362,-0.114631,0.5062,1.13,208,81,True
S1_level,T2_roll_p25,P3_long_short,0,0.5168,-0.5493,-0.9237,-0.1431,-0.08254,0.150264,-0.576847,0.4444,2.51,243,81,False
S1_level,T2_roll_p50,P1_long_cash,0,0.7625,-0.1167,-0.1032,-0.0478,-0.00742,0.063586,-0.155297,0.0988,1.11,243,81,False
S1_level,T2_roll_p50,P2_signal_strength,0,0.8481,0.3945,0.497,0.1905,0.02184,0.055362,-0.114631,0.5062,1.13,208,81,True
S1_level,T2_roll_p50,P3_long_short,0,0.2875,-0.8213,-1.4067,-0.2018,-0.121563,0.148011,-0.602247,0.4321,2.22,243,81,False
S1_level,T2_roll_p75,P1_long_cash,0,0.5401,-0.4044,-0.2364,-0.1169,-0.017001,0.042039,-0.145398,0.0123,1.11,243,81,False
S1_level,T2_roll_p75,P2_signal_strength,0,0.8481,0.3945,0.497,0.1905,0.02184,0.055362,-0.114631,0.5062,1.13,208,81,True
S1_level,T2_roll_p75,P3_long_short,0,-0.0402,-0.9601,-1.6259,-0.2114,-0.140726,0.146572,-0.665685,0.3827,2.22,243,81,False
S1_level,T3_zscore_1.0,P1_long_cash,0,0.5872,-0.2405,-0.1398,-0.0769,-0.009704,0.040357,-0.126155,0.0123,1.11,243,81,False
S1_level,T3_zscore_1.0,P2_signal_strength,0,0.8481,0.3945,0.497,0.1905,0.02184,0.055362,-0.114631,0.5062,1.13,208,81,True
S1_level,T3_zscore_1.0,P3_long_short,0,-0.1003,-0.854,-1.4595,-0.1915,-0.126132,0.147688,-0.658518,0.4198,2.22,243,81,False
S1_level,T3_zscore_neg_1.0,P1_long_cash,0,0.8275,0.4073,0.5791,0.286,0.036084,0.088582,-0.126155,0.2593,1.26,243,81,True
S1_level,T3_zscore_neg_1.0,P2_signal_strength,0,0.8481,0.3945,0.497,0.1905,0.02184,0.055362,-0.114631,0.5062,1.13,208,81,True
S1_level,T3_zscore_neg_1.0,P3_long_short,0,0.5751,-0.2276,-0.3764,-0.0891,-0.034557,0.151834,-0.387685,0.5062,2.51,243,81,False
S1_level,T3_zscore_1.5,P1_long_cash,0,0.3538,-0.3849,-0.0,-0.1481,-0.005759,0.014963,-0.038874,0.0,0.66,243,81,False
S1_level,T3_zscore_1.5,P2_signal_strength,0,0.8481,0.3945,0.497,0.1905,0.02184,0.055362,-0.114631,0.5062,1.13,208,81,True
S1_level,T3_zscore_1.5,P3_long_short,0,-0.4337,-0.7976,-1.3582,-0.1948,-0.118242,0.148238,-0.607142,0.4321,1.33,243,81,False
S1_level,T3_zscore_neg_1.5,P1_long_cash,0,0.8695,0.5776,0.9791,0.4783,0.060337,0.104463,-0.126155,0.358,0.85,243,81,True
S1_level,T3_zscore_neg_1.5,P2_signal_strength,0,0.8481,0.3945,0.497,0.1905,0.02184,0.055362,-0.114631,0.5062,1.13,208,81,True
S1_level,T3_zscore_neg_1.5,P3_long_short,0,0.7378,0.0917,0.1514,0.0378,0.01395,0.152111,-0.368592,0.5432,1.7,243,81,True
S1_level,T3_zscore_2.0,P1_long_cash,0,0.3526,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.22,243,81,False
S1_level,T3_zscore_2.0,P2_signal_strength,0,0.8481,0.3945,0.497,0.1905,0.02184,0.055362,-0.114631,0.5062,1.13,208,81,True
S1_level,T3_zscore_2.0,P3_long_short,0,-0.5431,-0.7164,-1.2124,-0.1855,-0.106724,0.148974,-0.575362,0.4444,0.44,243,81,False
S1_level,T3_zscore_neg_2.0,P1_long_cash,0,0.7625,0.6984,1.4949,0.6003,0.093756,0.13425,-0.156182,0.4691,0.85,243,81,True
S1_level,T3_zscore_neg_2.0,P2_signal_strength,0,0.8481,0.3945,0.497,0.1905,0.02184,0.055362,-0.114631,0.5062,1.13,208,81,True
S1_level,T3_zscore_neg_2.0,P3_long_short,0,0.6311,0.5374,1.183,0.3704,0.080788,0.150345,-0.218124,0.5556,1.7,243,81,True
S1_level,T1_fixed_p25,P1_long_cash,1,0.5562,0.7213,0.9371,0.5256,0.066302,0.091923,-0.126155,0.2346,0.89,243,81,True
S1_level,T1_fixed_p25,P2_signal_strength,1,0.8126,0.5139,0.8571,0.3367,0.035397,0.068886,-0.105135,0.5062,1.13,207,81,True
S1_level,T1_fixed_p25,P3_long_short,1,0.316,0.1703,0.3107,0.0788,0.025881,0.151979,-0.328232,0.5432,1.77,243,81,True
S1_level,T1_fixed_p50,P1_long_cash,1,0.2024,0.3188,0.33,0.1841,0.02323,0.072868,-0.126155,0.0741,0.96,243,81,True
S1_level,T1_fixed_p50,P2_signal_strength,1,0.8126,0.5139,0.8571,0.3367,0.035397,0.068886,-0.105135,0.5062,1.13,207,81,True
S1_level,T1_fixed_p50,P3_long_short,1,-0.3207,-0.3987,-0.759,-0.1252,-0.060263,0.151155,-0.481313,0.4198,1.92,243,81,False
S1_level,T1_fixed_p75,P1_long_cash,1,0.1395,0.0346,0.0293,0.0152,0.002225,0.064276,-0.1463,0.0247,1.26,243,81,True
S1_level,T1_fixed_p75,P2_signal_strength,1,0.8126,0.5139,0.8571,0.3367,0.035397,0.068886,-0.105135,0.5062,1.13,207,81,True
S1_level,T1_fixed_p75,P3_long_short,1,-0.4699,-0.6853,-1.3211,-0.1793,-0.102274,0.149237,-0.570309,0.3827,2.51,243,81,False
S1_level,T2_roll_p25,P1_long_cash,1,0.7056,0.1792,0.2588,0.1326,0.016726,0.093347,-0.126155,0.1852,1.26,243,81,True
S1_level,T2_roll_p25,P2_signal_strength,1,0.8126,0.5139,0.8571,0.3367,0.035397,0.068886,-0.105135,0.5062,1.13,207,81,True
S1_level,T2_roll_p25,P3_long_short,1,0.3771,-0.4863,-0.9588,-0.1621,-0.073272,0.150669,-0.452014,0.4321,2.51,243,81,False
S1_level,T2_roll_p50,P1_long_cash,1,0.7801,0.0651,0.0641,0.0347,0.005073,0.077886,-0.1463,0.0864,1.11,243,81,True
S1_level,T2_roll_p50,P2_signal_strength,1,0.8126,0.5139,0.8571,0.3367,0.035397,0.068886,-0.105135,0.5062,1.13,207,81,True
S1_level,T2_roll_p50,P3_long_short,1,0.3165,-0.6458,-1.2466,-0.1745,-0.096577,0.149557,-0.553472,0.4074,2.22,243,81,False
S1_level,T2_roll_p75,P1_long_cash,1,0.749,-0.0618,-0.0431,-0.0252,-0.003588,0.058065,-0.142334,0.0123,1.11,243,81,False
S1_level,T2_roll_p75,P2_signal_strength,1,0.8126,0.5139,0.8571,0.3367,0.035397,0.068886,-0.105135,0.5062,1.13,207,81,True
S1_level,T2_roll_p75,P3_long_short,1,0.1608,-0.7669,-1.4509,-0.1944,-0.1139,0.148525,-0.586011,0.3827,2.22,243,81,False
S1_level,T3_zscore_1.0,P1_long_cash,1,0.6742,0.0128,0.0085,0.0063,0.000732,0.057388,-0.116717,0.0123,1.11,243,81,True
S1_level,T3_zscore_1.0,P2_signal_strength,1,0.8126,0.5139,0.8571,0.3367,0.035397,0.068886,-0.105135,0.5062,1.13,207,81,True
S1_level,T3_zscore_1.0,P3_long_short,1,0.0309,-0.7061,-1.3775,-0.1844,-0.105259,0.149062,-0.570667,0.4198,2.22,243,81,False
S1_level,T3_zscore_neg_1.0,P1_long_cash,1,0.7637,0.451,0.6741,0.3513,0.044313,0.098246,-0.126155,0.2593,1.26,243,81,True
S1_level,T3_zscore_neg_1.0,P2_signal_strength,1,0.8126,0.5139,0.8571,0.3367,0.035397,0.068886,-0.105135,0.5062,1.13,207,81,True
S1_level,T3_zscore_neg_1.0,P3_long_short,1,0.4833,-0.119,-0.2242,-0.0657,-0.018097,0.152074,-0.275532,0.4938,2.51,243,81,False
S1_level,T3_zscore_1.5,P1_long_cash,1,0.198,0.3849,0.0,0.0,0.018648,0.048449,0.0,0.0123,0.66,243,81,True
S1_level,T3_zscore_1.5,P2_signal_strength,1,0.8126,0.5139,0.8571,0.3367,0.035397,0.068886,-0.105135,0.5062,1.13,207,81,True
S1_level,T3_zscore_1.5,P3_long_short,1,-0.5018,-0.4603,-0.9038,-0.1428,-0.069427,0.150823,-0.486119,0.4568,1.33,243,81,False
S1_level,T3_zscore_neg_1.5,P1_long_cash,1,0.7683,0.5372,0.941,0.4317,0.063006,0.117284,-0.145961,0.358,0.81,243,81,True
S1_level,T3_zscore_neg_1.5,P2_signal_strength,1,0.8126,0.5139,0.8571,0.3367,0.035397,0.068886,-0.105135,0.5062,1.13,207,81,True
S1_level,T3_zscore_neg_1.5,P3_long_short,1,0.5413,0.1268,0.2464,0.0647,0.019288,0.152062,-0.298007,0.5309,1.62,243,81,True
S1_level,T3_zscore_2.0,P1_long_cash,1,0.2793,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.22,243,81,False
S1_level,T3_zscore_2.0,P2_signal_strength,1,0.8126,0.5139,0.8571,0.3367,0.035397,0.068886,-0.105135,0.5062,1.13,207,81,True
S1_level,T3_zscore_2.0,P3_long_short,1,-0.5397,-0.7164,-1.2124,-0.1855,-0.106724,0.148974,-0.575362,0.4444,0.44,243,81,False
S1_level,T3_zscore_neg_2.0,P1_long_cash,1,0.7638,0.8217,1.8228,0.7143,0.111558,0.135763,-0.156182,0.4691,0.85,243,81,True
S1_level,T3_zscore_neg_2.0,P2_signal_strength,1,0.8126,0.5139,0.8571,0.3367,0.035397,0.068886,-0.105135,0.5062,1.13,207,81,True
S1_level,T3_zscore_neg_2.0,P3_long_short,1,0.6227,0.7845,1.8944,0.7452,0.116393,0.148362,-0.156182,0.5556,1.7,243,81,True
S1_level,T1_fixed_p25,P1_long_cash,2,0.4972,0.5754,0.7949,0.411,0.051855,0.09012,-0.126155,0.2222,0.89,243,81,True
S1_level,T1_fixed_p25,P2_signal_strength,2,0.801,0.6052,1.0901,0.4526,0.041007,0.067759,-0.090599,0.5309,1.13,206,81,True
S1_level,T1_fixed_p25,P3_long_short,2,0.2017,-0.0198,-0.0358,-0.0104,-0.003014,0.152163,-0.289601,0.5062,1.77,243,81,False
S1_level,T1_fixed_p50,P1_long_cash,2,0.1438,0.2666,0.2978,0.1555,0.019612,0.073568,-0.126155,0.0741,0.96,243,81,True
S1_level,T1_fixed_p50,P2_signal_strength,2,0.801,0.6052,1.0901,0.4526,0.041007,0.067759,-0.090599,0.5309,1.13,206,81,True
S1_level,T1_fixed_p50,P3_long_short,2,-0.4011,-0.4473,-0.8569,-0.1366,-0.0675,0.150897,-0.493982,0.4074,1.92,243,81,False
S1_level,T1_fixed_p75,P1_long_cash,2,0.1422,0.3282,0.2361,0.2147,0.021934,0.066835,-0.10218,0.0494,1.26,243,81,True
S1_level,T1_fixed_p75,P2_signal_strength,2,0.801,0.6052,1.0901,0.4526,0.041007,0.067759,-0.090599,0.5309,1.13,206,81,True
S1_level,T1_fixed_p75,P3_long_short,2,-0.4615,-0.4161,-0.7871,-0.1306,-0.062857,0.151066,-0.481313,0.4321,2.51,243,81,False
S1_level,T2_roll_p25,P1_long_cash,2,0.6123,0.2306,0.3302,0.154,0.022476,0.097448,-0.145961,0.1975,1.26,243,81,True
S1_level,T2_roll_p25,P2_signal_strength,2,0.801,0.6052,1.0901,0.4526,0.041007,0.067759,-0.090599,0.5309,1.13,206,81,True
S1_level,T2_roll_p25,P3_long_short,2,0.2272,-0.4088,-0.7881,-0.1428,-0.061771,0.151103,-0.432523,0.4444,2.51,243,81,False
S1_level,T2_roll_p50,P1_long_cash,2,0.8105,0.3716,0.3655,0.2823,0.028846,0.07762,-0.10218,0.1111,1.11,243,81,True
S1_level,T2_roll_p50,P2_signal_strength,2,0.801,0.6052,1.0901,0.4526,0.041007,0.067759,-0.090599,0.5309,1.13,206,81,True
S1_level,T2_roll_p50,P3_long_short,2,0.3746,-0.3237,-0.6201,-0.1114,-0.049032,0.151497,-0.440216,0.4568,2.22,243,81,False
S1_level,T2_roll_p75,P1_long_cash,2,0.5477,0.559,0.4783,0.8769,0.03409,0.060986,-0.038874,0.0494,1.11,243,81,True
S1_level,T2_roll_p75,P2_signal_strength,2,0.801,0.6052,1.0901,0.4526,0.041007,0.067759,-0.090599,0.5309,1.13,206,81,True
S1_level,T2_roll_p75,P3_long_short,2,-0.0556,-0.254,-0.4847,-0.0801,-0.038543,0.151753,-0.481313,0.4568,2.22,243,81,False
S1_level,T3_zscore_1.0,P1_long_cash,2,0.5887,0.3221,0.2092,0.3788,0.016884,0.05241,-0.044569,0.0247,1.11,243,81,True
S1_level,T3_zscore_1.0,P2_signal_strength,2,0.801,0.6052,1.0901,0.4526,0.041007,0.067759,-0.090599,0.5309,1.13,206,81,True
S1_level,T3_zscore_1.0,P3_long_short,2,-0.0651,-0.4842,-0.9371,-0.1516,-0.072956,0.150682,-0.481313,0.4444,2.22,243,81,False
S1_level,T3_zscore_neg_1.0,P1_long_cash,2,0.6538,0.2023,0.3254,0.1405,0.021198,0.10478,-0.150916,0.2469,1.26,243,81,True
S1_level,T3_zscore_neg_1.0,P2_signal_strength,2,0.801,0.6052,1.0901,0.4526,0.041007,0.067759,-0.090599,0.5309,1.13,206,81,True
S1_level,T3_zscore_neg_1.0,P3_long_short,2,0.3151,-0.426,-0.8212,-0.1454,-0.064327,0.151013,-0.442269,0.4568,2.51,243,81,False
S1_level,T3_zscore_1.5,P1_long_cash,2,0.4778,0.3849,0.0,0.0,0.004872,0.012659,0.0,0.0123,0.66,243,81,True
S1_level,T3_zscore_1.5,P2_signal_strength,2,0.801,0.6052,1.0901,0.4526,0.041007,0.067759,-0.090599,0.5309,1.13,206,81,True
S1_level,T3_zscore_1.5,P3_long_short,2,-0.3551,-0.6485,-1.0906,-0.1775,-0.096979,0.149535,-0.546481,0.4568,1.33,243,81,False
S1_level,T3_zscore_neg_1.5,P1_long_cash,2,0.7916,0.6448,1.1041,0.5121,0.07474,0.115903,-0.145961,0.3704,0.78,243,81,True
S1_level,T3_zscore_neg_1.5,P2_signal_strength,2,0.801,0.6052,1.0901,0.4526,0.041007,0.067759,-0.090599,0.5309,1.13,206,81,True
S1_level,T3_zscore_neg_1.5,P3_long_short,2,0.5916,0.2819,0.5304,0.1978,0.042756,0.151657,-0.216171,0.5556,1.55,243,81,True
S1_level,T3_zscore_2.0,P1_long_cash,2,0.1178,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.22,243,81,False
S1_level,T3_zscore_2.0,P2_signal_strength,2,0.801,0.6052,1.0901,0.4526,0.041007,0.067759,-0.090599,0.5309,1.13,206,81,True
S1_level,T3_zscore_2.0,P3_long_short,2,-0.5914,-0.7164,-1.2124,-0.1855,-0.106724,0.148974,-0.575362,0.4444,0.44,243,81,False
S1_level,T3_zscore_neg_2.0,P1_long_cash,2,0.8922,0.809,1.6176,0.6895,0.107682,0.133105,-0.156182,0.4938,0.85,243,81,True
S1_level,T3_zscore_neg_2.0,P2_signal_strength,2,0.801,0.6052,1.0901,0.4526,0.041007,0.067759,-0.090599,0.5309,1.13,206,81,True
S1_level,T3_zscore_neg_2.0,P3_long_short,2,0.7751,0.7298,1.3653,0.6956,0.10864,0.148857,-0.156182,0.6049,1.7,243,81,True
S1_level,T1_fixed_p25,P1_long_cash,3,0.5438,0.6778,1.0134,0.4959,0.062565,0.092312,-0.126155,0.2346,0.89,243,81,True
S1_level,T1_fixed_p25,P2_signal_strength,3,0.827,0.5179,1.1059,0.4651,0.03471,0.067018,-0.074631,0.4815,1.13,205,81,True
S1_level,T1_fixed_p25,P3_long_short,3,0.2902,0.121,0.2197,0.0802,0.018406,0.152071,-0.229445,0.5185,1.77,243,81,True
S1_level,T1_fixed_p50,P1_long_cash,3,0.2641,0.3628,0.4205,0.2195,0.027695,0.076332,-0.126155,0.0864,0.96,243,81,True
S1_level,T1_fixed_p50,P2_signal_strength,3,0.827,0.5179,1.1059,0.4651,0.03471,0.067018,-0.074631,0.4815,1.13,205,81,True
S1_level,T1_fixed_p50,P3_long_short,3,-0.227,-0.339,-0.6493,-0.1097,-0.051334,0.151433,-0.468091,0.4198,1.92,243,81,False
S1_level,T1_fixed_p75,P1_long_cash,3,0.153,0.3547,0.4447,0.5581,0.021695,0.061157,-0.038874,0.0494,1.26,243,81,True
S1_level,T1_fixed_p75,P2_signal_strength,3,0.827,0.5179,1.1059,0.4651,0.03471,0.067018,-0.074631,0.4815,1.13,205,81,True
S1_level,T1_fixed_p75,P3_long_short,3,-0.443,-0.4193,-0.8002,-0.1282,-0.063334,0.151049,-0.493982,0.4198,2.51,243,81,False
S1_level,T2_roll_p25,P1_long_cash,3,0.6694,0.369,0.559,0.2621,0.038251,0.103656,-0.145961,0.2099,1.26,243,81,True
S1_level,T2_roll_p25,P2_signal_strength,3,0.827,0.5179,1.1059,0.4651,0.03471,0.067018,-0.074631,0.4815,1.13,205,81,True
S1_level,T2_roll_p25,P3_long_short,3,0.311,-0.1989,-0.4118,-0.0805,-0.030223,0.151912,-0.375297,0.4568,2.51,243,81,False
S1_level,T2_roll_p50,P1_long_cash,3,0.6663,0.3535,0.4201,0.2384,0.02525,0.071426,-0.105935,0.1111,1.11,243,81,True
