date,signal_value,threshold_value,position,strategy_return,bh_return
2022-09-30,-5.414012738853502,4.590428040881735,0.0,-0.0,-0.02538672726021618
2022-10-31,9.764309764309775,4.920653697394625,1.0,0.0,0.09611085967541322
2022-11-30,-10.429447852760742,4.893219145460105,0.0,0.04723203717984714,0.04723203717984714
2022-12-31,-14.383561643835618,4.960948500366656,0.0,-0.0,-0.01877742419357098
2023-01-31,3.0000000000000027,5.0594406261208995,0.0,-0.0,-0.018328950786655862
2023-02-28,13.00970873786409,5.455726865569188,1.0,-0.0,-0.04641566317298984
2023-03-31,0.6872852233676952,5.497124685182742,0.0,0.021977809537266912,0.021977809537266912
2023-04-30,2.2184300341296925,5.387947322812414,0.0,0.0,0.03143850643324542
2023-05-31,-5.342237061769605,5.362297138907215,0.0,-0.0,-0.04268725501445525
2023-06-30,5.467372134038784,5.5440228702135705,0.0,0.0,0.042606514395438166
2023-07-31,8.528428093645491,5.801543536339237,1.0,0.0,0.010698605916700243
2023-08-31,3.081664098613257,5.771058487572993,0.0,-0.007007208386570651,-0.007007208386570651
2023-09-30,-7.324364723467869,5.676022427099224,0.0,-0.0,-0.02959199061642015
2023-10-31,2.741935483870983,5.773883260753587,0.0,-0.0,-0.032623782742956964
2023-11-30,-7.378335949764525,5.726168382638906,0.0,0.0,0.05435988509365597
2023-12-31,8.813559322033893,5.984972659969049,1.0,0.0,0.043261158284882306
2024-01-31,11.370716510903423,6.358222056571615,1.0,0.029330076833670837,0.029330076833670837
2024-02-29,-2.9370629370629286,6.344410646128971,0.0,0.03162831494365803,0.03162831494365803
2024-03-31,-2.3054755043227737,6.218238138303764,0.0,0.0,0.023777204435162957
2024-04-30,-5.899705014749268,6.1811519788375255,0.0,-0.0,-0.05009145589392383
2024-05-31,-3.9184952978056464,6.148621086038981,0.0,0.0,0.024015156076205635
2024-06-30,13.7030995106036,6.609950283313683,1.0,0.0,0.018239918213510675
2024-07-31,13.34289813486369,7.112523215337866,1.0,0.026620991145944295,0.026620991145944295
2024-08-31,-2.658227848101258,7.019007455391618,0.0,0.05059131146279894,0.05059131146279894
2024-09-30,3.2509752925877766,6.9749761384549736,0.0,-0.0,-0.016574590629668262
2024-10-31,-2.7707808564231717,6.956084112188704,0.0,-0.0,-0.04642263124593693
2024-11-30,-10.492227979274627,6.846215347466605,0.0,0.0,0.0036767375658943724
2024-12-31,-1.3024602026049048,6.853101728845971,0.0,-0.0,-0.06252709194646466
2025-01-31,-2.639296187683282,6.8113889542045225,0.0,0.0,0.06760188153967706
2025-02-28,2.259036144578319,6.918283160084839,0.0,0.0,0.014026084969619212
2025-03-31,3.2400589101619914,6.904338280564723,0.0,-0.0,-0.015813598624405234
2025-04-30,0.5706134094151327,6.864793303778548,0.0,-0.0,-0.03794255235542521
2025-05-31,1.8439716312056653,6.8749652084224975,0.0,-0.0,-0.055741449722787495
2025-06-30,3.064066852367686,6.886498807434451,0.0,0.0,0.021060386224295957
2025-07-31,-3.1081081081081097,6.835211451158644,0.0,-0.0,-0.03234650897257385
2025-08-31,-9.762900976290101,6.7532188572691005,0.0,0.0,0.053668520148370646
2025-09-30,-11.90108191653787,6.754402962572172,0.0,0.0,0.017292133463141957
2025-10-31,-8.42105263157894,6.58030445110903,0.0,0.0,0.03650231780489932
2025-11-30,0.0,6.5675807780053175,0.0,0.0,0.0928942171112277
2025-12-31,16.283524904214563,6.953159509059713,1.0,-0.0,-0.008290892350741541
