horizon,coef,p_value,r_squared
1,2.5759564073583295e-05,0.9079318604919684,3.542811052140253e-05
3,0.0001717725718921554,0.6535935138961286,0.0005362060799722046
6,0.00044447515302971266,0.428512501249037,0.0016814062770698574
