pair_name,metric,value,p_value
umcsent_level_to_spy_fwd_1m,pearson,0.03235628304785344,0.5229900149588993
umcsent_level_to_spy_fwd_3m,pearson,0.04945175510705312,0.3300291128436736
umcsent_level_to_spy_fwd_6m,pearson,0.06928770487346719,0.17374270584235887
umcsent_diff_1m_to_spy_fwd_1m,pearson,-0.0042448704836273955,0.9333199859538791
umcsent_diff_1m_to_spy_fwd_3m,pearson,0.05210512608566111,0.30533346999548433
umcsent_diff_1m_to_spy_fwd_6m,pearson,0.011719725569999218,0.8184669574972135
umcsent_chg_12m_to_spy_fwd_1m,pearson,0.005952151755575681,0.9079318604919692
umcsent_chg_12m_to_spy_fwd_3m,pearson,0.02315612402739727,0.6535935138961294
umcsent_chg_12m_to_spy_fwd_6m,pearson,0.04100495429908267,0.42851250124903684
umcsent_zscore_60m_to_spy_fwd_1m,pearson,0.006072929235229173,0.907444555614068
umcsent_zscore_60m_to_spy_fwd_3m,pearson,0.007072233661019874,0.8925928905039254
umcsent_zscore_60m_to_spy_fwd_6m,pearson,-0.008703287614202007,0.8685660680466311
