lag,f_stat,p_value,direction
1,0.012302950564738263,0.9117398683426486,signal_to_SPY
2,0.11606598605088873,0.8904485260087919,signal_to_SPY
3,0.05975813583595906,0.9808330817765468,signal_to_SPY
4,0.48256465444787605,0.748551825259884,signal_to_SPY
5,1.418827581482634,0.21659220192444023,signal_to_SPY
6,1.285205652589666,0.26311126076583946,signal_to_SPY
