period,strategy_sharpe,buy_hold_sharpe,strategy_return,buy_hold_return
Dot_Com,-0.5394138464574911,-0.7024909101288791,-0.26781839159145693,-0.33365283460482664
GFC,-0.7151513304983126,-1.0264933073137492,-0.25150504300938037,-0.3550444508364322
COVID,2.178267539770499,-0.08033757489324059,0.0662246116167613,-0.03167847563198989
Rate_Hike_2022,-0.9999999999999997,-0.757003918279844,-0.08246041331842968,-0.1817537495260848
