date,position,strategy_return,bh_return
1993-02-28,0.0,0.0,0.010668953172249696
1993-03-31,0.0,0.0,0.02239932629838992
1993-04-30,0.0,-0.0,-0.02558780774026914
1993-05-31,0.0,0.0,0.02696874179783393
1993-06-30,0.0,0.0,0.003607372635236361
1993-07-31,0.0,-0.0,-0.004853824276926488
1993-08-31,0.0,0.0,0.038326585922410894
1993-09-30,0.0,-0.0,-0.007274647083682861
1993-10-31,0.0,0.0,0.019727230074926938
1993-11-30,0.0,-0.0,-0.010673079977999156
1993-12-31,0.0,0.0,0.012276292483215379
1994-01-31,0.0,0.0,0.03487583465051802
1994-02-28,0.0,-0.0,-0.02916350884860519
1994-03-31,0.0,-0.0,-0.04190187396956302
1994-04-30,1.0,0.011212325992041805,0.011212325992041805
1994-05-31,1.0,0.01593931831326234,0.01593931831326234
1994-06-30,0.0,-0.0,-0.022913813795628957
1994-07-31,0.0,0.0,0.032325802107516344
1994-08-31,0.0,0.0,0.03812085340606197
1994-09-30,1.0,-0.0252541619944463,-0.0252541619944463
1994-10-31,0.0,0.0,0.028425997660446622
1994-11-30,0.0,-0.0,-0.03981550519300825
1994-12-31,0.0,0.0,0.0072814756115500145
1995-01-31,0.0,0.0,0.03360801708778305
1995-02-28,0.0,0.0,0.04080930613283229
1995-03-31,1.0,0.027848191318352367,0.027848191318352367
1995-04-30,0.0,0.0,0.029622745612414958
1995-05-31,0.0,0.0,0.039672719700915016
1995-06-30,1.0,0.02022985392230403,0.02022985392230403
1995-07-31,1.0,0.032165754233868915,0.032165754233868915
1995-08-31,1.0,0.004451302382141087,0.004451302382141087
1995-09-30,1.0,0.04237632414435599,0.04237632414435599
1995-10-31,1.0,-0.0029382733792654436,-0.0029382733792654436
1995-11-30,1.0,0.04448001878550967,0.04448001878550967
1995-12-31,1.0,0.015732738508825506,0.015732738508825506
1996-01-31,1.0,0.035578087751807264,0.035578087751807264
1996-02-29,1.0,0.003190069023023545,0.003190069023023545
1996-03-31,1.0,0.0172183687530314,0.0172183687530314
1996-04-30,1.0,0.010869558737526264,0.010869558737526264
1996-05-31,1.0,0.022700269903145553,0.022700269903145553
1996-06-30,1.0,0.008822031542032871,0.008822031542032871
1996-07-31,0.0,-0.0,-0.04493622130854402
1996-08-31,0.0,0.0,0.019258996510851167
1996-09-30,0.0,0.0,0.05587232292643085
1996-10-31,0.0,0.0,0.03233152897572422
1996-11-30,0.0,0.0,0.07300438242673013
1996-12-31,1.0,-0.023797657904672143,-0.023797657904672143
1997-01-31,1.0,0.061785856755891766,0.061785856755891766
1997-02-28,1.0,0.009565823685988795,0.009565823685988795
1997-03-31,0.0,-0.0,-0.04412307154470496
1997-04-30,0.0,0.0,0.06260330635548605
1997-05-31,0.0,0.0,0.06320741504603378
1997-06-30,1.0,0.04110240734272819,0.04110240734272819
1997-07-31,0.0,0.0,0.07926350804342341
1997-08-31,1.0,-0.051802714429155294,-0.051802714429155294
1997-09-30,1.0,0.04809042710227729,0.04809042710227729
1997-10-31,1.0,-0.0245036101771261,-0.0245036101771261
1997-11-30,1.0,0.038696365733452254,0.038696365733452254
1997-12-31,0.0,0.0,0.019072380639004516
1998-01-31,0.0,0.0,0.012877781070722127
1998-02-28,0.0,0.0,0.06929533516081232
1998-03-31,1.0,0.048782983878580044,0.048782983878580044
1998-04-30,1.0,0.012791307591441203,0.012791307591441203
1998-05-31,1.0,-0.020768741866233897,-0.020768741866233897
1998-06-30,1.0,0.04257340021260414,0.04257340021260414
1998-07-31,1.0,-0.013513804630445603,-0.013513804630445603
1998-08-31,0.0,-0.0,-0.14117987112393537
1998-09-30,0.0,0.0,0.06364014140604368
1998-10-31,0.0,0.0,0.08108025129946173
1998-11-30,1.0,0.055681593808998064,0.055681593808998064
1998-12-31,1.0,0.0654224687178353,0.0654224687178353
1999-01-31,1.0,0.035225548902195536,0.035225548902195536
1999-02-28,1.0,-0.032068474186731644,-0.032068474186731644
1999-03-31,0.0,0.0,0.0414683204660411
1999-04-30,0.0,0.0,0.03797394390374764
1999-05-31,0.0,-0.0,-0.022865459139425615
1999-06-30,0.0,0.0,0.05537842125485892
1999-07-31,0.0,-0.0,-0.031022001010462485
1999-08-31,0.0,-0.0,-0.005178564826199272
1999-09-30,1.0,-0.022337356749670745,-0.022337356749670745
1999-10-31,0.0,0.0,0.06407767174369416
1999-11-30,0.0,0.0,0.01665128650768355
1999-12-31,0.0,0.0,0.057109611956339235
2000-01-31,0.0,-0.0,-0.04978680702958593
2000-02-29,0.0,-0.0,-0.015226519040106301
2000-03-31,0.0,0.0,0.09691428071272412
2000-04-30,0.0,-0.0,-0.03512016205640156
2000-05-31,1.0,-0.01572226153006162,-0.01572226153006162
2000-06-30,1.0,0.019680972517204687,0.019680972517204687
2000-07-31,0.0,-0.0,-0.015702207569641802
2000-08-31,0.0,0.0,0.06534126148671682
2000-09-30,0.0,-0.0,-0.05486225919307952
2000-10-31,1.0,-0.004678342495466059,-0.004678342495466059
2000-11-30,1.0,-0.07465273374421932,-0.07465273374421932
2000-12-31,0.0,-0.0,-0.005226174269764572
2001-01-31,0.0,0.0,0.04445880697460547
2001-02-28,1.0,-0.09538749777742839,-0.09538749777742839
2001-03-31,1.0,-0.05603710779366122,-0.05603710779366122
2001-04-30,1.0,0.08543971821752638,0.08543971821752638
2001-05-31,1.0,-0.005605649936525348,-0.005605649936525348
2001-06-30,1.0,-0.02382879840585439,-0.02382879840585439
2001-07-31,1.0,-0.010196359452530945,-0.010196359452530945
2001-08-31,1.0,-0.05933219107068166,-0.05933219107068166
2001-09-30,1.0,-0.08163035439953936,-0.08163035439953936
2001-10-31,1.0,0.013021514382851374,0.013021514382851374
2001-11-30,1.0,0.07797759457247322,0.07797759457247322
2001-12-31,0.0,0.0,0.005638824655915808
2002-01-31,1.0,-0.009798872480181409,-0.009798872480181409
2002-02-28,1.0,-0.01793547521772232,-0.01793547521772232
2002-03-31,0.0,0.0,0.033270957735332285
2002-04-30,0.0,-0.0,-0.05815598957872048
2002-05-31,0.0,-0.0,-0.0059335999915532955
2002-06-30,0.0,-0.0,-0.07380770668235692
2002-07-31,1.0,-0.07881963470401454,-0.07881963470401454
2002-08-31,0.0,0.0,0.0068012108274206895
2002-09-30,1.0,-0.10485198872520762,-0.10485198872520762
2002-10-31,1.0,0.08228331676933376,0.08228331676933376
2002-11-30,0.0,0.0,0.06168142702988155
2002-12-31,1.0,-0.056570182508878575,-0.056570182508878575
2003-01-31,1.0,-0.0245942852167228,-0.0245942852167228
2003-02-28,0.0,-0.0,-0.013479553992379989
2003-03-31,1.0,0.00214062492564171,0.00214062492564171
2003-04-30,1.0,0.08461168195014013,0.08461168195014013
2003-05-31,1.0,0.054835664711950116,0.054835664711950116
2003-06-30,1.0,0.010651919822758815,0.010651919822758815
2003-07-31,1.0,0.018027177844028852,0.018027177844028852
2003-08-31,1.0,0.02062546547180033,0.02062546547180033
2003-09-30,0.0,-0.0,-0.010905695016791617
2003-10-31,1.0,0.053526784705904884,0.053526784705904884
2003-11-30,0.0,0.0,0.010920823097970711
2003-12-31,0.0,0.0,0.05031329844553678
2004-01-31,0.0,0.0,0.01976984642276136
2004-02-29,0.0,0.0,0.013570339729657377
2004-03-31,0.0,-0.0,-0.013244886484996221
2004-04-30,0.0,-0.0,-0.018921997448977268
2004-05-31,1.0,0.0171236445609666,0.0171236445609666
2004-06-30,0.0,0.0,0.01850143852370234
2004-07-31,1.0,-0.03221895004355502,-0.03221895004355502
2004-08-31,0.0,0.0,0.002436157318721932
2004-09-30,0.0,0.0,0.010036350066555899
2004-10-31,0.0,0.0,0.012884873745854009
2004-11-30,1.0,0.04451744153042125,0.04451744153042125
2004-12-31,1.0,0.030121674261270215,0.030121674261270215
2005-01-31,1.0,-0.022420768759378373,-0.022420768759378373
2005-02-28,1.0,0.02090349776258482,0.02090349776258482
2005-03-31,0.0,-0.0,-0.01829250861124143
2005-04-30,0.0,-0.0,-0.018735997125000736
2005-05-31,0.0,0.0,0.03222552241759824
2005-06-30,0.0,0.0,0.0015147938899982005
2005-07-31,0.0,0.0,0.03826123736843723
2005-08-31,1.0,-0.009374061476576045,-0.009374061476576045
2005-09-30,1.0,0.008024976109279436,0.008024976109279436
2005-10-31,1.0,-0.023650958338186312,-0.023650958338186312
2005-11-30,0.0,0.0,0.04395228288106523
2005-12-31,1.0,-0.0019130264552347231,-0.0019130264552347231
2006-01-31,0.0,0.0,0.024013945751846233
2006-02-28,1.0,0.005725645679749203,0.005725645679749203
2006-03-31,1.0,0.016503465746869228,0.016503465746869228
2006-04-30,1.0,0.012631910217559383,0.012631910217559383
2006-05-31,1.0,-0.030120833340698816,-0.030120833340698816
2006-06-30,1.0,0.0026082451687969854,0.0026082451687969854
2006-07-31,0.0,0.0,0.004478368417521583
2006-08-31,1.0,0.02182241902136628,0.02182241902136628
2006-09-30,1.0,0.027001593161130266,0.027001593161130266
2006-10-31,0.0,0.0,0.031516817734554836
2006-11-30,0.0,0.0,0.01988580567156628
2006-12-31,1.0,0.013371060270780832,0.013371060270780832
2007-01-31,1.0,0.01503958112898962,0.01503958112898962
2007-02-28,1.0,-0.019617085194283068,-0.019617085194283068
2007-03-31,0.0,0.0,0.011588250169966896
2007-04-30,0.0,0.0,0.04429649121383994
2007-05-31,1.0,0.03391965782480577,0.03391965782480577
2007-06-30,1.0,-0.014620356963326309,-0.014620356963326309
2007-07-31,1.0,-0.03131072714670635,-0.03131072714670635
2007-08-31,0.0,0.0,0.012832856865385489
2007-09-30,0.0,0.0,0.03871481737347615
2007-10-31,1.0,0.013566165562747479,0.013566165562747479
2007-11-30,0.0,-0.0,-0.03873207024607461
2007-12-31,0.0,-0.0,-0.011260888971497018
2008-01-31,0.0,-0.0,-0.060461156833469865
2008-02-29,0.0,-0.0,-0.02584227153738361
2008-03-31,0.0,-0.0,-0.008942710431123713
2008-04-30,1.0,0.04766249541657852,0.04766249541657852
2008-05-31,1.0,0.015116657262874256,0.015116657262874256
2008-06-30,0.0,-0.0,-0.08357588196545418
2008-07-31,0.0,-0.0,-0.00898569231961266
2008-08-31,0.0,0.0,0.015453644335054584
2008-09-30,1.0,-0.09417350767930943,-0.09417350767930943
2008-10-31,0.0,-0.0,-0.16518649265303875
2008-11-30,1.0,-0.06960657833167105,-0.06960657833167105
2008-12-31,1.0,0.009795875371614526,0.009795875371614526
2009-01-31,1.0,-0.08211382123244593,-0.08211382123244593
2009-02-28,1.0,-0.10744927663424597,-0.10744927663424597
2009-03-31,1.0,0.08331057281452514,0.08331057281452514
2009-04-30,0.0,0.0,0.09934605047686351
2009-05-31,0.0,0.0,0.05845356698682913
2009-06-30,0.0,-0.0,-0.0006549003833102862
2009-07-31,1.0,0.0746058167433501,0.0746058167433501
2009-08-31,0.0,0.0,0.03693923235935359
2009-09-30,0.0,0.0,0.03545743381413735
2009-10-31,0.0,-0.0,-0.019225402516138912
2009-11-30,0.0,0.0,0.06160673240221648
2009-12-31,0.0,0.0,0.019100892398973057
2010-01-31,0.0,-0.0,-0.03634202364574446
2010-02-28,0.0,0.0,0.031194712905736166
2010-03-31,0.0,0.0,0.06087973989431816
2010-04-30,1.0,0.015469803735659315,0.015469803735659315
2010-05-31,0.0,-0.0,-0.07945453984565265
2010-06-30,1.0,-0.05174091136351722,-0.05174091136351722
2010-07-31,0.0,0.0,0.0683007005288152
2010-08-31,1.0,-0.044980773708673816,-0.044980773708673816
2010-09-30,1.0,0.08955516270532704,0.08955516270532704
2010-10-31,1.0,0.03820187628871996,0.03820187628871996
2010-11-30,1.0,0.0,0.0
2010-12-31,1.0,0.06685218382445202,0.06685218382445202
2011-01-31,0.0,0.0,0.023300424062296266
2011-02-28,1.0,0.034737151058697124,0.034737151058697124
2011-03-31,1.0,0.00011995179338475381,0.00011995179338475381
2011-04-30,1.0,0.028961909746837877,0.028961909746837877
2011-05-31,1.0,-0.011214788054788816,-0.011214788054788816
2011-06-30,1.0,-0.01686971309070373,-0.01686971309070373
2011-07-31,1.0,-0.02000472098468664,-0.02000472098468664
2011-08-31,1.0,-0.054975600621647636,-0.054975600621647636
2011-09-30,1.0,-0.06942063750209893,-0.06942063750209893
2011-10-31,1.0,0.10914710908431258,0.10914710908431258
2011-11-30,0.0,-0.0,-0.004063658150644134
2011-12-31,0.0,0.0,0.010448071200428677
2012-01-31,1.0,0.04637465263905116,0.04637465263905116
2012-02-29,1.0,0.043405025455410806,0.043405025455410806
2012-03-31,1.0,0.03216439546458605,0.03216439546458605
2012-04-30,0.0,-0.0,-0.006675610901616058
2012-05-31,0.0,-0.0,-0.0600561161445794
2012-06-30,0.0,0.0,0.04058121109641344
2012-07-31,0.0,0.0,0.011829573863189724
2012-08-31,0.0,0.0,0.025052794435722836
2012-09-30,0.0,0.0,0.025350952524638704
2012-10-31,0.0,-0.0,-0.01819837816845138
2012-11-30,1.0,0.005660069082261909,0.005660069082261909
2012-12-31,1.0,0.008933701691302032,0.008933701691302032
2013-01-31,1.0,0.05119065785200583,0.05119065785200583
2013-02-28,1.0,0.012758827157205888,0.012758827157205888
2013-03-31,0.0,0.0,0.03797119114851277
2013-04-30,0.0,0.0,0.019211982649943282
2013-05-31,1.0,0.0236104128834842,0.0236104128834842
2013-06-30,0.0,-0.0,-0.013345250393435037
2013-07-31,0.0,0.0,0.051676853190342875
2013-08-31,0.0,-0.0,-0.029992164668508625
2013-09-30,0.0,0.0,0.031647154045582715
2013-10-31,0.0,0.0,0.04630652869589169
2013-11-30,0.0,0.0,0.029637538641711814
2013-12-31,1.0,0.025926353701177796,0.025926353701177796
2014-01-31,0.0,-0.0,-0.03524840880595825
2014-02-28,0.0,0.0,0.04551586158172083
2014-03-31,1.0,0.00829559971481908,0.00829559971481908
2014-04-30,1.0,0.006951043995170325,0.006951043995170325
2014-05-31,0.0,0.0,0.023206730257470998
2014-06-30,1.0,0.020645300798855182,0.020645300798855182
2014-07-31,1.0,-0.01343764579371809,-0.01343764579371809
2014-08-31,0.0,0.0,0.03946325267710171
2014-09-30,1.0,-0.013796437829374342,-0.013796437829374342
2014-10-31,0.0,0.0,0.023551465203260902
2014-11-30,0.0,0.0,0.02747179312833059
2014-12-31,0.0,-0.0,-0.0025369086183085754
2015-01-31,1.0,-0.029629314069974155,-0.029629314069974155
2015-02-28,1.0,0.05620471055600751,0.05620471055600751
2015-03-31,1.0,-0.015705931217023572,-0.015705931217023572
2015-04-30,1.0,0.00983404952339817,0.00983404952339817
2015-05-31,0.0,0.0,0.012856396500132705
2015-06-30,0.0,-0.0,-0.020312111034906488
2015-07-31,0.0,0.0,0.022589111780153326
2015-08-31,0.0,-0.0,-0.06095007155488863
2015-09-30,0.0,-0.0,-0.025515911891460408
2015-10-31,1.0,0.08505958881886011,0.08505958881886011
2015-11-30,1.0,0.0036554202905860755,0.0036554202905860755
2015-12-31,0.0,-0.0,-0.01728260231353096
2016-01-31,1.0,-0.0497866956653672,-0.0497866956653672
2016-02-29,0.0,-0.0,-0.000826111321537093
2016-03-31,1.0,0.0672660130858298,0.0672660130858298
2016-04-30,0.0,0.0,0.003941235429764989
2016-05-31,1.0,0.017011581803952014,0.017011581803952014
2016-06-30,1.0,0.003475837582809227,0.003475837582809227
2016-07-31,1.0,0.0364712974918977,0.0364712974918977
2016-08-31,1.0,0.0011976305791487896,0.0011976305791487896
2016-09-30,1.0,5.784864832358849e-05,5.784864832358849e-05
2016-10-31,1.0,-0.017336945670818893,-0.017336945670818893
2016-11-30,0.0,0.0,0.036838621770857616
2016-12-31,1.0,0.020271441320820927,0.020271441320820927
2017-01-31,0.0,0.0,0.017894735840821685
2017-02-28,0.0,0.0,0.03929162025007904
2017-03-31,0.0,0.0,0.0012500670628796673
2017-04-30,0.0,0.0,0.009926010863195112
2017-05-31,1.0,0.01411322502953305,0.01411322502953305
2017-06-30,0.0,0.0,0.006374721785018522
2017-07-31,0.0,0.0,0.02055406561138584
2017-08-31,0.0,0.0,0.00291773081918012
2017-09-30,0.0,0.0,0.02014961270989435
2017-10-31,0.0,0.0,0.023564197423210587
2017-11-30,0.0,0.0,0.03056567331636506
2017-12-31,0.0,0.0,0.012127913707602467
2018-01-31,0.0,0.0,0.05635925729253621
2018-02-28,1.0,-0.0363602968309803,-0.0363602968309803
2018-03-31,0.0,-0.0,-0.027410740484382967
2018-04-30,0.0,0.0,0.005168282656813794
2018-05-31,0.0,0.0,0.024309270626327484
