transform,L0,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,best_lead,best_r
m2sl_pct_yoy,+0.025,+0.017,+0.004,-0.009,-0.013,-0.023,-0.031,-0.039,-0.048,-0.052,-0.066,-0.070,-0.070,L11,-0.070
m2sl_pct_mom,+0.017,+0.052,+0.054,+0.019,-0.012,+0.029,+0.039,+0.021,-0.031,-0.016,+0.005,-0.038,-0.021,L2,+0.054
m2sl_3m_pct,+0.049,+0.052,+0.025,+0.012,+0.024,+0.038,+0.013,-0.011,-0.016,-0.016,-0.021,-0.035,-0.033,L1,+0.052
m2sl_6m_pct,+0.038,+0.045,+0.038,+0.018,+0.009,+0.014,-0.002,-0.018,-0.029,-0.031,-0.031,-0.051,-0.048,L11,-0.051
m2sl_yoy_accel_pct,+0.027,+0.054,+0.071,+0.023,+0.042,+0.049,+0.056,+0.035,+0.027,+0.057,+0.022,+0.008,+0.049,L2,+0.071
m2sl_yoy_zscore_120m,+0.048,+0.050,+0.051,+0.030,+0.022,+0.016,+0.001,-0.006,-0.015,-0.010,-0.024,-0.029,-0.034,L2,+0.051
m2sl_contraction_flag,+0.063,+0.031,+0.055,+0.054,+0.053,+0.058,+0.045,+0.032,+0.055,+0.063,+0.078,+0.045,+0.014,L10,+0.078
