period,strategy_sharpe,buy_hold_sharpe,strategy_return,buy_hold_return
Dot_Com,-0.4569205928548501,-0.7024904883449635,-0.1667303536212732,-0.33365237700082573
GFC,-0.7947194142390263,-1.0264941797509204,-0.060461230093435736,-0.35504459570647195
COVID,1.5491933384829666,-0.08033740811156594,0.017734061913251775,-0.031678482225047655
Rate_Hike_2022,0.0,-0.7570029106606401,0.0,-0.1817536253627169
