lag,f_stat,p_value,direction
1,0.632343907460057,0.4269855446283955,signal_to_SPY
2,0.8696802831917931,0.419911437175399,signal_to_SPY
3,0.34676467582503406,0.79151687795982,signal_to_SPY
4,0.3117461770936256,0.870096834625407,signal_to_SPY
5,0.26386546473649825,0.9326226698008095,signal_to_SPY
6,0.26426603336008053,0.9532416207902463,signal_to_SPY
