quartile,mean_return,sharpe,n
Q1,0.006345549834503419,0.4007387551703412,100
Q2,0.008103546963605743,0.7421847031529342,95
Q3,0.008276862404468876,0.7377926402516883,97
Q4,0.015238576569709485,1.4469921377996082,98
