signal,threshold,strategy,lead_months,oos_sharpe,annual_turnover,max_drawdown,oos_ann_return,valid,point_role
S2_yoy,T2_roll_p25,P1_long_cash_counter,3,0.261,0.46,-13.29,1.96,True,valid
S2_yoy,T2_roll_p25,P2_signal_strength_pro,3,0.7563,0.62,-7.5,5.28,True,valid
S2_yoy,T2_roll_p25,P2_signal_strength_counter,3,0.6228,0.62,-10.07,4.4,True,valid
S2_yoy,T2_roll_p25,P3_long_short_pro,3,0.4364,0.93,-26.36,5.77,True,valid
S2_yoy,T2_roll_p25,P3_long_short_counter,3,-0.4364,0.93,-35.97,-5.77,False,invalid
S2_yoy,T2_roll_p50,P1_long_cash_pro,3,0.1175,1.32,-18.75,0.88,True,valid
S2_yoy,T2_roll_p50,P1_long_cash_counter,3,0.8228,1.32,-13.29,8.8,True,valid
S2_yoy,T2_roll_p50,P2_signal_strength_pro,3,0.7563,0.62,-7.5,5.28,True,valid
S2_yoy,T2_roll_p50,P2_signal_strength_counter,3,0.6228,0.62,-10.07,4.4,True,valid
S2_yoy,T2_roll_p50,P3_long_short_pro,3,-0.6036,2.64,-54.25,-7.92,False,invalid
S2_yoy,T2_roll_p50,P3_long_short_counter,3,0.6036,2.64,-13.53,7.92,True,valid
S2_yoy,T2_roll_p75,P1_long_cash_pro,3,0.5299,1.0,-4.14,2.89,True,valid
S2_yoy,T2_roll_p75,P1_long_cash_counter,3,0.5679,1.0,-13.52,6.79,True,valid
S2_yoy,T2_roll_p75,P2_signal_strength_pro,3,0.7563,0.62,-7.5,5.28,True,valid
S2_yoy,T2_roll_p75,P2_signal_strength_counter,3,0.6228,0.62,-10.07,4.4,True,valid
S2_yoy,T2_roll_p75,P3_long_short_pro,3,-0.294,2.0,-40.34,-3.9,False,invalid
S2_yoy,T2_roll_p75,P3_long_short_counter,3,0.294,2.0,-22.41,3.9,True,valid
S2_yoy,T3_zscore_1.0,P1_long_cash_pro,3,0.2064,0.71,-4.14,0.6,True,valid
S2_yoy,T3_zscore_1.0,P1_long_cash_counter,3,0.7137,0.71,-13.29,9.08,True,valid
S2_yoy,T3_zscore_1.0,P2_signal_strength_pro,3,0.7563,0.62,-7.5,5.28,True,valid
S2_yoy,T3_zscore_1.0,P2_signal_strength_counter,3,0.6228,0.62,-10.07,4.4,True,valid
S2_yoy,T3_zscore_1.0,P3_long_short_pro,3,-0.648,1.43,-52.25,-8.48,False,invalid
S2_yoy,T3_zscore_1.0,P3_long_short_counter,3,0.648,1.43,-13.29,8.48,True,valid
S2_yoy,T3_zscore_neg_1.0,P1_long_cash_pro,3,0.0581,0.5,-8.21,0.34,True,valid
S2_yoy,T3_zscore_neg_1.0,P1_long_cash_counter,3,0.7997,0.5,-12.84,9.35,True,valid
S2_yoy,T3_zscore_neg_1.0,P2_signal_strength_pro,3,0.7563,0.62,-7.5,5.28,True,valid
S2_yoy,T3_zscore_neg_1.0,P2_signal_strength_counter,3,0.6228,0.62,-10.07,4.4,True,valid
S2_yoy,T3_zscore_neg_1.0,P3_long_short_pro,3,-0.69,1.0,-49.0,-9.01,False,invalid
S2_yoy,T3_zscore_neg_1.0,P3_long_short_counter,3,0.69,1.0,-15.67,9.01,True,valid
S2_yoy,T3_zscore_1.5,P1_long_cash_pro,3,0.0279,0.14,-4.14,0.06,True,valid
S2_yoy,T3_zscore_1.5,P1_long_cash_counter,3,0.7488,0.14,-13.29,9.63,True,valid
S2_yoy,T3_zscore_1.5,P2_signal_strength_pro,3,0.7563,0.62,-7.5,5.28,True,valid
S2_yoy,T3_zscore_1.5,P2_signal_strength_counter,3,0.6228,0.62,-10.07,4.4,True,valid
S2_yoy,T3_zscore_1.5,P3_long_short_pro,3,-0.7343,0.29,-50.95,-9.57,False,invalid
S2_yoy,T3_zscore_1.5,P3_long_short_counter,3,0.7343,0.29,-13.29,9.57,True,valid
S2_yoy,T3_zscore_neg_1.5,P1_long_cash_pro,3,0.2938,0.29,-4.5,1.0,True,valid
S2_yoy,T3_zscore_neg_1.5,P1_long_cash_counter,3,0.6879,0.29,-13.29,8.69,True,valid
S2_yoy,T3_zscore_neg_1.5,P2_signal_strength_pro,3,0.7563,0.62,-7.5,5.28,True,valid
S2_yoy,T3_zscore_neg_1.5,P2_signal_strength_counter,3,0.6228,0.62,-10.07,4.4,True,valid
S2_yoy,T3_zscore_neg_1.5,P3_long_short_pro,3,-0.5857,0.57,-44.06,-7.69,False,invalid
S2_yoy,T3_zscore_neg_1.5,P3_long_short_counter,3,0.5857,0.57,-16.46,7.69,True,valid
S2_yoy,T3_zscore_2.0,P1_long_cash_pro,3,-0.2728,0.07,-4.14,-0.44,False,invalid
S2_yoy,T3_zscore_2.0,P1_long_cash_counter,3,0.7855,0.07,-13.29,10.13,True,valid
S2_yoy,T3_zscore_2.0,P2_signal_strength_pro,3,0.7563,0.62,-7.5,5.28,True,valid
S2_yoy,T3_zscore_2.0,P2_signal_strength_counter,3,0.6228,0.62,-10.07,4.4,True,valid
S2_yoy,T3_zscore_2.0,P3_long_short_pro,3,-0.8152,0.14,-54.27,-10.57,False,invalid
S2_yoy,T3_zscore_2.0,P3_long_short_counter,3,0.8152,0.14,-13.29,10.57,True,valid
S2_yoy,T3_zscore_neg_2.0,P1_long_cash_pro,3,0.2938,0.21,-4.5,1.0,True,valid
S2_yoy,T3_zscore_neg_2.0,P1_long_cash_counter,3,0.6879,0.21,-13.29,8.69,True,valid
S2_yoy,T3_zscore_neg_2.0,P2_signal_strength_pro,3,0.7563,0.62,-7.5,5.28,True,valid
S2_yoy,T3_zscore_neg_2.0,P2_signal_strength_counter,3,0.6228,0.62,-10.07,4.4,True,valid
S2_yoy,T3_zscore_neg_2.0,P3_long_short_pro,3,-0.5857,0.43,-44.06,-7.69,False,invalid
S2_yoy,T3_zscore_neg_2.0,P3_long_short_counter,3,0.5857,0.43,-16.46,7.69,True,valid
S2_yoy,T4_zero,P1_long_cash_pro,3,0.2685,0.68,-17.1,2.49,True,valid
S2_yoy,T4_zero,P1_long_cash_counter,3,0.7731,0.68,-13.29,7.19,True,valid
S2_yoy,T4_zero,P2_signal_strength_pro,3,0.7563,0.62,-7.5,5.28,True,valid
S2_yoy,T4_zero,P2_signal_strength_counter,3,0.6228,0.62,-10.07,4.4,True,valid
S2_yoy,T4_zero,P3_long_short_pro,3,-0.3551,1.36,-47.76,-4.71,False,invalid
S2_yoy,T4_zero,P3_long_short_counter,3,0.3551,1.36,-17.7,4.71,True,valid
S2_yoy,T1_fixed_p25,P1_long_cash_pro,6,0.4668,0.89,-12.84,4.62,True,valid
S2_yoy,T1_fixed_p25,P1_long_cash_counter,6,0.5828,0.89,-13.29,5.06,True,valid
S2_yoy,T1_fixed_p25,P2_signal_strength_pro,6,0.7823,0.62,-8.46,6.01,True,valid
S2_yoy,T1_fixed_p25,P2_signal_strength_counter,6,0.5403,0.62,-8.69,3.68,True,valid
S2_yoy,T1_fixed_p25,P3_long_short_pro,6,-0.0327,1.79,-37.41,-0.43,False,invalid
S2_yoy,T1_fixed_p25,P3_long_short_counter,6,0.0327,1.79,-26.88,0.43,True,valid
S2_yoy,T1_fixed_p50,P1_long_cash_pro,6,0.5804,1.21,-13.95,4.58,True,valid
S2_yoy,T1_fixed_p50,P1_long_cash_counter,6,0.4841,1.21,-14.58,5.11,True,valid
S2_yoy,T1_fixed_p50,P2_signal_strength_pro,6,0.7823,0.62,-8.46,6.01,True,valid
S2_yoy,T1_fixed_p50,P2_signal_strength_counter,6,0.5403,0.62,-8.69,3.68,True,valid
S2_yoy,T1_fixed_p50,P3_long_short_pro,6,-0.0398,2.43,-33.57,-0.53,False,invalid
S2_yoy,T1_fixed_p50,P3_long_short_counter,6,0.0398,2.43,-28.37,0.53,True,valid
S2_yoy,T1_fixed_p75,P1_long_cash_pro,6,0.0028,1.29,-14.93,0.02,True,valid
S2_yoy,T1_fixed_p75,P1_long_cash_counter,6,0.8279,1.29,-13.29,9.67,True,valid
S2_yoy,T1_fixed_p75,P2_signal_strength_pro,6,0.7823,0.62,-8.46,6.01,True,valid
S2_yoy,T1_fixed_p75,P2_signal_strength_counter,6,0.5403,0.62,-8.69,3.68,True,valid
S2_yoy,T1_fixed_p75,P3_long_short_pro,6,-0.7411,2.57,-55.12,-9.65,False,invalid
S2_yoy,T1_fixed_p75,P3_long_short_counter,6,0.7411,2.57,-13.29,9.65,True,valid
S2_yoy,T2_roll_p25,P1_long_cash_pro,6,0.5004,0.46,-14.74,5.68,True,valid
S2_yoy,T2_roll_p25,P1_long_cash_counter,6,0.6002,0.46,-6.15,4.0,True,valid
S2_yoy,T2_roll_p25,P2_signal_strength_pro,6,0.7823,0.62,-8.46,6.01,True,valid
S2_yoy,T2_roll_p25,P2_signal_strength_counter,6,0.5403,0.62,-8.69,3.68,True,valid
S2_yoy,T2_roll_p25,P3_long_short_pro,6,0.1261,0.93,-40.09,1.68,True,valid
S2_yoy,T2_roll_p25,P3_long_short_counter,6,-0.1261,0.93,-33.74,-1.68,False,invalid
S2_yoy,T2_roll_p50,P1_long_cash_pro,6,0.5408,1.32,-12.84,4.71,True,valid
S2_yoy,T2_roll_p50,P1_long_cash_counter,6,0.5034,1.32,-14.24,4.97,True,valid
S2_yoy,T2_roll_p50,P2_signal_strength_pro,6,0.7823,0.62,-8.46,6.01,True,valid
S2_yoy,T2_roll_p50,P2_signal_strength_counter,6,0.5403,0.62,-8.69,3.68,True,valid
S2_yoy,T2_roll_p50,P3_long_short_pro,6,-0.0197,2.64,-31.72,-0.26,False,invalid
S2_yoy,T2_roll_p50,P3_long_short_counter,6,0.0197,2.64,-28.79,0.26,True,valid
S2_yoy,T2_roll_p75,P1_long_cash_pro,6,0.2927,0.93,-13.95,2.1,True,valid
S2_yoy,T2_roll_p75,P1_long_cash_counter,6,0.6902,0.93,-13.29,7.58,True,valid
S2_yoy,T2_roll_p75,P2_signal_strength_pro,6,0.7823,0.62,-8.46,6.01,True,valid
S2_yoy,T2_roll_p75,P2_signal_strength_counter,6,0.5403,0.62,-8.69,3.68,True,valid
S2_yoy,T2_roll_p75,P3_long_short_pro,6,-0.4145,1.86,-45.75,-5.48,False,invalid
S2_yoy,T2_roll_p75,P3_long_short_counter,6,0.4145,1.86,-13.29,5.48,True,valid
S2_yoy,T3_zscore_1.0,P1_long_cash_pro,6,0.4682,0.71,-2.87,2.1,True,valid
S2_yoy,T3_zscore_1.0,P1_long_cash_counter,6,0.6151,0.71,-13.29,7.59,True,valid
S2_yoy,T3_zscore_1.0,P2_signal_strength_pro,6,0.7823,0.62,-8.46,6.01,True,valid
S2_yoy,T3_zscore_1.0,P2_signal_strength_counter,6,0.5403,0.62,-8.69,3.68,True,valid
S2_yoy,T3_zscore_1.0,P3_long_short_pro,6,-0.4152,1.43,-42.03,-5.49,False,invalid
S2_yoy,T3_zscore_1.0,P3_long_short_counter,6,0.4152,1.43,-16.37,5.49,True,valid
S2_yoy,T3_zscore_neg_1.0,P1_long_cash_pro,6,0.217,0.5,-6.15,1.13,True,valid
S2_yoy,T3_zscore_neg_1.0,P1_long_cash_counter,6,0.7127,0.5,-13.29,8.55,True,valid
S2_yoy,T3_zscore_neg_1.0,P2_signal_strength_pro,6,0.7823,0.62,-8.46,6.01,True,valid
S2_yoy,T3_zscore_neg_1.0,P2_signal_strength_counter,6,0.5403,0.62,-8.69,3.68,True,valid
S2_yoy,T3_zscore_neg_1.0,P3_long_short_pro,6,-0.5646,1.0,-42.97,-7.42,False,invalid
S2_yoy,T3_zscore_neg_1.0,P3_long_short_counter,6,0.5646,1.0,-13.29,7.42,True,valid
S2_yoy,T3_zscore_1.5,P1_long_cash_pro,6,0.2701,0.14,-1.48,1.09,True,valid
S2_yoy,T3_zscore_1.5,P1_long_cash_counter,6,0.6907,0.14,-13.29,8.59,True,valid
S2_yoy,T3_zscore_1.5,P2_signal_strength_pro,6,0.7823,0.62,-8.46,6.01,True,valid
S2_yoy,T3_zscore_1.5,P2_signal_strength_counter,6,0.5403,0.62,-8.69,3.68,True,valid
S2_yoy,T3_zscore_1.5,P3_long_short_pro,6,-0.571,0.29,-43.29,-7.5,False,invalid
S2_yoy,T3_zscore_1.5,P3_long_short_counter,6,0.571,0.29,-18.69,7.5,True,valid
S2_yoy,T3_zscore_neg_1.5,P1_long_cash_pro,6,0.0498,0.29,-4.98,0.18,True,valid
S2_yoy,T3_zscore_neg_1.5,P1_long_cash_counter,6,0.7594,0.29,-13.29,9.5,True,valid
S2_yoy,T3_zscore_neg_1.5,P2_signal_strength_pro,6,0.7823,0.62,-8.46,6.01,True,valid
S2_yoy,T3_zscore_neg_1.5,P2_signal_strength_counter,6,0.5403,0.62,-8.69,3.68,True,valid
S2_yoy,T3_zscore_neg_1.5,P3_long_short_pro,6,-0.7147,0.57,-50.09,-9.32,False,invalid
S2_yoy,T3_zscore_neg_1.5,P3_long_short_counter,6,0.7147,0.57,-13.29,9.32,True,valid
S2_yoy,T3_zscore_2.0,P1_long_cash_pro,6,0.3261,0.07,-1.35,1.3,True,valid
S2_yoy,T3_zscore_2.0,P1_long_cash_counter,6,0.6724,0.07,-13.29,8.38,True,valid
S2_yoy,T3_zscore_2.0,P2_signal_strength_pro,6,0.7823,0.62,-8.46,6.01,True,valid
S2_yoy,T3_zscore_2.0,P2_signal_strength_counter,6,0.5403,0.62,-8.69,3.68,True,valid
S2_yoy,T3_zscore_2.0,P3_long_short_pro,6,-0.5381,0.14,-41.59,-7.08,False,invalid
S2_yoy,T3_zscore_2.0,P3_long_short_counter,6,0.5381,0.14,-21.06,7.08,True,valid
S2_yoy,T3_zscore_neg_2.0,P1_long_cash_pro,6,0.0498,0.21,-4.98,0.18,True,valid
S2_yoy,T3_zscore_neg_2.0,P1_long_cash_counter,6,0.7594,0.21,-13.29,9.5,True,valid
S2_yoy,T3_zscore_neg_2.0,P2_signal_strength_pro,6,0.7823,0.62,-8.46,6.01,True,valid
S2_yoy,T3_zscore_neg_2.0,P2_signal_strength_counter,6,0.5403,0.62,-8.69,3.68,True,valid
S2_yoy,T3_zscore_neg_2.0,P3_long_short_pro,6,-0.7147,0.43,-50.09,-9.32,False,invalid
S2_yoy,T3_zscore_neg_2.0,P3_long_short_counter,6,0.7147,0.43,-13.29,9.32,True,valid
S2_yoy,T4_zero,P1_long_cash_pro,6,0.508,0.68,-12.84,4.69,True,valid
S2_yoy,T4_zero,P1_long_cash_counter,6,0.5316,0.68,-13.29,4.99,True,valid
S2_yoy,T4_zero,P2_signal_strength_pro,6,0.7823,0.62,-8.46,6.01,True,valid
S2_yoy,T4_zero,P2_signal_strength_counter,6,0.5403,0.62,-8.69,3.68,True,valid
S2_yoy,T4_zero,P3_long_short_pro,6,-0.0223,1.36,-33.67,-0.3,False,invalid
S2_yoy,T4_zero,P3_long_short_counter,6,0.0223,1.36,-23.26,0.3,True,valid
S3_mom,T1_fixed_p25,P1_long_cash_pro,0,0.3717,3.68,-15.55,4.02,True,valid
S3_mom,T1_fixed_p25,P1_long_cash_counter,0,0.7529,3.68,-8.78,5.67,True,valid
S3_mom,T1_fixed_p25,P2_signal_strength_pro,0,0.7049,2.09,-8.67,5.75,True,valid
S3_mom,T1_fixed_p25,P2_signal_strength_counter,0,0.6403,2.09,-9.42,3.93,True,valid
S3_mom,T1_fixed_p25,P3_long_short_pro,0,-0.1242,7.36,-34.88,-1.65,False,invalid
S3_mom,T1_fixed_p25,P3_long_short_counter,0,0.1242,7.36,-29.38,1.65,True,valid
S3_mom,T1_fixed_p50,P1_long_cash_pro,0,0.5956,5.61,-11.11,5.15,True,valid
S3_mom,T1_fixed_p50,P1_long_cash_counter,0,0.4564,5.61,-14.42,4.54,True,valid
S3_mom,T1_fixed_p50,P2_signal_strength_pro,0,0.7049,2.09,-8.67,5.75,True,valid
S3_mom,T1_fixed_p50,P2_signal_strength_counter,0,0.6403,2.09,-9.42,3.93,True,valid
S3_mom,T1_fixed_p50,P3_long_short_pro,0,0.0459,11.21,-24.09,0.61,True,valid
S3_mom,T1_fixed_p50,P3_long_short_counter,0,-0.0459,11.21,-42.52,-0.61,False,invalid
S3_mom,T1_fixed_p75,P1_long_cash_pro,0,0.512,4.71,-6.21,3.46,True,valid
S3_mom,T1_fixed_p75,P1_long_cash_counter,0,0.5514,4.71,-16.0,6.23,True,valid
S3_mom,T1_fixed_p75,P2_signal_strength_pro,0,0.7049,2.09,-8.67,5.75,True,valid
S3_mom,T1_fixed_p75,P2_signal_strength_counter,0,0.6403,2.09,-9.42,3.93,True,valid
S3_mom,T1_fixed_p75,P3_long_short_pro,0,-0.2085,9.43,-33.93,-2.77,False,invalid
S3_mom,T1_fixed_p75,P3_long_short_counter,0,0.2085,9.43,-33.81,2.77,True,valid
S3_mom,T2_roll_p25,P1_long_cash_pro,0,0.4445,3.25,-15.55,4.87,True,valid
S3_mom,T2_roll_p25,P1_long_cash_counter,0,0.659,3.25,-8.39,4.81,True,valid
S3_mom,T2_roll_p25,P2_signal_strength_pro,0,0.7049,2.09,-8.67,5.75,True,valid
S3_mom,T2_roll_p25,P2_signal_strength_counter,0,0.6403,2.09,-9.42,3.93,True,valid
S3_mom,T2_roll_p25,P3_long_short_pro,0,0.0047,6.5,-25.94,0.06,True,valid
S3_mom,T2_roll_p25,P3_long_short_counter,0,-0.0047,6.5,-28.78,-0.06,False,invalid
S3_mom,T2_roll_p50,P1_long_cash_pro,0,0.746,4.82,-11.11,6.64,True,valid
S3_mom,T2_roll_p50,P1_long_cash_counter,0,0.3147,4.82,-14.42,3.05,True,valid
S3_mom,T2_roll_p50,P2_signal_strength_pro,0,0.7049,2.09,-8.67,5.75,True,valid
S3_mom,T2_roll_p50,P2_signal_strength_counter,0,0.6403,2.09,-9.42,3.93,True,valid
S3_mom,T2_roll_p50,P3_long_short_pro,0,0.27,9.64,-24.09,3.59,True,valid
S3_mom,T2_roll_p50,P3_long_short_counter,0,-0.27,9.64,-47.85,-3.59,False,invalid
S3_mom,T2_roll_p75,P1_long_cash_pro,0,0.1435,4.0,-12.0,0.83,True,valid
S3_mom,T2_roll_p75,P1_long_cash_counter,0,0.7558,4.0,-12.84,8.85,True,valid
S3_mom,T2_roll_p75,P2_signal_strength_pro,0,0.7049,2.09,-8.67,5.75,True,valid
S3_mom,T2_roll_p75,P2_signal_strength_counter,0,0.6403,2.09,-9.42,3.93,True,valid
S3_mom,T2_roll_p75,P3_long_short_pro,0,-0.6116,8.0,-45.61,-8.02,False,invalid
S3_mom,T2_roll_p75,P3_long_short_counter,0,0.6116,8.0,-18.85,8.02,True,valid
S3_mom,T3_zscore_1.0,P1_long_cash_pro,0,0.7373,2.36,-0.22,2.47,True,valid
S3_mom,T3_zscore_1.0,P1_long_cash_counter,0,0.5678,2.36,-13.29,7.21,True,valid
S3_mom,T3_zscore_1.0,P2_signal_strength_pro,0,0.7049,2.09,-8.67,5.75,True,valid
S3_mom,T3_zscore_1.0,P2_signal_strength_counter,0,0.6403,2.09,-9.42,3.93,True,valid
S3_mom,T3_zscore_1.0,P3_long_short_pro,0,-0.3575,4.71,-36.32,-4.74,False,invalid
S3_mom,T3_zscore_1.0,P3_long_short_counter,0,0.3575,4.71,-22.19,4.74,True,valid
S3_mom,T3_zscore_neg_1.0,P1_long_cash_pro,0,0.3087,2.07,-10.34,1.75,True,valid
S3_mom,T3_zscore_neg_1.0,P1_long_cash_counter,0,0.6712,2.07,-12.84,7.93,True,valid
S3_mom,T3_zscore_neg_1.0,P2_signal_strength_pro,0,0.7049,2.09,-8.67,5.75,True,valid
S3_mom,T3_zscore_neg_1.0,P2_signal_strength_counter,0,0.6403,2.09,-9.42,3.93,True,valid
S3_mom,T3_zscore_neg_1.0,P3_long_short_pro,0,-0.4687,4.14,-41.17,-6.19,False,invalid
S3_mom,T3_zscore_neg_1.0,P3_long_short_counter,0,0.4687,4.14,-14.13,6.19,True,valid
S3_mom,T3_zscore_1.5,P1_long_cash_pro,0,0.5268,0.57,0.0,1.65,True,valid
S3_mom,T3_zscore_1.5,P1_long_cash_counter,0,0.6316,0.57,-13.29,8.04,True,valid
S3_mom,T3_zscore_1.5,P2_signal_strength_pro,0,0.7049,2.09,-8.67,5.75,True,valid
S3_mom,T3_zscore_1.5,P2_signal_strength_counter,0,0.6403,2.09,-9.42,3.93,True,valid
S3_mom,T3_zscore_1.5,P3_long_short_pro,0,-0.4847,1.14,-38.73,-6.39,False,invalid
S3_mom,T3_zscore_1.5,P3_long_short_counter,0,0.4847,1.14,-20.22,6.39,True,valid
S3_mom,T3_zscore_neg_1.5,P1_long_cash_pro,0,0.6311,1.0,0.0,2.64,True,valid
S3_mom,T3_zscore_neg_1.5,P1_long_cash_counter,0,0.5654,1.0,-13.49,7.04,True,valid
S3_mom,T3_zscore_neg_1.5,P2_signal_strength_pro,0,0.7049,2.09,-8.67,5.75,True,valid
S3_mom,T3_zscore_neg_1.5,P2_signal_strength_counter,0,0.6403,2.09,-9.42,3.93,True,valid
S3_mom,T3_zscore_neg_1.5,P3_long_short_pro,0,-0.3318,2.0,-32.43,-4.4,False,invalid
S3_mom,T3_zscore_neg_1.5,P3_long_short_counter,0,0.3318,2.0,-20.85,4.4,True,valid
S3_mom,T3_zscore_2.0,P1_long_cash_pro,0,0.378,0.36,0.0,0.99,True,valid
S3_mom,T3_zscore_2.0,P1_long_cash_counter,0,0.6787,0.36,-13.29,8.69,True,valid
S3_mom,T3_zscore_2.0,P2_signal_strength_pro,0,0.7049,2.09,-8.67,5.75,True,valid
S3_mom,T3_zscore_2.0,P2_signal_strength_counter,0,0.6403,2.09,-9.42,3.93,True,valid
S3_mom,T3_zscore_2.0,P3_long_short_pro,0,-0.5868,0.71,-44.11,-7.71,False,invalid
S3_mom,T3_zscore_2.0,P3_long_short_counter,0,0.5868,0.71,-13.29,7.71,True,valid
S3_mom,T3_zscore_neg_2.0,P1_long_cash_pro,0,0.4568,0.36,0.0,1.23,True,valid
S3_mom,T3_zscore_neg_2.0,P1_long_cash_counter,0,0.66,0.36,-13.49,8.45,True,valid
S3_mom,T3_zscore_neg_2.0,P2_signal_strength_pro,0,0.7049,2.09,-8.67,5.75,True,valid
S3_mom,T3_zscore_neg_2.0,P2_signal_strength_counter,0,0.6403,2.09,-9.42,3.93,True,valid
S3_mom,T3_zscore_neg_2.0,P3_long_short_pro,0,-0.5489,0.71,-43.02,-7.22,False,invalid
S3_mom,T3_zscore_neg_2.0,P3_long_short_counter,0,0.5489,0.71,-20.85,7.22,True,valid
S3_mom,T4_zero,P1_long_cash_pro,0,0.6813,5.25,-11.11,6.41,True,valid
S3_mom,T4_zero,P1_long_cash_counter,0,0.3562,5.25,-10.78,3.28,True,valid
S3_mom,T4_zero,P2_signal_strength_pro,0,0.7049,2.09,-8.67,5.75,True,valid
S3_mom,T4_zero,P2_signal_strength_counter,0,0.6403,2.09,-9.42,3.93,True,valid
S3_mom,T4_zero,P3_long_short_pro,0,0.2354,10.5,-22.72,3.13,True,valid
S3_mom,T4_zero,P3_long_short_counter,0,-0.2354,10.5,-40.06,-3.13,False,invalid
S3_mom,T1_fixed_p25,P1_long_cash_pro,1,0.6822,3.68,-11.2,8.13,True,valid
S3_mom,T1_fixed_p25,P1_long_cash_counter,1,0.2853,3.68,-10.11,1.55,True,valid
S3_mom,T1_fixed_p25,P2_signal_strength_pro,1,0.7451,2.09,-8.85,6.3,True,valid
S3_mom,T1_fixed_p25,P2_signal_strength_counter,1,0.6039,2.09,-10.26,3.38,True,valid
S3_mom,T1_fixed_p25,P3_long_short_pro,1,0.4991,7.36,-22.64,6.58,True,valid
S3_mom,T1_fixed_p25,P3_long_short_counter,1,-0.4991,7.36,-50.03,-6.58,False,invalid
S3_mom,T1_fixed_p50,P1_long_cash_pro,1,0.4721,5.57,-11.88,4.6,True,valid
S3_mom,T1_fixed_p50,P1_long_cash_counter,1,0.5735,5.57,-13.29,5.09,True,valid
S3_mom,T1_fixed_p50,P2_signal_strength_pro,1,0.7451,2.09,-8.85,6.3,True,valid
S3_mom,T1_fixed_p50,P2_signal_strength_counter,1,0.6039,2.09,-10.26,3.38,True,valid
S3_mom,T1_fixed_p50,P3_long_short_pro,1,-0.0369,11.14,-21.32,-0.49,False,invalid
S3_mom,T1_fixed_p50,P3_long_short_counter,1,0.0369,11.14,-29.04,0.49,True,valid
S3_mom,T1_fixed_p75,P1_long_cash_pro,1,0.6661,4.71,-5.89,4.79,True,valid
S3_mom,T1_fixed_p75,P1_long_cash_counter,1,0.4433,4.71,-13.29,4.89,True,valid
S3_mom,T1_fixed_p75,P2_signal_strength_pro,1,0.7451,2.09,-8.85,6.3,True,valid
S3_mom,T1_fixed_p75,P2_signal_strength_counter,1,0.6039,2.09,-10.26,3.38,True,valid
S3_mom,T1_fixed_p75,P3_long_short_pro,1,-0.0073,9.43,-26.81,-0.1,False,invalid
S3_mom,T1_fixed_p75,P3_long_short_counter,1,0.0073,9.43,-34.29,0.1,True,valid
S3_mom,T2_roll_p25,P1_long_cash_pro,1,0.7081,3.25,-11.2,8.46,True,valid
S3_mom,T2_roll_p25,P1_long_cash_counter,1,0.2291,3.25,-10.11,1.22,True,valid
S3_mom,T2_roll_p25,P2_signal_strength_pro,1,0.7451,2.09,-8.85,6.3,True,valid
S3_mom,T2_roll_p25,P2_signal_strength_counter,1,0.6039,2.09,-10.26,3.38,True,valid
S3_mom,T2_roll_p25,P3_long_short_pro,1,0.5501,6.5,-20.48,7.24,True,valid
S3_mom,T2_roll_p25,P3_long_short_counter,1,-0.5501,6.5,-50.95,-7.24,False,invalid
S3_mom,T2_roll_p50,P1_long_cash_pro,1,0.5422,4.82,-11.88,5.46,True,valid
S3_mom,T2_roll_p50,P1_long_cash_counter,1,0.4977,4.82,-13.29,4.23,True,valid
S3_mom,T2_roll_p50,P2_signal_strength_pro,1,0.7451,2.09,-8.85,6.3,True,valid
S3_mom,T2_roll_p50,P2_signal_strength_counter,1,0.6039,2.09,-10.26,3.38,True,valid
S3_mom,T2_roll_p50,P3_long_short_pro,1,0.0921,9.64,-21.32,1.23,True,valid
S3_mom,T2_roll_p50,P3_long_short_counter,1,-0.0921,9.64,-29.04,-1.23,False,invalid
S3_mom,T2_roll_p75,P1_long_cash_pro,1,0.7963,4.0,-5.86,5.84,True,valid
S3_mom,T2_roll_p75,P1_long_cash_counter,1,0.3518,4.0,-20.67,3.85,True,valid
S3_mom,T2_roll_p75,P2_signal_strength_pro,1,0.7451,2.09,-8.85,6.3,True,valid
S3_mom,T2_roll_p75,P2_signal_strength_counter,1,0.6039,2.09,-10.26,3.38,True,valid
S3_mom,T2_roll_p75,P3_long_short_pro,1,0.1495,8.0,-29.2,1.99,True,valid
S3_mom,T2_roll_p75,P3_long_short_counter,1,-0.1495,8.0,-46.44,-1.99,False,invalid
S3_mom,T3_zscore_1.0,P1_long_cash_pro,1,0.5036,2.36,-1.67,1.64,True,valid
S3_mom,T3_zscore_1.0,P1_long_cash_counter,1,0.6335,2.36,-13.29,8.04,True,valid
S3_mom,T3_zscore_1.0,P2_signal_strength_pro,1,0.7451,2.09,-8.85,6.3,True,valid
S3_mom,T3_zscore_1.0,P2_signal_strength_counter,1,0.6039,2.09,-10.26,3.38,True,valid
S3_mom,T3_zscore_1.0,P3_long_short_pro,1,-0.485,4.71,-38.75,-6.4,False,invalid
S3_mom,T3_zscore_1.0,P3_long_short_counter,1,0.485,4.71,-17.76,6.4,True,valid
S3_mom,T3_zscore_neg_1.0,P1_long_cash_pro,1,0.4757,2.07,-5.53,1.72,True,valid
S3_mom,T3_zscore_neg_1.0,P1_long_cash_counter,1,0.6318,2.07,-12.84,7.96,True,valid
S3_mom,T3_zscore_neg_1.0,P2_signal_strength_pro,1,0.7451,2.09,-8.85,6.3,True,valid
