date,rolling_sharpe_24m
2000-12-31,0.9678621687850761
2001-01-31,1.1913375208099755
2001-02-28,1.1779648557814888
2001-03-31,1.353037316011599
2001-04-30,1.1907281782243684
2001-05-31,1.1765943208824698
2001-06-30,1.0748393184959841
2001-07-31,1.0987609700382983
2001-08-31,1.0361626901759478
2001-09-30,0.8330769148550611
2001-10-31,0.629243930561494
2001-11-30,0.7626748273347143
2001-12-31,0.629206070850137
2002-01-31,0.580636464177216
2002-02-28,0.18291432673055946
2002-03-31,0.11001019527855152
2002-04-30,0.16897531766759083
2002-05-31,-0.0500424544783146
2002-06-30,-0.6058565965853537
2002-07-31,-0.32040238192798787
2002-08-31,-0.39175783531672986
2002-09-30,-0.4718263998691662
2002-10-31,-0.38306956720537283
2002-11-30,-0.16635127958335702
2002-12-31,-0.2887711052680615
2003-01-31,-0.4542259698363702
2003-02-28,-0.5887320177328649
2003-03-31,-0.9349236083210084
2003-04-30,-0.7156216869648839
2003-05-31,-0.8319168160230491
2003-06-30,-0.7043977626702874
2003-07-31,-0.5808288703272888
2003-08-31,-0.48861972093723643
2003-09-30,-0.5096355097841058
2003-10-31,-0.33970640166234706
2003-11-30,-0.5782917169901518
2003-12-31,-0.5866079404973714
2004-01-31,-0.5592846312112835
2004-02-29,-0.23189798024454755
2004-03-31,-0.28539142534082834
2004-04-30,-0.0941017822826015
2004-05-31,-0.1596789197353821
2004-06-30,0.26478387365059763
2004-07-31,-0.17171159679206532
2004-08-31,-0.05046790594302946
2004-09-30,0.4635179938404847
2004-10-31,0.7452072594557871
2004-11-30,0.44691626394320716
2004-12-31,0.6169045452738611
2005-01-31,0.509820415190557
2005-02-28,0.7131598283352553
2005-03-31,0.6600798901228304
2005-04-30,0.5624419900317128
2005-05-31,1.0907785503260339
2005-06-30,1.2856028039353005
2005-07-31,1.4535739126427383
2005-08-31,1.456674492593882
2005-09-30,1.5831401461503731
2005-10-31,1.4012602812508412
2005-11-30,1.5753952037762171
2005-12-31,1.4421185877921894
2006-01-31,1.4559377722241889
2006-02-28,1.1350816438847446
2006-03-31,1.0388022481884442
2006-04-30,0.8536345092562589
2006-05-31,0.8837903766290549
2006-06-30,1.0638460458976868
2006-07-31,1.9883937819219974
2006-08-31,1.2162607783275559
2006-09-30,1.023897261238173
2006-10-31,0.7898707783732438
2006-11-30,0.9705334929956971
2006-12-31,0.4444223964772031
2007-01-31,0.5107329340879175
2007-02-28,0.35744780774469187
2007-03-31,0.597740871334603
2007-04-30,0.2599299265824753
2007-05-31,0.1871326521789285
2007-06-30,0.19172326421046465
2007-07-31,-0.30054938858871094
2007-08-31,-0.6340973505275475
2007-09-30,-1.0302966575766097
2007-10-31,-1.1827974447413634
2007-11-30,-0.9940681294783933
2007-12-31,-1.04581986147918
2008-01-31,-0.5626982589251873
2008-02-29,-0.5267864510989341
2008-03-31,-0.6539196277858447
2008-04-30,-0.5499345459503093
2008-05-31,-0.6993790419965324
2008-06-30,-1.0641709163897473
2008-07-31,-1.294894272824551
2008-08-31,-0.9265802145562508
2008-09-30,-0.9920157108213518
2008-10-31,-0.15133257272968248
2008-11-30,-0.11126081111171847
2008-12-31,-0.016884540805906574
2009-01-31,-0.3476365774973509
2009-02-28,-0.0018668644224636077
2009-03-31,-0.20786762384221
2009-04-30,0.022809249913804674
2009-05-31,0.13977891507968052
2009-06-30,0.07116538639283271
2009-07-31,0.35947775988283615
2009-08-31,0.39622531044066817
2009-09-30,0.6529517049202399
2009-10-31,0.7513159905385105
2009-11-30,0.5390020860673197
2009-12-31,0.5729026554113287
2010-01-31,0.44255135303891774
2010-02-28,0.5485454041522149
2010-03-31,0.5293644753739382
2010-04-30,0.4702344355753355
2010-05-31,0.7113069849504016
2010-06-30,0.8395243231822689
2010-07-31,0.7033182785426626
2010-08-31,0.5582751003884525
2010-09-30,0.39257920944531144
2010-10-31,0.12839082627740359
2010-11-30,0.17555949718491204
2010-12-31,0.021610156829750836
2011-01-31,0.3403037121564282
2011-02-28,0.16400485665213999
2011-03-31,0.3949518846651326
2011-04-30,0.0005989492383931929
2011-05-31,-0.31536459502535275
2011-06-30,-0.414018983252396
2011-07-31,-0.6980583895833549
2011-08-31,-0.6334934405608659
2011-09-30,-0.9521316768064461
2011-10-31,-0.7635793159169941
2011-11-30,-0.47907516042121817
2011-12-31,-0.6043947778395989
2012-01-31,-0.7128569337584005
2012-02-29,-1.0287915935049001
2012-03-31,-0.7157623458874268
2012-04-30,-0.6552672820630626
2012-05-31,-0.8486725703009671
2012-06-30,-0.8895935409932246
2012-07-31,-0.5343324868152156
2012-08-31,-0.4259517662146932
2012-09-30,-0.24208708458245318
2012-10-31,-0.48227307848131884
2012-11-30,-0.6652619139857103
2012-12-31,-0.5638968713842675
2013-01-31,-0.30422513282920055
2013-02-28,-0.2821893836620683
2013-03-31,-0.5634086886177064
2013-04-30,-0.4691297323611572
2013-05-31,-0.45412788393646264
2013-06-30,-0.3102976573404332
2013-07-31,-0.5746827776167667
2013-08-31,-0.7776545155741771
2013-09-30,-0.5621538199476457
2013-10-31,-1.0792954652867732
2013-11-30,-1.1571136386021685
2013-12-31,-1.0654498389593217
2014-01-31,-0.6903426323811701
2014-02-28,-0.3422414636065118
2014-03-31,-0.5861005116295176
2014-04-30,-0.7164425525074979
2014-05-31,-0.6842237354442707
2014-06-30,-0.5449557759333997
2014-07-31,-0.500917341774065
2014-08-31,-0.30196186917840956
2014-09-30,-0.25338154958291625
2014-10-31,-0.345918274925598
2014-11-30,-0.4803101262407911
2014-12-31,-0.4362628573042651
2015-01-31,-0.6666129929960064
2015-02-28,-0.6220396317648372
2015-03-31,-0.3398747559323186
2015-04-30,-0.18088767153279606
2015-05-31,-0.046999627518882085
2015-06-30,-0.14106546445605977
2015-07-31,-0.1958225224943287
2015-08-31,-0.25012754649207786
2015-09-30,-0.29242310466888194
2015-10-31,0.21978990103056376
2015-11-30,0.1931363452503815
2015-12-31,0.09629257318625917
2016-01-31,-0.15114402571140526
2016-02-29,-0.3504210549285876
2016-03-31,-0.030648098599681588
2016-04-30,0.027262178106722528
2016-05-31,-0.08443602212238656
2016-06-30,-0.2969799276850635
2016-07-31,-0.4850298939905261
2016-08-31,-0.6966426769105527
2016-09-30,-0.7393365501337524
2016-10-31,-0.5496493371312738
2016-11-30,-0.09677419400900676
2016-12-31,0.08806509295573994
2017-01-31,0.12166468496359514
2017-02-28,-0.2889730660596525
2017-03-31,-0.4021075282235297
2017-04-30,-0.4893631836883046
2017-05-31,-0.6490156091400534
2017-06-30,-0.666593278612752
2017-07-31,-0.3955242369749549
2017-08-31,-0.05341471596189038
2017-09-30,-0.11242753414230729
2017-10-31,-0.3645860308315918
2017-11-30,-0.6887346169142408
2017-12-31,-0.4061466257819335
2018-01-31,-0.2852900055502737
2018-02-28,0.12132145130293472
2018-03-31,-0.058283518340857286
2018-04-30,0.20496295452365462
2018-05-31,0.16298294127370888
2018-06-30,0.6481199814990612
2018-07-31,0.8606139969855159
2018-08-31,0.8120341444007593
2018-09-30,0.9431704370398103
2018-10-31,0.7963735571019142
2018-11-30,0.7224183880502527
2018-12-31,0.8840288454706763
2019-01-31,0.5616411304692357
2019-02-28,0.8647740021301693
2019-03-31,0.6977607286185273
2019-04-30,0.6172765732913348
2019-05-31,0.5707867928482169
2019-06-30,0.8497019468779532
2019-07-31,0.721210263488866
2019-08-31,0.7597963685961088
2019-09-30,0.7159612054135462
2019-10-31,0.6704447091323638
2019-11-30,0.9958989335640196
2019-12-31,0.7953417947287809
2020-01-31,0.7173069065201281
2020-02-29,0.08656949887996085
2020-03-31,0.2527569255289215
2020-04-30,-0.14782219061974497
2020-05-31,-0.034324963347662406
2020-06-30,-0.19217537073783636
2020-07-31,-0.5679290588621392
2020-08-31,-0.3804422952842407
2020-09-30,-0.4712402358280789
2020-10-31,-0.3026074533107839
2020-11-30,-0.6025020443660629
2020-12-31,-1.0604887024815768
2021-01-31,-1.0565172331975714
2021-02-28,-1.0807599471528884
2021-03-31,-0.5712174583749882
2021-04-30,-0.5406090384079983
2021-05-31,-0.48313894624696435
2021-06-30,-0.7042766319531871
2021-07-31,-0.6997340262681435
2021-08-31,-0.7439216039925489
2021-09-30,-0.5226744954209609
2021-10-31,-0.4103801760570021
2021-11-30,-0.41129739972185614
2021-12-31,-0.6166266190444402
2022-01-31,-0.6517412515803955
2022-02-28,-0.37979609809648557
2022-03-31,-0.6387313380684562
2022-04-30,-0.5058835516154216
2022-05-31,-0.7006699164195744
2022-06-30,-0.6206530988393193
2022-07-31,-0.514418115203351
2022-08-31,-0.6298260370589521
2022-09-30,-0.2466875555139982
2022-10-31,-0.03884970199396491
2022-11-30,0.0027717480738443864
2022-12-31,-0.030821489608939278
2023-01-31,0.1625783578140651
2023-02-28,0.19664282578546327
2023-03-31,-0.2221986965267147
2023-04-30,-0.03472134481033632
2023-05-31,0.2220991982613035
2023-06-30,0.3277270197104439
2023-07-31,0.3301243145561647
2023-08-31,0.417896256691503
2023-09-30,0.43614213203645386
2023-10-31,0.2839956478796349
2023-11-30,0.10844295368014437
2023-12-31,0.5898595682171638
2024-01-31,0.5992455911249138
2024-02-29,0.6225461505013399
2024-03-31,0.5607549087919975
2024-04-30,0.6887707983392529
2024-05-31,0.9483556370178435
