# Simulated trade record based on backtest signals. No real trades were executed. Starting capital: $10000. Commission: 5 bps. Pair: phlxsox_spy. Strategy: P1_long_cash_pro on rs_mom6m (sox_spy_ratio_mom_6m_pct), threshold T2_roll_p75, lead L63d, LB63.
trade_date,side,instrument,quantity_pct,price,notional_usd,commission_bps,commission_usd,cum_pnl_pct,reason
1995-05-30,BUY,SPY,100.0,30.516,10000.0,5,5.0,-0.0298,P1_long_cash_pro: rs_mom6m (sox_spy_ratio_mom_6m_pct) = 13.110 vs threshold 12.811 — 0% -> 100%
1995-07-20,SELL,SPY,0.0,32.402,10000.0,5,5.0,5.7601,P1_long_cash_pro: rs_mom6m (sox_spy_ratio_mom_6m_pct) = 25.923 vs threshold 26.019 — 100% -> 0%
1995-07-24,BUY,SPY,100.0,32.6028,10000.0,5,5.0,6.5355,P1_long_cash_pro: rs_mom6m (sox_spy_ratio_mom_6m_pct) = 27.396 vs threshold 26.749 — 0% -> 100%
1995-07-31,SELL,SPY,0.0,32.8036,10000.0,5,5.0,7.4602,P1_long_cash_pro: rs_mom6m (sox_spy_ratio_mom_6m_pct) = 26.146 vs threshold 27.711 — 100% -> 0%
1995-08-08,BUY,SPY,100.0,32.7763,10000.0,5,5.0,7.4602,P1_long_cash_pro: rs_mom6m (sox_spy_ratio_mom_6m_pct) = 28.709 vs threshold 27.790 — 0% -> 100%
1995-08-09,SELL,SPY,0.0,32.7671,10000.0,5,5.0,7.4602,P1_long_cash_pro: rs_mom6m (sox_spy_ratio_mom_6m_pct) = 25.592 vs threshold 27.790 — 100% -> 0%
1995-08-11,BUY,SPY,100.0,32.5116,10000.0,5,5.0,6.8602,P1_long_cash_pro: rs_mom6m (sox_spy_ratio_mom_6m_pct) = 29.564 vs threshold 27.920 — 0% -> 100%
1995-08-28,SELL,SPY,0.0,32.7671,10000.0,5,5.0,8.0902,P1_long_cash_pro: rs_mom6m (sox_spy_ratio_mom_6m_pct) = 29.870 vs threshold 30.061 — 100% -> 0%
1995-08-30,BUY,SPY,100.0,32.9223,10000.0,5,5.0,8.3305,P1_long_cash_pro: rs_mom6m (sox_spy_ratio_mom_6m_pct) = 33.365 vs threshold 30.303 — 0% -> 100%
1995-09-05,SELL,SPY,0.0,33.406,10000.0,5,5.0,8.9011,P1_long_cash_pro: rs_mom6m (sox_spy_ratio_mom_6m_pct) = 30.071 vs threshold 30.590 — 100% -> 0%
1995-09-06,BUY,SPY,100.0,33.4699,10000.0,5,5.0,9.1095,P1_long_cash_pro: rs_mom6m (sox_spy_ratio_mom_6m_pct) = 32.690 vs threshold 31.119 — 0% -> 100%
1995-10-17,SELL,SPY,0.0,34.4928,10000.0,5,5.0,11.696,P1_long_cash_pro: rs_mom6m (sox_spy_ratio_mom_6m_pct) = 48.082 vs threshold 48.164 — 100% -> 0%
1995-10-19,BUY,SPY,100.0,34.7589,10000.0,5,5.0,12.2293,P1_long_cash_pro: rs_mom6m (sox_spy_ratio_mom_6m_pct) = 49.949 vs threshold 48.522 — 0% -> 100%
1995-10-31,SELL,SPY,0.0,34.245,10000.0,5,5.0,11.0441,P1_long_cash_pro: rs_mom6m (sox_spy_ratio_mom_6m_pct) = 53.688 vs threshold 53.728 — 100% -> 0%
1995-11-02,BUY,SPY,100.0,34.7405,10000.0,5,5.0,11.7525,P1_long_cash_pro: rs_mom6m (sox_spy_ratio_mom_6m_pct) = 53.996 vs threshold 53.883 — 0% -> 100%
1995-11-03,SELL,SPY,0.0,34.7864,10000.0,5,5.0,11.7525,P1_long_cash_pro: rs_mom6m (sox_spy_ratio_mom_6m_pct) = 52.413 vs threshold 53.883 — 100% -> 0%
1995-11-06,BUY,SPY,100.0,34.6671,10000.0,5,5.0,11.3693,P1_long_cash_pro: rs_mom6m (sox_spy_ratio_mom_6m_pct) = 54.636 vs threshold 54.260 — 0% -> 100%
1995-11-07,SELL,SPY,0.0,34.5387,10000.0,5,5.0,11.3693,P1_long_cash_pro: rs_mom6m (sox_spy_ratio_mom_6m_pct) = 54.213 vs threshold 54.368 — 100% -> 0%
1995-11-14,BUY,SPY,100.0,34.6947,10000.0,5,5.0,10.6378,P1_long_cash_pro: rs_mom6m (sox_spy_ratio_mom_6m_pct) = 60.956 vs threshold 54.579 — 0% -> 100%
1995-11-17,SELL,SPY,0.0,35.3461,10000.0,5,5.0,12.3642,P1_long_cash_pro: rs_mom6m (sox_spy_ratio_mom_6m_pct) = 49.138 vs threshold 54.991 — 100% -> 0%
1995-11-21,BUY,SPY,100.0,35.4471,10000.0,5,5.0,13.2732,P1_long_cash_pro: rs_mom6m (sox_spy_ratio_mom_6m_pct) = 56.116 vs threshold 55.681 — 0% -> 100%
1995-11-22,SELL,SPY,0.0,35.337,10000.0,5,5.0,13.2732,P1_long_cash_pro: rs_mom6m (sox_spy_ratio_mom_6m_pct) = 54.039 vs threshold 55.681 — 100% -> 0%
1996-07-03,BUY,SPY,100.0,40.1538,10000.0,5,5.0,13.0369,P1_long_cash_pro: rs_mom6m (sox_spy_ratio_mom_6m_pct) = -36.818 vs threshold -39.096 — 0% -> 100%
1996-09-18,SELL,SPY,0.0,40.8624,10000.0,5,5.0,15.3203,P1_long_cash_pro: rs_mom6m (sox_spy_ratio_mom_6m_pct) = -20.236 vs threshold -18.948 — 100% -> 0%
1996-09-19,BUY,SPY,100.0,41.0209,10000.0,5,5.0,15.7675,P1_long_cash_pro: rs_mom6m (sox_spy_ratio_mom_6m_pct) = -18.880 vs threshold -18.923 — 0% -> 100%
