signal,threshold,strategy,signal_column,lookback,lead_days,oos_sharpe,max_drawdown,valid,lead_source
rs_mom1m,T1_fixed_p25,P1_long_cash_pro,sox_spy_ratio_mom_1m_pct,LB_NA,1,0.7793,-0.1705,True,pipeline
rs_mom1m,T1_fixed_p25,P1_long_cash_counter,sox_spy_ratio_mom_1m_pct,LB_NA,1,0.3369,-0.1812,True,pipeline
rs_mom1m,T1_fixed_p25,P3_long_short_pro,sox_spy_ratio_mom_1m_pct,LB_NA,1,0.3949,-0.2715,True,pipeline
rs_mom1m,T1_fixed_p50,P1_long_cash_pro,sox_spy_ratio_mom_1m_pct,LB_NA,1,1.0041,-0.1047,True,pipeline
rs_mom1m,T1_fixed_p50,P3_long_short_pro,sox_spy_ratio_mom_1m_pct,LB_NA,1,0.4177,-0.2125,True,pipeline
rs_mom1m,T1_fixed_p75,P1_long_cash_pro,sox_spy_ratio_mom_1m_pct,LB_NA,1,0.9162,-0.1027,True,pipeline
rs_mom1m,T1_fixed_p75,P1_long_cash_counter,sox_spy_ratio_mom_1m_pct,LB_NA,1,0.4517,-0.2611,True,pipeline
rs_mom1m,T4_zero,P1_long_cash_pro,sox_spy_ratio_mom_1m_pct,LB_NA,1,1.0896,-0.1173,True,pipeline
rs_mom1m,T4_zero,P3_long_short_pro,sox_spy_ratio_mom_1m_pct,LB_NA,1,0.5505,-0.2243,True,pipeline
rs_mom1m,T2_roll_p25,P1_long_cash_pro,sox_spy_ratio_mom_1m_pct,LB63,1,0.6277,-0.2001,True,pipeline
rs_mom1m,T2_roll_p25,P1_long_cash_counter,sox_spy_ratio_mom_1m_pct,LB63,1,0.5269,-0.1204,True,pipeline
rs_mom1m,T2_roll_p25,P2_signal_strength_pro,sox_spy_ratio_mom_1m_pct,LB63,1,0.8593,-0.1138,True,pipeline
rs_mom1m,T2_roll_p25,P2_signal_strength_counter,sox_spy_ratio_mom_1m_pct,LB63,1,0.5673,-0.1735,True,pipeline
rs_mom1m,T2_roll_p75,P1_long_cash_pro,sox_spy_ratio_mom_1m_pct,LB63,1,0.9293,-0.0796,True,pipeline
rs_mom1m,T2_roll_p75,P1_long_cash_counter,sox_spy_ratio_mom_1m_pct,LB63,1,0.41,-0.2943,True,pipeline
rs_mom1m,T2_roll_p75,P2_signal_strength_pro,sox_spy_ratio_mom_1m_pct,LB63,1,0.8593,-0.1138,True,pipeline
rs_mom1m,T2_roll_p75,P2_signal_strength_counter,sox_spy_ratio_mom_1m_pct,LB63,1,0.5673,-0.1735,True,pipeline
rs_mom1m,T3_zscore_1.0,P1_long_cash_pro,sox_spy_ratio_mom_1m_pct,LB63,1,0.4182,-0.1044,True,pipeline
rs_mom1m,T3_zscore_1.0,P1_long_cash_counter,sox_spy_ratio_mom_1m_pct,LB63,1,0.7069,-0.2063,True,pipeline
rs_mom1m,T3_zscore_1.0,P2_signal_strength_pro,sox_spy_ratio_mom_1m_pct,LB63,1,0.8593,-0.1138,True,pipeline
rs_mom1m,T3_zscore_1.0,P2_signal_strength_counter,sox_spy_ratio_mom_1m_pct,LB63,1,0.5673,-0.1735,True,pipeline
rs_mom1m,T3_zscore_1.0,P3_long_short_counter,sox_spy_ratio_mom_1m_pct,LB63,1,0.4571,-0.2,True,pipeline
rs_mom1m,T3_zscore_neg_1.0,P1_long_cash_counter,sox_spy_ratio_mom_1m_pct,LB63,1,0.7845,-0.2042,True,pipeline
rs_mom1m,T3_zscore_neg_1.0,P2_signal_strength_pro,sox_spy_ratio_mom_1m_pct,LB63,1,0.8593,-0.1138,True,pipeline
rs_mom1m,T3_zscore_neg_1.0,P2_signal_strength_counter,sox_spy_ratio_mom_1m_pct,LB63,1,0.5673,-0.1735,True,pipeline
rs_mom1m,T3_zscore_neg_1.0,P3_long_short_counter,sox_spy_ratio_mom_1m_pct,LB63,1,0.509,-0.2274,True,pipeline
rs_mom1m,T3_zscore_1.5,P1_long_cash_pro,sox_spy_ratio_mom_1m_pct,LB63,1,0.3359,-0.0907,True,pipeline
rs_mom1m,T3_zscore_1.5,P1_long_cash_counter,sox_spy_ratio_mom_1m_pct,LB63,1,0.7499,-0.2619,True,pipeline
rs_mom1m,T3_zscore_1.5,P2_signal_strength_pro,sox_spy_ratio_mom_1m_pct,LB63,1,0.8593,-0.1138,True,pipeline
rs_mom1m,T3_zscore_1.5,P2_signal_strength_counter,sox_spy_ratio_mom_1m_pct,LB63,1,0.5673,-0.1735,True,pipeline
rs_mom1m,T3_zscore_1.5,P3_long_short_counter,sox_spy_ratio_mom_1m_pct,LB63,1,0.6003,-0.2897,True,pipeline
rs_mom1m,T3_zscore_neg_1.5,P1_long_cash_pro,sox_spy_ratio_mom_1m_pct,LB63,1,0.726,-0.0982,True,pipeline
rs_mom1m,T3_zscore_neg_1.5,P1_long_cash_counter,sox_spy_ratio_mom_1m_pct,LB63,1,0.6144,-0.3143,True,pipeline
rs_mom1m,T3_zscore_neg_1.5,P2_signal_strength_pro,sox_spy_ratio_mom_1m_pct,LB63,1,0.8593,-0.1138,True,pipeline
rs_mom1m,T3_zscore_neg_1.5,P2_signal_strength_counter,sox_spy_ratio_mom_1m_pct,LB63,1,0.5673,-0.1735,True,pipeline
rs_mom1m,T3_zscore_neg_1.5,P3_long_short_counter,sox_spy_ratio_mom_1m_pct,LB63,1,0.343,-0.3785,True,pipeline
rs_mom1m,T2_roll_p25,P1_long_cash_pro,sox_spy_ratio_mom_1m_pct,LB126,1,0.6571,-0.1898,True,pipeline
rs_mom1m,T2_roll_p25,P1_long_cash_counter,sox_spy_ratio_mom_1m_pct,LB126,1,0.4876,-0.1056,True,pipeline
rs_mom1m,T2_roll_p25,P2_signal_strength_pro,sox_spy_ratio_mom_1m_pct,LB126,1,0.8885,-0.1179,True,pipeline
rs_mom1m,T2_roll_p25,P2_signal_strength_counter,sox_spy_ratio_mom_1m_pct,LB126,1,0.6033,-0.169,True,pipeline
rs_mom1m,T2_roll_p75,P1_long_cash_pro,sox_spy_ratio_mom_1m_pct,LB126,1,0.9753,-0.0865,True,pipeline
rs_mom1m,T2_roll_p75,P1_long_cash_counter,sox_spy_ratio_mom_1m_pct,LB126,1,0.3847,-0.2753,True,pipeline
rs_mom1m,T2_roll_p75,P2_signal_strength_pro,sox_spy_ratio_mom_1m_pct,LB126,1,0.8885,-0.1179,True,pipeline
rs_mom1m,T2_roll_p75,P2_signal_strength_counter,sox_spy_ratio_mom_1m_pct,LB126,1,0.6033,-0.169,True,pipeline
rs_mom1m,T3_zscore_1.0,P1_long_cash_pro,sox_spy_ratio_mom_1m_pct,LB126,1,0.6633,-0.091,True,pipeline
rs_mom1m,T3_zscore_1.0,P1_long_cash_counter,sox_spy_ratio_mom_1m_pct,LB126,1,0.588,-0.2449,True,pipeline
rs_mom1m,T3_zscore_1.0,P2_signal_strength_pro,sox_spy_ratio_mom_1m_pct,LB126,1,0.8885,-0.1179,True,pipeline
rs_mom1m,T3_zscore_1.0,P2_signal_strength_counter,sox_spy_ratio_mom_1m_pct,LB126,1,0.6033,-0.169,True,pipeline
rs_mom1m,T3_zscore_neg_1.0,P1_long_cash_counter,sox_spy_ratio_mom_1m_pct,LB126,1,0.8863,-0.189,True,pipeline
rs_mom1m,T3_zscore_neg_1.0,P2_signal_strength_pro,sox_spy_ratio_mom_1m_pct,LB126,1,0.8885,-0.1179,True,pipeline
rs_mom1m,T3_zscore_neg_1.0,P2_signal_strength_counter,sox_spy_ratio_mom_1m_pct,LB126,1,0.6033,-0.169,True,pipeline
rs_mom1m,T3_zscore_neg_1.0,P3_long_short_counter,sox_spy_ratio_mom_1m_pct,LB126,1,0.6984,-0.2091,True,pipeline
rs_mom1m,T3_zscore_1.5,P1_long_cash_pro,sox_spy_ratio_mom_1m_pct,LB126,1,0.4659,-0.046,True,pipeline
rs_mom1m,T3_zscore_1.5,P1_long_cash_counter,sox_spy_ratio_mom_1m_pct,LB126,1,0.7254,-0.2559,True,pipeline
rs_mom1m,T3_zscore_1.5,P2_signal_strength_pro,sox_spy_ratio_mom_1m_pct,LB126,1,0.8885,-0.1179,True,pipeline
rs_mom1m,T3_zscore_1.5,P2_signal_strength_counter,sox_spy_ratio_mom_1m_pct,LB126,1,0.6033,-0.169,True,pipeline
rs_mom1m,T3_zscore_1.5,P3_long_short_counter,sox_spy_ratio_mom_1m_pct,LB126,1,0.5871,-0.2674,True,pipeline
rs_mom1m,T3_zscore_neg_1.5,P1_long_cash_pro,sox_spy_ratio_mom_1m_pct,LB126,1,0.5516,-0.0749,True,pipeline
rs_mom1m,T3_zscore_neg_1.5,P1_long_cash_counter,sox_spy_ratio_mom_1m_pct,LB126,1,0.6432,-0.2979,True,pipeline
rs_mom1m,T3_zscore_neg_1.5,P2_signal_strength_pro,sox_spy_ratio_mom_1m_pct,LB126,1,0.8885,-0.1179,True,pipeline
rs_mom1m,T3_zscore_neg_1.5,P2_signal_strength_counter,sox_spy_ratio_mom_1m_pct,LB126,1,0.6033,-0.169,True,pipeline
rs_mom1m,T3_zscore_neg_1.5,P3_long_short_counter,sox_spy_ratio_mom_1m_pct,LB126,1,0.3426,-0.3497,True,pipeline
rs_mom1m,T2_roll_p25,P1_long_cash_pro,sox_spy_ratio_mom_1m_pct,LB252,1,0.7702,-0.1866,True,pipeline
rs_mom1m,T2_roll_p25,P1_long_cash_counter,sox_spy_ratio_mom_1m_pct,LB252,1,0.3377,-0.181,True,pipeline
rs_mom1m,T2_roll_p25,P2_signal_strength_pro,sox_spy_ratio_mom_1m_pct,LB252,1,0.8856,-0.1095,True,pipeline
rs_mom1m,T2_roll_p25,P2_signal_strength_counter,sox_spy_ratio_mom_1m_pct,LB252,1,0.6397,-0.1613,True,pipeline
rs_mom1m,T2_roll_p25,P3_long_short_pro,sox_spy_ratio_mom_1m_pct,LB252,1,0.4109,-0.3289,True,pipeline
rs_mom1m,T2_roll_p75,P1_long_cash_pro,sox_spy_ratio_mom_1m_pct,LB252,1,0.8815,-0.1048,True,pipeline
rs_mom1m,T2_roll_p75,P1_long_cash_counter,sox_spy_ratio_mom_1m_pct,LB252,1,0.4556,-0.2557,True,pipeline
rs_mom1m,T2_roll_p75,P2_signal_strength_pro,sox_spy_ratio_mom_1m_pct,LB252,1,0.8856,-0.1095,True,pipeline
rs_mom1m,T2_roll_p75,P2_signal_strength_counter,sox_spy_ratio_mom_1m_pct,LB252,1,0.6397,-0.1613,True,pipeline
rs_mom1m,T3_zscore_1.0,P1_long_cash_pro,sox_spy_ratio_mom_1m_pct,LB252,1,0.7796,-0.0896,True,pipeline
rs_mom1m,T3_zscore_1.0,P1_long_cash_counter,sox_spy_ratio_mom_1m_pct,LB252,1,0.561,-0.2463,True,pipeline
rs_mom1m,T3_zscore_1.0,P2_signal_strength_pro,sox_spy_ratio_mom_1m_pct,LB252,1,0.8856,-0.1095,True,pipeline
rs_mom1m,T3_zscore_1.0,P2_signal_strength_counter,sox_spy_ratio_mom_1m_pct,LB252,1,0.6397,-0.1613,True,pipeline
rs_mom1m,T3_zscore_neg_1.0,P1_long_cash_pro,sox_spy_ratio_mom_1m_pct,LB252,1,0.5856,-0.0936,True,pipeline
rs_mom1m,T3_zscore_neg_1.0,P1_long_cash_counter,sox_spy_ratio_mom_1m_pct,LB252,1,0.6003,-0.243,True,pipeline
rs_mom1m,T3_zscore_neg_1.0,P2_signal_strength_pro,sox_spy_ratio_mom_1m_pct,LB252,1,0.8856,-0.1095,True,pipeline
rs_mom1m,T3_zscore_neg_1.0,P2_signal_strength_counter,sox_spy_ratio_mom_1m_pct,LB252,1,0.6397,-0.1613,True,pipeline
rs_mom1m,T3_zscore_1.5,P1_long_cash_pro,sox_spy_ratio_mom_1m_pct,LB252,1,0.5255,-0.0623,True,pipeline
rs_mom1m,T3_zscore_1.5,P1_long_cash_counter,sox_spy_ratio_mom_1m_pct,LB252,1,0.7,-0.251,True,pipeline
rs_mom1m,T3_zscore_1.5,P2_signal_strength_pro,sox_spy_ratio_mom_1m_pct,LB252,1,0.8856,-0.1095,True,pipeline
rs_mom1m,T3_zscore_1.5,P2_signal_strength_counter,sox_spy_ratio_mom_1m_pct,LB252,1,0.6397,-0.1613,True,pipeline
rs_mom1m,T3_zscore_1.5,P3_long_short_counter,sox_spy_ratio_mom_1m_pct,LB252,1,0.5268,-0.2781,True,pipeline
rs_mom1m,T3_zscore_neg_1.5,P1_long_cash_counter,sox_spy_ratio_mom_1m_pct,LB252,1,0.8894,-0.2215,True,pipeline
rs_mom1m,T3_zscore_neg_1.5,P2_signal_strength_pro,sox_spy_ratio_mom_1m_pct,LB252,1,0.8856,-0.1095,True,pipeline
rs_mom1m,T3_zscore_neg_1.5,P2_signal_strength_counter,sox_spy_ratio_mom_1m_pct,LB252,1,0.6397,-0.1613,True,pipeline
rs_mom1m,T3_zscore_neg_1.5,P3_long_short_counter,sox_spy_ratio_mom_1m_pct,LB252,1,0.8632,-0.2038,True,pipeline
rs_mom1m,T1_fixed_p25,P1_long_cash_pro,sox_spy_ratio_mom_1m_pct,LB_NA,5,1.2891,-0.1444,True,pipeline
rs_mom1m,T1_fixed_p25,P3_long_short_pro,sox_spy_ratio_mom_1m_pct,LB_NA,5,1.1028,-0.1763,True,pipeline
rs_mom1m,T1_fixed_p50,P1_long_cash_pro,sox_spy_ratio_mom_1m_pct,LB_NA,5,0.9556,-0.1539,True,pipeline
rs_mom1m,T1_fixed_p50,P1_long_cash_counter,sox_spy_ratio_mom_1m_pct,LB_NA,5,0.31,-0.2189,True,pipeline
rs_mom1m,T1_fixed_p50,P3_long_short_pro,sox_spy_ratio_mom_1m_pct,LB_NA,5,0.3198,-0.216,True,pipeline
rs_mom1m,T1_fixed_p75,P1_long_cash_pro,sox_spy_ratio_mom_1m_pct,LB_NA,5,1.1917,-0.09,True,pipeline
rs_mom1m,T1_fixed_p75,P1_long_cash_counter,sox_spy_ratio_mom_1m_pct,LB_NA,5,0.3242,-0.2884,True,pipeline
rs_mom1m,T4_zero,P1_long_cash_pro,sox_spy_ratio_mom_1m_pct,LB_NA,5,1.0054,-0.1581,True,pipeline
rs_mom1m,T4_zero,P3_long_short_pro,sox_spy_ratio_mom_1m_pct,LB_NA,5,0.4244,-0.2269,True,pipeline
rs_mom1m,T2_roll_p25,P1_long_cash_pro,sox_spy_ratio_mom_1m_pct,LB63,5,0.8235,-0.2651,True,pipeline
rs_mom1m,T2_roll_p25,P2_signal_strength_pro,sox_spy_ratio_mom_1m_pct,LB63,5,1.0746,-0.1039,True,pipeline
rs_mom1m,T2_roll_p25,P2_signal_strength_counter,sox_spy_ratio_mom_1m_pct,LB63,5,0.4163,-0.1956,True,pipeline
rs_mom1m,T2_roll_p25,P3_long_short_pro,sox_spy_ratio_mom_1m_pct,LB63,5,0.5414,-0.3608,True,pipeline
rs_mom1m,T2_roll_p75,P1_long_cash_pro,sox_spy_ratio_mom_1m_pct,LB63,5,0.8782,-0.1263,True,pipeline
rs_mom1m,T2_roll_p75,P1_long_cash_counter,sox_spy_ratio_mom_1m_pct,LB63,5,0.46,-0.2613,True,pipeline
rs_mom1m,T2_roll_p75,P2_signal_strength_pro,sox_spy_ratio_mom_1m_pct,LB63,5,1.0746,-0.1039,True,pipeline
rs_mom1m,T2_roll_p75,P2_signal_strength_counter,sox_spy_ratio_mom_1m_pct,LB63,5,0.4163,-0.1956,True,pipeline
rs_mom1m,T3_zscore_1.0,P1_long_cash_pro,sox_spy_ratio_mom_1m_pct,LB63,5,0.7618,-0.0694,True,pipeline
rs_mom1m,T3_zscore_1.0,P1_long_cash_counter,sox_spy_ratio_mom_1m_pct,LB63,5,0.5509,-0.2733,True,pipeline
rs_mom1m,T3_zscore_1.0,P2_signal_strength_pro,sox_spy_ratio_mom_1m_pct,LB63,5,1.0746,-0.1039,True,pipeline
rs_mom1m,T3_zscore_1.0,P2_signal_strength_counter,sox_spy_ratio_mom_1m_pct,LB63,5,0.4163,-0.1956,True,pipeline
rs_mom1m,T3_zscore_neg_1.0,P1_long_cash_counter,sox_spy_ratio_mom_1m_pct,LB63,5,0.952,-0.2465,True,pipeline
rs_mom1m,T3_zscore_neg_1.0,P2_signal_strength_pro,sox_spy_ratio_mom_1m_pct,LB63,5,1.0746,-0.1039,True,pipeline
rs_mom1m,T3_zscore_neg_1.0,P2_signal_strength_counter,sox_spy_ratio_mom_1m_pct,LB63,5,0.4163,-0.1956,True,pipeline
rs_mom1m,T3_zscore_neg_1.0,P3_long_short_counter,sox_spy_ratio_mom_1m_pct,LB63,5,0.8588,-0.278,True,pipeline
rs_mom1m,T3_zscore_1.5,P1_long_cash_pro,sox_spy_ratio_mom_1m_pct,LB63,5,0.5922,-0.0506,True,pipeline
rs_mom1m,T3_zscore_1.5,P1_long_cash_counter,sox_spy_ratio_mom_1m_pct,LB63,5,0.6578,-0.2916,True,pipeline
rs_mom1m,T3_zscore_1.5,P2_signal_strength_pro,sox_spy_ratio_mom_1m_pct,LB63,5,1.0746,-0.1039,True,pipeline
rs_mom1m,T3_zscore_1.5,P2_signal_strength_counter,sox_spy_ratio_mom_1m_pct,LB63,5,0.4163,-0.1956,True,pipeline
rs_mom1m,T3_zscore_1.5,P3_long_short_counter,sox_spy_ratio_mom_1m_pct,LB63,5,0.4213,-0.3491,True,pipeline
rs_mom1m,T3_zscore_neg_1.5,P1_long_cash_counter,sox_spy_ratio_mom_1m_pct,LB63,5,0.7669,-0.2553,True,pipeline
rs_mom1m,T3_zscore_neg_1.5,P2_signal_strength_pro,sox_spy_ratio_mom_1m_pct,LB63,5,1.0746,-0.1039,True,pipeline
rs_mom1m,T3_zscore_neg_1.5,P2_signal_strength_counter,sox_spy_ratio_mom_1m_pct,LB63,5,0.4163,-0.1956,True,pipeline
rs_mom1m,T3_zscore_neg_1.5,P3_long_short_counter,sox_spy_ratio_mom_1m_pct,LB63,5,0.6314,-0.2824,True,pipeline
rs_mom1m,T2_roll_p25,P1_long_cash_pro,sox_spy_ratio_mom_1m_pct,LB126,5,0.9196,-0.236,True,pipeline
rs_mom1m,T2_roll_p25,P2_signal_strength_pro,sox_spy_ratio_mom_1m_pct,LB126,5,1.1172,-0.0982,True,pipeline
rs_mom1m,T2_roll_p25,P2_signal_strength_counter,sox_spy_ratio_mom_1m_pct,LB126,5,0.424,-0.195,True,pipeline
rs_mom1m,T2_roll_p25,P3_long_short_pro,sox_spy_ratio_mom_1m_pct,LB126,5,0.7072,-0.3198,True,pipeline
rs_mom1m,T2_roll_p75,P1_long_cash_pro,sox_spy_ratio_mom_1m_pct,LB126,5,0.7707,-0.125,True,pipeline
rs_mom1m,T2_roll_p75,P1_long_cash_counter,sox_spy_ratio_mom_1m_pct,LB126,5,0.5044,-0.2325,True,pipeline
rs_mom1m,T2_roll_p75,P2_signal_strength_pro,sox_spy_ratio_mom_1m_pct,LB126,5,1.1172,-0.0982,True,pipeline
rs_mom1m,T2_roll_p75,P2_signal_strength_counter,sox_spy_ratio_mom_1m_pct,LB126,5,0.424,-0.195,True,pipeline
rs_mom1m,T3_zscore_1.0,P1_long_cash_pro,sox_spy_ratio_mom_1m_pct,LB126,5,1.2526,-0.0614,True,pipeline
rs_mom1m,T3_zscore_1.0,P1_long_cash_counter,sox_spy_ratio_mom_1m_pct,LB126,5,0.3293,-0.3531,True,pipeline
rs_mom1m,T3_zscore_1.0,P2_signal_strength_pro,sox_spy_ratio_mom_1m_pct,LB126,5,1.1172,-0.0982,True,pipeline
rs_mom1m,T3_zscore_1.0,P2_signal_strength_counter,sox_spy_ratio_mom_1m_pct,LB126,5,0.424,-0.195,True,pipeline
rs_mom1m,T3_zscore_neg_1.0,P1_long_cash_counter,sox_spy_ratio_mom_1m_pct,LB126,5,1.0753,-0.2006,True,pipeline
rs_mom1m,T3_zscore_neg_1.0,P2_signal_strength_pro,sox_spy_ratio_mom_1m_pct,LB126,5,1.1172,-0.0982,True,pipeline
rs_mom1m,T3_zscore_neg_1.0,P2_signal_strength_counter,sox_spy_ratio_mom_1m_pct,LB126,5,0.424,-0.195,True,pipeline
rs_mom1m,T3_zscore_neg_1.0,P3_long_short_counter,sox_spy_ratio_mom_1m_pct,LB126,5,1.0607,-0.2178,True,pipeline
rs_mom1m,T3_zscore_1.5,P1_long_cash_pro,sox_spy_ratio_mom_1m_pct,LB126,5,0.7327,-0.0462,True,pipeline
rs_mom1m,T3_zscore_1.5,P1_long_cash_counter,sox_spy_ratio_mom_1m_pct,LB126,5,0.6271,-0.2657,True,pipeline
rs_mom1m,T3_zscore_1.5,P2_signal_strength_pro,sox_spy_ratio_mom_1m_pct,LB126,5,1.1172,-0.0982,True,pipeline
rs_mom1m,T3_zscore_1.5,P2_signal_strength_counter,sox_spy_ratio_mom_1m_pct,LB126,5,0.424,-0.195,True,pipeline
rs_mom1m,T3_zscore_1.5,P3_long_short_counter,sox_spy_ratio_mom_1m_pct,LB126,5,0.378,-0.3048,True,pipeline
rs_mom1m,T3_zscore_neg_1.5,P1_long_cash_counter,sox_spy_ratio_mom_1m_pct,LB126,5,0.884,-0.2349,True,pipeline
rs_mom1m,T3_zscore_neg_1.5,P2_signal_strength_pro,sox_spy_ratio_mom_1m_pct,LB126,5,1.1172,-0.0982,True,pipeline
rs_mom1m,T3_zscore_neg_1.5,P2_signal_strength_counter,sox_spy_ratio_mom_1m_pct,LB126,5,0.424,-0.195,True,pipeline
rs_mom1m,T3_zscore_neg_1.5,P3_long_short_counter,sox_spy_ratio_mom_1m_pct,LB126,5,0.8517,-0.2428,True,pipeline
rs_mom1m,T2_roll_p25,P1_long_cash_pro,sox_spy_ratio_mom_1m_pct,LB252,5,1.192,-0.1247,True,pipeline
rs_mom1m,T2_roll_p25,P2_signal_strength_pro,sox_spy_ratio_mom_1m_pct,LB252,5,1.059,-0.091,True,pipeline
rs_mom1m,T2_roll_p25,P2_signal_strength_counter,sox_spy_ratio_mom_1m_pct,LB252,5,0.4865,-0.1878,True,pipeline
rs_mom1m,T2_roll_p25,P3_long_short_pro,sox_spy_ratio_mom_1m_pct,LB252,5,1.1192,-0.1854,True,pipeline
rs_mom1m,T2_roll_p75,P1_long_cash_pro,sox_spy_ratio_mom_1m_pct,LB252,5,1.0793,-0.0953,True,pipeline
rs_mom1m,T2_roll_p75,P1_long_cash_counter,sox_spy_ratio_mom_1m_pct,LB252,5,0.3545,-0.3193,True,pipeline
rs_mom1m,T2_roll_p75,P2_signal_strength_pro,sox_spy_ratio_mom_1m_pct,LB252,5,1.059,-0.091,True,pipeline
rs_mom1m,T2_roll_p75,P2_signal_strength_counter,sox_spy_ratio_mom_1m_pct,LB252,5,0.4865,-0.1878,True,pipeline
rs_mom1m,T3_zscore_1.0,P1_long_cash_pro,sox_spy_ratio_mom_1m_pct,LB252,5,1.181,-0.0674,True,pipeline
rs_mom1m,T3_zscore_1.0,P1_long_cash_counter,sox_spy_ratio_mom_1m_pct,LB252,5,0.3956,-0.3085,True,pipeline
rs_mom1m,T3_zscore_1.0,P2_signal_strength_pro,sox_spy_ratio_mom_1m_pct,LB252,5,1.059,-0.091,True,pipeline
rs_mom1m,T3_zscore_1.0,P2_signal_strength_counter,sox_spy_ratio_mom_1m_pct,LB252,5,0.4865,-0.1878,True,pipeline
rs_mom1m,T3_zscore_neg_1.0,P1_long_cash_counter,sox_spy_ratio_mom_1m_pct,LB252,5,0.8073,-0.2418,True,pipeline
rs_mom1m,T3_zscore_neg_1.0,P2_signal_strength_pro,sox_spy_ratio_mom_1m_pct,LB252,5,1.059,-0.091,True,pipeline
rs_mom1m,T3_zscore_neg_1.0,P2_signal_strength_counter,sox_spy_ratio_mom_1m_pct,LB252,5,0.4865,-0.1878,True,pipeline
rs_mom1m,T3_zscore_neg_1.0,P3_long_short_counter,sox_spy_ratio_mom_1m_pct,LB252,5,0.5899,-0.2974,True,pipeline
rs_mom1m,T3_zscore_1.5,P1_long_cash_pro,sox_spy_ratio_mom_1m_pct,LB252,5,0.6528,-0.0418,True,pipeline
rs_mom1m,T3_zscore_1.5,P1_long_cash_counter,sox_spy_ratio_mom_1m_pct,LB252,5,0.6545,-0.2729,True,pipeline
rs_mom1m,T3_zscore_1.5,P2_signal_strength_pro,sox_spy_ratio_mom_1m_pct,LB252,5,1.059,-0.091,True,pipeline
rs_mom1m,T3_zscore_1.5,P2_signal_strength_counter,sox_spy_ratio_mom_1m_pct,LB252,5,0.4865,-0.1878,True,pipeline
rs_mom1m,T3_zscore_1.5,P3_long_short_counter,sox_spy_ratio_mom_1m_pct,LB252,5,0.4321,-0.3152,True,pipeline
rs_mom1m,T3_zscore_neg_1.5,P1_long_cash_counter,sox_spy_ratio_mom_1m_pct,LB252,5,0.9695,-0.1876,True,pipeline
rs_mom1m,T3_zscore_neg_1.5,P2_signal_strength_pro,sox_spy_ratio_mom_1m_pct,LB252,5,1.059,-0.091,True,pipeline
rs_mom1m,T3_zscore_neg_1.5,P2_signal_strength_counter,sox_spy_ratio_mom_1m_pct,LB252,5,0.4865,-0.1878,True,pipeline
rs_mom1m,T3_zscore_neg_1.5,P3_long_short_counter,sox_spy_ratio_mom_1m_pct,LB252,5,1.0183,-0.191,True,pipeline
rs_mom1m,T1_fixed_p25,P1_long_cash_pro,sox_spy_ratio_mom_1m_pct,LB_NA,21,0.5406,-0.3292,True,pipeline
rs_mom1m,T1_fixed_p25,P1_long_cash_counter,sox_spy_ratio_mom_1m_pct,LB_NA,21,0.6313,-0.1297,True,pipeline
rs_mom1m,T1_fixed_p50,P1_long_cash_pro,sox_spy_ratio_mom_1m_pct,LB_NA,21,0.3515,-0.2448,True,pipeline
rs_mom1m,T1_fixed_p50,P1_long_cash_counter,sox_spy_ratio_mom_1m_pct,LB_NA,21,0.7588,-0.1733,True,pipeline
rs_mom1m,T1_fixed_p50,P3_long_short_counter,sox_spy_ratio_mom_1m_pct,LB_NA,21,0.3967,-0.2459,True,pipeline
rs_mom1m,T1_fixed_p75,P1_long_cash_pro,sox_spy_ratio_mom_1m_pct,LB_NA,21,0.5196,-0.109,True,pipeline
rs_mom1m,T1_fixed_p75,P1_long_cash_counter,sox_spy_ratio_mom_1m_pct,LB_NA,21,0.6547,-0.255,True,pipeline
rs_mom1m,T1_fixed_p75,P3_long_short_counter,sox_spy_ratio_mom_1m_pct,LB_NA,21,0.3524,-0.3188,True,pipeline
rs_mom1m,T4_zero,P1_long_cash_pro,sox_spy_ratio_mom_1m_pct,LB_NA,21,0.5101,-0.2227,True,pipeline
rs_mom1m,T4_zero,P1_long_cash_counter,sox_spy_ratio_mom_1m_pct,LB_NA,21,0.6395,-0.1845,True,pipeline
rs_mom1m,T2_roll_p25,P1_long_cash_pro,sox_spy_ratio_mom_1m_pct,LB63,21,0.6708,-0.2929,True,pipeline
rs_mom1m,T2_roll_p25,P1_long_cash_counter,sox_spy_ratio_mom_1m_pct,LB63,21,0.4688,-0.1611,True,pipeline
rs_mom1m,T2_roll_p25,P2_signal_strength_pro,sox_spy_ratio_mom_1m_pct,LB63,21,0.5439,-0.2136,True,pipeline
rs_mom1m,T2_roll_p25,P2_signal_strength_counter,sox_spy_ratio_mom_1m_pct,LB63,21,0.8439,-0.1416,True,pipeline
rs_mom1m,T2_roll_p75,P1_long_cash_pro,sox_spy_ratio_mom_1m_pct,LB63,21,0.7459,-0.1674,True,pipeline
rs_mom1m,T2_roll_p75,P1_long_cash_counter,sox_spy_ratio_mom_1m_pct,LB63,21,0.5302,-0.2407,True,pipeline
rs_mom1m,T2_roll_p75,P2_signal_strength_pro,sox_spy_ratio_mom_1m_pct,LB63,21,0.5439,-0.2136,True,pipeline
rs_mom1m,T2_roll_p75,P2_signal_strength_counter,sox_spy_ratio_mom_1m_pct,LB63,21,0.8439,-0.1416,True,pipeline
