transform,L0,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,best_lead,best_r
sox_spy_ratio,-0.005,-0.019,-0.028,-0.030,-0.042,-0.045,-0.062,-0.063,-0.065,-0.059,-0.064,-0.072,-0.064,L11,-0.072
sox_spy_logratio,-0.002,-0.011,-0.024,-0.032,-0.035,-0.041,-0.050,-0.052,-0.053,-0.053,-0.054,-0.057,-0.055,L11,-0.057
sox_spy_ratio_mom_3m_pct,+0.085,+0.060,+0.049,+0.034,+0.032,+0.029,+0.006,-0.013,-0.005,+0.019,-0.039,-0.031,-0.041,L0,+0.085
sox_spy_ratio_mom_6m_pct,+0.078,+0.060,+0.036,+0.034,+0.023,+0.018,+0.001,-0.036,-0.017,-0.026,-0.029,-0.038,-0.062,L0,+0.078
sox_spy_ratio_mom_12m_pct,+0.064,+0.033,+0.028,+0.018,-0.004,-0.012,-0.054,-0.063,-0.068,-0.061,-0.060,-0.064,-0.066,L8,-0.068
