transform,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,L40,L41,L42,L43,L44,L45,L46,L47,L48,L49,L50,L51,L52,best_lead,best_r
sox_spy_ratio,-0.002,-0.004,-0.007,-0.008,-0.009,-0.012,-0.008,-0.008,-0.010,-0.013,-0.014,-0.013,-0.013,-0.015,-0.017,-0.018,-0.018,-0.017,-0.017,-0.022,-0.023,-0.025,-0.020,-0.022,-0.029,-0.028,-0.027,-0.025,-0.024,-0.025,-0.026,-0.027,-0.026,-0.030,-0.030,-0.027,-0.030,-0.024,-0.025,-0.028,-0.022,-0.027,-0.025,-0.027,-0.032,-0.030,-0.029,-0.030,-0.028,-0.033,-0.036,-0.036,L52,-0.036
sox_spy_logratio,-0.002,-0.003,-0.004,-0.005,-0.007,-0.009,-0.007,-0.007,-0.009,-0.012,-0.012,-0.012,-0.013,-0.013,-0.016,-0.018,-0.017,-0.015,-0.014,-0.020,-0.021,-0.022,-0.017,-0.018,-0.026,-0.024,-0.023,-0.021,-0.019,-0.020,-0.023,-0.023,-0.022,-0.025,-0.025,-0.022,-0.023,-0.020,-0.021,-0.024,-0.021,-0.025,-0.025,-0.026,-0.028,-0.026,-0.023,-0.023,-0.023,-0.027,-0.029,-0.029,L52,-0.029
sox_spy_ratio_mom_3m_pct,+0.033,+0.029,+0.030,+0.024,+0.017,+0.011,+0.033,+0.038,+0.031,+0.012,+0.015,+0.036,+0.028,+0.025,+0.007,+0.004,+0.011,+0.016,+0.023,+0.009,+0.013,+0.005,+0.006,+0.004,-0.024,-0.010,-0.004,+0.004,+0.008,+0.009,+0.010,+0.004,+0.003,-0.011,-0.012,+0.004,+0.005,+0.017,+0.016,+0.017,+0.012,+0.003,-0.004,-0.021,-0.033,-0.029,-0.014,-0.020,-0.014,-0.026,-0.031,-0.035,L8,+0.038
sox_spy_ratio_mom_6m_pct,+0.040,+0.030,+0.024,+0.030,+0.027,+0.022,+0.027,+0.029,+0.022,+0.012,+0.009,+0.006,+0.010,+0.010,+0.011,+0.010,+0.011,+0.019,+0.020,+0.007,-0.002,-0.002,+0.009,+0.007,+0.001,+0.004,+0.009,+0.003,+0.009,-0.003,-0.012,-0.019,-0.019,-0.021,-0.021,-0.011,-0.012,-0.008,-0.013,-0.018,-0.007,-0.016,-0.013,-0.019,-0.025,-0.015,-0.011,-0.023,-0.016,-0.026,-0.027,-0.033,L1,+0.040
sox_spy_ratio_mom_12m_pct,+0.031,+0.022,+0.020,+0.013,+0.011,+0.008,+0.011,+0.016,+0.010,+0.006,+0.004,+0.005,+0.002,+0.000,-0.000,+0.000,-0.005,-0.005,-0.004,-0.005,-0.008,-0.015,-0.006,-0.010,-0.021,-0.022,-0.020,-0.022,-0.016,-0.022,-0.021,-0.024,-0.019,-0.028,-0.027,-0.024,-0.028,-0.022,-0.025,-0.029,-0.022,-0.027,-0.022,-0.022,-0.028,-0.027,-0.027,-0.029,-0.026,-0.032,-0.031,-0.031,L50,-0.032
