signal,threshold,strategy,lead_days,oos_sharpe,oos_ann_return,max_drawdown,annual_turnover,oos_n,valid
spread,T1_p50,P1,10,0.6536,10.28,-32.29,20.22,2088,True
spread,T1_p50,P2,10,0.3727,4.66,-23.65,13.62,2088,True
spread,T1_p50,P3,10,0.3041,5.81,-46.16,40.43,2088,False
spread,T1_p75,P1,10,0.8173,14.56,-26.67,14.11,2088,True
spread,T1_p75,P2,10,0.3727,4.66,-23.65,13.62,2088,True
spread,T1_p75,P3,10,0.753,14.38,-26.67,28.22,2088,False
spread,T2_rp25,P1,10,0.1598,1.55,-27.02,23.41,2088,True
spread,T2_rp25,P2,10,0.3727,4.66,-23.65,13.62,2088,True
spread,T2_rp25,P3,10,-0.6099,-11.65,-74.56,46.83,2088,False
spread,T2_rp50,P1,10,0.0033,0.04,-31.17,28.61,2088,False
spread,T2_rp50,P2,10,0.3727,4.66,-23.65,13.62,2088,True
spread,T2_rp50,P3,10,-0.768,-14.66,-79.28,57.21,2088,False
spread,T2_rp75,P1,10,0.3666,5.94,-28.62,28.78,2088,False
spread,T2_rp75,P2,10,0.3727,4.66,-23.65,13.62,2088,True
spread,T2_rp75,P3,10,-0.1499,-2.86,-49.46,57.56,2088,False
spread,T1_p25,P1,21,0.376,5.5,-23.87,21.42,2088,True
spread,T1_p25,P2,21,0.3846,5.09,-28.85,13.6,2088,True
spread,T1_p25,P3,21,-0.1963,-3.75,-47.0,42.84,2088,False
spread,T1_p50,P1,21,0.4934,8.36,-33.72,20.13,2088,True
spread,T1_p50,P2,21,0.3846,5.09,-28.85,13.6,2088,True
spread,T1_p50,P3,21,0.1032,1.97,-37.75,40.25,2088,False
spread,T1_p75,P1,21,0.6828,12.73,-33.72,14.11,2088,True
spread,T1_p75,P2,21,0.3846,5.09,-28.85,13.6,2088,True
spread,T1_p75,P3,21,0.5611,10.72,-33.72,28.22,2088,False
spread,T2_rp25,P1,21,0.2159,2.02,-19.94,23.3,2088,True
spread,T2_rp25,P2,21,0.3846,5.09,-28.85,13.6,2088,True
spread,T2_rp25,P3,21,-0.5607,-10.71,-68.99,46.59,2088,False
spread,T2_rp50,P1,21,-0.0296,-0.45,-37.13,28.58,2088,False
spread,T2_rp50,P2,21,0.3846,5.09,-28.85,13.6,2088,True
spread,T2_rp50,P3,21,-0.8199,-15.65,-80.3,57.15,2088,False
spread,T2_rp75,P1,21,0.2945,5.04,-33.72,28.75,2088,False
spread,T2_rp75,P2,21,0.3846,5.09,-28.85,13.6,2088,True
spread,T2_rp75,P3,21,-0.244,-4.66,-60.34,57.51,2088,False
spread_zscore_252d,T1_p25,P1,0,0.1663,1.77,-25.8,21.98,2088,True
spread_zscore_252d,T1_p25,P2,0,0.7393,8.6,-17.58,13.48,2088,True
spread_zscore_252d,T1_p25,P3,0,-0.5866,-11.21,-73.58,43.95,2088,False
spread_zscore_252d,T1_p50,P1,0,0.4445,6.5,-35.41,26.85,2088,False
spread_zscore_252d,T1_p50,P2,0,0.7393,8.6,-17.58,13.48,2088,True
spread_zscore_252d,T1_p50,P3,0,-0.0913,-1.75,-65.28,53.69,2088,False
spread_zscore_252d,T1_p75,P1,0,0.4354,7.01,-27.58,24.56,2088,False
spread_zscore_252d,T1_p75,P2,0,0.7393,8.6,-17.58,13.48,2088,True
spread_zscore_252d,T1_p75,P3,0,-0.0386,-0.74,-46.68,49.11,2088,False
spread_zscore_252d,T2_rp25,P1,0,0.373,3.75,-22.55,22.97,2088,True
spread_zscore_252d,T2_rp25,P2,0,0.7393,8.6,-17.58,13.48,2088,True
spread_zscore_252d,T2_rp25,P3,0,-0.3791,-7.25,-64.91,45.95,2088,False
spread_zscore_252d,T2_rp50,P1,0,0.2949,4.07,-23.16,28.78,2088,False
spread_zscore_252d,T2_rp50,P2,0,0.7393,8.6,-17.58,13.48,2088,True
spread_zscore_252d,T2_rp50,P3,0,-0.3464,-6.62,-62.74,57.56,2088,False
spread_zscore_252d,T2_rp75,P1,0,0.3935,5.94,-28.8,25.97,2088,False
spread_zscore_252d,T2_rp75,P2,0,0.7393,8.6,-17.58,13.48,2088,True
spread_zscore_252d,T2_rp75,P3,0,-0.1506,-2.88,-62.97,51.93,2088,False
spread_zscore_252d,T1_p25,P1,1,0.1665,1.77,-24.48,21.98,2088,True
spread_zscore_252d,T1_p25,P2,1,0.72,8.35,-20.02,13.48,2088,True
spread_zscore_252d,T1_p25,P3,1,-0.5872,-11.22,-72.13,43.95,2088,False
spread_zscore_252d,T1_p50,P1,1,0.3315,4.79,-35.99,26.85,2088,False
spread_zscore_252d,T1_p50,P2,1,0.72,8.35,-20.02,13.48,2088,True
spread_zscore_252d,T1_p50,P3,1,-0.2703,-5.17,-65.27,53.69,2088,False
spread_zscore_252d,T1_p75,P1,1,0.5739,9.2,-24.55,24.56,2088,False
spread_zscore_252d,T1_p75,P2,1,0.72,8.35,-20.02,13.48,2088,True
spread_zscore_252d,T1_p75,P3,1,0.1907,3.64,-39.03,49.11,2088,False
spread_zscore_252d,T2_rp25,P1,1,0.2341,2.38,-19.15,22.94,2088,True
spread_zscore_252d,T2_rp25,P2,1,0.72,8.35,-20.02,13.48,2088,True
spread_zscore_252d,T2_rp25,P3,1,-0.523,-9.99,-63.83,45.89,2088,False
spread_zscore_252d,T2_rp50,P1,1,0.4795,6.56,-23.53,28.78,2088,False
spread_zscore_252d,T2_rp50,P2,1,0.72,8.35,-20.02,13.48,2088,True
spread_zscore_252d,T2_rp50,P3,1,-0.0855,-1.63,-51.74,57.56,2088,False
spread_zscore_252d,T2_rp75,P1,1,0.4502,6.82,-25.9,25.97,2088,False
spread_zscore_252d,T2_rp75,P2,1,0.72,8.35,-20.02,13.48,2088,True
spread_zscore_252d,T2_rp75,P3,1,-0.0583,-1.11,-54.36,51.93,2088,False
spread_zscore_252d,T1_p25,P1,5,0.2271,2.41,-25.31,21.98,2088,True
spread_zscore_252d,T1_p25,P2,5,0.8197,9.59,-17.17,13.48,2088,True
spread_zscore_252d,T1_p25,P3,5,-0.5194,-9.92,-72.2,43.95,2088,False
spread_zscore_252d,T1_p50,P1,5,0.4809,7.03,-33.67,26.9,2088,False
spread_zscore_252d,T1_p50,P2,5,0.8197,9.59,-17.17,13.48,2088,True
spread_zscore_252d,T1_p50,P3,5,-0.036,-0.69,-66.46,53.81,2088,False
spread_zscore_252d,T1_p75,P1,5,0.6132,9.88,-24.5,24.56,2088,False
spread_zscore_252d,T1_p75,P2,5,0.8197,9.59,-17.17,13.48,2088,True
spread_zscore_252d,T1_p75,P3,5,0.2621,5.01,-39.0,49.11,2088,False
spread_zscore_252d,T2_rp25,P1,5,0.5549,6.01,-18.76,22.91,2088,True
spread_zscore_252d,T2_rp25,P2,5,0.8197,9.59,-17.17,13.48,2088,True
spread_zscore_252d,T2_rp25,P3,5,-0.1429,-2.73,-53.63,45.83,2088,False
spread_zscore_252d,T2_rp50,P1,5,0.4146,5.72,-24.91,28.78,2088,False
spread_zscore_252d,T2_rp50,P2,5,0.8197,9.59,-17.17,13.48,2088,True
spread_zscore_252d,T2_rp50,P3,5,-0.1733,-3.31,-64.8,57.56,2088,False
spread_zscore_252d,T2_rp75,P1,5,0.5446,8.24,-29.17,25.97,2088,False
spread_zscore_252d,T2_rp75,P2,5,0.8197,9.59,-17.17,13.48,2088,True
spread_zscore_252d,T2_rp75,P3,5,0.0905,1.73,-57.08,51.93,2088,False
spread_zscore_252d,T1_p25,P1,10,0.0555,0.59,-28.06,21.92,2088,True
spread_zscore_252d,T1_p25,P2,10,0.5337,6.43,-25.72,13.48,2088,True
spread_zscore_252d,T1_p25,P3,10,-0.711,-13.58,-75.85,43.83,2088,False
spread_zscore_252d,T1_p50,P1,10,0.124,1.88,-34.75,26.9,2088,False
spread_zscore_252d,T1_p50,P2,10,0.5337,6.43,-25.72,13.48,2088,True
spread_zscore_252d,T1_p50,P3,10,-0.5756,-11.0,-73.7,53.81,2088,False
spread_zscore_252d,T1_p75,P1,10,0.4427,7.4,-26.67,24.56,2088,False
spread_zscore_252d,T1_p75,P2,10,0.5337,6.43,-25.72,13.48,2088,True
spread_zscore_252d,T1_p75,P3,10,0.0027,0.05,-40.92,49.11,2088,False
spread_zscore_252d,T2_rp25,P1,10,0.0839,0.91,-26.18,22.89,2088,True
spread_zscore_252d,T2_rp25,P2,10,0.5337,6.43,-25.72,13.48,2088,True
spread_zscore_252d,T2_rp25,P3,10,-0.6767,-12.92,-74.56,45.77,2088,False
spread_zscore_252d,T2_rp50,P1,10,0.2592,3.8,-26.96,28.72,2088,False
spread_zscore_252d,T2_rp50,P2,10,0.5337,6.43,-25.72,13.48,2088,True
spread_zscore_252d,T2_rp50,P3,10,-0.3739,-7.15,-65.68,57.45,2088,False
spread_zscore_252d,T2_rp75,P1,10,0.3089,4.87,-26.67,25.97,2088,False
spread_zscore_252d,T2_rp75,P2,10,0.5337,6.43,-25.72,13.48,2088,True
spread_zscore_252d,T2_rp75,P3,10,-0.2622,-5.01,-56.35,51.93,2088,False
spread_zscore_252d,T1_p25,P1,21,0.0389,0.45,-25.17,21.95,2088,True
spread_zscore_252d,T1_p25,P2,21,0.4587,6.0,-30.33,13.46,2088,True
spread_zscore_252d,T1_p25,P3,21,-0.7251,-13.85,-75.72,43.89,2088,False
spread_zscore_252d,T1_p50,P1,21,0.115,1.89,-33.72,26.82,2088,False
spread_zscore_252d,T1_p50,P2,21,0.4587,6.0,-30.33,13.46,2088,True
spread_zscore_252d,T1_p50,P3,21,-0.5738,-10.96,-74.53,53.63,2088,False
spread_zscore_252d,T1_p75,P1,21,0.3514,6.16,-33.72,24.44,2088,False
spread_zscore_252d,T1_p75,P2,21,0.4587,6.0,-30.33,13.46,2088,True
spread_zscore_252d,T1_p75,P3,21,-0.127,-2.43,-54.74,48.88,2088,False
spread_zscore_252d,T2_rp25,P1,21,-0.2012,-2.64,-48.59,22.77,2088,False
spread_zscore_252d,T2_rp25,P2,21,0.4587,6.0,-30.33,13.46,2088,True
spread_zscore_252d,T2_rp25,P3,21,-1.0507,-20.04,-87.56,45.54,2088,False
spread_zscore_252d,T2_rp50,P1,21,0.1222,1.92,-33.72,28.69,2088,False
spread_zscore_252d,T2_rp50,P2,21,0.4587,6.0,-30.33,13.46,2088,True
spread_zscore_252d,T2_rp50,P3,21,-0.5707,-10.9,-73.51,57.39,2088,False
spread_zscore_252d,T2_rp75,P1,21,0.3454,5.84,-33.72,25.94,2088,False
spread_zscore_252d,T2_rp75,P2,21,0.4587,6.0,-30.33,13.46,2088,True
spread_zscore_252d,T2_rp75,P3,21,-0.1603,-3.06,-55.22,51.87,2088,False
spread_zscore_126d,T1_p25,P1,0,0.052,0.54,-28.47,29.25,2088,False
spread_zscore_126d,T1_p25,P2,0,0.7382,8.19,-17.03,14.29,2088,True
spread_zscore_126d,T1_p25,P3,0,-0.7159,-13.67,-76.24,58.5,2088,False
spread_zscore_126d,T1_p50,P1,0,0.2725,3.58,-26.12,33.07,2088,False
spread_zscore_126d,T1_p50,P2,0,0.7382,8.19,-17.03,14.29,2088,True
spread_zscore_126d,T1_p50,P3,0,-0.3968,-7.58,-65.65,66.13,2088,False
spread_zscore_126d,T1_p75,P1,0,0.4604,7.23,-28.63,29.66,2088,False
spread_zscore_126d,T1_p75,P2,0,0.7382,8.19,-17.03,14.29,2088,True
spread_zscore_126d,T1_p75,P3,0,-0.0153,-0.29,-44.75,59.33,2088,False
spread_zscore_126d,T2_rp25,P1,0,0.4998,3.93,-12.87,25.79,2088,False
spread_zscore_126d,T2_rp25,P2,0,0.7382,8.19,-17.03,14.29,2088,True
spread_zscore_126d,T2_rp25,P3,0,-0.3603,-6.89,-61.75,51.58,2088,False
spread_zscore_126d,T2_rp50,P1,0,0.0867,1.14,-32.06,34.53,2088,False
spread_zscore_126d,T2_rp50,P2,0,0.7382,8.19,-17.03,14.29,2088,True
spread_zscore_126d,T2_rp50,P3,0,-0.6526,-12.46,-74.76,69.07,2088,False
spread_zscore_126d,T2_rp75,P1,0,0.5961,9.1,-27.97,30.43,2088,False
spread_zscore_126d,T2_rp75,P2,0,0.7382,8.19,-17.03,14.29,2088,True
spread_zscore_126d,T2_rp75,P3,0,0.1802,3.44,-38.84,60.85,2088,False
spread_zscore_126d,T1_p25,P1,1,0.0602,0.63,-25.0,29.25,2088,False
spread_zscore_126d,T1_p25,P2,1,0.7469,8.29,-17.91,14.29,2088,True
spread_zscore_126d,T1_p25,P3,1,-0.7062,-13.49,-72.97,58.5,2088,False
spread_zscore_126d,T1_p50,P1,1,0.3763,5.13,-23.01,33.07,2088,False
spread_zscore_126d,T1_p50,P2,1,0.7469,8.29,-17.91,14.29,2088,True
spread_zscore_126d,T1_p50,P3,1,-0.2345,-4.48,-58.23,66.13,2088,False
spread_zscore_126d,T1_p75,P1,1,0.472,7.39,-27.17,29.66,2088,False
spread_zscore_126d,T1_p75,P2,1,0.7469,8.29,-17.91,14.29,2088,True
spread_zscore_126d,T1_p75,P3,1,0.0011,0.02,-45.39,59.33,2088,False
spread_zscore_126d,T2_rp25,P1,1,0.5762,4.57,-13.63,25.79,2088,False
spread_zscore_126d,T2_rp25,P2,1,0.7469,8.29,-17.91,14.29,2088,True
spread_zscore_126d,T2_rp25,P3,1,-0.294,-5.62,-52.64,51.58,2088,False
spread_zscore_126d,T2_rp50,P1,1,0.2903,3.73,-22.73,34.53,2088,False
spread_zscore_126d,T2_rp50,P2,1,0.7469,8.29,-17.91,14.29,2088,True
spread_zscore_126d,T2_rp50,P3,1,-0.3811,-7.28,-59.55,69.07,2088,False
spread_zscore_126d,T2_rp75,P1,1,0.5291,8.05,-30.56,30.43,2088,False
spread_zscore_126d,T2_rp75,P2,1,0.7469,8.29,-17.91,14.29,2088,True
spread_zscore_126d,T2_rp75,P3,1,0.0709,1.36,-45.18,60.85,2088,False
spread_zscore_126d,T1_p25,P1,5,0.0568,0.58,-25.96,29.25,2088,False
spread_zscore_126d,T1_p25,P2,5,0.8111,9.09,-16.2,14.3,2088,True
spread_zscore_126d,T1_p25,P3,5,-0.7122,-13.6,-75.38,58.5,2088,False
spread_zscore_126d,T1_p50,P1,5,0.5583,7.68,-22.47,33.07,2088,False
spread_zscore_126d,T1_p50,P2,5,0.8111,9.09,-16.2,14.3,2088,True
spread_zscore_126d,T1_p50,P3,5,0.0315,0.6,-55.17,66.13,2088,False
spread_zscore_126d,T1_p75,P1,5,0.5318,8.36,-26.31,29.66,2088,False
spread_zscore_126d,T1_p75,P2,5,0.8111,9.09,-16.2,14.3,2088,True
spread_zscore_126d,T1_p75,P3,5,0.1029,1.97,-57.37,59.33,2088,False
spread_zscore_126d,T2_rp25,P1,5,0.172,1.33,-17.82,25.79,2088,False
spread_zscore_126d,T2_rp25,P2,5,0.8111,9.09,-16.2,14.3,2088,True
spread_zscore_126d,T2_rp25,P3,5,-0.6335,-12.1,-70.32,51.58,2088,False
spread_zscore_126d,T2_rp50,P1,5,0.5036,6.83,-21.29,34.53,2088,False
spread_zscore_126d,T2_rp50,P2,5,0.8111,9.09,-16.2,14.3,2088,True
spread_zscore_126d,T2_rp50,P3,5,-0.0566,-1.08,-46.89,69.07,2088,False
spread_zscore_126d,T2_rp75,P1,5,0.6205,9.43,-28.64,30.43,2088,False
spread_zscore_126d,T2_rp75,P2,5,0.8111,9.09,-16.2,14.3,2088,True
spread_zscore_126d,T2_rp75,P3,5,0.2154,4.12,-46.2,60.85,2088,False
spread_zscore_126d,T1_p25,P1,10,0.0986,1.02,-22.63,29.19,2088,False
spread_zscore_126d,T1_p25,P2,10,0.5591,6.43,-22.04,14.3,2088,True
spread_zscore_126d,T1_p25,P3,10,-0.6656,-12.71,-72.05,58.39,2088,False
spread_zscore_126d,T1_p50,P1,10,0.1359,1.89,-28.01,33.07,2088,False
spread_zscore_126d,T1_p50,P2,10,0.5591,6.43,-22.04,14.3,2088,True
spread_zscore_126d,T1_p50,P3,10,-0.5738,-10.96,-72.66,66.13,2088,False
spread_zscore_126d,T1_p75,P1,10,0.3363,5.42,-31.01,29.6,2088,False
spread_zscore_126d,T1_p75,P2,10,0.5591,6.43,-22.04,14.3,2088,True
spread_zscore_126d,T1_p75,P3,10,-0.2046,-3.91,-55.22,59.21,2088,False
spread_zscore_126d,T2_rp25,P1,10,0.3729,3.08,-15.11,25.73,2088,False
spread_zscore_126d,T2_rp25,P2,10,0.5591,6.43,-22.04,14.3,2088,True
spread_zscore_126d,T2_rp25,P3,10,-0.4501,-8.6,-66.33,51.46,2088,False
spread_zscore_126d,T2_rp50,P1,10,0.1142,1.62,-35.1,34.53,2088,False
spread_zscore_126d,T2_rp50,P2,10,0.5591,6.43,-22.04,14.3,2088,True
spread_zscore_126d,T2_rp50,P3,10,-0.6031,-11.52,-70.53,69.07,2088,False
spread_zscore_126d,T2_rp75,P1,10,0.3839,6.14,-27.07,30.43,2088,False
spread_zscore_126d,T2_rp75,P2,10,0.5591,6.43,-22.04,14.3,2088,True
spread_zscore_126d,T2_rp75,P3,10,-0.1297,-2.48,-47.17,60.85,2088,False
spread_zscore_126d,T1_p25,P1,21,-0.1361,-1.54,-34.33,29.28,2088,False
spread_zscore_126d,T1_p25,P2,21,0.5183,6.44,-27.55,14.3,2088,True
spread_zscore_126d,T1_p25,P3,21,-0.9348,-17.84,-82.33,58.56,2088,False
spread_zscore_126d,T1_p50,P1,21,-0.0197,-0.31,-37.54,32.98,2088,False
spread_zscore_126d,T1_p50,P2,21,0.5183,6.44,-27.55,14.3,2088,True
spread_zscore_126d,T1_p50,P3,21,-0.8051,-15.37,-81.27,65.96,2088,False
spread_zscore_126d,T1_p75,P1,21,0.3875,6.69,-33.72,29.49,2088,False
spread_zscore_126d,T1_p75,P2,21,0.5183,6.44,-27.55,14.3,2088,True
spread_zscore_126d,T1_p75,P3,21,-0.0716,-1.37,-48.15,58.97,2088,False
spread_zscore_126d,T2_rp25,P1,21,0.1568,1.32,-17.22,25.64,2088,False
spread_zscore_126d,T2_rp25,P2,21,0.5183,6.44,-27.55,14.3,2088,True
spread_zscore_126d,T2_rp25,P3,21,-0.6338,-12.11,-76.59,51.29,2088,False
spread_zscore_126d,T2_rp50,P1,21,0.1073,1.67,-33.72,34.5,2088,False
spread_zscore_126d,T2_rp50,P2,21,0.5183,6.44,-27.55,14.3,2088,True
spread_zscore_126d,T2_rp50,P3,21,-0.5974,-11.41,-71.95,69.01,2088,False
spread_zscore_126d,T2_rp75,P1,21,0.4658,7.83,-33.72,30.31,2088,False
spread_zscore_126d,T2_rp75,P2,21,0.5183,6.44,-27.55,14.3,2088,True
spread_zscore_126d,T2_rp75,P3,21,0.0473,0.9,-33.74,60.62,2088,False
spread_roc_21d,T1_p25,P1,0,0.5382,4.99,-14.41,36.23,2088,False
spread_roc_21d,T1_p25,P2,0,0.8164,9.3,-15.51,9.97,1981,True
spread_roc_21d,T1_p25,P3,0,-0.2494,-4.77,-60.49,72.47,2088,False
spread_roc_21d,T1_p50,P1,0,1.0035,12.02,-12.99,54.54,2088,False
spread_roc_21d,T1_p50,P2,0,0.8164,9.3,-15.51,9.97,1981,True
spread_roc_21d,T1_p50,P3,0,0.4863,9.29,-32.06,109.09,2088,False
spread_roc_21d,T1_p75,P1,0,1.0523,15.21,-18.07,50.61,2088,False
spread_roc_21d,T1_p75,P2,0,0.8164,9.3,-15.51,9.97,1981,True
spread_roc_21d,T1_p75,P3,0,0.8213,15.68,-21.96,101.22,2088,False
spread_roc_21d,T2_rp25,P1,0,0.7636,7.03,-12.93,40.22,2088,False
spread_roc_21d,T2_rp25,P2,0,0.8164,9.3,-15.51,9.97,1981,True
spread_roc_21d,T2_rp25,P3,0,-0.0365,-0.7,-50.55,80.45,2088,False
spread_roc_21d,T2_rp50,P1,0,0.9484,11.27,-13.53,52.67,2088,False
spread_roc_21d,T2_rp50,P2,0,0.8164,9.3,-15.51,9.97,1981,True
spread_roc_21d,T2_rp50,P3,0,0.4078,7.79,-34.59,105.33,2088,False
spread_roc_21d,T2_rp75,P1,0,0.9795,14.5,-19.4,47.74,2088,False
spread_roc_21d,T2_rp75,P2,0,0.8164,9.3,-15.51,9.97,1981,True
spread_roc_21d,T2_rp75,P3,0,0.7465,14.25,-26.33,95.47,2088,False
spread_roc_21d,T1_p25,P1,1,0.8424,7.76,-9.65,36.21,2088,False
spread_roc_21d,T1_p25,P2,1,0.9413,10.58,-17.9,9.97,1981,True
spread_roc_21d,T1_p25,P3,1,0.0406,0.78,-44.05,72.41,2088,False
spread_roc_21d,T1_p50,P1,1,1.1268,13.04,-11.3,54.54,2088,False
spread_roc_21d,T1_p50,P2,1,0.9413,10.58,-17.9,9.97,1981,True
spread_roc_21d,T1_p50,P3,1,0.5936,11.34,-24.2,109.09,2088,False
spread_roc_21d,T1_p75,P1,1,1.1603,16.46,-19.18,50.61,2088,False
spread_roc_21d,T1_p75,P2,1,0.9413,10.58,-17.9,9.97,1981,True
spread_roc_21d,T1_p75,P3,1,0.9524,18.17,-24.2,101.22,2088,False
spread_roc_21d,T2_rp25,P1,1,0.9123,7.99,-10.69,40.22,2088,False
spread_roc_21d,T2_rp25,P2,1,0.9413,10.58,-17.9,9.97,1981,True
spread_roc_21d,T2_rp25,P3,1,0.0643,1.23,-40.33,80.45,2088,False
spread_roc_21d,T2_rp50,P1,1,1.0943,12.65,-12.31,52.67,2088,False
spread_roc_21d,T2_rp50,P2,1,0.9413,10.58,-17.9,9.97,1981,True
spread_roc_21d,T2_rp50,P3,1,0.5519,10.54,-27.17,105.33,2088,False
spread_roc_21d,T2_rp75,P1,1,1.0466,15.3,-21.31,47.74,2088,False
spread_roc_21d,T2_rp75,P2,1,0.9413,10.58,-17.9,9.97,1981,True
spread_roc_21d,T2_rp75,P3,1,0.8301,15.85,-31.96,95.47,2088,False
spread_roc_21d,T1_p25,P1,5,0.9515,8.49,-13.18,36.0,2088,False
spread_roc_21d,T1_p25,P2,5,0.9661,11.04,-14.71,9.97,1981,True
spread_roc_21d,T1_p25,P3,5,0.1164,2.23,-48.3,72.0,2088,False
spread_roc_21d,T1_p50,P1,5,1.0438,11.61,-19.06,54.43,2088,False
spread_roc_21d,T1_p50,P2,5,0.9661,11.04,-14.71,9.97,1981,True
spread_roc_21d,T1_p50,P3,5,0.4434,8.47,-40.22,108.85,2088,False
spread_roc_21d,T1_p75,P1,5,1.0845,15.26,-17.87,50.61,2088,False
spread_roc_21d,T1_p75,P2,5,0.9661,11.04,-14.71,9.97,1981,True
spread_roc_21d,T1_p75,P3,5,0.8264,15.78,-25.74,101.22,2088,False
spread_roc_21d,T2_rp25,P1,5,0.8558,7.42,-22.95,40.22,2088,False
spread_roc_21d,T2_rp25,P2,5,0.9661,11.04,-14.71,9.97,1981,True
spread_roc_21d,T2_rp25,P3,5,0.0051,0.1,-58.77,80.45,2088,False
spread_roc_21d,T2_rp50,P1,5,1.1018,12.46,-18.68,52.67,2088,False
spread_roc_21d,T2_rp50,P2,5,0.9661,11.04,-14.71,9.97,1981,True
spread_roc_21d,T2_rp50,P3,5,0.5326,10.17,-42.2,105.33,2088,False
spread_roc_21d,T2_rp75,P1,5,0.9854,14.14,-17.87,47.74,2088,False
spread_roc_21d,T2_rp75,P2,5,0.9661,11.04,-14.71,9.97,1981,True
spread_roc_21d,T2_rp75,P3,5,0.7089,13.54,-26.99,95.47,2088,False
spread_roc_21d,T1_p25,P1,10,1.0788,9.01,-10.1,35.97,2088,False
