horizon,coef,p_value,r_squared
1,-3.451907023755908e-05,0.9400325682572721,1.4604762781330105e-05
3,-0.000433639810253782,0.5807867224642775,0.0007907746868809778
6,-0.001447068415841988,0.20824747024338933,0.0041314840285900855
12,-0.004805869575455576,0.006817944782361451,0.01925521344445592
