pair_name,metric,value,p_value
rsxfs_yoy_to_spy_fwd_1m,pearson,-0.003821617822510549,0.9400325682572716
rsxfs_yoy_to_spy_fwd_3m,pearson,-0.028120716329442574,0.5807867224642774
rsxfs_yoy_to_spy_fwd_6m,pearson,-0.0642766211665648,0.20824747024338894
rsxfs_yoy_to_spy_fwd_12m,pearson,-0.13876315593289135,0.0068179447823614086
rsxfs_mom_to_spy_fwd_1m,pearson,0.04088959081388963,0.41415768074764764
rsxfs_mom_to_spy_fwd_3m,pearson,0.06835738960996979,0.17296182786979958
rsxfs_mom_to_spy_fwd_6m,pearson,0.037806919295301715,0.45311127964403536
rsxfs_mom_to_spy_fwd_12m,pearson,-0.0064017036107145596,0.8997168803254569
rsxfs_3m_to_spy_fwd_1m,pearson,0.07776227952491117,0.12095535638674593
rsxfs_3m_to_spy_fwd_3m,pearson,0.02145837211289706,0.6699213448188595
rsxfs_3m_to_spy_fwd_6m,pearson,0.017597011765238438,0.7276840573459704
rsxfs_3m_to_spy_fwd_12m,pearson,-0.029278584986089498,0.5653022752990304
rsxfs_6m_to_spy_fwd_1m,pearson,0.054993984712030514,0.2749503191309535
rsxfs_6m_to_spy_fwd_3m,pearson,0.022104906778064003,0.6618000737083658
rsxfs_6m_to_spy_fwd_6m,pearson,0.01241648467600813,0.8066550766085817
rsxfs_6m_to_spy_fwd_12m,pearson,-0.0679222659779099,0.18354006372628665
rsxfs_yoy_zscore_60m_to_spy_fwd_1m,pearson,0.04564235504308803,0.39123391750520087
rsxfs_yoy_zscore_60m_to_spy_fwd_3m,pearson,0.07328946829422142,0.16945768719118956
rsxfs_yoy_zscore_60m_to_spy_fwd_6m,pearson,0.06719096713353309,0.20986069036095278
rsxfs_yoy_zscore_60m_to_spy_fwd_12m,pearson,-0.02459144048536245,0.6494604373904201
rsxfs_accel_to_spy_fwd_1m,pearson,0.03242575481099808,0.5237045098912587
rsxfs_accel_to_spy_fwd_3m,pearson,0.04536393243630002,0.3734739007636657
rsxfs_accel_to_spy_fwd_6m,pearson,0.029615641891191685,0.5628721762623751
rsxfs_accel_to_spy_fwd_12m,pearson,0.020032618612037072,0.6978475656513684
