lag,ccf,upper_ci,lower_ci,significant
-12,0.16837255370801996,0.09924845797419933,-0.09924845797419933,True
-11,0.23576398976378973,0.09912146053513803,-0.09912146053513803,True
-10,0.205608163076602,0.09912146053513803,-0.09912146053513803,True
-9,0.20104740609829994,0.09912146053513803,-0.09912146053513803,True
-8,0.20009278146814263,0.09912146053513803,-0.09912146053513803,True
-7,0.1490917770201923,0.09912146053513803,-0.09912146053513803,True
-6,0.13133223182525214,0.09912146053513803,-0.09912146053513803,True
-5,0.16947257419194472,0.09912146053513803,-0.09912146053513803,True
-4,0.16204155188752273,0.09912146053513803,-0.09912146053513803,True
-3,0.12255846881147607,0.09912146053513803,-0.09912146053513803,True
-2,0.16261138997580812,0.09912146053513803,-0.09912146053513803,True
-1,0.15323052672846227,0.09912146053513803,-0.09912146053513803,True
0,0.04987395090826117,0.09912146053513803,-0.09912146053513803,False
1,-0.003821617822510522,0.09924845797419933,-0.09924845797419933,False
2,-0.021119078137692582,0.09937594480642518,-0.09937594480642518,False
3,-0.009022160369764316,0.09950392418309467,-0.09950392418309467,False
4,-0.04715631047242444,0.09963239928396839,-0.09963239928396839,False
5,-0.0327339793436849,0.09976137331762037,-0.09976137331762037,False
6,-0.01182438061776074,0.09989084952177461,-0.09989084952177461,False
7,-0.04808033677543852,0.10002083116364645,-0.10002083116364645,False
8,-0.042225921209116356,0.10015132154028883,-0.10015132154028883,False
9,-0.03576895072584431,0.10028232397894356,-0.10028232397894356,False
10,-0.0698347371855205,0.10041384183739775,-0.10041384183739775,False
11,-0.045493466150258816,0.10054587850434511,-0.10054587850434511,False
12,-0.08027255657807551,0.10067843739975277,-0.10067843739975277,False
