trade_id,entry_date,exit_date,direction,qty_pct,notional_usd,price_entry,holding_days,trade_return_pct,signal_code,threshold_code,strategy_code
209,2015-12-22,2016-01-01,Long,95.12,9511.86,172.0,10,0.13,S6_hmm_stress,T4_hmm_0.5,P2
210,2016-01-01,2016-01-04,Long,89.08,8907.74,172.32,3,-1.25,S6_hmm_stress,T4_hmm_0.5,P2
211,2016-01-04,2016-01-05,Long,21.44,2144.13,169.91,1,0.04,S6_hmm_stress,T4_hmm_0.5,P2
212,2016-01-05,2016-01-06,Long,15.65,1564.8,170.2,1,-0.2,S6_hmm_stress,T4_hmm_0.5,P2
213,2016-01-06,2016-01-07,Long,7.69,768.81,168.05,1,-0.18,S6_hmm_stress,T4_hmm_0.5,P2
214,2016-01-07,2016-03-02,Long,0.03,2.88,164.02,55,-0.0,S6_hmm_stress,T4_hmm_0.5,P2
215,2016-03-02,2016-03-03,Long,33.0,3300.03,168.2,1,0.13,S6_hmm_stress,T4_hmm_0.5,P2
216,2016-03-03,2016-03-07,Long,65.48,6547.79,168.86,4,0.27,S6_hmm_stress,T4_hmm_0.5,P2
217,2016-03-07,2016-06-10,Long,91.07,9107.11,169.54,95,5.27,S6_hmm_stress,T4_hmm_0.5,P2
218,2016-06-10,2016-06-13,Long,90.53,9053.48,178.47,3,-0.7,S6_hmm_stress,T4_hmm_0.5,P2
219,2016-06-13,2016-06-14,Long,59.67,5967.32,177.1,1,-0.12,S6_hmm_stress,T4_hmm_0.5,P2
220,2016-06-14,2016-06-15,Long,41.4,4139.51,176.75,1,-0.06,S6_hmm_stress,T4_hmm_0.5,P2
221,2016-06-15,2016-06-16,Long,31.61,3161.07,176.5,1,0.09,S6_hmm_stress,T4_hmm_0.5,P2
222,2016-06-16,2016-06-17,Long,13.61,1360.6,177.03,1,-0.05,S6_hmm_stress,T4_hmm_0.5,P2
223,2016-06-17,2016-06-30,Long,5.53,553.06,176.37,13,0.09,S6_hmm_stress,T4_hmm_0.5,P2
224,2016-06-30,2016-07-01,Long,91.66,9165.97,178.9,1,0.19,S6_hmm_stress,T4_hmm_0.5,P2
225,2016-07-01,2016-10-31,Long,99.01,9900.63,179.27,122,1.72,S6_hmm_stress,T4_hmm_0.5,P2
226,2016-10-31,2016-11-01,Long,89.51,8950.64,182.44,1,-0.65,S6_hmm_stress,T4_hmm_0.5,P2
227,2016-11-01,2016-11-02,Long,81.09,8109.21,181.11,1,-0.49,S6_hmm_stress,T4_hmm_0.5,P2
228,2016-11-02,2016-11-03,Long,75.28,7527.65,180.02,1,-0.34,S6_hmm_stress,T4_hmm_0.5,P2
229,2016-11-03,2016-11-08,Long,66.42,6641.66,179.2,5,1.61,S6_hmm_stress,T4_hmm_0.5,P2
230,2016-11-08,2016-11-09,Long,93.29,9329.08,183.78,1,0.99,S6_hmm_stress,T4_hmm_0.5,P2
231,2016-11-09,2018-02-02,Long,99.69,9968.98,185.72,450,30.56,S6_hmm_stress,T4_hmm_0.5,P2
232,2018-02-02,2018-02-05,Long,85.8,8579.52,242.44,3,-3.59,S6_hmm_stress,T4_hmm_0.5,P2
233,2018-02-05,2018-02-14,Cash,0.0,0.0,232.3,9,0.0,S6_hmm_stress,T4_hmm_0.5,P2
234,2018-02-14,2018-02-15,Long,15.59,1558.72,237.28,1,0.2,S6_hmm_stress,T4_hmm_0.5,P2
235,2018-02-15,2018-02-16,Long,29.43,2942.75,240.31,1,0.01,S6_hmm_stress,T4_hmm_0.5,P2
236,2018-02-16,2018-02-19,Long,59.67,5967.5,240.38,3,0.0,S6_hmm_stress,T4_hmm_0.5,P2
237,2018-02-19,2018-02-20,Long,83.82,8381.75,240.38,1,-0.52,S6_hmm_stress,T4_hmm_0.5,P2
238,2018-02-20,2018-02-21,Long,90.88,9087.53,238.88,1,-0.45,S6_hmm_stress,T4_hmm_0.5,P2
239,2018-02-21,2018-03-21,Long,96.42,9641.52,237.69,28,0.53,S6_hmm_stress,T4_hmm_0.5,P2
240,2018-03-21,2018-03-22,Long,86.84,8684.42,238.98,1,-2.17,S6_hmm_stress,T4_hmm_0.5,P2
241,2018-03-22,2018-03-23,Long,6.78,678.03,233.0,1,-0.14,S6_hmm_stress,T4_hmm_0.5,P2
242,2018-03-23,2018-04-04,Long,0.57,57.34,228.04,12,0.05,S6_hmm_stress,T4_hmm_0.5,P2
243,2018-04-04,2018-04-09,Long,11.6,1159.55,232.91,5,-0.14,S6_hmm_stress,T4_hmm_0.5,P2
244,2018-04-09,2018-04-10,Long,23.62,2362.05,230.64,1,0.38,S6_hmm_stress,T4_hmm_0.5,P2
245,2018-04-10,2018-04-11,Long,38.23,3822.56,234.31,1,-0.2,S6_hmm_stress,T4_hmm_0.5,P2
246,2018-04-11,2018-04-12,Long,71.21,7121.31,233.08,1,0.59,S6_hmm_stress,T4_hmm_0.5,P2
247,2018-04-12,2018-04-13,Long,90.65,9064.98,235.0,1,-0.27,S6_hmm_stress,T4_hmm_0.5,P2
248,2018-04-13,2018-10-09,Long,98.92,9891.62,234.31,179,9.36,S6_hmm_stress,T4_hmm_0.5,P2
249,2018-10-09,2018-10-10,Long,88.59,8858.78,256.27,1,-2.8,S6_hmm_stress,T4_hmm_0.5,P2
250,2018-10-10,2018-10-15,Long,21.99,2198.99,248.15,5,-0.37,S6_hmm_stress,T4_hmm_0.5,P2
251,2018-10-15,2018-10-16,Long,32.12,3212.09,244.68,1,0.7,S6_hmm_stress,T4_hmm_0.5,P2
252,2018-10-16,2018-10-22,Long,49.52,4952.12,250.03,6,-0.98,S6_hmm_stress,T4_hmm_0.5,P2
253,2018-10-22,2018-10-23,Long,37.95,3794.83,245.22,1,-0.19,S6_hmm_stress,T4_hmm_0.5,P2
254,2018-10-23,2018-10-24,Long,9.91,990.61,243.97,1,-0.3,S6_hmm_stress,T4_hmm_0.5,P2
255,2018-10-24,2018-10-31,Long,0.12,11.6,236.58,7,0.02,S6_hmm_stress,T4_hmm_0.5,P2
256,2018-10-31,2018-11-01,Long,13.03,1302.51,241.31,1,0.14,S6_hmm_stress,T4_hmm_0.5,P2
257,2018-11-01,2018-11-02,Long,63.95,6394.63,243.88,1,-0.38,S6_hmm_stress,T4_hmm_0.5,P2
258,2018-11-02,2018-11-05,Long,78.44,7843.9,242.44,3,0.43,S6_hmm_stress,T4_hmm_0.5,P2
259,2018-11-05,2018-11-06,Long,90.44,9043.64,243.78,1,0.57,S6_hmm_stress,T4_hmm_0.5,P2
260,2018-11-06,2018-12-03,Long,95.69,9569.48,245.32,27,1.54,S6_hmm_stress,T4_hmm_0.5,P2
261,2018-12-03,2018-12-04,Long,92.03,9203.04,249.05,1,-2.98,S6_hmm_stress,T4_hmm_0.5,P2
262,2018-12-04,2018-12-05,Long,61.69,6168.88,240.98,1,0.0,S6_hmm_stress,T4_hmm_0.5,P2
263,2018-12-05,2018-12-06,Long,35.8,3580.39,240.98,1,-0.05,S6_hmm_stress,T4_hmm_0.5,P2
264,2018-12-06,2019-01-09,Long,1.55,154.64,240.61,34,-0.04,S6_hmm_stress,T4_hmm_0.5,P2
265,2019-01-09,2019-01-10,Long,15.38,1537.94,231.37,1,0.05,S6_hmm_stress,T4_hmm_0.5,P2
266,2019-01-10,2019-01-11,Long,77.09,7708.51,232.19,1,0.03,S6_hmm_stress,T4_hmm_0.5,P2
267,2019-01-11,2019-05-31,Long,96.13,9613.32,232.28,140,6.81,S6_hmm_stress,T4_hmm_0.5,P2
268,2019-05-31,2019-06-05,Long,82.1,8209.68,247.97,5,2.4,S6_hmm_stress,T4_hmm_0.5,P2
269,2019-06-05,2019-08-01,Long,98.93,9893.09,254.9,57,4.71,S6_hmm_stress,T4_hmm_0.5,P2
270,2019-08-01,2019-08-02,Long,79.86,7985.56,266.89,1,-0.6,S6_hmm_stress,T4_hmm_0.5,P2
271,2019-08-02,2019-08-05,Long,67.74,6773.96,264.88,3,-2.04,S6_hmm_stress,T4_hmm_0.5,P2
272,2019-08-05,2019-08-15,Long,0.0,0.01,256.92,10,-0.0,S6_hmm_stress,T4_hmm_0.5,P2
273,2019-08-15,2019-08-16,Long,40.78,4077.65,257.67,1,0.6,S6_hmm_stress,T4_hmm_0.5,P2
274,2019-08-16,2019-08-19,Long,83.79,8378.77,261.47,3,1.01,S6_hmm_stress,T4_hmm_0.5,P2
275,2019-08-19,2020-01-24,Long,95.56,9556.1,264.62,158,13.57,S6_hmm_stress,T4_hmm_0.5,P2
276,2020-01-24,2020-01-27,Long,87.21,8721.32,300.45,3,-1.4,S6_hmm_stress,T4_hmm_0.5,P2
277,2020-01-27,2020-01-28,Long,0.15,15.34,295.64,1,0.0,S6_hmm_stress,T4_hmm_0.5,P2
278,2020-01-28,2020-01-29,Long,11.63,1163.3,298.73,1,-0.01,S6_hmm_stress,T4_hmm_0.5,P2
279,2020-01-29,2020-01-30,Long,92.1,9209.72,298.49,1,0.3,S6_hmm_stress,T4_hmm_0.5,P2
280,2020-01-30,2020-02-21,Long,98.39,9838.82,299.46,22,1.8,S6_hmm_stress,T4_hmm_0.5,P2
281,2020-02-21,2020-02-24,Long,91.52,9151.58,304.76,3,-3.04,S6_hmm_stress,T4_hmm_0.5,P2
282,2020-02-24,2021-03-12,Long,0.0,0.0,294.65,382,0.02,S6_hmm_stress,T4_hmm_0.5,P2
283,2021-03-12,2021-03-15,Long,37.94,3793.75,366.84,3,0.23,S6_hmm_stress,T4_hmm_0.5,P2
284,2021-03-15,2021-03-16,Long,62.83,6283.32,369.03,1,-0.08,S6_hmm_stress,T4_hmm_0.5,P2
285,2021-03-16,2021-05-10,Long,73.68,7368.12,368.57,55,6.15,S6_hmm_stress,T4_hmm_0.5,P2
286,2021-05-10,2021-05-11,Long,75.53,7552.76,390.35,1,-0.67,S6_hmm_stress,T4_hmm_0.5,P2
287,2021-05-11,2021-05-12,Long,12.47,1247.49,386.87,1,-0.27,S6_hmm_stress,T4_hmm_0.5,P2
288,2021-05-12,2021-05-13,Long,1.02,101.96,378.65,1,0.01,S6_hmm_stress,T4_hmm_0.5,P2
289,2021-05-13,2021-05-14,Long,7.8,779.79,383.19,1,0.12,S6_hmm_stress,T4_hmm_0.5,P2
290,2021-05-14,2021-05-17,Long,55.57,5556.84,389.08,3,-0.14,S6_hmm_stress,T4_hmm_0.5,P2
291,2021-05-17,2021-05-20,Long,65.27,6527.01,388.09,3,0.03,S6_hmm_stress,T4_hmm_0.5,P2
292,2021-05-20,2021-05-21,Long,84.52,8452.23,387.86,1,-0.07,S6_hmm_stress,T4_hmm_0.5,P2
293,2021-05-21,2021-05-24,Long,92.86,9285.9,387.55,3,0.95,S6_hmm_stress,T4_hmm_0.5,P2
294,2021-05-24,2021-07-16,Long,98.85,9884.67,391.5,53,3.25,S6_hmm_stress,T4_hmm_0.5,P2
295,2021-07-16,2021-07-19,Long,86.49,8648.91,404.18,3,-1.28,S6_hmm_stress,T4_hmm_0.5,P2
296,2021-07-19,2021-07-20,Long,11.55,1155.33,398.21,1,0.17,S6_hmm_stress,T4_hmm_0.5,P2
297,2021-07-20,2021-07-21,Long,31.62,3161.76,403.92,1,0.26,S6_hmm_stress,T4_hmm_0.5,P2
298,2021-07-21,2021-07-22,Long,51.05,5105.0,407.19,1,0.11,S6_hmm_stress,T4_hmm_0.5,P2
299,2021-07-22,2021-09-16,Long,94.82,9482.13,408.04,56,2.63,S6_hmm_stress,T4_hmm_0.5,P2
300,2021-09-16,2021-09-17,Long,88.93,8893.37,419.02,1,-0.87,S6_hmm_stress,T4_hmm_0.5,P2
301,2021-09-17,2021-09-20,Long,46.12,4611.53,414.93,3,-0.77,S6_hmm_stress,T4_hmm_0.5,P2
302,2021-09-20,2021-09-28,Long,0.01,1.38,408.02,8,-0.11,S6_hmm_stress,T4_hmm_0.5,P2
303,2021-09-28,2021-10-06,Long,0.86,86.01,407.71,8,0.03,S6_hmm_stress,T4_hmm_0.5,P2
304,2021-10-06,2021-10-07,Long,11.66,1165.51,408.82,1,0.1,S6_hmm_stress,T4_hmm_0.5,P2
305,2021-10-07,2021-10-08,Long,35.41,3540.58,412.36,1,-0.06,S6_hmm_stress,T4_hmm_0.5,P2
306,2021-10-08,2021-10-11,Long,84.05,8405.33,411.61,3,-0.61,S6_hmm_stress,T4_hmm_0.5,P2
307,2021-10-11,2021-11-25,Long,93.11,9311.08,408.63,45,7.98,S6_hmm_stress,T4_hmm_0.5,P2
308,2021-11-25,2021-11-26,Long,80.68,8067.89,441.29,1,-1.8,S6_hmm_stress,T4_hmm_0.5,P2
309,2021-11-26,2021-12-22,Long,0.0,0.0,431.45,26,-0.03,S6_hmm_stress,T4_hmm_0.5,P2
310,2021-12-22,2021-12-23,Long,78.01,7800.85,441.19,1,0.49,S6_hmm_stress,T4_hmm_0.5,P2
311,2021-12-23,2021-12-24,Long,92.83,9283.48,443.94,1,0.0,S6_hmm_stress,T4_hmm_0.5,P2
312,2021-12-24,2022-01-17,Long,98.88,9887.59,443.94,24,-1.22,S6_hmm_stress,T4_hmm_0.5,P2
313,2022-01-17,2022-01-18,Long,74.88,7488.3,438.39,1,-1.33,S6_hmm_stress,T4_hmm_0.5,P2
314,2022-01-18,2022-01-19,Long,13.39,1338.79,430.63,1,-0.14,S6_hmm_stress,T4_hmm_0.5,P2
315,2022-01-19,2022-08-12,Long,0.66,65.64,426.16,205,0.12,S6_hmm_stress,T4_hmm_0.5,P2
316,2022-08-12,2022-08-19,Long,11.71,1170.56,405.9,7,-0.14,S6_hmm_stress,T4_hmm_0.5,P2
317,2022-08-19,2022-08-22,Long,5.51,550.57,401.19,3,-0.11,S6_hmm_stress,T4_hmm_0.5,P2
318,2022-08-22,2023-01-10,Long,0.03,3.01,392.83,141,0.02,S6_hmm_stress,T4_hmm_0.5,P2
319,2023-01-10,2023-01-11,Long,37.15,3714.56,374.43,1,0.47,S6_hmm_stress,T4_hmm_0.5,P2
320,2023-01-11,2023-01-12,Long,61.63,6163.48,379.16,1,0.22,S6_hmm_stress,T4_hmm_0.5,P2
321,2023-01-12,2023-01-13,Long,90.49,9048.53,380.54,1,0.35,S6_hmm_stress,T4_hmm_0.5,P2
322,2023-01-13,2023-02-01,Long,96.15,9615.17,382.02,19,3.0,S6_hmm_stress,T4_hmm_0.5,P2
323,2023-02-01,2023-02-02,Long,85.22,8522.44,393.81,1,1.24,S6_hmm_stress,T4_hmm_0.5,P2
324,2023-02-02,2023-02-03,Long,0.01,1.38,399.55,1,-0.0,S6_hmm_stress,T4_hmm_0.5,P2
325,2023-02-03,2023-02-16,Long,29.73,2972.57,395.3,13,-0.34,S6_hmm_stress,T4_hmm_0.5,P2
326,2023-02-16,2023-02-17,Long,23.52,2352.11,391.4,1,-0.06,S6_hmm_stress,T4_hmm_0.5,P2
327,2023-02-17,2023-02-21,Long,15.77,1576.89,390.42,4,-0.23,S6_hmm_stress,T4_hmm_0.5,P2
328,2023-02-21,2023-03-30,Long,1.07,106.52,382.59,37,-0.0,S6_hmm_stress,T4_hmm_0.5,P2
329,2023-03-30,2023-04-03,Long,12.0,1199.78,388.48,4,0.23,S6_hmm_stress,T4_hmm_0.5,P2
330,2023-04-03,2023-04-04,Long,51.89,5188.78,395.46,1,-0.29,S6_hmm_stress,T4_hmm_0.5,P2
331,2023-04-04,2023-04-05,Long,57.79,5779.18,393.27,1,-0.15,S6_hmm_stress,T4_hmm_0.5,P2
332,2023-04-05,2023-04-06,Long,81.4,8139.63,392.24,1,0.32,S6_hmm_stress,T4_hmm_0.5,P2
333,2023-04-06,2023-06-02,Long,94.89,9489.24,393.77,57,4.55,S6_hmm_stress,T4_hmm_0.5,P2
334,2023-06-02,2023-06-05,Long,83.76,8376.5,411.79,3,-0.16,S6_hmm_stress,T4_hmm_0.5,P2
335,2023-06-05,2023-10-18,Long,99.26,9926.46,411.0,135,1.47,S6_hmm_stress,T4_hmm_0.5,P2
336,2023-10-18,2023-10-19,Long,92.92,9292.29,417.0,1,-0.82,S6_hmm_stress,T4_hmm_0.5,P2
337,2023-10-19,2023-10-20,Long,72.86,7285.51,413.33,1,-0.9,S6_hmm_stress,T4_hmm_0.5,P2
338,2023-10-20,2023-11-02,Long,57.67,5766.7,408.25,13,0.91,S6_hmm_stress,T4_hmm_0.5,P2
339,2023-11-02,2023-11-03,Long,9.39,939.14,417.53,1,0.09,S6_hmm_stress,T4_hmm_0.5,P2
340,2023-11-03,2023-11-06,Long,76.74,7673.82,421.34,3,0.18,S6_hmm_stress,T4_hmm_0.5,P2
341,2023-11-06,2023-12-14,Long,98.72,9871.88,422.31,38,8.32,S6_hmm_stress,T4_hmm_0.5,P2
342,2023-12-14,2023-12-15,Long,38.43,3843.1,457.51,1,-0.06,S6_hmm_stress,T4_hmm_0.5,P2
343,2023-12-15,2024-08-01,Long,96.57,9657.12,456.76,230,16.44,S6_hmm_stress,T4_hmm_0.5,P2
344,2024-08-01,2024-08-02,Long,76.25,7624.85,531.82,1,-1.42,S6_hmm_stress,T4_hmm_0.5,P2
345,2024-08-02,2024-08-09,Long,0.0,0.0,521.92,7,0.0,S6_hmm_stress,T4_hmm_0.5,P2
346,2024-08-09,2024-08-12,Long,49.94,4994.47,522.01,3,0.03,S6_hmm_stress,T4_hmm_0.5,P2
347,2024-08-12,2024-08-13,Long,76.82,7681.65,522.28,1,1.26,S6_hmm_stress,T4_hmm_0.5,P2
348,2024-08-13,2024-12-17,Long,96.78,9678.18,530.87,126,11.62,S6_hmm_stress,T4_hmm_0.5,P2
349,2024-12-17,2024-12-18,Long,92.9,9289.89,593.65,1,-2.77,S6_hmm_stress,T4_hmm_0.5,P2
350,2024-12-18,2024-12-20,Long,0.36,36.43,575.96,2,0.01,S6_hmm_stress,T4_hmm_0.5,P2
351,2024-12-20,2024-12-23,Long,78.42,7842.03,582.7,3,0.47,S6_hmm_stress,T4_hmm_0.5,P2
352,2024-12-23,2025-02-26,Long,98.41,9841.04,586.19,65,-0.04,S6_hmm_stress,T4_hmm_0.5,P2
353,2025-02-26,2025-02-27,Long,92.39,9239.04,586.04,1,-1.47,S6_hmm_stress,T4_hmm_0.5,P2
354,2025-02-27,2025-02-28,Long,74.03,7403.39,576.68,1,1.16,S6_hmm_stress,T4_hmm_0.5,P2
355,2025-02-28,2025-03-03,Long,57.56,5756.08,585.68,3,-1.01,S6_hmm_stress,T4_hmm_0.5,P2
356,2025-03-03,2025-03-04,Long,8.55,854.63,575.42,1,-0.1,S6_hmm_stress,T4_hmm_0.5,P2
357,2025-03-04,2025-03-18,Long,0.71,70.72,568.61,14,-0.04,S6_hmm_stress,T4_hmm_0.5,P2
358,2025-03-18,2025-03-19,Long,10.62,1061.62,553.0,1,0.12,S6_hmm_stress,T4_hmm_0.5,P2
359,2025-03-19,2025-03-20,Long,22.74,2274.5,559.02,1,-0.07,S6_hmm_stress,T4_hmm_0.5,P2
360,2025-03-20,2025-03-27,Long,28.21,2821.43,557.4,7,0.17,S6_hmm_stress,T4_hmm_0.5,P2
361,2025-03-27,2025-03-28,Long,21.32,2131.8,560.65,1,-0.43,S6_hmm_stress,T4_hmm_0.5,P2
362,2025-03-28,2025-05-13,Long,0.49,49.34,549.36,46,0.0,S6_hmm_stress,T4_hmm_0.5,P2
363,2025-05-13,2025-05-14,Long,82.09,8208.67,580.19,1,0.1,S6_hmm_stress,T4_hmm_0.5,P2
364,2025-05-14,2025-05-28,Long,96.48,9647.53,580.93,14,-0.08,S6_hmm_stress,T4_hmm_0.5,P2
365,2025-05-28,2025-08-01,Long,98.08,9807.7,581.07,65,6.15,S6_hmm_stress,T4_hmm_0.5,P2
366,2025-08-01,2025-08-04,Long,61.11,6111.32,616.49,3,0.93,S6_hmm_stress,T4_hmm_0.5,P2
367,2025-08-04,2025-08-05,Long,80.71,8070.88,625.86,1,-0.41,S6_hmm_stress,T4_hmm_0.5,P2
368,2025-08-05,2025-10-09,Long,97.08,9707.91,622.69,65,7.15,S6_hmm_stress,T4_hmm_0.5,P2
369,2025-10-09,2025-10-10,Long,84.39,8438.66,667.36,1,-2.28,S6_hmm_stress,T4_hmm_0.5,P2
370,2025-10-10,2025-10-17,Long,4.85,484.7,649.32,7,0.08,S6_hmm_stress,T4_hmm_0.5,P2
371,2025-10-17,2025-10-20,Long,51.66,5166.35,660.63,3,0.54,S6_hmm_stress,T4_hmm_0.5,P2
372,2025-10-20,2025-10-21,Long,90.83,9082.98,667.5,1,-0.0,S6_hmm_stress,T4_hmm_0.5,P2
373,2025-10-21,2025-11-13,Long,98.75,9874.6,667.49,23,0.14,S6_hmm_stress,T4_hmm_0.5,P2
374,2025-11-13,2025-11-14,Long,86.5,8649.77,668.24,1,-0.01,S6_hmm_stress,T4_hmm_0.5,P2
375,2025-11-14,2025-11-17,Long,65.84,6583.96,668.13,3,-0.61,S6_hmm_stress,T4_hmm_0.5,P2
376,2025-11-17,2025-11-18,Long,14.07,1407.49,661.9,1,-0.12,S6_hmm_stress,T4_hmm_0.5,P2
377,2025-11-18,2025-11-24,Long,0.28,28.42,656.34,6,0.07,S6_hmm_stress,T4_hmm_0.5,P2
378,2025-11-24,2025-11-25,Long,50.35,5035.29,664.94,1,0.47,S6_hmm_stress,T4_hmm_0.5,P2
379,2025-11-25,2025-11-26,Long,88.02,8801.81,671.2,1,0.61,S6_hmm_stress,T4_hmm_0.5,P2
380,2025-11-26,2026-02-26,Long,97.2,9720.09,675.83,92,1.7,S6_hmm_stress,T4_hmm_0.5,P2
381,2026-02-26,2026-02-27,Long,91.44,9144.11,687.42,1,-0.44,S6_hmm_stress,T4_hmm_0.5,P2
382,2026-02-27,2026-03-02,Long,52.81,5280.95,684.12,3,0.03,S6_hmm_stress,T4_hmm_0.5,P2
383,2026-03-02,2026-03-03,Long,11.22,1121.76,684.51,1,-0.1,S6_hmm_stress,T4_hmm_0.5,P2
384,2026-03-03,2026-04-09,Long,0.86,86.16,678.48,37,0.01,S6_hmm_stress,T4_hmm_0.5,P2
385,2026-04-09,2026-04-10,Long,61.25,6124.59,679.91,1,-0.04,S6_hmm_stress,T4_hmm_0.5,P2
386,2026-04-10,2026-04-13,Long,87.86,8785.94,679.46,3,0.86,S6_hmm_stress,T4_hmm_0.5,P2
387,2026-04-13,2026-04-22,Long,96.05,9605.38,686.1,9,2.55,S6_hmm_stress,T4_hmm_0.5,P2
