date,granger_f_24m,p_value_24m
2001-12-11,2.661436,0.047513
2001-12-12,2.661445,0.047513
2001-12-13,2.661448,0.047513
2001-12-14,2.661442,0.047513
2001-12-17,2.66142,0.047514
2001-12-18,2.661419,0.047514
2001-12-19,2.661647,0.0475
2001-12-20,2.66166,0.047499
2001-12-21,2.66168,0.047498
2001-12-24,2.661673,0.047498
2001-12-25,2.661708,0.047496
2001-12-26,2.661707,0.047496
2001-12-27,2.661713,0.047496
2001-12-28,2.661707,0.047496
2001-12-31,2.661701,0.047497
2002-01-01,2.661695,0.047497
2002-01-02,2.661696,0.047497
2002-01-03,2.661697,0.047497
2002-01-04,2.661699,0.047497
2002-01-07,2.661695,0.047497
2002-01-08,2.661677,0.047498
2002-01-09,2.661673,0.047498
2002-01-10,2.661682,0.047498
2002-01-11,2.661686,0.047498
2002-01-14,2.661688,0.047498
2002-01-15,2.661687,0.047498
2002-01-16,2.661686,0.047498
2002-01-17,2.661687,0.047498
2002-01-18,2.661687,0.047498
2002-01-21,2.661688,0.047497
2002-01-22,2.661687,0.047498
2002-01-23,2.661687,0.047498
2002-01-24,2.661689,0.047497
2002-01-25,2.661691,0.047497
2002-01-28,2.661687,0.047498
2002-01-29,2.661653,0.0475
2002-01-30,2.661649,0.0475
2002-01-31,2.661645,0.0475
2002-02-01,2.661647,0.0475
2002-02-04,2.661535,0.047507
2002-02-05,2.661659,0.047499
2002-02-06,2.661958,0.047481
2002-02-07,2.66197,0.04748
2002-02-08,2.661987,0.047479
2002-02-11,2.661981,0.047479
2002-02-12,2.661988,0.047479
2002-02-13,2.662001,0.047478
2002-02-14,2.661999,0.047478
2002-02-15,2.661975,0.047479
2002-02-18,2.661969,0.04748
2002-02-19,2.661972,0.04748
2002-02-20,2.661967,0.04748
2002-02-21,2.661962,0.04748
2002-02-22,2.661951,0.047481
2002-02-25,2.661952,0.047481
2002-02-26,2.66195,0.047481
2002-02-27,2.66195,0.047481
2002-02-28,2.661948,0.047481
2002-03-01,2.661947,0.047481
2002-03-04,2.661949,0.047481
2002-03-05,2.66195,0.047481
2002-03-06,2.661959,0.04748
2002-03-07,2.661956,0.047481
2002-03-08,2.661946,0.047481
2002-03-11,2.646705,0.048451
2002-03-12,2.108455,0.098255
2002-03-13,0.076098,0.78277
2002-03-14,0.101407,0.75028
2002-03-15,0.064851,0.978439
2002-03-18,0.048752,0.985742
2002-03-19,0.30303,0.823213
2002-03-20,0.292765,0.830636
2002-03-21,0.29019,0.832496
2002-03-22,0.38766,0.761943
2002-03-25,0.961795,0.327209
2002-03-26,0.681024,0.409628
2002-03-27,0.503545,0.478277
2002-03-28,0.502637,0.478674
2002-03-29,0.495691,0.481727
2002-04-01,0.467746,0.494343
2002-04-02,0.719674,0.396657
2002-04-03,1.140257,0.286113
2002-04-04,1.440723,0.230591
2002-04-05,1.431201,0.232135
2002-04-08,1.256147,0.26292
2002-04-09,1.729051,0.189135
2002-04-10,0.980184,0.322632
2002-04-11,2.69455,0.101321
2002-04-12,2.380003,0.12353
2002-04-15,2.932019,0.087459
2002-04-16,1.160518,0.281878
2002-04-17,0.992628,0.319583
2002-04-18,1.229822,0.267975
2002-04-19,1.058438,0.304069
2002-04-22,1.970226,0.161045
2002-04-23,2.373485,0.124044
2002-04-24,2.829913,0.093148
2002-04-25,2.856935,0.091604
2002-04-26,2.968561,0.085516
2002-04-29,2.944774,0.086775
2002-04-30,2.943112,0.086864
2002-05-01,2.943131,0.086863
2002-05-02,2.942765,0.086882
2002-05-03,2.941258,0.086963
2002-05-06,2.938449,0.087113
2002-05-07,2.937541,0.087162
2002-05-08,2.944326,0.086799
2002-05-09,2.941526,0.086949
2002-05-10,2.925696,0.0878
2002-05-13,2.941322,0.08696
2002-05-14,4.314396,0.013879
2002-05-15,4.138105,0.016506
2002-05-16,4.43065,0.012381
2002-05-17,4.365724,0.013196
2002-05-20,4.587561,0.010612
2002-05-21,4.919664,0.007661
2002-05-22,4.910872,0.007727
2002-05-23,4.39559,0.012815
2002-05-24,4.97309,0.00727
2002-05-27,5.012118,0.006997
