signal,threshold,strategy,lead_days,oos_sharpe,oos_ann_return,max_drawdown,win_rate,n_trades,annual_turnover,valid,oos_n
S2a_zscore_252d,T2_rp85,P2,1,1.084,0.11515,-0.212825,0.5292,624,5.37,True,1712
S2a_zscore_252d,T2_rp85,P3,1,0.3859,0.076406,-0.442743,0.5193,167,12.26,True,1712
S2a_zscore_252d,T2_rp95,P1,1,1.1192,0.170221,-0.222279,0.5006,99,3.64,True,1712
S2a_zscore_252d,T2_rp95,P2,1,1.084,0.11515,-0.212825,0.5292,624,5.37,True,1712
S2a_zscore_252d,T2_rp95,P3,1,0.9084,0.179645,-0.223433,0.5286,99,7.27,True,1712
S2a_zscore_252d,T3_z1.5,P1,1,1.0409,0.149695,-0.236936,0.4866,107,3.93,True,1712
S2a_zscore_252d,T3_z1.5,P2,1,1.084,0.11515,-0.212825,0.5292,624,5.37,True,1712
S2a_zscore_252d,T3_z1.5,P3,1,0.7004,0.138593,-0.245414,0.528,107,7.86,True,1712
S2a_zscore_252d,T3_z2.0,P1,1,1.0839,0.164677,-0.236877,0.5,75,2.75,True,1712
S2a_zscore_252d,T3_z2.0,P2,1,1.084,0.11515,-0.212825,0.5292,624,5.37,True,1712
S2a_zscore_252d,T3_z2.0,P3,1,0.8522,0.168557,-0.27739,0.5269,75,5.51,True,1712
S2a_zscore_252d,T3_z2.5,P1,1,1.0339,0.16302,-0.324835,0.5082,61,2.24,True,1712
S2a_zscore_252d,T3_z2.5,P2,1,1.084,0.11515,-0.212825,0.5292,624,5.37,True,1712
S2a_zscore_252d,T3_z2.5,P3,1,0.8354,0.165243,-0.402838,0.5286,61,4.48,True,1712
S2a_zscore_252d,T1_p75,P1,5,0.5743,0.076841,-0.29273,0.4422,165,6.06,True,1712
S2a_zscore_252d,T1_p75,P2,5,1.0226,0.112109,-0.208461,0.5298,624,5.37,True,1712
S2a_zscore_252d,T1_p75,P3,5,-0.0359,-0.007117,-0.427241,0.5152,165,12.12,False,1712
S2a_zscore_252d,T1_p85,P1,5,0.8371,0.121399,-0.31967,0.4761,101,3.71,True,1712
S2a_zscore_252d,T1_p85,P2,5,1.0226,0.112109,-0.208461,0.5298,624,5.37,True,1712
S2a_zscore_252d,T1_p85,P3,5,0.4141,0.082,-0.432224,0.5257,101,7.42,True,1712
S2a_zscore_252d,T1_p95,P1,5,0.8597,0.14091,-0.325474,0.5088,83,3.05,True,1712
S2a_zscore_252d,T1_p95,P2,5,1.0226,0.112109,-0.208461,0.5298,624,5.37,True,1712
S2a_zscore_252d,T1_p95,P3,5,0.6114,0.121022,-0.402553,0.5304,83,6.1,True,1712
S2a_zscore_252d,T2_rp75,P1,5,0.8812,0.109983,-0.155822,0.3995,173,6.35,True,1712
S2a_zscore_252d,T2_rp75,P2,5,1.0226,0.112109,-0.208461,0.5298,624,5.37,True,1712
