signal,threshold,strategy,signal_column,lead_days,oos_sharpe,max_drawdown,n_trades,valid,lead_source
S3a_pctrank_504d,T1_p75,P2,hy_ig_pctrank_504d,1,0.822,-0.172526,851,True,pipeline
S3a_pctrank_504d,T1_p85,P1,hy_ig_pctrank_504d,1,0.8284,-0.313029,97,True,pipeline
S3a_pctrank_504d,T1_p85,P2,hy_ig_pctrank_504d,1,0.822,-0.172526,851,True,pipeline
S3a_pctrank_504d,T1_p85,P3,hy_ig_pctrank_504d,1,0.4551,-0.394654,97,True,pipeline
S3a_pctrank_504d,T1_p95,P1,hy_ig_pctrank_504d,1,0.8614,-0.260006,89,True,pipeline
S3a_pctrank_504d,T1_p95,P2,hy_ig_pctrank_504d,1,0.822,-0.172526,851,True,pipeline
S3a_pctrank_504d,T1_p95,P3,hy_ig_pctrank_504d,1,0.6526,-0.274923,89,True,pipeline
S3a_pctrank_504d,T2_rp75,P1,hy_ig_pctrank_504d,1,0.9676,-0.197867,167,True,pipeline
S3a_pctrank_504d,T2_rp75,P2,hy_ig_pctrank_504d,1,0.822,-0.172526,851,True,pipeline
S3a_pctrank_504d,T2_rp75,P3,hy_ig_pctrank_504d,1,0.3733,-0.30384,167,True,pipeline
S3a_pctrank_504d,T2_rp85,P1,hy_ig_pctrank_504d,1,0.907,-0.241399,181,True,pipeline
S3a_pctrank_504d,T2_rp85,P2,hy_ig_pctrank_504d,1,0.822,-0.172526,851,True,pipeline
S3a_pctrank_504d,T2_rp85,P3,hy_ig_pctrank_504d,1,0.43,-0.305551,181,True,pipeline
S3a_pctrank_504d,T2_rp95,P1,hy_ig_pctrank_504d,1,0.9079,-0.285457,145,True,pipeline
S3a_pctrank_504d,T2_rp95,P2,hy_ig_pctrank_504d,1,0.822,-0.172526,851,True,pipeline
S3a_pctrank_504d,T2_rp95,P3,hy_ig_pctrank_504d,1,0.644,-0.348594,145,True,pipeline
S3a_pctrank_504d,T3_z1.5,P1,hy_ig_pctrank_504d,1,0.7631,-0.337173,141,True,pipeline
S3a_pctrank_504d,T3_z1.5,P2,hy_ig_pctrank_504d,1,0.822,-0.172526,851,True,pipeline
S3a_pctrank_504d,T3_z1.5,P3,hy_ig_pctrank_504d,1,0.5676,-0.364608,141,True,pipeline
S3a_pctrank_504d,T3_z2.0,P1,hy_ig_pctrank_504d,1,0.682,-0.337173,67,True,pipeline
S3a_pctrank_504d,T3_z2.0,P2,hy_ig_pctrank_504d,1,0.822,-0.172526,851,True,pipeline
S3a_pctrank_504d,T3_z2.0,P3,hy_ig_pctrank_504d,1,0.4923,-0.340032,67,True,pipeline
S3a_pctrank_504d,T3_z2.5,P1,hy_ig_pctrank_504d,1,0.7298,-0.337173,39,True,pipeline
S3a_pctrank_504d,T3_z2.5,P2,hy_ig_pctrank_504d,1,0.822,-0.172526,851,True,pipeline
S3a_pctrank_504d,T3_z2.5,P3,hy_ig_pctrank_504d,1,0.5977,-0.337173,39,True,pipeline
S3a_pctrank_504d,T1_p75,P1,hy_ig_pctrank_504d,5,0.5068,-0.270915,147,True,pipeline
S3a_pctrank_504d,T1_p75,P2,hy_ig_pctrank_504d,5,0.6448,-0.16629,850,True,pipeline
S3a_pctrank_504d,T1_p85,P1,hy_ig_pctrank_504d,5,0.8555,-0.268938,97,True,pipeline
S3a_pctrank_504d,T1_p85,P2,hy_ig_pctrank_504d,5,0.6448,-0.16629,850,True,pipeline
S3a_pctrank_504d,T1_p85,P3,hy_ig_pctrank_504d,5,0.5786,-0.334711,97,True,pipeline
S3a_pctrank_504d,T1_p95,P1,hy_ig_pctrank_504d,5,0.9186,-0.266685,89,True,pipeline
S3a_pctrank_504d,T1_p95,P2,hy_ig_pctrank_504d,5,0.6448,-0.16629,850,True,pipeline
S3a_pctrank_504d,T1_p95,P3,hy_ig_pctrank_504d,5,0.8858,-0.266685,89,True,pipeline
S3a_pctrank_504d,T2_rp75,P1,hy_ig_pctrank_504d,5,0.9251,-0.188902,167,True,pipeline
S3a_pctrank_504d,T2_rp75,P2,hy_ig_pctrank_504d,5,0.6448,-0.16629,850,True,pipeline
S3a_pctrank_504d,T2_rp75,P3,hy_ig_pctrank_504d,5,0.3806,-0.268476,167,True,pipeline
S3a_pctrank_504d,T2_rp85,P1,hy_ig_pctrank_504d,5,0.8405,-0.26281,181,True,pipeline
S3a_pctrank_504d,T2_rp85,P2,hy_ig_pctrank_504d,5,0.6448,-0.16629,850,True,pipeline
S3a_pctrank_504d,T2_rp85,P3,hy_ig_pctrank_504d,5,0.3899,-0.380712,181,True,pipeline
S3a_pctrank_504d,T2_rp95,P1,hy_ig_pctrank_504d,5,0.6815,-0.332875,145,True,pipeline
S3a_pctrank_504d,T2_rp95,P2,hy_ig_pctrank_504d,5,0.6448,-0.16629,850,True,pipeline
S3a_pctrank_504d,T2_rp95,P3,hy_ig_pctrank_504d,5,0.3524,-0.423887,145,True,pipeline
S3a_pctrank_504d,T3_z1.5,P1,hy_ig_pctrank_504d,5,0.5686,-0.337173,141,True,pipeline
S3a_pctrank_504d,T3_z1.5,P2,hy_ig_pctrank_504d,5,0.6448,-0.16629,850,True,pipeline
S3a_pctrank_504d,T3_z1.5,P3,hy_ig_pctrank_504d,5,0.236,-0.385478,141,True,pipeline
S3a_pctrank_504d,T3_z2.0,P1,hy_ig_pctrank_504d,5,0.7203,-0.337173,67,True,pipeline
S3a_pctrank_504d,T3_z2.0,P2,hy_ig_pctrank_504d,5,0.6448,-0.16629,850,True,pipeline
S3a_pctrank_504d,T3_z2.0,P3,hy_ig_pctrank_504d,5,0.6024,-0.337173,67,True,pipeline
S3a_pctrank_504d,T3_z2.5,P1,hy_ig_pctrank_504d,5,0.7589,-0.337173,39,True,pipeline
S3a_pctrank_504d,T3_z2.5,P2,hy_ig_pctrank_504d,5,0.6448,-0.16629,850,True,pipeline
S3a_pctrank_504d,T3_z2.5,P3,hy_ig_pctrank_504d,5,0.6948,-0.337173,39,True,pipeline
S3a_pctrank_504d,T1_p75,P1,hy_ig_pctrank_504d,21,0.3344,-0.324934,148,True,pipeline
S3a_pctrank_504d,T1_p75,P2,hy_ig_pctrank_504d,21,0.4529,-0.199067,839,True,pipeline
S3a_pctrank_504d,T1_p85,P1,hy_ig_pctrank_504d,21,0.5819,-0.337173,101,True,pipeline
S3a_pctrank_504d,T1_p85,P2,hy_ig_pctrank_504d,21,0.4529,-0.199067,839,True,pipeline
S3a_pctrank_504d,T1_p85,P3,hy_ig_pctrank_504d,21,0.2686,-0.454302,101,True,pipeline
S3a_pctrank_504d,T1_p95,P1,hy_ig_pctrank_504d,21,0.7811,-0.337173,89,True,pipeline
S3a_pctrank_504d,T1_p95,P2,hy_ig_pctrank_504d,21,0.4529,-0.199067,839,True,pipeline
S3a_pctrank_504d,T1_p95,P3,hy_ig_pctrank_504d,21,0.7296,-0.337173,89,True,pipeline
S3a_pctrank_504d,T2_rp75,P1,hy_ig_pctrank_504d,21,0.3572,-0.340425,164,True,pipeline
S3a_pctrank_504d,T2_rp75,P2,hy_ig_pctrank_504d,21,0.4529,-0.199067,839,True,pipeline
S3a_pctrank_504d,T2_rp85,P1,hy_ig_pctrank_504d,21,0.4963,-0.337173,180,True,pipeline
S3a_pctrank_504d,T2_rp85,P2,hy_ig_pctrank_504d,21,0.4529,-0.199067,839,True,pipeline
S3a_pctrank_504d,T2_rp85,P3,hy_ig_pctrank_504d,21,0.0744,-0.337173,180,True,pipeline
S3a_pctrank_504d,T2_rp95,P1,hy_ig_pctrank_504d,21,0.6406,-0.337173,144,True,pipeline
S3a_pctrank_504d,T2_rp95,P2,hy_ig_pctrank_504d,21,0.4529,-0.199067,839,True,pipeline
S3a_pctrank_504d,T2_rp95,P3,hy_ig_pctrank_504d,21,0.392,-0.379643,144,True,pipeline
S3a_pctrank_504d,T3_z1.5,P1,hy_ig_pctrank_504d,21,0.6074,-0.337173,138,True,pipeline
S3a_pctrank_504d,T3_z1.5,P2,hy_ig_pctrank_504d,21,0.4529,-0.199067,839,True,pipeline
S3a_pctrank_504d,T3_z1.5,P3,hy_ig_pctrank_504d,21,0.341,-0.360714,138,True,pipeline
S3a_pctrank_504d,T3_z2.0,P1,hy_ig_pctrank_504d,21,0.7108,-0.337173,64,True,pipeline
S3a_pctrank_504d,T3_z2.0,P2,hy_ig_pctrank_504d,21,0.4529,-0.199067,839,True,pipeline
S3a_pctrank_504d,T3_z2.0,P3,hy_ig_pctrank_504d,21,0.5942,-0.337173,64,True,pipeline
S3a_pctrank_504d,T3_z2.5,P1,hy_ig_pctrank_504d,21,0.7595,-0.337173,37,True,pipeline
S3a_pctrank_504d,T3_z2.5,P2,hy_ig_pctrank_504d,21,0.4529,-0.199067,839,True,pipeline
S3a_pctrank_504d,T3_z2.5,P3,hy_ig_pctrank_504d,21,0.6985,-0.337173,37,True,pipeline
S3a_pctrank_504d,T1_p75,P1,hy_ig_pctrank_504d,63,0.7577,-0.317643,151,True,pipeline
S3a_pctrank_504d,T1_p75,P2,hy_ig_pctrank_504d,63,0.7703,-0.179926,815,True,pipeline
S3a_pctrank_504d,T1_p75,P3,hy_ig_pctrank_504d,63,0.5352,-0.324248,151,True,pipeline
S3a_pctrank_504d,T1_p85,P1,hy_ig_pctrank_504d,63,0.7009,-0.337173,99,True,pipeline
S3a_pctrank_504d,T1_p85,P2,hy_ig_pctrank_504d,63,0.7703,-0.179926,815,True,pipeline
S3a_pctrank_504d,T1_p85,P3,hy_ig_pctrank_504d,63,0.5466,-0.337173,99,True,pipeline
S3a_pctrank_504d,T1_p95,P1,hy_ig_pctrank_504d,63,0.8068,-0.337173,75,True,pipeline
S3a_pctrank_504d,T1_p95,P2,hy_ig_pctrank_504d,63,0.7703,-0.179926,815,True,pipeline
S3a_pctrank_504d,T1_p95,P3,hy_ig_pctrank_504d,63,0.7798,-0.337173,75,True,pipeline
S3a_pctrank_504d,T2_rp75,P1,hy_ig_pctrank_504d,63,0.6589,-0.362746,163,True,pipeline
S3a_pctrank_504d,T2_rp75,P2,hy_ig_pctrank_504d,63,0.7703,-0.179926,815,True,pipeline
S3a_pctrank_504d,T2_rp75,P3,hy_ig_pctrank_504d,63,0.3739,-0.394103,163,True,pipeline
S3a_pctrank_504d,T2_rp85,P1,hy_ig_pctrank_504d,63,0.7598,-0.337173,173,True,pipeline
S3a_pctrank_504d,T2_rp85,P2,hy_ig_pctrank_504d,63,0.7703,-0.179926,815,True,pipeline
S3a_pctrank_504d,T2_rp85,P3,hy_ig_pctrank_504d,63,0.6054,-0.337173,173,True,pipeline
S3a_pctrank_504d,T2_rp95,P1,hy_ig_pctrank_504d,63,0.8888,-0.337173,141,True,pipeline
S3a_pctrank_504d,T2_rp95,P2,hy_ig_pctrank_504d,63,0.7703,-0.179926,815,True,pipeline
S3a_pctrank_504d,T2_rp95,P3,hy_ig_pctrank_504d,63,0.8983,-0.337173,141,True,pipeline
S3a_pctrank_504d,T3_z1.5,P1,hy_ig_pctrank_504d,63,0.8419,-0.337173,131,True,pipeline
S3a_pctrank_504d,T3_z1.5,P2,hy_ig_pctrank_504d,63,0.7703,-0.179926,815,True,pipeline
S3a_pctrank_504d,T3_z1.5,P3,hy_ig_pctrank_504d,63,0.8084,-0.337173,131,True,pipeline
S3a_pctrank_504d,T3_z2.0,P1,hy_ig_pctrank_504d,63,0.8295,-0.337173,61,True,pipeline
S3a_pctrank_504d,T3_z2.0,P2,hy_ig_pctrank_504d,63,0.7703,-0.179926,815,True,pipeline
S3a_pctrank_504d,T3_z2.0,P3,hy_ig_pctrank_504d,63,0.8296,-0.337173,61,True,pipeline
S3a_pctrank_504d,T3_z2.5,P1,hy_ig_pctrank_504d,63,0.7958,-0.337173,31,True,pipeline
S3a_pctrank_504d,T3_z2.5,P2,hy_ig_pctrank_504d,63,0.7703,-0.179926,815,True,pipeline
S3a_pctrank_504d,T3_z2.5,P3,hy_ig_pctrank_504d,63,0.7779,-0.337173,31,True,pipeline
S3a_pctrank_504d,T1_p75,P1,hy_ig_pctrank_504d,126,0.4811,-0.28319,125,True,pipeline
S3a_pctrank_504d,T1_p75,P2,hy_ig_pctrank_504d,126,0.4894,-0.236842,793,True,pipeline
S3a_pctrank_504d,T1_p75,P3,hy_ig_pctrank_504d,126,0.0395,-0.448977,125,True,pipeline
S3a_pctrank_504d,T1_p85,P1,hy_ig_pctrank_504d,126,0.7942,-0.351592,99,True,pipeline
S3a_pctrank_504d,T1_p85,P2,hy_ig_pctrank_504d,126,0.4894,-0.236842,793,True,pipeline
S3a_pctrank_504d,T1_p85,P3,hy_ig_pctrank_504d,126,0.7159,-0.378308,99,True,pipeline
S3a_pctrank_504d,T1_p95,P1,hy_ig_pctrank_504d,126,0.8526,-0.337173,75,True,pipeline
S3a_pctrank_504d,T1_p95,P2,hy_ig_pctrank_504d,126,0.4894,-0.236842,793,True,pipeline
S3a_pctrank_504d,T1_p95,P3,hy_ig_pctrank_504d,126,0.8795,-0.337173,75,True,pipeline
S3a_pctrank_504d,T2_rp75,P1,hy_ig_pctrank_504d,126,0.6036,-0.300496,159,True,pipeline
S3a_pctrank_504d,T2_rp75,P2,hy_ig_pctrank_504d,126,0.4894,-0.236842,793,True,pipeline
S3a_pctrank_504d,T2_rp75,P3,hy_ig_pctrank_504d,126,0.2685,-0.357126,159,True,pipeline
S3a_pctrank_504d,T2_rp85,P1,hy_ig_pctrank_504d,126,0.763,-0.338812,171,True,pipeline
S3a_pctrank_504d,T2_rp85,P2,hy_ig_pctrank_504d,126,0.4894,-0.236842,793,True,pipeline
S3a_pctrank_504d,T2_rp85,P3,hy_ig_pctrank_504d,126,0.6363,-0.360987,171,True,pipeline
S3a_pctrank_504d,T2_rp95,P1,hy_ig_pctrank_504d,126,0.7129,-0.337173,135,True,pipeline
S3a_pctrank_504d,T2_rp95,P2,hy_ig_pctrank_504d,126,0.4894,-0.236842,793,True,pipeline
S3a_pctrank_504d,T2_rp95,P3,hy_ig_pctrank_504d,126,0.5812,-0.337173,135,True,pipeline
S3a_pctrank_504d,T3_z1.5,P1,hy_ig_pctrank_504d,126,0.7654,-0.337173,127,True,pipeline
S3a_pctrank_504d,T3_z1.5,P2,hy_ig_pctrank_504d,126,0.4894,-0.236842,793,True,pipeline
S3a_pctrank_504d,T3_z1.5,P3,hy_ig_pctrank_504d,126,0.6812,-0.337173,127,True,pipeline
S3a_pctrank_504d,T3_z2.0,P1,hy_ig_pctrank_504d,126,0.7759,-0.337173,55,True,pipeline
S3a_pctrank_504d,T3_z2.0,P2,hy_ig_pctrank_504d,126,0.4894,-0.236842,793,True,pipeline
S3a_pctrank_504d,T3_z2.0,P3,hy_ig_pctrank_504d,126,0.7277,-0.337173,55,True,pipeline
S3a_pctrank_504d,T3_z2.5,P1,hy_ig_pctrank_504d,126,0.7911,-0.337173,29,True,pipeline
S3a_pctrank_504d,T3_z2.5,P2,hy_ig_pctrank_504d,126,0.4894,-0.236842,793,True,pipeline
S3a_pctrank_504d,T3_z2.5,P3,hy_ig_pctrank_504d,126,0.7638,-0.337173,29,True,pipeline
S3a_pctrank_504d,T1_p75,P1,hy_ig_pctrank_504d,252,0.4913,-0.244964,115,True,pipeline
S3a_pctrank_504d,T1_p75,P2,hy_ig_pctrank_504d,252,0.3666,-0.233912,752,True,pipeline
S3a_pctrank_504d,T1_p85,P1,hy_ig_pctrank_504d,252,0.6415,-0.337173,123,True,pipeline
S3a_pctrank_504d,T1_p85,P2,hy_ig_pctrank_504d,252,0.3666,-0.233912,752,True,pipeline
S3a_pctrank_504d,T1_p85,P3,hy_ig_pctrank_504d,252,0.437,-0.378975,123,True,pipeline
S3a_pctrank_504d,T1_p95,P1,hy_ig_pctrank_504d,252,0.7916,-0.337173,89,True,pipeline
S3a_pctrank_504d,T1_p95,P2,hy_ig_pctrank_504d,252,0.3666,-0.233912,752,True,pipeline
S3a_pctrank_504d,T1_p95,P3,hy_ig_pctrank_504d,252,0.7589,-0.345078,89,True,pipeline
S3a_pctrank_504d,T2_rp75,P1,hy_ig_pctrank_504d,252,0.5509,-0.244964,144,True,pipeline
S3a_pctrank_504d,T2_rp75,P2,hy_ig_pctrank_504d,252,0.3666,-0.233912,752,True,pipeline
S3a_pctrank_504d,T2_rp85,P1,hy_ig_pctrank_504d,252,0.8339,-0.244964,160,True,pipeline
S3a_pctrank_504d,T2_rp85,P2,hy_ig_pctrank_504d,252,0.3666,-0.233912,752,True,pipeline
S3a_pctrank_504d,T2_rp85,P3,hy_ig_pctrank_504d,252,0.6563,-0.244964,160,True,pipeline
S3a_pctrank_504d,T2_rp95,P1,hy_ig_pctrank_504d,252,0.6646,-0.337173,131,True,pipeline
S3a_pctrank_504d,T2_rp95,P2,hy_ig_pctrank_504d,252,0.3666,-0.233912,752,True,pipeline
S3a_pctrank_504d,T2_rp95,P3,hy_ig_pctrank_504d,252,0.4936,-0.356879,131,True,pipeline
S3a_pctrank_504d,T3_z1.5,P1,hy_ig_pctrank_504d,252,0.9529,-0.244964,116,True,pipeline
S3a_pctrank_504d,T3_z1.5,P2,hy_ig_pctrank_504d,252,0.3666,-0.233912,752,True,pipeline
S3a_pctrank_504d,T3_z1.5,P3,hy_ig_pctrank_504d,252,0.8372,-0.244964,116,True,pipeline
S3a_pctrank_504d,T3_z2.0,P1,hy_ig_pctrank_504d,252,0.6693,-0.334726,51,True,pipeline
S3a_pctrank_504d,T3_z2.0,P2,hy_ig_pctrank_504d,252,0.3666,-0.233912,752,True,pipeline
S3a_pctrank_504d,T3_z2.0,P3,hy_ig_pctrank_504d,252,0.511,-0.383539,51,True,pipeline
S3a_pctrank_504d,T3_z2.5,P1,hy_ig_pctrank_504d,252,0.7222,-0.337173,27,True,pipeline
S3a_pctrank_504d,T3_z2.5,P2,hy_ig_pctrank_504d,252,0.3666,-0.233912,752,True,pipeline
S3a_pctrank_504d,T3_z2.5,P3,hy_ig_pctrank_504d,252,0.622,-0.373034,27,True,pipeline
S3b_pctrank_1260d,T1_p75,P1,hy_ig_pctrank_1260d,0,0.8859,-0.172935,85,True,pipeline
S3b_pctrank_1260d,T1_p75,P2,hy_ig_pctrank_1260d,0,0.7493,-0.179748,794,True,pipeline
S3b_pctrank_1260d,T1_p75,P3,hy_ig_pctrank_1260d,0,0.2215,-0.484733,85,True,pipeline
S3b_pctrank_1260d,T1_p85,P1,hy_ig_pctrank_1260d,0,0.5461,-0.402254,53,True,pipeline
S3b_pctrank_1260d,T1_p85,P2,hy_ig_pctrank_1260d,0,0.7493,-0.179748,794,True,pipeline
S3b_pctrank_1260d,T1_p85,P3,hy_ig_pctrank_1260d,0,0.0361,-0.561101,53,True,pipeline
S3b_pctrank_1260d,T1_p95,P1,hy_ig_pctrank_1260d,0,0.6794,-0.345463,29,True,pipeline
S3b_pctrank_1260d,T1_p95,P2,hy_ig_pctrank_1260d,0,0.7493,-0.179748,794,True,pipeline
S3b_pctrank_1260d,T1_p95,P3,hy_ig_pctrank_1260d,0,0.4716,-0.487028,29,True,pipeline
S3b_pctrank_1260d,T2_rp75,P1,hy_ig_pctrank_1260d,0,0.7732,-0.215588,127,True,pipeline
S3b_pctrank_1260d,T2_rp75,P2,hy_ig_pctrank_1260d,0,0.7493,-0.179748,794,True,pipeline
S3b_pctrank_1260d,T2_rp75,P3,hy_ig_pctrank_1260d,0,0.0973,-0.38565,127,True,pipeline
S3b_pctrank_1260d,T2_rp85,P1,hy_ig_pctrank_1260d,0,0.8167,-0.185697,169,True,pipeline
S3b_pctrank_1260d,T2_rp85,P2,hy_ig_pctrank_1260d,0,0.7493,-0.179748,794,True,pipeline
S3b_pctrank_1260d,T2_rp85,P3,hy_ig_pctrank_1260d,0,0.2707,-0.332408,169,True,pipeline
S3b_pctrank_1260d,T2_rp95,P1,hy_ig_pctrank_1260d,0,0.895,-0.264227,137,True,pipeline
S3b_pctrank_1260d,T2_rp95,P2,hy_ig_pctrank_1260d,0,0.7493,-0.179748,794,True,pipeline
S3b_pctrank_1260d,T2_rp95,P3,hy_ig_pctrank_1260d,0,0.532,-0.304871,137,True,pipeline
S3b_pctrank_1260d,T3_z1.5,P1,hy_ig_pctrank_1260d,0,0.9557,-0.2137,117,True,pipeline
S3b_pctrank_1260d,T3_z1.5,P2,hy_ig_pctrank_1260d,0,0.7493,-0.179748,794,True,pipeline
S3b_pctrank_1260d,T3_z1.5,P3,hy_ig_pctrank_1260d,0,0.55,-0.353303,117,True,pipeline
S3b_pctrank_1260d,T3_z2.0,P1,hy_ig_pctrank_1260d,0,0.845,-0.261753,77,True,pipeline
S3b_pctrank_1260d,T3_z2.0,P2,hy_ig_pctrank_1260d,0,0.7493,-0.179748,794,True,pipeline
S3b_pctrank_1260d,T3_z2.0,P3,hy_ig_pctrank_1260d,0,0.5242,-0.327011,77,True,pipeline
S3b_pctrank_1260d,T3_z2.5,P1,hy_ig_pctrank_1260d,0,0.7933,-0.244964,47,True,pipeline
S3b_pctrank_1260d,T3_z2.5,P2,hy_ig_pctrank_1260d,0,0.7493,-0.179748,794,True,pipeline
S3b_pctrank_1260d,T3_z2.5,P3,hy_ig_pctrank_1260d,0,0.5392,-0.319462,47,True,pipeline
S3b_pctrank_1260d,T1_p75,P1,hy_ig_pctrank_1260d,1,0.6112,-0.252338,85,True,pipeline
S3b_pctrank_1260d,T1_p75,P2,hy_ig_pctrank_1260d,1,0.7075,-0.182358,794,True,pipeline
S3b_pctrank_1260d,T1_p85,P1,hy_ig_pctrank_1260d,1,0.6208,-0.364807,53,True,pipeline
S3b_pctrank_1260d,T1_p85,P2,hy_ig_pctrank_1260d,1,0.7075,-0.182358,794,True,pipeline
S3b_pctrank_1260d,T1_p85,P3,hy_ig_pctrank_1260d,1,0.1594,-0.520315,53,True,pipeline
S3b_pctrank_1260d,T1_p95,P1,hy_ig_pctrank_1260d,1,0.7469,-0.291098,29,True,pipeline
S3b_pctrank_1260d,T1_p95,P2,hy_ig_pctrank_1260d,1,0.7075,-0.182358,794,True,pipeline
S3b_pctrank_1260d,T1_p95,P3,hy_ig_pctrank_1260d,1,0.6085,-0.383362,29,True,pipeline
S3b_pctrank_1260d,T2_rp75,P1,hy_ig_pctrank_1260d,1,0.5936,-0.24368,127,True,pipeline
S3b_pctrank_1260d,T2_rp75,P2,hy_ig_pctrank_1260d,1,0.7075,-0.182358,794,True,pipeline
S3b_pctrank_1260d,T2_rp85,P1,hy_ig_pctrank_1260d,1,0.9593,-0.179092,169,True,pipeline
S3b_pctrank_1260d,T2_rp85,P2,hy_ig_pctrank_1260d,1,0.7075,-0.182358,794,True,pipeline
S3b_pctrank_1260d,T2_rp85,P3,hy_ig_pctrank_1260d,1,0.4702,-0.332408,169,True,pipeline
S3b_pctrank_1260d,T2_rp95,P1,hy_ig_pctrank_1260d,1,0.8561,-0.31076,137,True,pipeline
S3b_pctrank_1260d,T2_rp95,P2,hy_ig_pctrank_1260d,1,0.7075,-0.182358,794,True,pipeline
S3b_pctrank_1260d,T2_rp95,P3,hy_ig_pctrank_1260d,1,0.4813,-0.379538,137,True,pipeline
S3b_pctrank_1260d,T3_z1.5,P1,hy_ig_pctrank_1260d,1,0.8234,-0.276352,117,True,pipeline
S3b_pctrank_1260d,T3_z1.5,P2,hy_ig_pctrank_1260d,1,0.7075,-0.182358,794,True,pipeline
S3b_pctrank_1260d,T3_z1.5,P3,hy_ig_pctrank_1260d,1,0.3712,-0.351661,117,True,pipeline
S3b_pctrank_1260d,T3_z2.0,P1,hy_ig_pctrank_1260d,1,0.7741,-0.267148,77,True,pipeline
S3b_pctrank_1260d,T3_z2.0,P2,hy_ig_pctrank_1260d,1,0.7075,-0.182358,794,True,pipeline
S3b_pctrank_1260d,T3_z2.0,P3,hy_ig_pctrank_1260d,1,0.4535,-0.30384,77,True,pipeline
S3b_pctrank_1260d,T3_z2.5,P1,hy_ig_pctrank_1260d,1,0.7891,-0.244964,47,True,pipeline
S3b_pctrank_1260d,T3_z2.5,P2,hy_ig_pctrank_1260d,1,0.7075,-0.182358,794,True,pipeline
S3b_pctrank_1260d,T3_z2.5,P3,hy_ig_pctrank_1260d,1,0.5549,-0.310165,47,True,pipeline
S3b_pctrank_1260d,T1_p75,P1,hy_ig_pctrank_1260d,5,0.6579,-0.217983,85,True,pipeline
S3b_pctrank_1260d,T1_p75,P2,hy_ig_pctrank_1260d,5,0.5724,-0.184365,794,True,pipeline
S3b_pctrank_1260d,T1_p75,P3,hy_ig_pctrank_1260d,5,0.0492,-0.512912,85,True,pipeline
S3b_pctrank_1260d,T1_p85,P1,hy_ig_pctrank_1260d,5,0.585,-0.368304,53,True,pipeline
S3b_pctrank_1260d,T1_p85,P2,hy_ig_pctrank_1260d,5,0.5724,-0.184365,794,True,pipeline
S3b_pctrank_1260d,T1_p85,P3,hy_ig_pctrank_1260d,5,0.1992,-0.550531,53,True,pipeline
S3b_pctrank_1260d,T1_p95,P1,hy_ig_pctrank_1260d,5,0.6931,-0.337173,29,True,pipeline
S3b_pctrank_1260d,T1_p95,P2,hy_ig_pctrank_1260d,5,0.5724,-0.184365,794,True,pipeline
S3b_pctrank_1260d,T1_p95,P3,hy_ig_pctrank_1260d,5,0.5123,-0.458137,29,True,pipeline
S3b_pctrank_1260d,T2_rp75,P1,hy_ig_pctrank_1260d,5,0.4152,-0.208328,127,True,pipeline
S3b_pctrank_1260d,T2_rp75,P2,hy_ig_pctrank_1260d,5,0.5724,-0.184365,794,True,pipeline
S3b_pctrank_1260d,T2_rp85,P1,hy_ig_pctrank_1260d,5,0.4686,-0.297179,169,True,pipeline
S3b_pctrank_1260d,T2_rp85,P2,hy_ig_pctrank_1260d,5,0.5724,-0.184365,794,True,pipeline
S3b_pctrank_1260d,T2_rp95,P1,hy_ig_pctrank_1260d,5,0.9015,-0.325118,137,True,pipeline
S3b_pctrank_1260d,T2_rp95,P2,hy_ig_pctrank_1260d,5,0.5724,-0.184365,794,True,pipeline
S3b_pctrank_1260d,T2_rp95,P3,hy_ig_pctrank_1260d,5,0.6327,-0.4329,137,True,pipeline
S3b_pctrank_1260d,T3_z1.5,P1,hy_ig_pctrank_1260d,5,0.6832,-0.298526,117,True,pipeline
S3b_pctrank_1260d,T3_z1.5,P2,hy_ig_pctrank_1260d,5,0.5724,-0.184365,794,True,pipeline
S3b_pctrank_1260d,T3_z1.5,P3,hy_ig_pctrank_1260d,5,0.2355,-0.386637,117,True,pipeline
S3b_pctrank_1260d,T3_z2.0,P1,hy_ig_pctrank_1260d,5,0.8675,-0.234295,77,True,pipeline
S3b_pctrank_1260d,T3_z2.0,P2,hy_ig_pctrank_1260d,5,0.5724,-0.184365,794,True,pipeline
S3b_pctrank_1260d,T3_z2.0,P3,hy_ig_pctrank_1260d,5,0.7123,-0.26039,77,True,pipeline
S3b_pctrank_1260d,T3_z2.5,P1,hy_ig_pctrank_1260d,5,0.6805,-0.352485,47,True,pipeline
S3b_pctrank_1260d,T3_z2.5,P2,hy_ig_pctrank_1260d,5,0.5724,-0.184365,794,True,pipeline
S3b_pctrank_1260d,T3_z2.5,P3,hy_ig_pctrank_1260d,5,0.4702,-0.498296,47,True,pipeline
S3b_pctrank_1260d,T1_p75,P1,hy_ig_pctrank_1260d,21,0.4137,-0.337173,79,True,pipeline
S3b_pctrank_1260d,T1_p75,P2,hy_ig_pctrank_1260d,21,0.4342,-0.210336,784,True,pipeline
S3b_pctrank_1260d,T1_p85,P1,hy_ig_pctrank_1260d,21,0.5746,-0.337173,55,True,pipeline
S3b_pctrank_1260d,T1_p85,P2,hy_ig_pctrank_1260d,21,0.4342,-0.210336,784,True,pipeline
S3b_pctrank_1260d,T1_p85,P3,hy_ig_pctrank_1260d,21,0.259,-0.460879,55,True,pipeline
S3b_pctrank_1260d,T1_p95,P1,hy_ig_pctrank_1260d,21,0.8081,-0.337173,29,True,pipeline
