signal,threshold,strategy,signal_column,lead_days,oos_sharpe,max_drawdown,n_trades,valid,lead_source
S4b_roc_63d,T2_rp75,P2,hy_ig_roc_63d,21,0.7096,-0.285084,890,True,pipeline
S4b_roc_63d,T2_rp75,P3,hy_ig_roc_63d,21,0.2669,-0.385384,308,True,pipeline
S4b_roc_63d,T2_rp85,P1,hy_ig_roc_63d,21,0.7137,-0.337173,192,True,pipeline
S4b_roc_63d,T2_rp85,P2,hy_ig_roc_63d,21,0.7096,-0.285084,890,True,pipeline
S4b_roc_63d,T2_rp85,P3,hy_ig_roc_63d,21,0.3847,-0.420939,192,True,pipeline
S4b_roc_63d,T2_rp95,P1,hy_ig_roc_63d,21,0.5646,-0.337173,107,True,pipeline
S4b_roc_63d,T2_rp95,P2,hy_ig_roc_63d,21,0.7096,-0.285084,890,True,pipeline
S4b_roc_63d,T2_rp95,P3,hy_ig_roc_63d,21,0.2144,-0.43831,107,True,pipeline
S4b_roc_63d,T3_z1.5,P1,hy_ig_roc_63d,21,0.6374,-0.337173,91,True,pipeline
S4b_roc_63d,T3_z1.5,P2,hy_ig_roc_63d,21,0.7096,-0.285084,890,True,pipeline
S4b_roc_63d,T3_z1.5,P3,hy_ig_roc_63d,21,0.3275,-0.442342,91,True,pipeline
S4b_roc_63d,T3_z2.0,P1,hy_ig_roc_63d,21,0.5924,-0.337173,77,True,pipeline
S4b_roc_63d,T3_z2.0,P2,hy_ig_roc_63d,21,0.7096,-0.285084,890,True,pipeline
S4b_roc_63d,T3_z2.0,P3,hy_ig_roc_63d,21,0.2734,-0.362036,77,True,pipeline
S4b_roc_63d,T3_z2.5,P1,hy_ig_roc_63d,21,0.5588,-0.337173,61,True,pipeline
S4b_roc_63d,T3_z2.5,P2,hy_ig_roc_63d,21,0.7096,-0.285084,890,True,pipeline
S4b_roc_63d,T3_z2.5,P3,hy_ig_roc_63d,21,0.2581,-0.419075,61,True,pipeline
S4b_roc_63d,T1_p75,P1,hy_ig_roc_63d,63,0.7513,-0.337173,217,True,pipeline
S4b_roc_63d,T1_p75,P2,hy_ig_roc_63d,63,0.8468,-0.256802,887,True,pipeline
S4b_roc_63d,T1_p75,P3,hy_ig_roc_63d,63,0.5572,-0.343112,217,True,pipeline
S4b_roc_63d,T1_p85,P1,hy_ig_roc_63d,63,0.7,-0.337173,125,True,pipeline
S4b_roc_63d,T1_p85,P2,hy_ig_roc_63d,63,0.8468,-0.256802,887,True,pipeline
S4b_roc_63d,T1_p85,P3,hy_ig_roc_63d,63,0.5195,-0.337173,125,True,pipeline
S4b_roc_63d,T1_p95,P1,hy_ig_roc_63d,63,0.7871,-0.337173,47,True,pipeline
S4b_roc_63d,T1_p95,P2,hy_ig_roc_63d,63,0.8468,-0.256802,887,True,pipeline
S4b_roc_63d,T1_p95,P3,hy_ig_roc_63d,63,0.7135,-0.337173,47,True,pipeline
S4b_roc_63d,T2_rp75,P1,hy_ig_roc_63d,63,0.7055,-0.337173,303,True,pipeline
S4b_roc_63d,T2_rp75,P2,hy_ig_roc_63d,63,0.8468,-0.256802,887,True,pipeline
S4b_roc_63d,T2_rp75,P3,hy_ig_roc_63d,63,0.4219,-0.337173,303,True,pipeline
S4b_roc_63d,T2_rp85,P1,hy_ig_roc_63d,63,0.7649,-0.337173,191,True,pipeline
S4b_roc_63d,T2_rp85,P2,hy_ig_roc_63d,63,0.8468,-0.256802,887,True,pipeline
S4b_roc_63d,T2_rp85,P3,hy_ig_roc_63d,63,0.5734,-0.337173,191,True,pipeline
S4b_roc_63d,T2_rp95,P1,hy_ig_roc_63d,63,0.8593,-0.337173,107,True,pipeline
S4b_roc_63d,T2_rp95,P2,hy_ig_roc_63d,63,0.8468,-0.256802,887,True,pipeline
S4b_roc_63d,T2_rp95,P3,hy_ig_roc_63d,63,0.8326,-0.337173,107,True,pipeline
S4b_roc_63d,T3_z1.5,P1,hy_ig_roc_63d,63,0.7585,-0.337173,91,True,pipeline
S4b_roc_63d,T3_z1.5,P2,hy_ig_roc_63d,63,0.8468,-0.256802,887,True,pipeline
S4b_roc_63d,T3_z1.5,P3,hy_ig_roc_63d,63,0.6315,-0.337173,91,True,pipeline
S4b_roc_63d,T3_z2.0,P1,hy_ig_roc_63d,63,0.7942,-0.337173,77,True,pipeline
S4b_roc_63d,T3_z2.0,P2,hy_ig_roc_63d,63,0.8468,-0.256802,887,True,pipeline
S4b_roc_63d,T3_z2.0,P3,hy_ig_roc_63d,63,0.7113,-0.337173,77,True,pipeline
S4b_roc_63d,T3_z2.5,P1,hy_ig_roc_63d,63,0.8619,-0.337173,61,True,pipeline
S4b_roc_63d,T3_z2.5,P2,hy_ig_roc_63d,63,0.8468,-0.256802,887,True,pipeline
S4b_roc_63d,T3_z2.5,P3,hy_ig_roc_63d,63,0.8459,-0.337173,61,True,pipeline
S4b_roc_63d,T1_p75,P1,hy_ig_roc_63d,126,0.658,-0.337173,211,True,pipeline
S4b_roc_63d,T1_p75,P2,hy_ig_roc_63d,126,0.8134,-0.279573,881,True,pipeline
S4b_roc_63d,T1_p75,P3,hy_ig_roc_63d,126,0.4073,-0.39572,211,True,pipeline
S4b_roc_63d,T1_p85,P1,hy_ig_roc_63d,126,0.7199,-0.337173,123,True,pipeline
S4b_roc_63d,T1_p85,P2,hy_ig_roc_63d,126,0.8134,-0.279573,881,True,pipeline
S4b_roc_63d,T1_p85,P3,hy_ig_roc_63d,126,0.5629,-0.337173,123,True,pipeline
S4b_roc_63d,T1_p95,P1,hy_ig_roc_63d,126,0.7896,-0.337173,51,True,pipeline
S4b_roc_63d,T1_p95,P2,hy_ig_roc_63d,126,0.8134,-0.279573,881,True,pipeline
S4b_roc_63d,T1_p95,P3,hy_ig_roc_63d,126,0.722,-0.337173,51,True,pipeline
S4b_roc_63d,T2_rp75,P1,hy_ig_roc_63d,126,0.6944,-0.337173,295,True,pipeline
S4b_roc_63d,T2_rp75,P2,hy_ig_roc_63d,126,0.8134,-0.279573,881,True,pipeline
S4b_roc_63d,T2_rp75,P3,hy_ig_roc_63d,126,0.3989,-0.392912,295,True,pipeline
S4b_roc_63d,T2_rp85,P1,hy_ig_roc_63d,126,0.7385,-0.337173,187,True,pipeline
S4b_roc_63d,T2_rp85,P2,hy_ig_roc_63d,126,0.8134,-0.279573,881,True,pipeline
S4b_roc_63d,T2_rp85,P3,hy_ig_roc_63d,126,0.5508,-0.337227,187,True,pipeline
S4b_roc_63d,T2_rp95,P1,hy_ig_roc_63d,126,0.8263,-0.337173,107,True,pipeline
S4b_roc_63d,T2_rp95,P2,hy_ig_roc_63d,126,0.8134,-0.279573,881,True,pipeline
S4b_roc_63d,T2_rp95,P3,hy_ig_roc_63d,126,0.7801,-0.337173,107,True,pipeline
S4b_roc_63d,T3_z1.5,P1,hy_ig_roc_63d,126,0.7566,-0.337173,91,True,pipeline
S4b_roc_63d,T3_z1.5,P2,hy_ig_roc_63d,126,0.8134,-0.279573,881,True,pipeline
S4b_roc_63d,T3_z1.5,P3,hy_ig_roc_63d,126,0.6335,-0.337173,91,True,pipeline
S4b_roc_63d,T3_z2.0,P1,hy_ig_roc_63d,126,0.7607,-0.337173,77,True,pipeline
S4b_roc_63d,T3_z2.0,P2,hy_ig_roc_63d,126,0.8134,-0.279573,881,True,pipeline
S4b_roc_63d,T3_z2.0,P3,hy_ig_roc_63d,126,0.6493,-0.337173,77,True,pipeline
S4b_roc_63d,T3_z2.5,P1,hy_ig_roc_63d,126,0.8379,-0.337173,61,True,pipeline
S4b_roc_63d,T3_z2.5,P2,hy_ig_roc_63d,126,0.8134,-0.279573,881,True,pipeline
S4b_roc_63d,T3_z2.5,P3,hy_ig_roc_63d,126,0.8175,-0.337173,61,True,pipeline
S4b_roc_63d,T1_p75,P1,hy_ig_roc_63d,252,0.405,-0.337173,218,True,pipeline
S4b_roc_63d,T1_p75,P2,hy_ig_roc_63d,252,0.4969,-0.319936,862,True,pipeline
S4b_roc_63d,T1_p85,P1,hy_ig_roc_63d,252,0.617,-0.337173,120,True,pipeline
S4b_roc_63d,T1_p85,P2,hy_ig_roc_63d,252,0.4969,-0.319936,862,True,pipeline
S4b_roc_63d,T1_p85,P3,hy_ig_roc_63d,252,0.3888,-0.337173,120,True,pipeline
S4b_roc_63d,T1_p95,P1,hy_ig_roc_63d,252,0.6723,-0.337173,47,True,pipeline
S4b_roc_63d,T1_p95,P2,hy_ig_roc_63d,252,0.4969,-0.319936,862,True,pipeline
S4b_roc_63d,T1_p95,P3,hy_ig_roc_63d,252,0.5093,-0.337173,47,True,pipeline
S4b_roc_63d,T2_rp75,P1,hy_ig_roc_63d,252,0.3442,-0.337173,288,True,pipeline
S4b_roc_63d,T2_rp75,P2,hy_ig_roc_63d,252,0.4969,-0.319936,862,True,pipeline
S4b_roc_63d,T2_rp85,P1,hy_ig_roc_63d,252,0.4907,-0.337173,180,True,pipeline
S4b_roc_63d,T2_rp85,P2,hy_ig_roc_63d,252,0.4969,-0.319936,862,True,pipeline
S4b_roc_63d,T2_rp85,P3,hy_ig_roc_63d,252,0.1237,-0.391247,180,True,pipeline
S4b_roc_63d,T2_rp95,P1,hy_ig_roc_63d,252,0.588,-0.337173,106,True,pipeline
S4b_roc_63d,T2_rp95,P2,hy_ig_roc_63d,252,0.4969,-0.319936,862,True,pipeline
S4b_roc_63d,T2_rp95,P3,hy_ig_roc_63d,252,0.3375,-0.383866,106,True,pipeline
S4b_roc_63d,T3_z1.5,P1,hy_ig_roc_63d,252,0.5539,-0.337173,86,True,pipeline
S4b_roc_63d,T3_z1.5,P2,hy_ig_roc_63d,252,0.4969,-0.319936,862,True,pipeline
S4b_roc_63d,T3_z1.5,P3,hy_ig_roc_63d,252,0.2686,-0.373354,86,True,pipeline
S4b_roc_63d,T3_z2.0,P1,hy_ig_roc_63d,252,0.6111,-0.337173,76,True,pipeline
S4b_roc_63d,T3_z2.0,P2,hy_ig_roc_63d,252,0.4969,-0.319936,862,True,pipeline
S4b_roc_63d,T3_z2.0,P3,hy_ig_roc_63d,252,0.3838,-0.365128,76,True,pipeline
S4b_roc_63d,T3_z2.5,P1,hy_ig_roc_63d,252,0.638,-0.337173,59,True,pipeline
S4b_roc_63d,T3_z2.5,P2,hy_ig_roc_63d,252,0.4969,-0.319936,862,True,pipeline
S4b_roc_63d,T3_z2.5,P3,hy_ig_roc_63d,252,0.4409,-0.337173,59,True,pipeline
S4c_roc_126d,T1_p75,P1,hy_ig_roc_126d,0,0.8902,-0.164476,101,True,pipeline
S4c_roc_126d,T1_p75,P2,hy_ig_roc_126d,0,0.9614,-0.169515,604,True,pipeline
S4c_roc_126d,T1_p75,P3,hy_ig_roc_126d,0,0.359,-0.400934,101,True,pipeline
S4c_roc_126d,T1_p85,P1,hy_ig_roc_126d,0,0.8631,-0.217388,77,True,pipeline
S4c_roc_126d,T1_p85,P2,hy_ig_roc_126d,0,0.9614,-0.169515,604,True,pipeline
S4c_roc_126d,T1_p85,P3,hy_ig_roc_126d,0,0.432,-0.398717,77,True,pipeline
S4c_roc_126d,T1_p95,P1,hy_ig_roc_126d,0,0.8043,-0.275594,53,True,pipeline
S4c_roc_126d,T1_p95,P2,hy_ig_roc_126d,0,0.9614,-0.169515,604,True,pipeline
S4c_roc_126d,T1_p95,P3,hy_ig_roc_126d,0,0.519,-0.31324,53,True,pipeline
S4c_roc_126d,T2_rp75,P1,hy_ig_roc_126d,0,0.9212,-0.142664,143,True,pipeline
S4c_roc_126d,T2_rp75,P2,hy_ig_roc_126d,0,0.9614,-0.169515,604,True,pipeline
S4c_roc_126d,T2_rp75,P3,hy_ig_roc_126d,0,0.2794,-0.37432,143,True,pipeline
S4c_roc_126d,T2_rp85,P1,hy_ig_roc_126d,0,0.9454,-0.137985,139,True,pipeline
S4c_roc_126d,T2_rp85,P2,hy_ig_roc_126d,0,0.9614,-0.169515,604,True,pipeline
S4c_roc_126d,T2_rp85,P3,hy_ig_roc_126d,0,0.4062,-0.334396,139,True,pipeline
S4c_roc_126d,T2_rp95,P1,hy_ig_roc_126d,0,0.9627,-0.21694,107,True,pipeline
S4c_roc_126d,T2_rp95,P2,hy_ig_roc_126d,0,0.9614,-0.169515,604,True,pipeline
S4c_roc_126d,T2_rp95,P3,hy_ig_roc_126d,0,0.6721,-0.317947,107,True,pipeline
S4c_roc_126d,T3_z1.5,P1,hy_ig_roc_126d,0,0.8946,-0.242335,101,True,pipeline
S4c_roc_126d,T3_z1.5,P2,hy_ig_roc_126d,0,0.9614,-0.169515,604,True,pipeline
S4c_roc_126d,T3_z1.5,P3,hy_ig_roc_126d,0,0.4506,-0.277618,101,True,pipeline
S4c_roc_126d,T3_z2.0,P1,hy_ig_roc_126d,0,0.8657,-0.280279,91,True,pipeline
S4c_roc_126d,T3_z2.0,P2,hy_ig_roc_126d,0,0.9614,-0.169515,604,True,pipeline
S4c_roc_126d,T3_z2.0,P3,hy_ig_roc_126d,0,0.5029,-0.319829,91,True,pipeline
S4c_roc_126d,T3_z2.5,P1,hy_ig_roc_126d,0,0.8628,-0.283872,67,True,pipeline
S4c_roc_126d,T3_z2.5,P2,hy_ig_roc_126d,0,0.9614,-0.169515,604,True,pipeline
S4c_roc_126d,T3_z2.5,P3,hy_ig_roc_126d,0,0.5393,-0.346329,67,True,pipeline
S4c_roc_126d,T1_p75,P1,hy_ig_roc_126d,1,0.8227,-0.215042,103,True,pipeline
S4c_roc_126d,T1_p75,P2,hy_ig_roc_126d,1,0.9605,-0.177347,604,True,pipeline
S4c_roc_126d,T1_p75,P3,hy_ig_roc_126d,1,0.2752,-0.412953,103,True,pipeline
S4c_roc_126d,T1_p85,P1,hy_ig_roc_126d,1,0.7265,-0.2471,77,True,pipeline
S4c_roc_126d,T1_p85,P2,hy_ig_roc_126d,1,0.9605,-0.177347,604,True,pipeline
S4c_roc_126d,T1_p85,P3,hy_ig_roc_126d,1,0.2508,-0.392454,77,True,pipeline
S4c_roc_126d,T1_p95,P1,hy_ig_roc_126d,1,0.7752,-0.282328,53,True,pipeline
S4c_roc_126d,T1_p95,P2,hy_ig_roc_126d,1,0.9605,-0.177347,604,True,pipeline
S4c_roc_126d,T1_p95,P3,hy_ig_roc_126d,1,0.4885,-0.368763,53,True,pipeline
S4c_roc_126d,T2_rp75,P1,hy_ig_roc_126d,1,0.8555,-0.155239,143,True,pipeline
S4c_roc_126d,T2_rp75,P2,hy_ig_roc_126d,1,0.9605,-0.177347,604,True,pipeline
S4c_roc_126d,T2_rp75,P3,hy_ig_roc_126d,1,0.2049,-0.387326,143,True,pipeline
S4c_roc_126d,T2_rp85,P1,hy_ig_roc_126d,1,0.9974,-0.137613,139,True,pipeline
S4c_roc_126d,T2_rp85,P2,hy_ig_roc_126d,1,0.9605,-0.177347,604,True,pipeline
S4c_roc_126d,T2_rp85,P3,hy_ig_roc_126d,1,0.4934,-0.321657,139,True,pipeline
S4c_roc_126d,T2_rp95,P1,hy_ig_roc_126d,1,0.9396,-0.246319,107,True,pipeline
S4c_roc_126d,T2_rp95,P2,hy_ig_roc_126d,1,0.9605,-0.177347,604,True,pipeline
S4c_roc_126d,T2_rp95,P3,hy_ig_roc_126d,1,0.6341,-0.30398,107,True,pipeline
S4c_roc_126d,T3_z1.5,P1,hy_ig_roc_126d,1,0.8185,-0.269191,101,True,pipeline
S4c_roc_126d,T3_z1.5,P2,hy_ig_roc_126d,1,0.9605,-0.177347,604,True,pipeline
S4c_roc_126d,T3_z1.5,P3,hy_ig_roc_126d,1,0.3649,-0.357045,101,True,pipeline
S4c_roc_126d,T3_z2.0,P1,hy_ig_roc_126d,1,0.7847,-0.301403,91,True,pipeline
S4c_roc_126d,T3_z2.0,P2,hy_ig_roc_126d,1,0.9605,-0.177347,604,True,pipeline
S4c_roc_126d,T3_z2.0,P3,hy_ig_roc_126d,1,0.4063,-0.359134,91,True,pipeline
S4c_roc_126d,T3_z2.5,P1,hy_ig_roc_126d,1,0.7939,-0.289266,67,True,pipeline
S4c_roc_126d,T3_z2.5,P2,hy_ig_roc_126d,1,0.9605,-0.177347,604,True,pipeline
S4c_roc_126d,T3_z2.5,P3,hy_ig_roc_126d,1,0.4513,-0.342831,67,True,pipeline
S4c_roc_126d,T1_p75,P1,hy_ig_roc_126d,5,0.5953,-0.225343,103,True,pipeline
S4c_roc_126d,T1_p75,P2,hy_ig_roc_126d,5,0.8977,-0.183415,604,True,pipeline
S4c_roc_126d,T1_p75,P3,hy_ig_roc_126d,5,0.0161,-0.438415,103,True,pipeline
S4c_roc_126d,T1_p85,P1,hy_ig_roc_126d,5,0.4712,-0.309828,77,True,pipeline
S4c_roc_126d,T1_p85,P2,hy_ig_roc_126d,5,0.8977,-0.183415,604,True,pipeline
S4c_roc_126d,T1_p95,P1,hy_ig_roc_126d,5,0.6047,-0.316548,53,True,pipeline
S4c_roc_126d,T1_p95,P2,hy_ig_roc_126d,5,0.8977,-0.183415,604,True,pipeline
S4c_roc_126d,T1_p95,P3,hy_ig_roc_126d,5,0.2903,-0.531656,53,True,pipeline
S4c_roc_126d,T2_rp75,P1,hy_ig_roc_126d,5,0.8155,-0.176469,143,True,pipeline
S4c_roc_126d,T2_rp75,P2,hy_ig_roc_126d,5,0.8977,-0.183415,604,True,pipeline
S4c_roc_126d,T2_rp75,P3,hy_ig_roc_126d,5,0.2023,-0.383772,143,True,pipeline
S4c_roc_126d,T2_rp85,P1,hy_ig_roc_126d,5,0.6832,-0.212825,139,True,pipeline
S4c_roc_126d,T2_rp85,P2,hy_ig_roc_126d,5,0.8977,-0.183415,604,True,pipeline
S4c_roc_126d,T2_rp85,P3,hy_ig_roc_126d,5,0.1184,-0.384235,139,True,pipeline
S4c_roc_126d,T2_rp95,P1,hy_ig_roc_126d,5,0.6845,-0.293559,107,True,pipeline
S4c_roc_126d,T2_rp95,P2,hy_ig_roc_126d,5,0.8977,-0.183415,604,True,pipeline
S4c_roc_126d,T2_rp95,P3,hy_ig_roc_126d,5,0.3046,-0.401087,107,True,pipeline
S4c_roc_126d,T3_z1.5,P1,hy_ig_roc_126d,5,0.4923,-0.331499,101,True,pipeline
S4c_roc_126d,T3_z1.5,P2,hy_ig_roc_126d,5,0.8977,-0.183415,604,True,pipeline
S4c_roc_126d,T3_z2.0,P1,hy_ig_roc_126d,5,0.6873,-0.308109,91,True,pipeline
S4c_roc_126d,T3_z2.0,P2,hy_ig_roc_126d,5,0.8977,-0.183415,604,True,pipeline
S4c_roc_126d,T3_z2.0,P3,hy_ig_roc_126d,5,0.3319,-0.382823,91,True,pipeline
S4c_roc_126d,T3_z2.5,P1,hy_ig_roc_126d,5,0.7365,-0.268476,67,True,pipeline
S4c_roc_126d,T3_z2.5,P2,hy_ig_roc_126d,5,0.8977,-0.183415,604,True,pipeline
S4c_roc_126d,T3_z2.5,P3,hy_ig_roc_126d,5,0.4521,-0.32833,67,True,pipeline
S4c_roc_126d,T1_p75,P1,hy_ig_roc_126d,21,0.5369,-0.337173,100,True,pipeline
S4c_roc_126d,T1_p75,P2,hy_ig_roc_126d,21,0.5847,-0.285186,599,True,pipeline
S4c_roc_126d,T1_p75,P3,hy_ig_roc_126d,21,0.1287,-0.448795,100,True,pipeline
S4c_roc_126d,T1_p85,P1,hy_ig_roc_126d,21,0.5456,-0.337173,81,True,pipeline
S4c_roc_126d,T1_p85,P2,hy_ig_roc_126d,21,0.5847,-0.285186,599,True,pipeline
S4c_roc_126d,T1_p85,P3,hy_ig_roc_126d,21,0.169,-0.487077,81,True,pipeline
S4c_roc_126d,T1_p95,P1,hy_ig_roc_126d,21,0.5651,-0.337173,51,True,pipeline
S4c_roc_126d,T1_p95,P2,hy_ig_roc_126d,21,0.5847,-0.285186,599,True,pipeline
S4c_roc_126d,T1_p95,P3,hy_ig_roc_126d,21,0.2713,-0.448281,51,True,pipeline
S4c_roc_126d,T2_rp75,P1,hy_ig_roc_126d,21,0.4217,-0.337173,142,True,pipeline
S4c_roc_126d,T2_rp75,P2,hy_ig_roc_126d,21,0.5847,-0.285186,599,True,pipeline
S4c_roc_126d,T2_rp85,P1,hy_ig_roc_126d,21,0.4793,-0.337173,136,True,pipeline
S4c_roc_126d,T2_rp85,P2,hy_ig_roc_126d,21,0.5847,-0.285186,599,True,pipeline
S4c_roc_126d,T2_rp85,P3,hy_ig_roc_126d,21,0.0254,-0.439732,136,True,pipeline
S4c_roc_126d,T2_rp95,P1,hy_ig_roc_126d,21,0.4657,-0.337173,107,True,pipeline
S4c_roc_126d,T2_rp95,P2,hy_ig_roc_126d,21,0.5847,-0.285186,599,True,pipeline
S4c_roc_126d,T2_rp95,P3,hy_ig_roc_126d,21,0.0757,-0.466095,107,True,pipeline
S4c_roc_126d,T3_z1.5,P1,hy_ig_roc_126d,21,0.4923,-0.337173,101,True,pipeline
S4c_roc_126d,T3_z1.5,P2,hy_ig_roc_126d,21,0.5847,-0.285186,599,True,pipeline
S4c_roc_126d,T3_z1.5,P3,hy_ig_roc_126d,21,0.0789,-0.405941,101,True,pipeline
S4c_roc_126d,T3_z2.0,P1,hy_ig_roc_126d,21,0.461,-0.337173,91,True,pipeline
S4c_roc_126d,T3_z2.0,P2,hy_ig_roc_126d,21,0.5847,-0.285186,599,True,pipeline
S4c_roc_126d,T3_z2.0,P3,hy_ig_roc_126d,21,0.0705,-0.461896,91,True,pipeline
S4c_roc_126d,T3_z2.5,P1,hy_ig_roc_126d,21,0.5363,-0.337173,67,True,pipeline
S4c_roc_126d,T3_z2.5,P2,hy_ig_roc_126d,21,0.5847,-0.285186,599,True,pipeline
S4c_roc_126d,T3_z2.5,P3,hy_ig_roc_126d,21,0.2252,-0.391617,67,True,pipeline
S4c_roc_126d,T1_p75,P1,hy_ig_roc_126d,63,0.7973,-0.337173,93,True,pipeline
S4c_roc_126d,T1_p75,P2,hy_ig_roc_126d,63,0.8209,-0.270122,592,True,pipeline
S4c_roc_126d,T1_p75,P3,hy_ig_roc_126d,63,0.6398,-0.337173,93,True,pipeline
S4c_roc_126d,T1_p85,P1,hy_ig_roc_126d,63,0.6768,-0.337173,79,True,pipeline
S4c_roc_126d,T1_p85,P2,hy_ig_roc_126d,63,0.8209,-0.270122,592,True,pipeline
S4c_roc_126d,T1_p85,P3,hy_ig_roc_126d,63,0.4482,-0.337173,79,True,pipeline
S4c_roc_126d,T1_p95,P1,hy_ig_roc_126d,63,0.8188,-0.337173,49,True,pipeline
S4c_roc_126d,T1_p95,P2,hy_ig_roc_126d,63,0.8209,-0.270122,592,True,pipeline
S4c_roc_126d,T1_p95,P3,hy_ig_roc_126d,63,0.7658,-0.337173,49,True,pipeline
S4c_roc_126d,T2_rp75,P1,hy_ig_roc_126d,63,0.6129,-0.337173,135,True,pipeline
S4c_roc_126d,T2_rp75,P2,hy_ig_roc_126d,63,0.8209,-0.270122,592,True,pipeline
S4c_roc_126d,T2_rp75,P3,hy_ig_roc_126d,63,0.2497,-0.337173,135,True,pipeline
S4c_roc_126d,T2_rp85,P1,hy_ig_roc_126d,63,0.6616,-0.337173,133,True,pipeline
S4c_roc_126d,T2_rp85,P2,hy_ig_roc_126d,63,0.8209,-0.270122,592,True,pipeline
S4c_roc_126d,T2_rp85,P3,hy_ig_roc_126d,63,0.4082,-0.337173,133,True,pipeline
S4c_roc_126d,T2_rp95,P1,hy_ig_roc_126d,63,0.867,-0.337173,107,True,pipeline
S4c_roc_126d,T2_rp95,P2,hy_ig_roc_126d,63,0.8209,-0.270122,592,True,pipeline
S4c_roc_126d,T2_rp95,P3,hy_ig_roc_126d,63,0.8546,-0.337173,107,True,pipeline
S4c_roc_126d,T3_z1.5,P1,hy_ig_roc_126d,63,0.6786,-0.337173,101,True,pipeline
S4c_roc_126d,T3_z1.5,P2,hy_ig_roc_126d,63,0.8209,-0.270122,592,True,pipeline
S4c_roc_126d,T3_z1.5,P3,hy_ig_roc_126d,63,0.4654,-0.337173,101,True,pipeline
S4c_roc_126d,T3_z2.0,P1,hy_ig_roc_126d,63,0.778,-0.337173,91,True,pipeline
S4c_roc_126d,T3_z2.0,P2,hy_ig_roc_126d,63,0.8209,-0.270122,592,True,pipeline
S4c_roc_126d,T3_z2.0,P3,hy_ig_roc_126d,63,0.6803,-0.337173,91,True,pipeline
S4c_roc_126d,T3_z2.5,P1,hy_ig_roc_126d,63,0.838,-0.337173,67,True,pipeline
S4c_roc_126d,T3_z2.5,P2,hy_ig_roc_126d,63,0.8209,-0.270122,592,True,pipeline
S4c_roc_126d,T3_z2.5,P3,hy_ig_roc_126d,63,0.8146,-0.337173,67,True,pipeline
S4c_roc_126d,T1_p75,P1,hy_ig_roc_126d,126,0.6393,-0.337173,91,True,pipeline
S4c_roc_126d,T1_p75,P2,hy_ig_roc_126d,126,0.8418,-0.250964,590,True,pipeline
S4c_roc_126d,T1_p75,P3,hy_ig_roc_126d,126,0.359,-0.337173,91,True,pipeline
S4c_roc_126d,T1_p85,P1,hy_ig_roc_126d,126,0.7275,-0.337173,79,True,pipeline
S4c_roc_126d,T1_p85,P2,hy_ig_roc_126d,126,0.8418,-0.250964,590,True,pipeline
S4c_roc_126d,T1_p85,P3,hy_ig_roc_126d,126,0.5653,-0.337173,79,True,pipeline
S4c_roc_126d,T1_p95,P1,hy_ig_roc_126d,126,0.8075,-0.337173,47,True,pipeline
S4c_roc_126d,T1_p95,P2,hy_ig_roc_126d,126,0.8418,-0.250964,590,True,pipeline
S4c_roc_126d,T1_p95,P3,hy_ig_roc_126d,126,0.7593,-0.337173,47,True,pipeline
S4c_roc_126d,T2_rp75,P1,hy_ig_roc_126d,126,0.686,-0.334438,131,True,pipeline
S4c_roc_126d,T2_rp75,P2,hy_ig_roc_126d,126,0.8418,-0.250964,590,True,pipeline
S4c_roc_126d,T2_rp75,P3,hy_ig_roc_126d,126,0.3906,-0.343746,131,True,pipeline
S4c_roc_126d,T2_rp85,P1,hy_ig_roc_126d,126,0.7421,-0.337173,133,True,pipeline
S4c_roc_126d,T2_rp85,P2,hy_ig_roc_126d,126,0.8418,-0.250964,590,True,pipeline
S4c_roc_126d,T2_rp85,P3,hy_ig_roc_126d,126,0.5639,-0.337173,133,True,pipeline
S4c_roc_126d,T2_rp95,P1,hy_ig_roc_126d,126,0.8351,-0.337173,107,True,pipeline
S4c_roc_126d,T2_rp95,P2,hy_ig_roc_126d,126,0.8418,-0.250964,590,True,pipeline
S4c_roc_126d,T2_rp95,P3,hy_ig_roc_126d,126,0.8098,-0.337173,107,True,pipeline
S4c_roc_126d,T3_z1.5,P1,hy_ig_roc_126d,126,0.6955,-0.337173,101,True,pipeline
S4c_roc_126d,T3_z1.5,P2,hy_ig_roc_126d,126,0.8418,-0.250964,590,True,pipeline
S4c_roc_126d,T3_z1.5,P3,hy_ig_roc_126d,126,0.5062,-0.337173,101,True,pipeline
S4c_roc_126d,T3_z2.0,P1,hy_ig_roc_126d,126,0.7966,-0.337173,91,True,pipeline
S4c_roc_126d,T3_z2.0,P2,hy_ig_roc_126d,126,0.8418,-0.250964,590,True,pipeline
S4c_roc_126d,T3_z2.0,P3,hy_ig_roc_126d,126,0.7297,-0.337173,91,True,pipeline
S4c_roc_126d,T3_z2.5,P1,hy_ig_roc_126d,126,0.8478,-0.337173,67,True,pipeline
S4c_roc_126d,T3_z2.5,P2,hy_ig_roc_126d,126,0.8418,-0.250964,590,True,pipeline
S4c_roc_126d,T3_z2.5,P3,hy_ig_roc_126d,126,0.8418,-0.337173,67,True,pipeline
S4c_roc_126d,T1_p75,P1,hy_ig_roc_126d,252,0.9475,-0.244964,112,True,pipeline
S4c_roc_126d,T1_p75,P2,hy_ig_roc_126d,252,0.7578,-0.212174,566,True,pipeline
S4c_roc_126d,T1_p75,P3,hy_ig_roc_126d,252,0.7715,-0.310525,112,True,pipeline
