regime,mean_spread_bps,n_days,ann_return,ann_volatility,sharpe_ratio,max_drawdown,mean_daily_ret,median_daily_ret,skewness,kurtosis
Q1_calm,1.9806741573033708,178,0.22342447724390668,0.10997486142363697,2.031595897022753,-0.05884841099086934,0.0008866050684282011,0.0012637671677775408,-0.6523955311436186,2.8738332974633765
Q2,2.1976023391812864,171,0.35478740950065457,0.11837638419342261,2.997113080603519,-0.05484937756916334,0.0014078865456375181,0.0009012828881442836,-0.142857442324464,2.6687040848386028
Q3,2.3949425287356325,174,0.13966016455561353,0.13547631834440688,1.030882491215701,-0.09919041499835299,0.0005542070022048156,0.0007541215925854772,-0.20476803244344416,0.52830867873694
Q4_stress,2.881314285714286,175,0.10603542156228164,0.2137215973892809,0.49613807335130744,-0.1688815575687139,0.00042077548239000654,0.0003810660532361787,1.70950127592987,23.26260700547864
