date,rolling_corr_24m
1995-01-31,-0.023001669082936257
1995-02-28,-0.027071259548388803
1995-03-31,-0.056169893911575064
1995-04-30,-0.15608761512581587
1995-05-31,-0.15359709900964538
1995-06-30,-0.1887150549870466
1995-07-31,-0.2768027100314005
1995-08-31,-0.23303975291159154
1995-09-30,-0.2559464771853879
1995-10-31,-0.2624034172211801
1995-11-30,-0.2919412136281654
1995-12-31,-0.28772526007461585
1996-01-31,-0.3318716975579711
1996-02-29,-0.3828381628258827
1996-03-31,-0.4058895413292731
1996-04-30,-0.39639916481035525
1996-05-31,-0.39098738172524194
1996-06-30,-0.37337260806266176
1996-07-31,-0.3797402526983773
1996-08-31,-0.3978462000127168
1996-09-30,-0.4094852508718581
1996-10-31,-0.42359054352868347
1996-11-30,-0.2850701121433644
1996-12-31,-0.2941143167997732
1997-01-31,-0.2330966971377146
1997-02-28,-0.2516346967783253
1997-03-31,-0.3351614611108731
1997-04-30,-0.23993015391000785
1997-05-31,-0.20075627698972612
1997-06-30,-0.21355643406159186
1997-07-31,-0.1171506062673139
1997-08-31,-0.25450078816929
1997-09-30,-0.15624361820903024
1997-10-31,-0.24529052886926747
1997-11-30,-0.17437387381117214
1997-12-31,-0.19818289700505007
1998-01-31,-0.1832892722771453
1998-02-28,-0.2602339410889375
1998-03-31,-0.32102068909112297
1998-04-30,-0.26673938351729803
1998-05-31,-0.21280011435665105
1998-06-30,-0.22269549287860466
1998-07-31,-0.10744119737013973
1998-08-31,-0.016311521992897544
1998-09-30,0.010861259416581682
1998-10-31,0.09560708400217756
1998-11-30,0.06416043721576657
1998-12-31,0.04496359064619073
1999-01-31,0.033085391837457956
1999-02-28,0.03150724657509537
1999-03-31,0.060794281338361435
1999-04-30,0.04063715591224814
1999-05-31,0.058450572232762836
1999-06-30,0.04414191229851425
1999-07-31,0.026376058585516424
1999-08-31,0.1070934532656029
1999-09-30,0.08993974941786885
1999-10-31,0.19172867860005993
1999-11-30,0.17072911136656613
1999-12-31,0.23438090541413445
2000-01-31,0.22393446399991818
2000-02-29,0.23670973953723776
2000-03-31,0.19117281878465442
2000-04-30,0.17272743835559612
2000-05-31,0.16133846507712016
2000-06-30,0.1951827174245077
2000-07-31,0.1959289362602299
2000-08-31,0.07171618837038625
2000-09-30,0.14437194478975565
2000-10-31,0.020731931361556787
2000-11-30,0.14107966752645834
2000-12-31,0.137915112935862
2001-01-31,0.0447591810892419
2001-02-28,0.2824987240336117
2001-03-31,0.3299142368913472
2001-04-30,0.1555999286090433
2001-05-31,0.17209462400756917
2001-06-30,0.1750923801915781
2001-07-31,0.2015681142975139
2001-08-31,0.2497523921599695
2001-09-30,0.306530439055717
2001-10-31,0.24346240613737868
2001-11-30,0.14003661577419743
2001-12-31,0.00949956915921665
2002-01-31,0.06858039208045406
2002-02-28,0.07008340917230658
2002-03-31,0.044749360415429006
2002-04-30,0.011179966847644782
2002-05-31,0.02694494939742974
2002-06-30,-0.11904990586740438
2002-07-31,-0.1866924418212967
2002-08-31,-0.16594003260807166
2002-09-30,-0.1653715949110619
2002-10-31,-0.14982751081975654
2002-11-30,-0.09200784358161228
2002-12-31,-0.09094621469171878
2003-01-31,-0.07564193016123597
2003-02-28,-0.160357420367158
2003-03-31,-0.20082248271085906
2003-04-30,-0.1677345703761068
2003-05-31,-0.20403927316051254
2003-06-30,-0.2362244439184809
2003-07-31,-0.24489121667653554
2003-08-31,-0.3281124737618358
2003-09-30,-0.48896071510866895
2003-10-31,-0.47323839707833393
2003-11-30,-0.36608909090814884
2003-12-31,-0.357205851926551
2004-01-31,-0.3609458796049063
2004-02-29,-0.3575250013233726
2004-03-31,-0.3955627295825466
2004-04-30,-0.3634307183250203
2004-05-31,-0.3653570329974666
2004-06-30,-0.26514351650730195
2004-07-31,-0.1927480500117454
2004-08-31,-0.18521508513916135
2004-09-30,-0.3409498398265597
2004-10-31,-0.2656332642635794
2004-11-30,-0.19723212485707245
2004-12-31,-0.27314356921332383
2005-01-31,-0.3182977220514583
2005-02-28,-0.3029449134799459
2005-03-31,-0.3158704940824273
2005-04-30,-0.12360147547145765
2005-05-31,0.04884825497511444
2005-06-30,0.058772128603478115
2005-07-31,0.0009229631905338704
2005-08-31,0.04165297613861445
2005-09-30,0.048595041011885505
2005-10-31,0.151164534069686
2005-11-30,0.11957704809581243
2005-12-31,0.0513796894051391
2006-01-31,0.08692271644628495
2006-02-28,0.08677571453557308
2006-03-31,0.06508102291635287
2006-04-30,0.054708818491796665
2006-05-31,0.06590718916658023
2006-06-30,0.07831106150753261
2006-07-31,0.07895776083420564
2006-08-31,0.06952402417969958
2006-09-30,0.046993890556026416
2006-10-31,0.017788178887603593
2006-11-30,-0.045841625298055466
2006-12-31,-0.10857844918691475
2007-01-31,-0.0508910955467992
2007-02-28,-0.1667544388686234
2007-03-31,-0.1446532004425966
2007-04-30,-0.014309860179688902
2007-05-31,0.02719080606341976
2007-06-30,0.01473256871383587
2007-07-31,0.09385809491141117
2007-08-31,0.08425038787941914
2007-09-30,0.05931309434922875
2007-10-31,-0.05689579964386605
2007-11-30,0.011353099543697402
2007-12-31,0.12311217937757248
2008-01-31,0.07873901768934052
2008-02-29,0.16653899741747702
2008-03-31,0.19324425900356812
2008-04-30,-0.023564012753493194
2008-05-31,-0.04377614856178955
2008-06-30,0.19862644552614422
2008-07-31,0.2096488766236549
2008-08-31,0.1328288689322339
2008-09-30,0.4679208950671275
2008-10-31,0.6369044783545942
2008-11-30,0.6627153526951902
2008-12-31,0.6135831379977925
2009-01-31,0.6386571539643219
2009-02-28,0.6987318267432043
2009-03-31,0.5384498875967347
2009-04-30,0.42916030651656545
2009-05-31,0.3642080138845443
2009-06-30,0.3752918741443934
2009-07-31,0.42254316023490496
2009-08-31,0.43915811528110305
2009-09-30,0.44022136225762715
2009-10-31,0.40439747245241014
2009-11-30,0.46387819981622425
2009-12-31,0.47756307868660697
2010-01-31,0.475179667521586
2010-02-28,0.49387340064522683
2010-03-31,0.5197619742808575
2010-04-30,0.5238594799057782
2010-05-31,0.44136954821772
2010-06-30,0.4070717150532207
2010-07-31,0.4308582149205465
2010-08-31,0.4157954070668759
2010-09-30,0.36709604370063953
2010-10-31,0.25067885516993516
2010-11-30,0.1694519719335671
2010-12-31,0.17758515897624003
2011-01-31,-0.013233390769881585
2011-02-28,-0.4221483707305518
2011-03-31,-0.3443321288218302
2011-04-30,-0.21457155934993027
2011-05-31,-0.12054474750720241
2011-06-30,-0.17947078389334783
2011-07-31,-0.07068242380382977
2011-08-31,-0.10765979842340968
2011-09-30,-0.17242786179073957
2011-10-31,-0.10454399025824479
2011-11-30,-0.12584315279420222
2011-12-31,-0.12479977974869481
2012-01-31,-0.0752373748580986
2012-02-29,-0.07617272875562806
2012-03-31,-0.18006157592990327
2012-04-30,-0.17236492654298724
2012-05-31,0.0788831435729251
2012-06-30,0.22516971553243825
2012-07-31,0.12350763938556683
2012-08-31,0.11451689058840975
2012-09-30,0.03099918179596306
2012-10-31,0.09362564879099129
2012-11-30,0.08423101627020235
2012-12-31,0.0731606173205936
2013-01-31,0.06523839367671871
2013-02-28,0.08490094790040785
2013-03-31,0.09544706622215549
2013-04-30,0.11668369501317569
2013-05-31,0.11313538155088464
2013-06-30,0.10390572059283144
2013-07-31,0.05534846118494382
2013-08-31,0.2125493316499989
2013-09-30,0.36434600580987875
2013-10-31,0.2780276083054992
2013-11-30,0.28471429522144276
2013-12-31,0.30751909591671533
2014-01-31,0.3191422828283145
2014-02-28,0.26785909251662116
2014-03-31,0.22694086907303715
2014-04-30,0.16036377979361335
2014-05-31,0.15873666775507742
2014-06-30,0.13867878498727434
