signal,threshold,strategy,lead_months,oos_sharpe,annual_turnover,max_drawdown,oos_ann_return,valid,point_role
S2_yoy,T3_zscore_1.0,P2_signal_strength,2,0.7758,0.63,-14.01,7.29,True,valid
S2_yoy,T3_zscore_1.0,P3_long_short,2,-0.949,1.67,-74.17,-15.56,False,invalid
S2_yoy,T3_zscore_neg_1.0,P1_long_cash,2,0.5433,0.56,-6.14,2.95,True,valid
S2_yoy,T3_zscore_neg_1.0,P2_signal_strength,2,0.7758,0.63,-14.01,7.29,True,valid
S2_yoy,T3_zscore_neg_1.0,P3_long_short,2,-0.5297,1.11,-57.36,-8.9,False,invalid
S2_yoy,T3_zscore_1.5,P1_long_cash,2,0.044,0.39,-4.66,0.09,True,valid
S2_yoy,T3_zscore_1.5,P2_signal_strength,2,0.7758,0.63,-14.01,7.29,True,valid
S2_yoy,T3_zscore_1.5,P3_long_short,2,-0.8876,0.78,-73.03,-14.61,False,invalid
S2_yoy,T3_zscore_neg_1.5,P1_long_cash,2,0.3846,0.22,-3.74,1.36,True,valid
S2_yoy,T3_zscore_neg_1.5,P2_signal_strength,2,0.7758,0.63,-14.01,7.29,True,valid
S2_yoy,T3_zscore_neg_1.5,P3_long_short,2,-0.726,0.44,-66.96,-12.08,False,invalid
S2_yoy,T3_zscore_2.0,P1_long_cash,2,0.5002,0.17,0.0,0.68,True,valid
S2_yoy,T3_zscore_2.0,P2_signal_strength,2,0.7758,0.63,-14.01,7.29,True,valid
S2_yoy,T3_zscore_2.0,P3_long_short,2,-0.8127,0.33,-70.4,-13.45,False,invalid
S2_yoy,T3_zscore_neg_2.0,P1_long_cash,2,0.3846,0.22,-3.74,1.36,True,valid
S2_yoy,T3_zscore_neg_2.0,P2_signal_strength,2,0.7758,0.63,-14.01,7.29,True,valid
S2_yoy,T3_zscore_neg_2.0,P3_long_short,2,-0.726,0.44,-66.96,-12.08,False,invalid
S2_yoy,T4_zero,P1_long_cash,2,0.4453,0.53,-23.93,5.39,True,valid
S2_yoy,T4_zero,P2_signal_strength,2,0.7758,0.63,-14.01,7.29,True,valid
S2_yoy,T4_zero,P3_long_short,2,-0.2369,1.06,-60.43,-4.02,False,invalid
S2_yoy,T1_fixed_p25,P1_long_cash,3,0.2247,0.58,-23.93,2.7,True,valid
S2_yoy,T1_fixed_p25,P2_signal_strength,3,0.7693,0.63,-14.76,7.4,True,valid
S2_yoy,T1_fixed_p25,P3_long_short,3,-0.5599,1.17,-70.18,-9.4,False,invalid
S2_yoy,T1_fixed_p50,P1_long_cash,3,0.1173,1.33,-13.53,0.99,True,valid
S2_yoy,T1_fixed_p50,P2_signal_strength,3,0.7693,0.63,-14.76,7.4,True,valid
S2_yoy,T1_fixed_p50,P3_long_short,3,-0.7728,2.67,-69.72,-12.82,False,invalid
S2_yoy,T1_fixed_p75,P1_long_cash,3,0.0022,0.78,-8.8,0.01,True,valid
S2_yoy,T1_fixed_p75,P2_signal_strength,3,0.7693,0.63,-14.76,7.4,True,valid
S2_yoy,T1_fixed_p75,P3_long_short,3,-0.8981,1.56,-72.83,-14.78,False,invalid
S2_yoy,T2_roll_p25,P1_long_cash,3,0.8436,0.58,-23.93,11.49,True,valid
S2_yoy,T2_roll_p25,P2_signal_strength,3,0.7693,0.63,-14.76,7.4,True,valid
S2_yoy,T2_roll_p25,P3_long_short,3,0.4858,1.17,-49.81,8.18,True,valid
S2_yoy,T2_roll_p50,P1_long_cash,3,0.1948,1.31,-23.93,2.15,True,valid
S2_yoy,T2_roll_p50,P2_signal_strength,3,0.7693,0.63,-14.76,7.4,True,valid
S2_yoy,T2_roll_p50,P3_long_short,3,-0.6273,2.61,-71.68,-10.49,False,invalid
S2_yoy,T2_roll_p75,P1_long_cash,3,0.1643,1.0,-13.53,1.36,True,valid
S2_yoy,T2_roll_p75,P2_signal_strength,3,0.7693,0.63,-14.76,7.4,True,valid
S2_yoy,T2_roll_p75,P3_long_short,3,-0.7258,2.0,-67.84,-12.07,False,invalid
S2_yoy,T3_zscore_1.0,P1_long_cash,3,0.2267,0.83,-8.8,1.29,True,valid
S2_yoy,T3_zscore_1.0,P2_signal_strength,3,0.7693,0.63,-14.76,7.4,True,valid
S2_yoy,T3_zscore_1.0,P3_long_short,3,-0.7351,1.67,-68.86,-12.22,False,invalid
S2_yoy,T3_zscore_neg_1.0,P1_long_cash,3,0.2938,0.56,-7.92,1.82,True,valid
S2_yoy,T3_zscore_neg_1.0,P2_signal_strength,3,0.7693,0.63,-14.76,7.4,True,valid
S2_yoy,T3_zscore_neg_1.0,P3_long_short,3,-0.6694,1.11,-64.45,-11.17,False,invalid
S2_yoy,T3_zscore_1.5,P1_long_cash,3,0.2103,0.39,-4.66,0.67,True,valid
S2_yoy,T3_zscore_1.5,P2_signal_strength,3,0.7693,0.63,-14.76,7.4,True,valid
S2_yoy,T3_zscore_1.5,P3_long_short,3,-0.814,0.78,-70.44,-13.47,False,invalid
S2_yoy,T3_zscore_neg_1.5,P1_long_cash,3,0.2296,0.22,-6.14,0.83,True,valid
S2_yoy,T3_zscore_neg_1.5,P2_signal_strength,3,0.7693,0.63,-14.76,7.4,True,valid
S2_yoy,T3_zscore_neg_1.5,P3_long_short,3,-0.7934,0.44,-69.66,-13.14,False,invalid
S2_yoy,T3_zscore_2.0,P1_long_cash,3,-0.1072,0.17,-4.66,-0.21,False,invalid
S2_yoy,T3_zscore_2.0,P2_signal_strength,3,0.7693,0.63,-14.76,7.4,True,valid
S2_yoy,T3_zscore_2.0,P3_long_short,3,-0.9273,0.33,-74.32,-15.22,False,invalid
S2_yoy,T3_zscore_neg_2.0,P1_long_cash,3,0.2296,0.22,-6.14,0.83,True,valid
S2_yoy,T3_zscore_neg_2.0,P2_signal_strength,3,0.7693,0.63,-14.76,7.4,True,valid
S2_yoy,T3_zscore_neg_2.0,P3_long_short,3,-0.7934,0.44,-69.66,-13.14,False,invalid
S2_yoy,T4_zero,P1_long_cash,3,0.3645,0.53,-23.93,4.44,True,valid
S2_yoy,T4_zero,P2_signal_strength,3,0.7693,0.63,-14.76,7.4,True,valid
S2_yoy,T4_zero,P3_long_short,3,-0.3496,1.06,-67.58,-5.91,False,invalid
S2_yoy,T1_fixed_p25,P1_long_cash,6,0.3072,0.61,-23.93,3.57,True,valid
S2_yoy,T1_fixed_p25,P2_signal_strength,6,0.7661,0.64,-16.38,7.33,True,valid
S2_yoy,T1_fixed_p25,P3_long_short,6,-0.4547,1.22,-63.16,-7.67,False,invalid
S2_yoy,T1_fixed_p50,P1_long_cash,6,0.0558,1.33,-27.38,0.5,True,valid
S2_yoy,T1_fixed_p50,P2_signal_strength,6,0.7661,0.64,-16.38,7.33,True,valid
S2_yoy,T1_fixed_p50,P3_long_short,6,-0.8348,2.67,-77.4,-13.79,False,invalid
S2_yoy,T1_fixed_p75,P1_long_cash,6,-0.1053,0.78,-13.43,-0.5,False,invalid
S2_yoy,T1_fixed_p75,P2_signal_strength,6,0.7661,0.64,-16.38,7.33,True,valid
S2_yoy,T1_fixed_p75,P3_long_short,6,-0.9651,1.56,-75.94,-15.8,False,invalid
S2_yoy,T2_roll_p25,P1_long_cash,6,0.4805,0.58,-32.54,7.1,True,valid
S2_yoy,T2_roll_p25,P2_signal_strength,6,0.7661,0.64,-16.38,7.33,True,valid
S2_yoy,T2_roll_p25,P3_long_short,6,-0.0352,1.17,-62.65,-0.6,False,invalid
S2_yoy,T2_roll_p50,P1_long_cash,6,0.2609,1.31,-23.93,2.9,True,valid
S2_yoy,T2_roll_p50,P2_signal_strength,6,0.7661,0.64,-16.38,7.33,True,valid
S2_yoy,T2_roll_p50,P3_long_short,6,-0.5356,2.61,-67.86,-9.0,False,invalid
S2_yoy,T2_roll_p75,P1_long_cash,6,-0.0698,0.94,-29.44,-0.6,False,invalid
S2_yoy,T2_roll_p75,P2_signal_strength,6,0.7661,0.64,-16.38,7.33,True,valid
S2_yoy,T2_roll_p75,P3_long_short,6,-0.9781,1.89,-80.78,-16.0,False,invalid
S2_yoy,T3_zscore_1.0,P1_long_cash,6,0.0251,0.83,-8.07,0.11,True,valid
S2_yoy,T3_zscore_1.0,P2_signal_strength,6,0.7661,0.64,-16.38,7.33,True,valid
S2_yoy,T3_zscore_1.0,P3_long_short,6,-0.8861,1.67,-73.14,-14.59,False,invalid
S2_yoy,T3_zscore_neg_1.0,P1_long_cash,6,0.5467,0.56,-4.66,2.97,True,valid
S2_yoy,T3_zscore_neg_1.0,P2_signal_strength,6,0.7661,0.64,-16.38,7.33,True,valid
S2_yoy,T3_zscore_neg_1.0,P3_long_short,6,-0.5269,1.11,-57.21,-8.86,False,invalid
S2_yoy,T3_zscore_1.5,P1_long_cash,6,-0.0724,0.39,-5.27,-0.18,False,invalid
S2_yoy,T3_zscore_1.5,P2_signal_strength,6,0.7661,0.64,-16.38,7.33,True,valid
S2_yoy,T3_zscore_1.5,P3_long_short,6,-0.9235,0.78,-74.2,-15.17,False,invalid
S2_yoy,T3_zscore_neg_1.5,P1_long_cash,6,0.3314,0.22,-2.49,1.38,True,valid
S2_yoy,T3_zscore_neg_1.5,P2_signal_strength,6,0.7661,0.64,-16.38,7.33,True,valid
S2_yoy,T3_zscore_neg_1.5,P3_long_short,6,-0.7233,0.44,-66.82,-12.03,False,invalid
S2_yoy,T3_zscore_2.0,P1_long_cash,6,0.2873,0.17,-0.8,0.48,True,valid
S2_yoy,T3_zscore_2.0,P2_signal_strength,6,0.7661,0.64,-16.38,7.33,True,valid
S2_yoy,T3_zscore_2.0,P3_long_short,6,-0.8382,0.33,-71.33,-13.85,False,invalid
S2_yoy,T3_zscore_neg_2.0,P1_long_cash,6,0.3314,0.22,-2.49,1.38,True,valid
S2_yoy,T3_zscore_neg_2.0,P2_signal_strength,6,0.7661,0.64,-16.38,7.33,True,valid
S2_yoy,T3_zscore_neg_2.0,P3_long_short,6,-0.7233,0.44,-66.82,-12.03,False,invalid
S2_yoy,T4_zero,P1_long_cash,6,0.4086,0.53,-23.93,4.85,True,valid
S2_yoy,T4_zero,P2_signal_strength,6,0.7661,0.64,-16.38,7.33,True,valid
S2_yoy,T4_zero,P3_long_short,6,-0.3009,1.06,-59.4,-5.1,False,invalid
S3_mom,T1_fixed_p25,P1_long_cash,0,0.5307,3.42,-26.97,7.06,True,valid
S3_mom,T1_fixed_p25,P2_signal_strength,0,0.8674,2.21,-16.4,8.47,True,valid
S3_mom,T1_fixed_p25,P3_long_short,0,-0.0406,6.83,-49.6,-0.69,False,invalid
S3_mom,T1_fixed_p50,P1_long_cash,0,0.6564,5.64,-12.49,6.09,True,valid
S3_mom,T1_fixed_p50,P2_signal_strength,0,0.8674,2.21,-16.4,8.47,True,valid
S3_mom,T1_fixed_p50,P3_long_short,0,-0.1544,11.28,-39.8,-2.62,False,invalid
S3_mom,T1_fixed_p75,P1_long_cash,0,0.5912,4.56,-12.52,4.44,True,valid
S3_mom,T1_fixed_p75,P2_signal_strength,0,0.8674,2.21,-16.4,8.47,True,valid
S3_mom,T1_fixed_p75,P3_long_short,0,-0.3498,9.11,-53.66,-5.92,False,invalid
S3_mom,T2_roll_p25,P1_long_cash,0,0.5476,3.47,-26.97,7.42,True,valid
S3_mom,T2_roll_p25,P2_signal_strength,0,0.8674,2.21,-16.4,8.47,True,valid
S3_mom,T2_roll_p25,P3_long_short,0,0.0019,6.94,-43.87,0.03,True,valid
S3_mom,T2_roll_p50,P1_long_cash,0,0.727,4.97,-12.5,8.04,True,valid
S3_mom,T2_roll_p50,P2_signal_strength,0,0.8674,2.21,-16.4,8.47,True,valid
S3_mom,T2_roll_p50,P3_long_short,0,0.0754,9.94,-37.15,1.28,True,valid
S3_mom,T2_roll_p75,P1_long_cash,0,0.4107,3.94,-12.49,3.27,True,valid
S3_mom,T2_roll_p75,P2_signal_strength,0,0.8674,2.21,-16.4,8.47,True,valid
S3_mom,T2_roll_p75,P3_long_short,0,-0.4914,7.89,-61.26,-8.27,False,invalid
S3_mom,T3_zscore_1.0,P1_long_cash,0,0.949,2.39,0.0,3.94,True,valid
S3_mom,T3_zscore_1.0,P2_signal_strength,0,0.8674,2.21,-16.4,8.47,True,valid
S3_mom,T3_zscore_1.0,P3_long_short,0,-0.4101,4.78,-57.09,-6.92,False,invalid
S3_mom,T3_zscore_neg_1.0,P1_long_cash,0,0.3272,2.11,-10.67,2.12,True,valid
S3_mom,T3_zscore_neg_1.0,P2_signal_strength,0,0.8674,2.21,-16.4,8.47,True,valid
S3_mom,T3_zscore_neg_1.0,P3_long_short,0,-0.6317,4.22,-63.1,-10.56,False,invalid
S3_mom,T3_zscore_1.5,P1_long_cash,0,0.5773,0.83,0.0,1.91,True,valid
S3_mom,T3_zscore_1.5,P2_signal_strength,0,0.8674,2.21,-16.4,8.47,True,valid
S3_mom,T3_zscore_1.5,P3_long_short,0,-0.6573,1.67,-65.63,-10.98,False,invalid
S3_mom,T3_zscore_neg_1.5,P1_long_cash,0,0.6345,1.06,0.0,3.27,True,valid
S3_mom,T3_zscore_neg_1.5,P2_signal_strength,0,0.8674,2.21,-16.4,8.47,True,valid
S3_mom,T3_zscore_neg_1.5,P3_long_short,0,-0.4903,2.11,-61.35,-8.25,False,invalid
S3_mom,T3_zscore_2.0,P1_long_cash,0,0.4634,0.44,0.0,1.04,True,valid
S3_mom,T3_zscore_2.0,P2_signal_strength,0,0.8674,2.21,-16.4,8.47,True,valid
S3_mom,T3_zscore_2.0,P3_long_short,0,-0.7666,0.89,-70.11,-12.72,False,invalid
S3_mom,T3_zscore_neg_2.0,P1_long_cash,0,0.4568,0.39,0.0,2.18,True,valid
S3_mom,T3_zscore_neg_2.0,P2_signal_strength,0,0.8674,2.21,-16.4,8.47,True,valid
S3_mom,T3_zscore_neg_2.0,P3_long_short,0,-0.6238,0.78,-64.71,-10.44,False,invalid
S3_mom,T4_zero,P1_long_cash,0,0.7673,4.92,-15.11,9.13,True,valid
S3_mom,T4_zero,P2_signal_strength,0,0.8674,2.21,-16.4,8.47,True,valid
S3_mom,T4_zero,P3_long_short,0,0.2037,9.83,-27.24,3.46,True,valid
S3_mom,T1_fixed_p25,P1_long_cash,1,0.6588,3.42,-21.44,9.22,True,valid
S3_mom,T1_fixed_p25,P2_signal_strength,1,0.8833,2.22,-16.83,8.8,True,valid
S3_mom,T1_fixed_p25,P3_long_short,1,0.2138,6.83,-28.2,3.63,True,valid
S3_mom,T1_fixed_p50,P1_long_cash,1,0.4922,5.61,-13.81,4.55,True,valid
S3_mom,T1_fixed_p50,P2_signal_strength,1,0.8833,2.22,-16.83,8.8,True,valid
S3_mom,T1_fixed_p50,P3_long_short,1,-0.3367,11.22,-57.13,-5.7,False,invalid
S3_mom,T1_fixed_p75,P1_long_cash,1,0.0016,4.56,-18.66,0.01,True,valid
S3_mom,T1_fixed_p75,P2_signal_strength,1,0.8833,2.22,-16.83,8.8,True,valid
S3_mom,T1_fixed_p75,P3_long_short,1,-0.8984,9.11,-72.84,-14.78,False,invalid
S3_mom,T2_roll_p25,P1_long_cash,1,0.6722,3.47,-21.24,9.95,True,valid
S3_mom,T2_roll_p25,P2_signal_strength,1,0.8833,2.22,-16.83,8.8,True,valid
S3_mom,T2_roll_p25,P3_long_short,1,0.3012,6.94,-28.91,5.1,True,valid
S3_mom,T2_roll_p50,P1_long_cash,1,0.5411,4.97,-21.6,6.15,True,valid
S3_mom,T2_roll_p50,P2_signal_strength,1,0.8833,2.22,-16.83,8.8,True,valid
S3_mom,T2_roll_p50,P3_long_short,1,-0.1474,9.94,-42.87,-2.5,False,invalid
S3_mom,T2_roll_p75,P1_long_cash,1,0.5374,3.94,-10.53,4.04,True,valid
S3_mom,T2_roll_p75,P2_signal_strength,1,0.8833,2.22,-16.83,8.8,True,valid
S3_mom,T2_roll_p75,P3_long_short,1,-0.3979,7.89,-59.7,-6.72,False,invalid
S3_mom,T3_zscore_1.0,P1_long_cash,1,0.2447,2.39,-6.91,1.1,True,valid
S3_mom,T3_zscore_1.0,P2_signal_strength,1,0.8833,2.22,-16.83,8.8,True,valid
S3_mom,T3_zscore_1.0,P3_long_short,1,-0.7589,4.78,-67.65,-12.6,False,invalid
S3_mom,T3_zscore_neg_1.0,P1_long_cash,1,0.384,2.11,-12.49,2.35,True,valid
S3_mom,T3_zscore_neg_1.0,P2_signal_strength,1,0.8833,2.22,-16.83,8.8,True,valid
S3_mom,T3_zscore_neg_1.0,P3_long_short,1,-0.6031,4.22,-67.47,-10.1,False,invalid
S3_mom,T3_zscore_1.5,P1_long_cash,1,0.169,0.83,-3.74,0.48,True,valid
S3_mom,T3_zscore_1.5,P2_signal_strength,1,0.8833,2.22,-16.83,8.8,True,valid
S3_mom,T3_zscore_1.5,P3_long_short,1,-0.8384,1.67,-71.66,-13.85,False,invalid
S3_mom,T3_zscore_neg_1.5,P1_long_cash,1,0.7618,1.06,0.0,2.3,True,valid
S3_mom,T3_zscore_neg_1.5,P2_signal_strength,1,0.8833,2.22,-16.83,8.8,True,valid
S3_mom,T3_zscore_neg_1.5,P3_long_short,1,-0.6088,2.11,-64.33,-10.19,False,invalid
S3_mom,T3_zscore_2.0,P1_long_cash,1,0.3817,0.44,0.0,0.94,True,valid
S3_mom,T3_zscore_2.0,P2_signal_strength,1,0.8833,2.22,-16.83,8.8,True,valid
S3_mom,T3_zscore_2.0,P3_long_short,1,-0.7787,0.89,-69.45,-12.91,False,invalid
S3_mom,T3_zscore_neg_2.0,P1_long_cash,1,0.4562,0.39,0.0,0.82,True,valid
S3_mom,T3_zscore_neg_2.0,P2_signal_strength,1,0.8833,2.22,-16.83,8.8,True,valid
S3_mom,T3_zscore_neg_2.0,P3_long_short,1,-0.7948,0.78,-69.72,-13.17,False,invalid
S3_mom,T4_zero,P1_long_cash,1,0.6461,4.92,-28.06,8.07,True,valid
S3_mom,T4_zero,P2_signal_strength,1,0.8833,2.22,-16.83,8.8,True,valid
S3_mom,T4_zero,P3_long_short,1,0.0792,9.83,-42.28,1.35,True,valid
S3_mom,T1_fixed_p25,P1_long_cash,2,1.0955,3.39,-15.46,14.66,True,coarse_top5
S3_mom,T1_fixed_p25,P2_signal_strength,2,0.8557,2.22,-16.66,8.61,True,valid
S3_mom,T1_fixed_p25,P3_long_short,2,0.8811,6.78,-15.79,14.51,True,valid
S3_mom,T1_fixed_p50,P1_long_cash,2,0.7506,5.61,-15.46,7.57,True,valid
S3_mom,T1_fixed_p50,P2_signal_strength,2,0.8557,2.22,-16.66,8.61,True,valid
S3_mom,T1_fixed_p50,P3_long_short,2,0.0202,11.22,-35.33,0.34,True,valid
S3_mom,T1_fixed_p75,P1_long_cash,2,0.4295,4.5,-15.97,3.38,True,valid
S3_mom,T1_fixed_p75,P2_signal_strength,2,0.8557,2.22,-16.66,8.61,True,valid
S3_mom,T1_fixed_p75,P3_long_short,2,-0.4773,9.0,-63.92,-8.04,False,invalid
S3_mom,T2_roll_p25,P1_long_cash,2,0.9681,3.44,-19.42,13.81,True,valid
S3_mom,T2_roll_p25,P2_signal_strength,2,0.8557,2.22,-16.66,8.61,True,valid
S3_mom,T2_roll_p25,P3_long_short,2,0.7728,6.89,-31.87,12.82,True,valid
S3_mom,T2_roll_p50,P1_long_cash,2,0.8133,4.94,-15.46,9.35,True,valid
S3_mom,T2_roll_p50,P2_signal_strength,2,0.8557,2.22,-16.66,8.61,True,valid
S3_mom,T2_roll_p50,P3_long_short,2,0.2292,9.89,-23.36,3.89,True,valid
S3_mom,T2_roll_p75,P1_long_cash,2,0.5954,3.94,-7.92,4.8,True,valid
S3_mom,T2_roll_p75,P2_signal_strength,2,0.8557,2.22,-16.66,8.61,True,valid
S3_mom,T2_roll_p75,P3_long_short,2,-0.3071,7.89,-55.24,-5.2,False,invalid
S3_mom,T3_zscore_1.0,P1_long_cash,2,0.262,2.39,-7.92,1.31,True,valid
S3_mom,T3_zscore_1.0,P2_signal_strength,2,0.8557,2.22,-16.66,8.61,True,valid
S3_mom,T3_zscore_1.0,P3_long_short,2,-0.7326,4.78,-74.13,-12.18,False,invalid
S3_mom,T3_zscore_neg_1.0,P1_long_cash,2,0.5066,2.11,-6.38,2.92,True,valid
S3_mom,T3_zscore_neg_1.0,P2_signal_strength,2,0.8557,2.22,-16.66,8.61,True,valid
S3_mom,T3_zscore_neg_1.0,P3_long_short,2,-0.533,4.22,-61.32,-8.96,False,invalid
S3_mom,T3_zscore_1.5,P1_long_cash,2,0.1347,0.83,-6.14,0.39,True,valid
S3_mom,T3_zscore_1.5,P2_signal_strength,2,0.8557,2.22,-16.66,8.61,True,valid
S3_mom,T3_zscore_1.5,P3_long_short,2,-0.8497,1.67,-76.55,-14.03,False,invalid
S3_mom,T3_zscore_neg_1.5,P1_long_cash,2,0.588,1.06,-0.04,1.43,True,valid
S3_mom,T3_zscore_neg_1.5,P2_signal_strength,2,0.8557,2.22,-16.66,8.61,True,valid
S3_mom,T3_zscore_neg_1.5,P3_long_short,2,-0.717,2.11,-68.65,-11.93,False,invalid
S3_mom,T3_zscore_2.0,P1_long_cash,2,0.2558,0.44,-3.74,0.7,True,valid
S3_mom,T3_zscore_2.0,P2_signal_strength,2,0.8557,2.22,-16.66,8.61,True,valid
S3_mom,T3_zscore_2.0,P3_long_short,2,-0.8098,0.89,-75.35,-13.4,False,invalid
S3_mom,T3_zscore_neg_2.0,P1_long_cash,2,0.4418,0.39,0.0,0.96,True,valid
S3_mom,T3_zscore_neg_2.0,P2_signal_strength,2,0.8557,2.22,-16.66,8.61,True,valid
S3_mom,T3_zscore_neg_2.0,P3_long_short,2,-0.777,0.78,-69.03,-12.89,False,invalid
S3_mom,T4_zero,P1_long_cash,2,0.8664,4.89,-15.46,10.74,True,valid
S3_mom,T4_zero,P2_signal_strength,2,0.8557,2.22,-16.66,8.61,True,valid
S3_mom,T4_zero,P3_long_short,2,0.3952,9.78,-24.68,6.68,True,valid
S3_mom,T1_fixed_p25,P1_long_cash,3,0.6603,3.31,-16.41,8.79,True,valid
S3_mom,T1_fixed_p25,P2_signal_strength,3,0.695,2.22,-15.99,7.19,True,valid
S3_mom,T1_fixed_p25,P3_long_short,3,0.1631,6.61,-39.16,2.77,True,valid
S3_mom,T1_fixed_p50,P1_long_cash,3,0.3363,5.67,-26.97,3.69,True,valid
S3_mom,T1_fixed_p50,P2_signal_strength,3,0.695,2.22,-15.99,7.19,True,valid
S3_mom,T1_fixed_p50,P3_long_short,3,-0.4399,11.33,-57.91,-7.42,False,invalid
S3_mom,T1_fixed_p75,P1_long_cash,3,0.3016,4.56,-18.47,2.78,True,valid
S3_mom,T1_fixed_p75,P2_signal_strength,3,0.695,2.22,-15.99,7.19,True,valid
S3_mom,T1_fixed_p75,P3_long_short,3,-0.551,9.11,-54.93,-9.25,False,invalid
S3_mom,T2_roll_p25,P1_long_cash,3,0.8082,3.42,-13.53,11.52,True,valid
S3_mom,T2_roll_p25,P2_signal_strength,3,0.695,2.22,-15.99,7.19,True,valid
S3_mom,T2_roll_p25,P3_long_short,3,0.4894,6.83,-21.91,8.24,True,valid
S3_mom,T2_roll_p50,P1_long_cash,3,0.7369,4.94,-19.9,8.64,True,valid
S3_mom,T2_roll_p50,P2_signal_strength,3,0.695,2.22,-15.99,7.19,True,valid
S3_mom,T2_roll_p50,P3_long_short,3,0.146,9.89,-48.75,2.48,True,valid
S3_mom,T2_roll_p75,P1_long_cash,3,0.1221,3.94,-26.97,1.13,True,valid
S3_mom,T2_roll_p75,P2_signal_strength,3,0.695,2.22,-15.99,7.19,True,valid
S3_mom,T2_roll_p75,P3_long_short,3,-0.7553,7.89,-66.18,-12.54,False,invalid
S3_mom,T3_zscore_1.0,P1_long_cash,3,-0.308,2.39,-28.65,-2.33,False,invalid
S3_mom,T3_zscore_1.0,P2_signal_strength,3,0.695,2.22,-15.99,7.19,True,valid
S3_mom,T3_zscore_1.0,P3_long_short,3,-1.214,4.78,-80.14,-19.47,False,invalid
S3_mom,T3_zscore_neg_1.0,P1_long_cash,3,0.2478,2.11,-9.46,1.43,True,valid
S3_mom,T3_zscore_neg_1.0,P2_signal_strength,3,0.695,2.22,-15.99,7.19,True,valid
S3_mom,T3_zscore_neg_1.0,P3_long_short,3,-0.7171,4.22,-66.98,-11.94,False,invalid
S3_mom,T3_zscore_1.5,P1_long_cash,3,0.2301,0.83,-3.64,0.99,True,valid
S3_mom,T3_zscore_1.5,P2_signal_strength,3,0.695,2.22,-15.99,7.19,True,valid
S3_mom,T3_zscore_1.5,P3_long_short,3,-0.7726,1.67,-68.56,-12.82,False,invalid
S3_mom,T3_zscore_neg_1.5,P1_long_cash,3,0.2231,1.06,-7.92,0.97,True,valid
S3_mom,T3_zscore_neg_1.5,P2_signal_strength,3,0.695,2.22,-15.99,7.19,True,valid
S3_mom,T3_zscore_neg_1.5,P3_long_short,3,-0.775,2.11,-69.32,-12.85,False,invalid
S3_mom,T3_zscore_2.0,P1_long_cash,3,-0.1901,0.44,-3.64,-0.37,False,invalid
S3_mom,T3_zscore_2.0,P2_signal_strength,3,0.695,2.22,-15.99,7.19,True,valid
S3_mom,T3_zscore_2.0,P3_long_short,3,-0.9478,0.89,-74.73,-15.54,False,invalid
S3_mom,T3_zscore_neg_2.0,P1_long_cash,3,0.5008,0.39,0.0,1.61,True,valid
S3_mom,T3_zscore_neg_2.0,P2_signal_strength,3,0.695,2.22,-15.99,7.19,True,valid
S3_mom,T3_zscore_neg_2.0,P3_long_short,3,-0.6951,0.78,-65.63,-11.59,False,invalid
S3_mom,T4_zero,P1_long_cash,3,0.7914,4.86,-16.41,9.66,True,valid
S3_mom,T4_zero,P2_signal_strength,3,0.695,2.22,-15.99,7.19,True,valid
S3_mom,T4_zero,P3_long_short,3,0.2665,9.72,-39.16,4.52,True,valid
S3_mom,T1_fixed_p25,P1_long_cash,6,0.6057,3.31,-23.28,7.56,True,valid
S3_mom,T1_fixed_p25,P2_signal_strength,6,0.9,2.23,-16.57,8.71,True,valid
S3_mom,T1_fixed_p25,P3_long_short,6,0.0188,6.61,-52.22,0.32,True,valid
S3_mom,T1_fixed_p50,P1_long_cash,6,0.2448,5.53,-23.28,2.57,True,valid
S3_mom,T1_fixed_p50,P2_signal_strength,6,0.9,2.23,-16.57,8.71,True,valid
S3_mom,T1_fixed_p50,P3_long_short,6,-0.5759,11.06,-62.11,-9.66,False,invalid
S3_mom,T1_fixed_p75,P1_long_cash,6,0.3716,4.5,-16.73,3.3,True,valid
S3_mom,T1_fixed_p75,P2_signal_strength,6,0.9,2.23,-16.57,8.71,True,valid
S3_mom,T1_fixed_p75,P3_long_short,6,-0.4876,9.0,-62.08,-8.21,False,invalid
S3_mom,T2_roll_p25,P1_long_cash,6,0.8154,3.36,-20.39,11.05,True,valid
S3_mom,T2_roll_p25,P2_signal_strength,6,0.9,2.23,-16.57,8.71,True,valid
S3_mom,T2_roll_p25,P3_long_short,6,0.433,6.72,-32.13,7.3,True,valid
S3_mom,T2_roll_p50,P1_long_cash,6,0.3756,4.92,-24.67,4.29,True,valid
S3_mom,T2_roll_p50,P2_signal_strength,6,0.9,2.23,-16.57,8.71,True,valid
S3_mom,T2_roll_p50,P3_long_short,6,-0.368,9.83,-66.57,-6.22,False,invalid
S3_mom,T2_roll_p75,P1_long_cash,6,0.5241,3.94,-14.27,4.03,True,valid
S3_mom,T2_roll_p75,P2_signal_strength,6,0.9,2.23,-16.57,8.71,True,valid
S3_mom,T2_roll_p75,P3_long_short,6,-0.3992,7.89,-51.01,-6.74,False,invalid
S3_mom,T3_zscore_1.0,P1_long_cash,6,0.3197,2.39,-12.49,1.98,True,valid
S3_mom,T3_zscore_1.0,P2_signal_strength,6,0.9,2.23,-16.57,8.71,True,valid
S3_mom,T3_zscore_1.0,P3_long_short,6,-0.6484,4.78,-69.17,-10.83,False,invalid
