date,granger_f_24m,p_value_24m
1995-01-31,1.934701,0.174977
1995-02-28,3.391277,0.057626
1995-03-31,4.390468,0.029025
1995-04-30,4.305461,0.030704
1995-05-31,3.19354,0.066454
1995-06-30,2.780112,0.079932
1995-07-31,2.105156,0.152463
1995-08-31,2.009182,0.164712
1995-09-30,1.398111,0.274073
1995-10-31,1.807409,0.194218
1995-11-30,0.687251,0.516397
1995-12-31,1.164801,0.358121
1996-01-31,1.623605,0.228812
1996-02-29,1.670362,0.218783
1996-03-31,1.533864,0.249485
1996-04-30,1.366496,0.293622
1996-05-31,0.964462,0.43686
1996-06-30,1.504135,0.256772
1996-07-31,1.252974,0.328259
1996-08-31,1.632012,0.226972
1996-09-30,2.060811,0.15158
1996-10-31,2.330477,0.118587
1996-11-30,1.078086,0.390251
1996-12-31,1.46439,0.266874
1997-01-31,0.986118,0.427563
1997-02-28,0.660408,0.589906
1997-03-31,1.369649,0.255629
1997-04-30,0.469518,0.708281
1997-05-31,0.479112,0.70195
1997-06-30,0.671372,0.583624
1997-07-31,0.960279,0.438679
1997-08-31,1.443718,0.243574
1997-09-30,1.320247,0.307242
1997-10-31,2.252611,0.149012
1997-11-30,2.159487,0.138452
1997-12-31,2.140198,0.140916
1998-01-31,3.046843,0.09624
1998-02-28,3.473074,0.077125
1998-03-31,6.185476,0.021828
1998-04-30,4.78162,0.040819
1998-05-31,2.593836,0.093913
1998-06-30,4.791711,0.022368
1998-07-31,2.013104,0.16419
1998-08-31,2.06256,0.166414
1998-09-30,2.037299,0.16891
1998-10-31,2.11562,0.161318
1998-11-30,2.138332,0.159195
1998-12-31,1.990279,0.167252
1999-01-31,1.650611,0.221247
1999-02-28,1.80129,0.194595
1999-03-31,1.907074,0.174864
1999-04-30,1.831933,0.187657
1999-05-31,1.859645,0.18605
1999-06-30,1.784625,0.196586
1999-07-31,2.80738,0.078088
1999-08-31,2.893478,0.072574
1999-09-30,5.07438,0.013855
1999-10-31,6.208329,0.006649
1999-11-30,6.896278,0.004405
1999-12-31,4.436739,0.048003
2000-01-31,1.707102,0.21124
2000-02-29,1.040604,0.405041
2000-03-31,1.924153,0.172092
2000-04-30,2.056131,0.152236
2000-05-31,2.513124,0.100805
2000-06-30,2.447702,0.106807
2000-07-31,1.049925,0.317759
2000-08-31,1.985786,0.174141
2000-09-30,0.768207,0.530665
2000-10-31,0.381949,0.767593
2000-11-30,0.148689,0.703862
2000-12-31,0.323562,0.575808
2001-01-31,0.190436,0.901151
2001-02-28,1.007504,0.327492
2001-03-31,0.887029,0.471775
2001-04-30,1.460178,0.259891
2001-05-31,1.666721,0.219547
2001-06-30,1.682373,0.216286
2001-07-31,1.398562,0.273967
2001-08-31,0.364721,0.699694
2001-09-30,0.052333,0.983546
2001-10-31,0.056591,0.945158
2001-11-30,0.125088,0.943703
2001-12-31,0.668972,0.584995
2002-01-31,0.702401,0.566161
2002-02-28,0.737696,0.546864
2002-03-31,0.452436,0.719643
2002-04-30,0.564043,0.647591
2002-05-31,0.973564,0.432928
2002-06-30,1.629218,0.216434
2002-07-31,3.858894,0.063532
2002-08-31,3.033415,0.096927
2002-09-30,4.009733,0.058984
2002-10-31,4.511497,0.046331
2002-11-30,3.755286,0.066889
2002-12-31,2.690525,0.116581
2003-01-31,3.883958,0.062749
2003-02-28,2.8023,0.109698
2003-03-31,5.197368,0.03373
2003-04-30,3.117805,0.092704
2003-05-31,3.0088,0.0982
2003-06-30,3.14291,0.09149
2003-07-31,1.986429,0.174075
2003-08-31,1.34264,0.260218
2003-09-30,2.123153,0.150282
2003-10-31,3.221087,0.087825
2003-11-30,4.496569,0.04666
2003-12-31,3.001964,0.098558
2004-01-31,2.743852,0.113235
2004-02-29,2.603064,0.122325
2004-03-31,2.224095,0.151477
2004-04-30,2.027269,0.169913
2004-05-31,0.882413,0.358749
2004-06-30,0.349739,0.789969
2004-07-31,0.436977,0.730018
2004-08-31,0.967805,0.399891
2004-09-30,1.57214,0.224355
2004-10-31,1.714994,0.205184
2004-11-30,1.984869,0.174236
2004-12-31,2.069359,0.165751
2005-01-31,0.572774,0.574473
2005-02-28,0.461848,0.713369
2005-03-31,0.319041,0.811472
2005-04-30,0.501988,0.486805
2005-05-31,0.718883,0.557075
2005-06-30,1.052137,0.370857
2005-07-31,1.422782,0.268335
2005-08-31,1.006465,0.386277
2005-09-30,1.017431,0.38251
2005-10-31,1.839931,0.190075
2005-11-30,3.032944,0.074743
2005-12-31,2.894859,0.082801
2006-01-31,1.138176,0.343641
2006-02-28,1.056323,0.369478
2006-03-31,0.926836,0.414907
2006-04-30,0.845002,0.446823
2006-05-31,0.658838,0.530173
2006-06-30,0.712989,0.504262
2006-07-31,0.659587,0.529805
2006-08-31,0.655359,0.592818
2006-09-30,0.903788,0.42363
2006-10-31,1.143385,0.342066
2006-11-30,1.280321,0.271225
2006-12-31,1.432493,0.275291
2007-01-31,1.102105,0.354769
2007-02-28,0.560539,0.64977
2007-03-31,0.553624,0.654088
2007-04-30,0.27333,0.843627
2007-05-31,0.476688,0.703546
2007-06-30,0.576527,0.639871
2007-07-31,0.566642,0.645977
